"persianate_sublane","exact_gate_row_id","source_row_id","concept_id","english","direct_micro_support","exact_source_ref","source_path_or_url","review_boundary","no_merge_boundary"
"persian_farsi","r3exact:r3run:0070","hefferon_seed:scalar","scalar","scalar","Persian/Farsi direct draft support: اسکالر","HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json :: hefferon_seed:scalar :: src/vs/vs1.tex:@{source_file=src/vs/vs1.tex; local_path=sources/non_slavic_reference_corpus/20260629t155724z_hefferon_linear_algebra_source_first_intake/raw/src/vs/vs1.tex; line=72; snippet=an addition and a scalar multiplication, that are subject to some}","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0071","hefferon_seed:zero_vector","zero_vector","zero vector","Persian/Farsi direct draft support: بردار صفر","HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json :: hefferon_seed:zero_vector :: src/vs/vs1.tex:@{source_file=src/vs/vs1.tex; local_path=sources/non_slavic_reference_corpus/20260629t155724z_hefferon_linear_algebra_source_first_intake/raw/src/vs/vs1.tex; line=106; snippet=\item there is a \definend{zero vector}\index{zero vector}}","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0072","hefferon_seed:scalar_multiplication","scalar_multiplication","scalar multiplication","Persian/Farsi direct draft support: ضرب اسکالر","HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json :: hefferon_seed:scalar_multiplication :: src/vs/vs1.tex:@{source_file=src/vs/vs1.tex; local_path=sources/non_slavic_reference_corpus/20260629t155724z_hefferon_linear_algebra_source_first_intake/raw/src/vs/vs1.tex; line=72; snippet=an addition and a scalar multiplication, that are subject to some}","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0073","hefferon_seed:span","span","span","Persian/Farsi direct draft support: پوشش خطی / گستره","HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json :: hefferon_seed:span :: src/vs/vs2.tex:@{source_file=src/vs/vs2.tex; local_path=sources/non_slavic_reference_corpus/20260629t155724z_hefferon_linear_algebra_source_first_intake/raw/src/vs/vs2.tex; line=6; snippet=as a span,}","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0074","hefferon_seed:basis","basis","basis","Persian/Farsi direct draft support: پایه","HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json :: hefferon_seed:basis :: src/map/map1.tex:@{source_file=src/map/map1.tex; local_path=sources/non_slavic_reference_corpus/20260629t155724z_hefferon_linear_algebra_source_first_intake/raw/src/map/map1.tex; line=46; snippet=instead it led to new insights such as the idea of a basis.}","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0075","hefferon_seed:linearly_independent","linearly_independent","linearly independent","Persian/Farsi direct draft support: مستقل خطی","HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json :: hefferon_seed:linearly_independent :: src/vs/vs2.tex:@{source_file=src/vs/vs2.tex; local_path=sources/non_slavic_reference_corpus/20260629t155724z_hefferon_linear_algebra_source_first_intake/raw/src/vs/vs2.tex; line=150; snippet=\definend{linearly independent}\index{linearly independent}%}","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0076","hefferon_seed:isomorphism","isomorphism","isomorphism","Persian/Farsi direct draft support: یکریختی","HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json :: hefferon_seed:isomorphism :: src/map/map1.tex:@{source_file=src/map/map1.tex; local_path=sources/non_slavic_reference_corpus/20260629t155724z_hefferon_linear_algebra_source_first_intake/raw/src/map/map1.tex; line=8; snippet=\index{isomorphism|(}}","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0077","hefferon_seed:homomorphism_linear_map","homomorphism_linear_map","homomorphism / linear map","Persian/Farsi direct draft support: همریختی / نگاشت خطی","HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json :: hefferon_seed:homomorphism_linear_map :: src/map/map2.tex:@{source_file=src/map/map2.tex; local_path=sources/non_slavic_reference_corpus/20260629t155724z_hefferon_linear_algebra_source_first_intake/raw/src/map/map2.tex; line=4; snippet=\section{Homomorphisms}}","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0078","hefferon_seed:kernel_linear_map","kernel_linear_map","kernel of a linear map","Persian/Farsi direct draft support: هستهٔ نگاشت خطی","HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json :: hefferon_seed:kernel_linear_map :: src/map/map2.tex:@{source_file=src/map/map2.tex; local_path=sources/non_slavic_reference_corpus/20260629t155724z_hefferon_linear_algebra_source_first_intake/raw/src/map/map2.tex; line=1786; snippet=or \definend{kernel}\index{kernel, of linear map} of a linear map}","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_ALGEBRA_FIRST_SLICE_TERM_SEED_20260629T160120Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0106","persian_farsi_linear_system_microdraft:linear_algebra","linear_algebra","linear algebra","Persian/Farsi direct draft support: جبر خطی","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:linear_algebra :: source_id=fawiki_linear_algebra_raw; microdraft_use=source note / lane label","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0107","persian_farsi_linear_system_microdraft:linear_combination","linear_combination","linear combination","Persian/Farsi direct draft support: ترکیب خطی","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:linear_combination :: source_id=fawiki_linear_combination_raw; microdraft_use=ترکیب خطی","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0108","persian_farsi_linear_system_microdraft:linear_equation","linear_equation","linear equation","Persian/Farsi direct draft support: معادلهٔ خطی","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:linear_equation :: source_id=fawiki_linear_equation_raw; microdraft_use=معادلهٔ خطی","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0109","persian_farsi_linear_system_microdraft:system_of_linear_equations","system_of_linear_equations","system of linear equations","Persian/Farsi direct draft support: دستگاه معادلات خطی","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:system_of_linear_equations :: source_id=fawiki_linear_system_raw; microdraft_use=دستگاه معادلات خطی","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0110","persian_farsi_linear_system_microdraft:solution_answer","solution_answer","solution / answer","Persian/Farsi direct draft support: جواب / حل","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:solution_answer :: source_id=fawiki_linear_system_raw; fawiki_gaussian_elimination_raw; microdraft_use=جواب","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0111","persian_farsi_linear_system_microdraft:variable","variable","variable","Persian/Farsi direct draft support: متغیر","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:variable :: source_id=fawiki_linear_equation_raw; microdraft_use=متغیر","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0112","persian_farsi_linear_system_microdraft:coefficient","coefficient","coefficient","Persian/Farsi direct draft support: ضریب","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:coefficient :: source_id=fawiki_coefficient_raw; fawiki_gaussian_elimination_raw; microdraft_use=ضریب","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0113","persian_farsi_linear_system_microdraft:constant","constant","constant","Persian/Farsi direct draft support: ثابت","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:constant :: source_id=fawiki_mathematical_constant_raw; microdraft_use=ثابت","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0114","persian_farsi_linear_system_microdraft:matrix","matrix","matrix","Persian/Farsi direct draft support: ماتریس","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:matrix :: source_id=fawiki_matrix_raw; fawiki_linear_algebra_raw; microdraft_use=not used","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0115","persian_farsi_linear_system_microdraft:vector","vector","vector","Persian/Farsi direct draft support: بردار","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:vector :: source_id=fawiki_vector_raw; fawiki_linear_algebra_raw; microdraft_use=not used","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0116","persian_farsi_linear_system_microdraft:vector_space","vector_space","vector space","Persian/Farsi direct draft support: فضای برداری","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:vector_space :: source_id=fawiki_vector_space_raw; microdraft_use=open next slice","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0117","persian_farsi_linear_system_microdraft:gaussian_elimination","gaussian_elimination","Gaussian elimination","Persian/Farsi direct draft support: حذف گاوسی","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:gaussian_elimination :: source_id=fawiki_gaussian_elimination_raw; microdraft_use=not used","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0118","persian_farsi_linear_system_microdraft:row_operations","row_operations","row operations","Persian/Farsi direct draft support: عملیات سطری","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:row_operations :: source_id=fawiki_gaussian_elimination_raw; microdraft_use=open gate note","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0119","persian_farsi_linear_system_microdraft:n_tuple","n_tuple","n-tuple","Persian/Farsi direct draft support: n-تایی","HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json :: persian_farsi_linear_system_microdraft:n_tuple :: source_id=hefferon_gr1_latex_source; persian_reviewer_needed; microdraft_use=n-تایی","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_LINEAR_SYSTEM_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T010709Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0120","persian_farsi_vector_space_microdraft:vector_space","vector_space","vector space","Persian/Farsi direct draft support: فضای برداری / فضای خطی","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:vector_space :: source_id=fawiki_vector_space_raw; fawiki_linear_algebra_raw; microdraft_use=فضای برداری","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0121","persian_farsi_vector_space_microdraft:vector","vector","vector","Persian/Farsi direct draft support: بردار","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:vector :: source_id=fawiki_vector_raw; fawiki_vector_space_raw; microdraft_use=بردار","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0122","persian_farsi_vector_space_microdraft:scalar","scalar","scalar","Persian/Farsi direct draft support: اسکالر","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:scalar :: source_id=fawiki_scalar_math_raw; fawiki_vector_space_raw; microdraft_use=اسکالر","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0123","persian_farsi_vector_space_microdraft:scalar_multiplication","scalar_multiplication","scalar multiplication","Persian/Farsi direct draft support: ضرب نرده‌ای / ضرب در اسکالر","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:scalar_multiplication :: source_id=fawiki_scalar_multiplication_raw; fawiki_vector_space_raw; microdraft_use=ضرب نرده‌ای","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0124","persian_farsi_vector_space_microdraft:vector_addition","vector_addition","vector addition","Persian/Farsi direct draft support: جمع برداری","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:vector_addition :: source_id=fawiki_vector_space_raw; microdraft_use=جمع برداری","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0125","persian_farsi_vector_space_microdraft:closed_under_operation","closed_under_operation","closed under operation","Persian/Farsi direct draft support: نسبت به ... بسته است / بستار","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:closed_under_operation :: source_id=fawiki_linear_subspace_raw; microdraft_use=نسبت به ... بسته است","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0126","persian_farsi_vector_space_microdraft:commutative","commutative","commutative","Persian/Farsi direct draft support: جابه‌جایی‌پذیر","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:commutative :: source_id=microdraft_register; microdraft_use=جابه‌جایی‌پذیر","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0127","persian_farsi_vector_space_microdraft:associative","associative","associative","Persian/Farsi direct draft support: شرکت‌پذیر","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:associative :: source_id=microdraft_register; microdraft_use=شرکت‌پذیر","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0128","persian_farsi_vector_space_microdraft:zero_vector","zero_vector","zero vector","Persian/Farsi direct draft support: بردار صفر","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:zero_vector :: source_id=fawiki_linear_subspace_raw; fawiki_additive_identity_raw; microdraft_use=بردار صفر","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0129","persian_farsi_vector_space_microdraft:additive_inverse","additive_inverse","additive inverse","Persian/Farsi direct draft support: وارون جمعی / معکوس جمعی","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:additive_inverse :: source_id=microdraft_register; fawiki_additive_identity_raw_supports_additive_identity_only; microdraft_use=وارون جمعی","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0130","persian_farsi_vector_space_microdraft:identity_operation","identity_operation","identity operation","Persian/Farsi direct draft support: عمل همانی","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:identity_operation :: source_id=fawiki_additive_identity_raw; microdraft_use=عمل همانی","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0131","persian_farsi_vector_space_microdraft:field","field","field","Persian/Farsi direct draft support: میدان","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:field :: source_id=fawiki_vector_space_raw; microdraft_use=not used in body","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"persian_farsi","r3exact:r3run:0132","persian_farsi_vector_space_microdraft:inner_product_false_friend","inner_product_false_friend","inner product / scalar product false friend","Persian/Farsi direct draft support: ضرب داخلی / ضرب اسکالر","HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json :: persian_farsi_vector_space_microdraft:inner_product_false_friend :: source_id=fawiki_inner_product_raw; microdraft_use=guardrail only","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_PERSIAN_FARSI_MICRODRAFT_20260702T071500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
