recovery_authority_action_id,language_or_scope,blocker_origin,blocker_field,probe_kind,probe_rows,existing_probe_rows,missing_probe_rows,ledger_pointer_rows,searched_path_sample,next_recovery_step_sample,authority_ethics_action,current_head,input_frontier_head,source_use_label,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-FAA2C330-RECOVERY-AUTHORITY-0032,Oromo,e58_render_witness_ocr_pickup,exact_phrase_from_render,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\oromo\source-pdfs\R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0033,Oromo,e58_render_witness_ocr_pickup,formula_neighbor_visual_confirmation,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\oromo\source-pdfs\R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0034,Oromo,e58_render_witness_ocr_pickup,ocr_unicode_confidence,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\oromo\source-pdfs\R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0035,Oromo,e58_render_witness_ocr_pickup,source_page_language_boundary,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\oromo\source-pdfs\R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0036,Related West African/Horn,9bb_zip_candidate_review_correction,exact_source_phrase,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0037,Related West African/Horn,9bb_zip_candidate_review_correction,reviewer_boundary,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0038,Related West African/Horn,9bb_zip_candidate_review_correction,source_body_type,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0039,Related West African/Horn,9bb_zip_candidate_review_correction,target_language_subpath,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0040,Related West African/Horn,e58_render_witness_ocr_pickup,exact_phrase_from_render,file,5,5,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\af05-af06-partial-recovery-20260705\af05-south-sudan\south_sudan_egra_egma_2017_winrock.pdf || C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\nyu-glossary-recovery-20260705\mandinka-manding\002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0041,Related West African/Horn,e58_render_witness_ocr_pickup,formula_neighbor_visual_confirmation,file,5,5,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\af05-af06-partial-recovery-20260705\af05-south-sudan\south_sudan_egra_egma_2017_winrock.pdf || C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\nyu-glossary-recovery-20260705\mandinka-manding\002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0042,Related West African/Horn,e58_render_witness_ocr_pickup,ocr_unicode_confidence,file,5,5,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\af05-af06-partial-recovery-20260705\af05-south-sudan\south_sudan_egra_egma_2017_winrock.pdf || C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\nyu-glossary-recovery-20260705\mandinka-manding\002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0043,Related West African/Horn,e58_render_witness_ocr_pickup,source_page_language_boundary,file,5,5,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\af05-af06-partial-recovery-20260705\af05-south-sudan\south_sudan_egra_egma_2017_winrock.pdf || C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\related-west-african\source-pdfs\nyu-glossary-recovery-20260705\mandinka-manding\002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0044,Related West African/Horn,language_source_bodies_gap_rows,additional_source_bodies_packaged_stronger_textbook_glossary_gate_still_open,ledger_pointer,3,0,0,3,see R9_HAUSA_IGBO_EXACT_SOURCE_BODY_RECOVERY_20260705.csv,"resolve referenced ledger to concrete body path, then hash/probe and update blocker row",record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0045,Related West African/Horn,language_source_bodies_gap_rows,"basic Igbo mathematics book route found, but only metadata/landing-page evidence is local",blank,1,0,1,0,,continue local-source and external source-return search; preserve blocker until exact body and review gates close,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0046,Related West African/Horn,language_source_bodies_gap_rows,context_or_register_body_packaged_stronger_textbook_glossary_gate_still_open,ledger_pointer,1,0,0,1,see R9_HAUSA_IGBO_CONTEXT_SOURCE_BODY_RECOVERY_20260705.csv,"resolve referenced ledger to concrete body path, then hash/probe and update blocker row",record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0047,Related West African/Horn,language_source_bodies_gap_rows,partial_source_bodies_packaged_reviewer_authority_still_required,missing,1,0,1,0,ledger-local,continue local-source and external source-return search; preserve blocker until exact body and review gates close,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0048,Related West African/Horn,language_source_bodies_gap_rows,partial_source_bodies_packaged_transcription_source_font_still_required,missing,1,0,1,0,ledger-local,continue local-source and external source-return search; preserve blocker until exact body and review gates close,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0049,Somali,9bb_zip_candidate_review_correction,exact_source_phrase,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0050,Somali,9bb_zip_candidate_review_correction,reviewer_boundary,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0051,Somali,9bb_zip_candidate_review_correction,source_body_type,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0052,Somali,9bb_zip_candidate_review_correction,target_language_subpath,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0053,Somali,e58_render_witness_ocr_pickup,exact_phrase_from_render,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\somali\source-pdfs\R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0054,Somali,e58_render_witness_ocr_pickup,formula_neighbor_visual_confirmation,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\somali\source-pdfs\R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0055,Somali,e58_render_witness_ocr_pickup,ocr_unicode_confidence,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\somali\source-pdfs\R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0056,Somali,e58_render_witness_ocr_pickup,source_page_language_boundary,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\somali\source-pdfs\R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0057,Somali,language_source_bodies_gap_rows,rejected_non_pdf_payload_after_recovery_attempt,missing,9,0,9,0,https://files.ethiopialearning.com/textbooks/Grade%2004/Grade_4_Subject_MATHS_Chapter_1_Language_SOMALI_Retrieved_20150101.pdf || https://files.ethiopialearning.com/textbooks/Grade%2004/Grade_4_Subject_MATHS_Chapter_2_Language_SOMALI_Retrieved_20150101.pdf,continue local-source and external source-return search; preserve blocker until exact body and review gates close,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0058,Tigrigna/Tigrinya,9bb_zip_candidate_review_correction,exact_source_phrase,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0059,Tigrigna/Tigrinya,9bb_zip_candidate_review_correction,reviewer_boundary,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0060,Tigrigna/Tigrinya,9bb_zip_candidate_review_correction,source_body_type,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0061,Tigrigna/Tigrinya,9bb_zip_candidate_review_correction,target_language_subpath,directory,1,1,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0062,Tigrigna/Tigrinya,e58_render_witness_ocr_pickup,exact_phrase_from_render,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\tigrigna-tigrinya\source-pdfs\R9-LSB-0219_003_tigrigna_math_g1_teacher_guide_teacher_guide_49a5f61c.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-RECOVERY-AUTHORITY-0063,Tigrigna/Tigrinya,e58_render_witness_ocr_pickup,formula_neighbor_visual_confirmation,file,3,3,0,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\tigrigna-tigrinya\source-pdfs\R9-LSB-0219_003_tigrigna_math_g1_teacher_guide_teacher_guide_49a5f61c.pdf,render/page witness exists; perform visual/OCR exact phrase capture and keep as reviewer-only support,record source-owner/license/reviewer/OCR decision after exact path recovery; keep blocker open until then,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-recovery-search-authority-action,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
