"manifest_id","relative_path","bytes","sha256","media_type","release_role","unit_id","source_scope","status","supersession","caveat"
"SGA2-X-R37-C38-PUB-068","02_corollary3_8/producer_evidence/MACHINE_LEDGER_VALIDATION.json","3077","D00995EA4AC7E68C09E2E26F7C3A763C0306CA114485D1ADBE75F50201F659D2","application/json","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-069","02_corollary3_8/producer_evidence/MACHINE_VALIDATION.json","8516","E4A44F2C0DDDF66438D013D09A1CBE1B91F12B0AA55EAB1F42A3EE8EB38F7FAE","application/json","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-070","02_corollary3_8/producer_evidence/PRODUCER_FINAL_AUDIT_PASS.md","4129","38398C6AF2CB400F6120E14E8732DD4DD4D14B147DD20DFE69F750B0A5EF1419","text/markdown","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-071","02_corollary3_8/producer_evidence/RENDERED_VISUAL_QA.md","1309","A733DFF2F01E4D50AC2524A103334606ABA8AB062485E5BBE013E33D616C2E07","text/markdown","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-072","02_corollary3_8/producer_evidence/SOURCE_ALIGNMENT_LEDGER.csv","4919","446E734C5F4F220C6A921D11E34176DAE93D706E4884F792CD4EBBDBDDD41D26","text/csv","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-073","02_corollary3_8/producer_evidence/SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md","6011","2366900E8F13F40BBC72D876ED0FEC014403855E7278C0D1160553985634D6F3","text/markdown","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-074","02_corollary3_8/producer_evidence/SOURCE_DEFECT_LEDGER.csv","1478","36418D2B05B6A8CEDD7E834B12911511633F279AA872B4E6B2C4FE6D187D9B19","text/csv","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-075","02_corollary3_8/producer_evidence/TERMINOLOGY_REJECTED_CHOICES_LEDGER.csv","5255","8E7DEEFE6E5319ACC9B2F90AC3DED22B2548DC69D901D0D92FB3000CBDB104AA","text/csv","producer_evidence","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-076","02_corollary3_8/target/SGA2_Expose_X_Corollary_3_8_Statement_and_Proof_English_SourceAligned.pdf","184318","109C9F32D3560C940D0EE27EAEFC0977E42279D20735195EBDB625B3EB709B97","application/pdf","english_reader_pdf","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-077","02_corollary3_8/target/SGA2_Expose_X_Corollary_3_8_Statement_and_Proof_English_SourceAligned.tex","1563","856B396D68A41AD2F6EAFD17AB50C0B2167519D4361E378EFE1F758BFEF9146B","text/x-tex","editable_english_target","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-078","02_corollary3_8/target/TARGET_EXTRACTED_TEXT.txt","1030","2D84488EFC1FA13497CBCA9E6A555D66E33A1B0AE2C24F22311F965A3F04A9B6","text/plain","target_pdf_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-079","02_corollary3_8/target/TARGET_PAGE_001_200DPI.png","133303","601912F151D06316F8B18897D1CAF75DDECFD35363DC215DE8F1A670E3600094","image/png","target_render_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-080","02_corollary3_8/target/TARGET_PDFFONTS.txt","1235","D039DF39FC595FCD67254A52BA4DDA802170589E0165B63406B49F396E58B65A","text/plain","target_pdf_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-081","02_corollary3_8/target/TARGET_PDFINFO.txt","686","4B073B333C4D9B9603295B9CC69F8CFF54AA272D036EA82035FD0F2F9BF60C01","text/plain","target_pdf_qa","SGA2-X-C38","French3536-3540;raw3541;sub3542","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-082","AUTHORITY_SCOPE_GAPS_AND_RIGHTS.md","1866","C0DD198B7F5B099CEFEBC49DB47C7603106216613CA7D68779FB6E52199B132A","text/markdown","public_custody_control","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-083","CUSTODY_INPUTS_AND_EXCLUSIONS.csv","2948","B7B71E6D3C5C5E8950860DF0ED05A852DC00E62D902670F1E77D4CC3563CE407","text/csv","public_custody_control","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-084","HANDOFF_IDENTITY.json","943","B6C93267657BD029E910843A4B208626965CBCEBF5E12744DB5B443C2CBC0998","application/json","public_custody_control","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-085","LEMMA3_6_FAIL_CLOSED_GAP.md","827","FD2891A4818CF31345C56B3627B40B959B86C2DA0B8C5ED82EA682A55F54C154","text/markdown","public_custody_control","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-086","PUBLIC_SANITIZATION_LEDGER.csv","6811","0897A3A31FFD9DA1CC1809354931D109BFB4E94F2E8929A4E83A73167D8DC317","text/csv","public_custody_control","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-087","PUBLIC_SANITIZATION_VALIDATION.json","476","89E56C9E68A31FBA9752B07A29856696C38CD874E4463A8B83E177FAAF52298F","application/json","public_custody_control","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-088","PUBLICATION_READINESS.md","1384","C3D32C4EECCBFF2427CE105B104D873B6D4EF637723A81229E7608232A86B226","text/markdown","public_custody_control","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-089","README.md","1788","DDECA891032023A6110A41C01C407188F6FBD9C9EA734B2E092BA2A7A5142FC2","text/markdown","public_custody_control","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-090","RIGHTS_BLOCKED_VISUAL_WITNESS.csv","770","4C9D2084D7AB01606EE21B7730D84F5ABABF0CFD53283595F202EC6F8C0193A1","text/csv","rights_blocked_visual_metadata","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-091","RIGHTS_BLOCKED_VISUAL_WITNESS.jsonl","786","FDC027B830AF60850B39A0560E5AE2F3786C8B0DAE2E5FA4CC3A087A44C99BA8","application/x-ndjson","rights_blocked_visual_metadata","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
"SGA2-X-R37-C38-PUB-092","SUPERSESSION_NOTICE.md","530","8A02E55798B894104652F08708F90C4B42A1934F38B356BE54DFDD367117B948","text/markdown","public_custody_control","SGA2-X-R37-C38","two_bounded_units_with_declared_noncontinuous_gaps","exact_rights_curated_public","additive_no_public_file_superseded","bounded_working_translation_not_continuous_complete_critical_or_rights_certified"
