"relative_path","expected_sha256","actual_sha256","status"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum10_stokastik.tex","647eebaae2b384912b4e284c910750974ac22c9a761353eae0f509c04180bdd4","647eebaae2b384912b4e284c910750974ac22c9a761353eae0f509c04180bdd4","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum11_istatistik_temelleri.tex","a19caddfbbc6fbc026f99080050363fb2ec52709ca18acce7320cdb2b5ee5f35","a19caddfbbc6fbc026f99080050363fb2ec52709ca18acce7320cdb2b5ee5f35","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum12_nokta_tahmin.tex","d42446bd947a3c99d6aef7260e2a2459f098e3d8a099d949a897b2ca149ebc11","d42446bd947a3c99d6aef7260e2a2459f098e3d8a099d949a897b2ca149ebc11","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum13_guven_araliklari.tex","1aea8c40a3fb6c3383476070032010d83ae8fcb71dfa12d5531b5e7541911f3d","1aea8c40a3fb6c3383476070032010d83ae8fcb71dfa12d5531b5e7541911f3d","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum14_hipotez_testi.tex","66f988d520c8e0aa624142a52e7c716cb63c1383d18dd7f355b7cb1831c6a46e","66f988d520c8e0aa624142a52e7c716cb63c1383d18dd7f355b7cb1831c6a46e","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum15_dogrusal_modeller.tex","0ad290424b40954fe5d06abd04353d7bb13c7fab4ade5bda9c83d53fe9213102","0ad290424b40954fe5d06abd04353d7bb13c7fab4ade5bda9c83d53fe9213102","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum16_anova.tex","616c8e17694a4f65d7eee76ac01a34302f42ac520bee4bfed89aff83a79d7ec9","616c8e17694a4f65d7eee76ac01a34302f42ac520bee4bfed89aff83a79d7ec9","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum17_parametresiz.tex","2692f92f44a3757f4b5b2f611f1a6c26dc8ff124073bb96e1ca3bff58fd80827","2692f92f44a3757f4b5b2f611f1a6c26dc8ff124073bb96e1ca3bff58fd80827","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part2_istatistik/bolum18_asimptotik.tex","c417693adc20cc591d26abb6e57c57943c767b2ab790652a51db885ebf72b57a","c417693adc20cc591d26abb6e57c57943c767b2ab790652a51db885ebf72b57a","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/CLAUDE.md","4afefe5631e67c8cd49039df1e1c3fa68f694cabe0969281e773a09e6c04f309","4afefe5631e67c8cd49039df1e1c3fa68f694cabe0969281e773a09e6c04f309","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/ornek_stil/maarif.sty","ea5312bdc50bc067837c2877a2a76eb8244c3364eadbe1edb77f4c98c15cdffb","ea5312bdc50bc067837c2877a2a76eb8244c3364eadbe1edb77f4c98c15cdffb","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/ornek_stil/topoloji.sty","a48dc333fbd629003c24e2fe0e5977d3fef5f25cf3a6206bfc08dcd5bbe52394","a48dc333fbd629003c24e2fe0e5977d3fef5f25cf3a6206bfc08dcd5bbe52394","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/README.md","38b04265ae2fd2b3cb16bad25fbea7d18fea0425d6dbfd0ac1701dd85c453c45","38b04265ae2fd2b3cb16bad25fbea7d18fea0425d6dbfd0ac1701dd85c453c45","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/00_PROJE_OZETI.md","8a3480b5e64e2dc4a7a94768ca84b985094961eac20c47cd577a87d64e91d9de","8a3480b5e64e2dc4a7a94768ca84b985094961eac20c47cd577a87d64e91d9de","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/01_ICINDEKILER_TASLAK.md","8e2c8315e24526d213e5da611a6a4df6d65c52bb6d576d7312da5c79f9cb336a","8e2c8315e24526d213e5da611a6a4df6d65c52bb6d576d7312da5c79f9cb336a","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/02_KAYNAK_ANALIZI.md","a632e26f04cc8c36c498cb0d2affd08112aaf751b26d2c87481d1fb38926da06","a632e26f04cc8c36c498cb0d2affd08112aaf751b26d2c87481d1fb38926da06","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/03_PEDAGOJIK_YAKLASIM.md","d538d0e6b2ca538b94bcc2757456304bd1409c7140f0de67693b17bd9817462f","d538d0e6b2ca538b94bcc2757456304bd1409c7140f0de67693b17bd9817462f","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/04_TERMINOLOJI_SOZLUGU.md","9b0894e6d2471074c8a39e382724c5522a6e67e1569218c0129a83aac24bc3c5","9b0894e6d2471074c8a39e382724c5522a6e67e1569218c0129a83aac24bc3c5","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/05_BOLUM_YAZIM_SABLONU.md","f63db84e4bd5ab74aa92f52b2badc3a7adb3e641ca07a33188b85c7b49bd901b","f63db84e4bd5ab74aa92f52b2badc3a7adb3e641ca07a33188b85c7b49bd901b","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/06_YAZIM_SIRASI.md","05b5470956159fbb8a2d2db5f151f54944d135fed550fba68bd7a51798d65992","05b5470956159fbb8a2d2db5f151f54944d135fed550fba68bd7a51798d65992","pass"
"bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/tasarim_belgeleri/07_MAARIF_MODELI_UYUMU.md","f0231984efe50113d52e320c456b0f759e6c9d2258403d97daa4de0f7e3fb93f","f0231984efe50113d52e320c456b0f759e6c9d2258403d97daa4de0f7e3fb93f","pass"
"bodies/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.pdf","d56f52306558e79cbd4483d925426b690783cf7585124c08badce206bf69a568","d56f52306558e79cbd4483d925426b690783cf7585124c08badce206bf69a568","pass"
"bodies/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.pdf","ee56ac4eaa508fcbd1d977fb980014e86853d984d4cd3458e640b602a8c57f69","ee56ac4eaa508fcbd1d977fb980014e86853d984d4cd3458e640b602a8c57f69","pass"
"bodies/tr/TR-NOETH-001_bulentsarac_moduller.pdf","753ef6adafc119b4f7325f2f14c5925f59c983fc1c80ebd15cac395fa75e3b0b","753ef6adafc119b4f7325f2f14c5925f59c983fc1c80ebd15cac395fa75e3b0b","pass"
"bodies/tr/TR-NOETH-002_marmara_asalimsi_idealler_thesis.pdf","9eb96e717bcbf891b01c2e0585cbd52fab0e573b7bf097a30e3aa530a274738a","9eb96e717bcbf891b01c2e0585cbd52fab0e573b7bf097a30e3aa530a274738a","pass"
"bodies/tt/current-probe/TT-CUR-055-001_source-archive_lexical_context.txt","7c66faedcd40d15f31743a8c27140b70187e22532401522fa653ce330b0b0e5b","7c66faedcd40d15f31743a8c27140b70187e22532401522fa653ce330b0b0e5b","pass"
"bodies/tt/current-probe/TT-CUR-055-002_dictionary_polynomial_context.html","da63051d4dd6acbd90c57dcc9fd8061bc6a9f254a2f3035186104272f0ca427a","da63051d4dd6acbd90c57dcc9fd8061bc6a9f254a2f3035186104272f0ca427a","pass"
"bodies/tt/current-probe/TT-CUR-055-003_low-authority_Noetherian_trap.html","d1b1ed7a3b1248af351d4b2f69cccf8b1d51a707db93edb593842276faa1eace","d1b1ed7a3b1248af351d4b2f69cccf8b1d51a707db93edb593842276faa1eace","pass"
"bodies/tt/pdf-witnesses/TT-PDF-001_Algebra_7_work_program_edu_tatar_test_storage.pdf","ff04e65278a2b678f8a46c36783e6f1c0514e5e60eb7c047a38c41e97f6b31c8","ff04e65278a2b678f8a46c36783e6f1c0514e5e60eb7c047a38c41e97f6b31c8","pass"
"bodies/tt/pdf-witnesses/TT-PDF-002_Algebra_7_educational_minimum_edu_tatar.pdf","8c6065a51152e3de7c530c071b19e90ff0b4e3f72c9ac25a5b3501c7cd3a8d78","8c6065a51152e3de7c530c071b19e90ff0b4e3f72c9ac25a5b3501c7cd3a8d78","pass"
"bodies/tt/pdf-witnesses/TT-PDF-003_Fenni_Tatarstan_2014_issue_2.pdf","8a39a0992b2c3b760876be0072c3cd4b579bea824876633b296ad731356fbe2a","8a39a0992b2c3b760876be0072c3cd4b579bea824876633b296ad731356fbe2a","pass"
"bodies/tt/prior-retry/tatar_kpfu_methodical_sources_dictionary_lead.html","41b5a97c751407766d9a2db961617a5ac0c2cd42b867cf8a464240ca706babd4","41b5a97c751407766d9a2db961617a5ac0c2cd42b867cf8a464240ca706babd4","pass"
"bodies/tt/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","00085b481c14140d7f448d1fbdb1ebef3376c8e29f5085f10f2620b19477df91","00085b481c14140d7f448d1fbdb1ebef3376c8e29f5085f10f2620b19477df91","pass"
"bodies/tt/wikitext-20260629T101500Z/Equation__Тигезләмә.wiki","897b16236cbd260260aaf2a88ceeccdac2f37168eed6666cec2ff4143ec4cbcb","897b16236cbd260260aaf2a88ceeccdac2f37168eed6666cec2ff4143ec4cbcb","pass"
"bodies/tt/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","b5b74ae3290388954b75337149384c06a23afc3c8f9d0874cb0e8cc9856f5f5d","b5b74ae3290388954b75337149384c06a23afc3c8f9d0874cb0e8cc9856f5f5d","pass"
"bodies/tt/wikitext-20260629T101500Z/Mathematics__Математика.wiki","1cdf367b350c76b67d1adc82ff0dda51f705e95b74ca34cc3c029b046d1542d7","1cdf367b350c76b67d1adc82ff0dda51f705e95b74ca34cc3c029b046d1542d7","pass"
"bodies/tt/wikitext-20260629T101500Z/Probability__Ихтималлык.wiki","08279a8f8ecbb587c5f8bfcd1ec00863d39eb214ae9b56f40b2cfcef91d88928","08279a8f8ecbb587c5f8bfcd1ec00863d39eb214ae9b56f40b2cfcef91d88928","pass"
"bodies/tt/wikitext-20260629T101500Z/Statistics__Статистика.wiki","6df2eeced2616a674aeea023f768de8057f72922d0714ffe858cd7ae9be1f42d","6df2eeced2616a674aeea023f768de8057f72922d0714ffe858cd7ae9be1f42d","pass"
"bodies/ug/current-source-gate/UG-CUR-052-001.html","e6a3c01ff060b55e3bf324e9a59d32f620da956246ceef3c38b4d5a1a87799ad","e6a3c01ff060b55e3bf324e9a59d32f620da956246ceef3c38b4d5a1a87799ad","pass"
"bodies/ug/current-source-gate/UG-CUR-052-002.html","368a3a3e19e1b955b582ea18e8f7ddca8b47df264dd50b7e1a275a35c2f79a5a","368a3a3e19e1b955b582ea18e8f7ddca8b47df264dd50b7e1a275a35c2f79a5a","pass"
"bodies/ug/current-source-gate/UG-CUR-052-003.html","4d355530fe4b26572610ba33cf73b988b94f7b8e1423a5572f2dd77d82cdc5db","4d355530fe4b26572610ba33cf73b988b94f7b8e1423a5572f2dd77d82cdc5db","pass"
"bodies/ug/current-source-gate/UG-CUR-052-004.html","1c53e86d7a30407a581aff74d0d74bba8f3aa1beb4495c2b2f1bf2a7ec36b977","1c53e86d7a30407a581aff74d0d74bba8f3aa1beb4495c2b2f1bf2a7ec36b977","pass"
"bodies/ug/current-source-gate/UG-CUR-052-005.html","b411227af3e2d3dde76d2f6db4d08732d5a476b500757d11d700043cf30a68c1","b411227af3e2d3dde76d2f6db4d08732d5a476b500757d11d700043cf30a68c1","pass"
"bodies/ug/current-source-gate/UG-CUR-052-006.html","a98c51b94d00aaadb85c645ac260d1afbd223d67adc2370079645c204d79b679","a98c51b94d00aaadb85c645ac260d1afbd223d67adc2370079645c204d79b679","pass"
"bodies/ug/current-source-gate/UG-CUR-052-007.html","55aed73a8427b687572e9ccf4a870ddcdee28f88fbf6081b064645abfdc14641","55aed73a8427b687572e9ccf4a870ddcdee28f88fbf6081b064645abfdc14641","pass"
"bodies/ug/current-source-gate/UG-CUR-052-008.html","ebed267b9168a03b8ce4af6950e46320c55409ac8a82aa0a5755de0cf9c838e1","ebed267b9168a03b8ce4af6950e46320c55409ac8a82aa0a5755de0cf9c838e1","pass"
"bodies/ug/current-source-gate/UG-CUR-052-009.html","03eb2e84ada8149081e7b83d12d1e8d8f5b3a472a625948362d1fcf368bae101","03eb2e84ada8149081e7b83d12d1e8d8f5b3a472a625948362d1fcf368bae101","pass"
"bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex-master.zip","243e29097a1a50b72eff1cf9b43f26d12707250248bd48d033a03337ad6ea9a7","243e29097a1a50b72eff1cf9b43f26d12707250248bd48d033a03337ad6ea9a7","pass"
"bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex/README.md","9752ff953c4482a8824aa91fda2e08ba7e84c6172790dd99f51dc8bd106520ff","9752ff953c4482a8824aa91fda2e08ba7e84c6172790dd99f51dc8bd106520ff","pass"
"bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex/uighur.tex","8d3d1b964a2207d9218a029733503c77fb68224ba5bb50bfc5b8a052c43ab251","8d3d1b964a2207d9218a029733503c77fb68224ba5bb50bfc5b8a052c43ab251","pass"
"bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex/Uyghur_Latex_Example.tex","dcb06996785162fefb7ae60d4002b4586efab369e43b7cd33d938263b0ed42eb","dcb06996785162fefb7ae60d4002b4586efab369e43b7cd33d938263b0ed42eb","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex-master.zip","99288401fcbe14ba7243661c67fcd5cfd643d96ecdae2e9ac66535b30b2f0720","99288401fcbe14ba7243661c67fcd5cfd643d96ecdae2e9ac66535b30b2f0720","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagmac.sty","c96e638252391e082d869f9dd45b5b1f766f7ad42db781d71914ddf5227f10c3","c96e638252391e082d869f9dd45b5b1f766f7ad42db781d71914ddf5227f10c3","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagram.log","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagram.tex","d3ce974cd5e82f0674c49af1a5624f8e8cc3c34ed16714d5c06f94f0bb911e86","d3ce974cd5e82f0674c49af1a5624f8e8cc3c34ed16714d5c06f94f0bb911e86","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/lamp","802b0484ea8c38dd6a075e43c58cfb4b91c56222c023877c63a452917e515d23","802b0484ea8c38dd6a075e43c58cfb4b91c56222c023877c63a452917e515d23","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/lamp.jpg","dacfbb6f204e152a744e2f1922bd4cc44b16fcc67171113d74d0792d1ff7f441","dacfbb6f204e152a744e2f1922bd4cc44b16fcc67171113d74d0792d1ff7f441","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/README.md","452e8a842ead4b8022cb84d18e4fa6e361732c983300c6471a460de7b664e794","452e8a842ead4b8022cb84d18e4fa6e361732c983300c6471a460de7b664e794","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/sample.pdf","77647611e0594966b701898f592b6ccaaa5eb08859b5603367df027f628ea0b6","77647611e0594966b701898f592b6ccaaa5eb08859b5603367df027f628ea0b6","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/sample.tex","a5de7ef8dd4e854686290571c4cd1542e013c1af441705815c2199bd1088c7e8","a5de7ef8dd4e854686290571c4cd1542e013c1af441705815c2199bd1088c7e8","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex_Example.pdf","1709f8a1cea0197e31ddb04ae0b422200605b86d7299ed68ae4407fa0b5d5f0a","1709f8a1cea0197e31ddb04ae0b422200605b86d7299ed68ae4407fa0b5d5f0a","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex_Example.tex","8aeaad70a1905307f10dc9990e4d7f8e670575fb2e9506008a9168b04090f316","8aeaad70a1905307f10dc9990e4d7f8e670575fb2e9506008a9168b04090f316","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex.pdf","e83de22b1b0ca81c6a806c26637323b1ea72ba3a8aad8ca8f4777fa670d7f6b1","e83de22b1b0ca81c6a806c26637323b1ea72ba3a8aad8ca8f4777fa670d7f6b1","pass"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex.tex","1a988a6078312ce6b9225881e44292c99abe64952c6ebffddbad7c451f5dc5ae","1a988a6078312ce6b9225881e44292c99abe64952c6ebffddbad7c451f5dc5ae","pass"
"bodies/ug/prior-retry/uyghur_ewlat_math_terms_category.html","0c6831088ba4835fde9f67949461ba7bed7131d7ef15a27e3856bb91bbb2f53f","0c6831088ba4835fde9f67949461ba7bed7131d7ef15a27e3856bb91bbb2f53f","pass"
"bodies/ug/prior-retry/uyghur_tarim_algebra_math_dictionary.html","d0b5ff3114c7d059c33202c69449fd1a1427a7cfaeae151b2d85619e00e78bb8","d0b5ff3114c7d059c33202c69449fd1a1427a7cfaeae151b2d85619e00e78bb8","pass"
"bodies/ug/wikitext-20260629T101500Z/Function (mathematics)__فۇنكسىيە.wiki","e14e73997bd2d6003fbffad46d3b4fc0695f3e0b9faceab1790e6142f9997dee","e14e73997bd2d6003fbffad46d3b4fc0695f3e0b9faceab1790e6142f9997dee","pass"
"bodies/uz/current-web-hard-row-20260705/UZ-WEB-20260705_arxivuz_kophadlar_halqasi.html","9d33be7369a193f7c3501f0ef69e7988ff7ce4f3e5d051a4d7883838fb0d36c4","9d33be7369a193f7c3501f0ef69e7988ff7ce4f3e5d051a4d7883838fb0d36c4","pass"
"bodies/uz/current-web-hard-row-20260705/UZ-WEB-20260705_tadqiqotlar_halqa_xossalari.html","8e0afd3f517af37b9ae68f6cf7ae96af9728df6e571d33188a0d7eda3bbafafc","8e0afd3f517af37b9ae68f6cf7ae96af9728df6e571d33188a0d7eda3bbafafc","pass"
"bodies/uz/current-web-hard-row-20260705/UZ-WEB-20260705_tadqiqotlar_halqa_xossalari.pdf","fe9d55e04c858c706269e0bf788d59d77c28a476e6d017f49722bda8ec1f118c","fe9d55e04c858c706269e0bf788d59d77c28a476e6d017f49722bda8ec1f118c","pass"
"bodies/uz/external-leads/uzbek_uzsmart_algebra_encyclopedia.txt","5e330052ad1ef9aca3547d0730446500bb6c7296b4a0cca208e055211f35b893","5e330052ad1ef9aca3547d0730446500bb6c7296b4a0cca208e055211f35b893","pass"
"bodies/uz/prompt-a3-source-captures/ilmiybaza_chiziqli_fazo_yevklid.html","e3f2a979c9ac84af5a1038b328599189f221067d6ac3f010c8271eaffe15a74b","e3f2a979c9ac84af5a1038b328599189f221067d6ac3f010c8271eaffe15a74b","pass"
"bodies/uz/prompt-a3-source-captures/ilmiybaza_qism_fazolarning_yigindisi_va_kesishmasi.html","a37dd3f16af737d1921202d61fc85be8db0e353ecb25117d2cc337dae1d22504","a37dd3f16af737d1921202d61fc85be8db0e353ecb25117d2cc337dae1d22504","pass"
"bodies/uz/prompt-a3-source-captures/scribd_lecture1_linear_algebra.html","7c4b0778118cf263fcd4a1850724a61dca06707f5e6b547fc40ac977edad240d","7c4b0778118cf263fcd4a1850724a61dca06707f5e6b547fc40ac977edad240d","pass"
"bodies/uz/prompt-a3-source-captures/studylib_3_mavzu_gauss.html","c29735f9dbbebf22652082cf821a7e7f713b59a9fb94db87f02c2b5b874d9d65","c29735f9dbbebf22652082cf821a7e7f713b59a9fb94db87f02c2b5b874d9d65","pass"
"bodies/uz/wikitext-20260629T101500Z/Algebra__Algebra.wiki","2746a44ad0951c52359991485d2ba228877c8b7acbdfd540c489ee05f6b6c6a9","2746a44ad0951c52359991485d2ba228877c8b7acbdfd540c489ee05f6b6c6a9","pass"
"bodies/uz/wikitext-20260629T101500Z/Differential equation__Differensial tenglama.wiki","89b61e19a8c5cde43affe9b52334dbf28f40bdc83197baa3f8a42510d76c8127","89b61e19a8c5cde43affe9b52334dbf28f40bdc83197baa3f8a42510d76c8127","pass"
"bodies/uz/wikitext-20260629T101500Z/Equation__Tenglama.wiki","f405e169d93e0f8d6e6bae38ba52d09230ddeb12b9e048cc1b0e865d8bdda546","f405e169d93e0f8d6e6bae38ba52d09230ddeb12b9e048cc1b0e865d8bdda546","pass"
"bodies/uz/wikitext-20260629T101500Z/Function (mathematics)__Funksiya (matematika).wiki","68595d6814180422893dc17d2397b28620b3177c6e922481b1a147f30e6cf8dc","68595d6814180422893dc17d2397b28620b3177c6e922481b1a147f30e6cf8dc","pass"
"bodies/uz/wikitext-20260629T101500Z/Linear algebra__Chiziqli algebra.wiki","e385c1b4441ab74ecf79dad268c0f869303bffd052a9a6f7878c1913d6fc5415","e385c1b4441ab74ecf79dad268c0f869303bffd052a9a6f7878c1913d6fc5415","pass"
"bodies/uz/wikitext-20260629T101500Z/Mathematics__Matematika.wiki","9fdd11dc453fbc3b814bd002a0f44955ca0326d6eb26f89e1efa53f03cdc3941","9fdd11dc453fbc3b814bd002a0f44955ca0326d6eb26f89e1efa53f03cdc3941","pass"
"bodies/uz/wikitext-20260629T101500Z/Matrix (mathematics)__Matritsa matematikada.wiki","fd36eacae3ee853fa09b7ccbe7f6f3efe67288b7259770b0f8bc5eb1b3efd5d2","fd36eacae3ee853fa09b7ccbe7f6f3efe67288b7259770b0f8bc5eb1b3efd5d2","pass"
"bodies/uz/wikitext-20260629T101500Z/Polynomial__Koʻphad.wiki","c5ced6a358f84078305fcccdbdd7804055ddc52866f0239b7921fad394b677e6","c5ced6a358f84078305fcccdbdd7804055ddc52866f0239b7921fad394b677e6","pass"
"bodies/uz/wikitext-20260629T101500Z/Probability__Ehtimollik.wiki","738499d5f3cb66a9e0a136edc4afb72b99338871cdeeece0c3c1f308609c694d","738499d5f3cb66a9e0a136edc4afb72b99338871cdeeece0c3c1f308609c694d","pass"
"bodies/uz/wikitext-20260629T101500Z/Set (mathematics)__Toʻplam (matematika).wiki","57afd70e933f903618754bc1480c6f0446f0ffa476f1914e4dd0a8938d389c81","57afd70e933f903618754bc1480c6f0446f0ffa476f1914e4dd0a8938d389c81","pass"
"bodies/uz/wikitext-20260629T101500Z/Statistics__Statistika.wiki","585d37ca4a55735de0220f718a0ef4b43bbe776138e6dd97d852149af04fa80b","585d37ca4a55735de0220f718a0ef4b43bbe776138e6dd97d852149af04fa80b","pass"
"bodies/uz/wikitext-direct-20260705/DirectWikiAPI__Bezu halqasi.wiki","6cf63ee6cc5824ce8b69a4a6ddad42b708d164311a35f8679e57d54fe66bbfca","6cf63ee6cc5824ce8b69a4a6ddad42b708d164311a35f8679e57d54fe66bbfca","pass"
"FABLE_REQUIREMENTS_ACKNOWLEDGED_20260705.md","b8df41ed976ce87c0b7eea355d0b720feb9e8b9c6d0d59fc4eacbeb80a065e59","b8df41ed976ce87c0b7eea355d0b720feb9e8b9c6d0d59fc4eacbeb80a065e59","pass"
"generated-draft/audit/PAN_TURKIC_BODY_PRESENCE_COUNTS_20260706.csv","34135cb9b35e6098b3967de389fc3e9646f9e0e4f7cbc312a888f40ae61f02aa","34135cb9b35e6098b3967de389fc3e9646f9e0e4f7cbc312a888f40ae61f02aa","pass"
"generated-draft/audit/PAN_TURKIC_BRANCH_AUDIT_FILE_PRESENCE_20260706.csv","dea3852f4da800d3953144b4d0f5aab0447e1cc6d918ac147cb2bb937ffaff04","dea3852f4da800d3953144b4d0f5aab0447e1cc6d918ac147cb2bb937ffaff04","pass"
"generated-draft/audit/PAN_TURKIC_BRANCH_BLOCKER_PRESERVATION_20260706.csv","c1933b44b733aa311c8812a1964de3a1dc4ce8ee3f389efb20c21fb9ef9afafd","c1933b44b733aa311c8812a1964de3a1dc4ce8ee3f389efb20c21fb9ef9afafd","pass"
"generated-draft/audit/PAN_TURKIC_BRANCH_CONFIRMATION_README_20260706.md","e69d5e7de8b55d656faea2e1e12aba37027ac82819fa2905866bb1dfdbf9083a","e69d5e7de8b55d656faea2e1e12aba37027ac82819fa2905866bb1dfdbf9083a","pass"
"generated-draft/audit/PAN_TURKIC_BRANCH_LANDED_CONFIRMATION_20260706.csv","26f3e7f3fddc972b5d0a590bc0cfcda04db9c7bc39e53c1a2cf8cdf4a1a390ee","26f3e7f3fddc972b5d0a590bc0cfcda04db9c7bc39e53c1a2cf8cdf4a1a390ee","pass"
"generated-draft/audit/PAN_TURKIC_BRANCH_LOCAL_DRIFT_20260706.csv","80139da9c8f5e2da82aca5ee572dfa39899a06c4ff05d73dbae834ebf69c1d3d","80139da9c8f5e2da82aca5ee572dfa39899a06c4ff05d73dbae834ebf69c1d3d","pass"
"generated-draft/audit/PAN_TURKIC_BRANCH_TRANSFER_AUDIT_PATHS_20260706.csv","e24760850237528dc389264ef4fdc83ecafa1467698e99b9c06ad3dec4220aef","e24760850237528dc389264ef4fdc83ecafa1467698e99b9c06ad3dec4220aef","pass"
"generated-draft/audit/PAN_TURKIC_HARD_BLOCKER_ZERO_ROWS_AUDIT_20260706.csv","e044ea11a98b1ddf52f580c5bf8112f04b4dcd7473399926ae020bbc71b00570","e044ea11a98b1ddf52f580c5bf8112f04b4dcd7473399926ae020bbc71b00570","pass"
"generated-draft/audit/PAN_TURKIC_MANIFEST_SHA_EXCEPTIONS_20260706.csv","e5798b34bb67e26466b9799276d14fda87a831e0d58705e70d9bcbc518b14dde","e5798b34bb67e26466b9799276d14fda87a831e0d58705e70d9bcbc518b14dde","pass"
"generated-draft/audit/PAN_TURKIC_MANIFEST_SHA_VERIFY_20260706.csv","edd0f23737e3a5061b0e875fde69c5581f1d4ca5173577b6320e5839cb58f42b","edd0f23737e3a5061b0e875fde69c5581f1d4ca5173577b6320e5839cb58f42b","pass"
"generated-draft/audit/PAN_TURKIC_POST_AUDIT_REFRESH_SUMMARY_20260706.csv","189c8bffc6972bc38e832d4c2cd88f6cea3dc478599ecb178b4a00a83c189ca4","189c8bffc6972bc38e832d4c2cd88f6cea3dc478599ecb178b4a00a83c189ca4","pass"
"generated-draft/audit/PAN_TURKIC_REMAINING_ZERO_ROW_GATES_AUDIT_20260706.csv","bdd4ce90dbf7c4cbebe748d94c6b3207feb47ad86a4a08e1e4ec9b02b6a238a8","bdd4ce90dbf7c4cbebe748d94c6b3207feb47ad86a4a08e1e4ec9b02b6a238a8","pass"
"generated-draft/audit/PAN_TURKIC_SOURCE_USE_LABEL_AUDIT_20260706.csv","54102da4788c5f950fd143c3a3a233cc202a94d8107902c8fff1973aeb958a4e","54102da4788c5f950fd143c3a3a233cc202a94d8107902c8fff1973aeb958a4e","pass"
"generated-draft/audit/PAN_TURKIC_TRANSFER_PACKAGE_AUDIT_README_20260706.md","00d58fa8b04b20f61401be3ba6421925d6d641151365b783a273ef0bc7446900","00d58fa8b04b20f61401be3ba6421925d6d641151365b783a273ef0bc7446900","pass"
