"category","source_path","bytes","sha256","duplicate_of","disposition"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_bashkir_eigen_domain_review_packet_20260630T091252Z\r3_bashkir_eigen_domain_review_packet.json","14532","7394aec5e954e9c143e80cf6eb8dec2d37f725c80b3fbb08558d0ded44bd45cf","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/evidence/ba/r3_bashkir_eigen_domain_review_packet.json","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_chuvash_eigen_domain_review_packet_20260630T175608Z\chuvash_eigen_definition_review_only.tex","846","8c936b4607c937d7f5192225202eb459a7b0bc0d9bc2242135ea22693a259686","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/sources/cv/chuvash_eigen_definition_review_only.tex","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_chuvash_eigen_domain_review_packet_20260630T175608Z\r3_chuvash_eigen_domain_review_packet_terms.csv","587","2d38030900d4c4d01744322372dff7a765ae4f8a44d0688e2584e5cc1ff61830","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/terms/cv/r3_chuvash_eigen_domain_review_packet_terms.csv","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_chuvash_eigen_domain_review_packet_20260630T175608Z\r3_chuvash_eigen_domain_review_packet.json","9145","fce437a05d0a31c6419c55d80ad510997cf2a5e4806c967bb5aa428f953f208b","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/evidence/cv/r3_chuvash_eigen_domain_review_packet.json","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_kazakh_eigen_domain_review_packet_20260630T082834Z\kazakh_eigen_definition_review_only.tex","1260","795423a12fdd4e0b6fd97a75a00705062b36c12e78b2d2b13c4a5e13a15726a5","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/sources/kk/kazakh_eigen_definition_review_only.tex","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_kazakh_eigen_domain_review_packet_20260630T082834Z\r3_kazakh_eigen_domain_review_packet_terms.csv","680","1f197b199583bcc5d94619d6d3b8ba9def15778c966c463b7f41bd3019856f8f","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/terms/kk/r3_kazakh_eigen_domain_review_packet_terms.csv","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_kazakh_eigen_domain_review_packet_20260630T082834Z\r3_kazakh_eigen_domain_review_packet.json","12254","ee95bdc8250c4999a20cdcc7a4d9974e7810e10fde873923c67ec8c99055e378","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/evidence/kk/r3_kazakh_eigen_domain_review_packet.json","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_kyrgyz_eigen_review_packet_and_gap_checkpoint_20260630T073743Z\kyrgyz_eigenvalue_eigenvector_review_packet.tex","1761","37a4b7b3c35674ada7cb809653f1a53a5fb3ede3675569307dba47dd14eddebc","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/sources/ky/kyrgyz_eigenvalue_eigenvector_review_packet.tex","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_kyrgyz_eigen_review_packet_and_gap_checkpoint_20260630T073743Z\r3_kyrgyz_eigen_review_packet_terms.csv","1815","24de87ed4e002e1e008baf8146be939042ed42cc57f2501ea897cf02b5c9e876","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/terms/ky/r3_kyrgyz_eigen_review_packet_terms.csv","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_kyrgyz_eigen_review_packet_and_gap_checkpoint_20260630T073743Z\r3_kyrgyz_eigen_review_packet.json","9825","5ba4f243c53fd462f06afba6347891738500e26e9fbdd903c63e6cc3e222d867","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/evidence/ky/r3_kyrgyz_eigen_review_packet.json","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_uyghur_eigen_domain_review_packet_20260630T090758Z\r3_uyghur_eigen_domain_review_packet_terms.csv","434","452f189b7c906fdbfcaa912f506e84d71d8c4baa53edc8d814ddedb131b06c9c","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/terms/ug/r3_uyghur_eigen_domain_review_packet_terms.csv","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_uyghur_eigen_domain_review_packet_20260630T090758Z\r3_uyghur_eigen_domain_review_packet.json","14141","b3a21679353bdf4311c01ee80c50b1be719e45b396761d6fee7e4912a16a9e7d","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/evidence/ug/r3_uyghur_eigen_domain_review_packet.json","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_uyghur_eigen_domain_review_packet_20260630T090758Z\uyghur_eigen_definition_review_only.tex","1184","4481f9db149e2f438160f8371adbaba6d62c63f492e58468209a86868a76732d","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/sources/ug/uyghur_eigen_definition_review_only.tex","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_uzbek_eigen_domain_review_packet_20260630T081454Z\r3_uzbek_eigen_domain_review_packet_terms.csv","887","d8d600eb00e1429ad4a694fe536c0008a2a967022da8e2df07c0c04548ce6a37","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/terms/uz/r3_uzbek_eigen_domain_review_packet_terms.csv","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_uzbek_eigen_domain_review_packet_20260630T081454Z\r3_uzbek_eigen_domain_review_packet.json","11802","dfa7c44e0f470149514c2ea831bd6a3c1dfa98427ad59dec8877c624058503cc","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/evidence/uz/r3_uzbek_eigen_domain_review_packet.json","not_copied_exact_local_bundle_duplicate"
"eigen_language_packet","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\translations\non_slavic\r3_uzbek_eigen_domain_review_packet_20260630T081454Z\uzbek_eigen_definition_review_only.tex","1121","52040ceafaab4ca77d8de35658039998f3ac158c5cf817144593d9e86177bfed","03_projects/language_management/turkic/04_comparison_web/review_bundles/R3_All13_Eigen_Source_First_Review_Packet_20260630T182528Z/sources/uz/uzbek_eigen_definition_review_only.tex","not_copied_exact_local_bundle_duplicate"
