"additions","deletions","status","filename","r6_relevance","changes"
"18","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/README.md","r6_relevant_or_possible","18"
"14","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/SHA256SUMS.txt","r6_relevant_or_possible","14"
"7","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/authority/R6_9D7DB086_REVIEWER_ETHICS_AUTHORITY_MAP.csv","r6_relevant_or_possible","7"
"7","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/authority/R6_9D7DB086_REVIEWER_ROUTE_QUESTIONS.csv","r6_relevant_or_possible","7"
"13","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/authority/R6_9D7DB086_SOURCE_START_AND_BLOCKER_MAP.csv","r6_relevant_or_possible","13"
"2","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/b3/B3_ROUTE.csv","r6_relevant_or_possible","2"
"13","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/blockers/R6_9D7DB086_EXACT_BLOCKERS_CARRY_FORWARD.csv","r6_relevant_or_possible","13"
"59","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/branch-current/R6_8BE81510_TO_9D7DB086_COMPARE_FILE_INDEX.csv","r6_relevant_or_possible","59"
"2","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/branch-current/R6_9D7DB086_BRANCH_COMPARISON_NOTE.csv","r6_relevant_or_possible","2"
"7","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/fable/R6_9D7DB086_FABLE_ADVERSE_DO_NOT_USE_CARRY_FORWARD.csv","r6_relevant_or_possible","7"
"10","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/logs/LOGBOOK_EXCERPT_20260706.md","r6_relevant_or_possible","10"
"7","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/source-use/R6_9D7DB086_SOURCE_USE_DECISIONS_CARRY_FORWARD.csv","r6_relevant_or_possible","7"
"13","0","added","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/verification/INPUT_8BE_SUPPORT_AUDIT_SHA_VERIFICATION.csv","r6_relevant_or_possible","13"
"13","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/MANIFEST.csv","r6_relevant_or_possible","13"
"10","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/R6_9D7DB086_RECOVERY_QUEUE_COUNTS.csv","r6_relevant_or_possible","10"
"17","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/README.md","r6_relevant_or_possible","17"
"13","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/SHA256SUMS.txt","r6_relevant_or_possible","13"
"2","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/b3/B3_ROUTE.csv","r6_relevant_or_possible","2"
"13","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/blockers/R6_9D7DB086_EXACT_BLOCKERS_CARRY_FORWARD.csv","r6_relevant_or_possible","13"
"2","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/branch-current/R6_9D7DB086_BRANCH_CHECK.csv","r6_relevant_or_possible","2"
"19","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/ethics/R6_9D7DB086_ETHICS_AUTHORITY_BOUNDARY_LEDGER.csv","r6_relevant_or_possible","19"
"7","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/fable/R6_9D7DB086_FABLE_BRANCH_WEIGHT_CARRY_FORWARD.csv","r6_relevant_or_possible","7"
"9","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/logs/LOGBOOK_EXCERPT_20260706.md","r6_relevant_or_possible","9"
"19","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/reviewer-routes/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE.csv","r6_relevant_or_possible","19"
"7","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/source-use/R6_9D7DB086_ADVERSE_DO_NOT_USE_LEDGER.csv","r6_relevant_or_possible","7"
"7","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/source-use/R6_9D7DB086_SOURCE_USE_CARRY_FORWARD.csv","r6_relevant_or_possible","7"
"15","0","added","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/verification/INPUT_9D_AUTHORITY_MAP_SHA_VERIFICATION.csv","r6_relevant_or_possible","15"
"9","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706.md","other","9"
"1","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706.md.sha256","other","1"
"12","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/ACTIVE_SESSION_STATE.md","other","12"
"4","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/B3_UPLOADER_READY_SUMMARY_8BE81510_20260706.csv","other","4"
"3","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/BLOCKER_RECOVERY_8BE81510_20260706.csv","other","3"
"97","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/BRANCH_DELTA_FILE_INDEX_8BE81510_20260706.csv","other","97"
"47","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/FABLE_SOURCE_USE_ADVERSE_UPDATE_8BE81510_20260706.csv","other","47"
"45","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/FORMULA_NEIGHBORING_NOTES_CARRIED_TO_8BE81510_20260706.csv","other","45"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/FRONTIER_CORRECTION_NOTE_8BE81510_20260706.csv","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/HEARTBEAT_20260705.md","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/MANIFEST.csv","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/MANIFEST.json","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/README.md","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_SUMMARY_20260706.json","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/ROMANCE_AUTHORITY_METHOD_ROWS_8BE81510_20260706.csv","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/ROMANCE_CONTENT_HITS_8BE81510_20260706.csv","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/ROW_LEVEL_SOURCE_CONTEXT_DRAFT_FABLE_CARRY_FORWARD_8BE81510_20260706.csv","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/ROW_TO_SOURCE_WITNESS_CROSSWALK_CARRIED_8BE81510_20260706.csv","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/SESSION_LOGBOOK_20260706.md","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/SHA256SUMS.txt","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/SOURCE_GATED_DRAFT_PRETRANSLATION_CARRY_FORWARD_8BE81510_20260706.csv","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/SOURCE_WITNESS_STATUS_ROLLUP_8BE81510_20260706.csv","other","0"
"0","0","added","uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706/ROMANCE_8BE81510_FRONTIER_CORRECTION_CURRENT_HEAD_20260706/TERM_REGISTER_ALTERNATIVES_CARRIED_TO_8BE81510_20260706.csv","other","0"
