formula_refresh_id,source_formula_note_id,source_id,zip_entry,line_number,formula_neighboring_signal,snippet,source_use_label,layout_or_codepoint_note,boundary_decision,non_claim_boundary
CJK-FAA2-FORMULA-0100,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0064,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.tex,153,CJK text on line with TeX/math marker,"pdfauthor={李冶},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0101,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,132,CJK text on line with TeX/math marker,"title={\chinese 文言文（原文）},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0102,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,144,CJK text on line with TeX/math marker,"title={\chinese 白话文（今译）},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0103,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,183,CJK text on line with TeX/math marker,"pdftitle={数书九章·大衍类 — 文言文/白话文对照版},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0104,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0068,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle3_classical-modern_bilingual.tex,98,CJK text on line with TeX/math marker,"pdftitle={数书九章·卷三（田域类）-- 古今双语版},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0105,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0068,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle3_classical-modern_bilingual.tex,99,CJK text on line with TeX/math marker,"pdfauthor={秦九韶（南宋）},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0106,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0068,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle3_classical-modern_bilingual.tex,100,CJK text on line with TeX/math marker,pdfsubject={中国古典数学 · 双语版},generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0107,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0069,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_classical-modern_bilingual.tex,72,CJK text on line with TeX/math marker,"title=【原文】,",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0108,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0069,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_classical-modern_bilingual.tex,86,CJK text on line with TeX/math marker,"title=【白话文翻译】,",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0109,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0069,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_classical-modern_bilingual.tex,121,CJK text on line with TeX/math marker,"pdftitle={数书九章 · 卷四 测望类 — 文言文白话文双语版},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0110,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0070,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicles5-6_classical-modern_bilingual.tex,93,CJK text on line with TeX/math marker,\fancyhead[L]{\small\textsc{數學九章 — 卷五~\&~卷六 \;|\; 文言文 \;\raisebox{-0.5pt}{$\leftrightarrow$}\; 白話文}},generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0111,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0070,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicles5-6_classical-modern_bilingual.tex,138,CJK text on line with TeX/math marker,"pdftitle={數學九章 卷五至六 文言文-白話文對照版},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0112,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0070,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicles5-6_classical-modern_bilingual.tex,139,CJK text on line with TeX/math marker,"pdfauthor={Qin Jiushao (秦九韶)},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0113,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0071,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9_classical-modern_bilingual.tex,177,CJK text on line with TeX/math marker,"pdftitle={秦九韶数学九章 卷七至卷九 文言白话对照版},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0114,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0071,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9_classical-modern_bilingual.tex,178,CJK text on line with TeX/math marker,pdfauthor={（宋）秦九韶 撰；白话译文},generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0115,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0071,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9_classical-modern_bilingual.tex,343,CJK text on line with TeX/math marker,要新修一座清台（土台建筑），台高12丈，顶面宽5丈、长7丈，底面宽15丈、长17丈。长边沿东西方向，宽边沿南北方向。按秋季劳动标准，一个工人每天能走60里（1里=360步）。挖土、松土每个工日可完成200立方尺，夯土筑台每个工日可完成90立方尺，挑土运输的距离为1丈。现在想筑成这座台，\textbf{问：共需多少工日？}%,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0116,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0072,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/sunzi-suanjing_classical-modern_bilingual.tex,121,CJK text on line with TeX/math marker,"left=6pt,right=6pt,top=4pt,bottom=4pt,fonttitle=\bfseries,title=问",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0117,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0072,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/sunzi-suanjing_classical-modern_bilingual.tex,125,CJK text on line with TeX/math marker,"left=6pt,right=6pt,top=4pt,bottom=4pt,fonttitle=\bfseries,title=题目",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0118,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0072,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/sunzi-suanjing_classical-modern_bilingual.tex,129,CJK text on line with TeX/math marker,"left=6pt,right=6pt,top=3pt,bottom=3pt,fonttitle=\bfseries,title=答",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0119,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0073,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/yang-hui-xiangjie-jiuzhang-part1_classical-modern_bilingual.tex,139,CJK text on line with TeX/math marker,"pdftitle={楊輝詳解九章算法 — 文白對照版},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0120,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0073,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/yang-hui-xiangjie-jiuzhang-part1_classical-modern_bilingual.tex,140,CJK text on line with TeX/math marker,"pdfauthor={楊輝（南宋）},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0121,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0073,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/yang-hui-xiangjie-jiuzhang-part1_classical-modern_bilingual.tex,229,CJK text on line with TeX/math marker,其編纂體例為：\textbf{問}（設題）$\rightarrow$ \textbf{答}（答數）$\rightarrow$ \textbf{術}（算法）$\rightarrow$ \textbf{草}（演草，即詳細計算步驟）。此四段式結構成為中國數學著述之典範。,generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0122,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0074,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/yang-hui-xiangjie-jiuzhang-part2_classical-modern_bilingual.tex,160,CJK text on line with TeX/math marker,"pdftitle={詳解九章算法（二）文言文白話文對照版},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0123,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0074,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/yang-hui-xiangjie-jiuzhang-part2_classical-modern_bilingual.tex,161,CJK text on line with TeX/math marker,"pdfauthor={楊輝},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0124,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0074,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/yang-hui-xiangjie-jiuzhang-part2_classical-modern_bilingual.tex,162,CJK text on line with TeX/math marker,pdfsubject={中國古典數學雙語版},generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0125,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0075,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/yang-hui-xiangjie-jiuzhang-part3_classical-modern_bilingual.tex,177,CJK text on line with TeX/math marker,"pdftitle={详解九章算法 纂类 — 文言白话对照本 (Part III)},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0126,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0075,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/yang-hui-xiangjie-jiuzhang-part3_classical-modern_bilingual.tex,178,CJK text on line with TeX/math marker,"pdfauthor={杨辉 (Yang Hui)},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0127,CJK-9BB-FORMULA-0003,CJK-9BB-ZIP-SOURCE-0075,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/yang-hui-xiangjie-jiuzhang-part3_classical-modern_bilingual.tex,225,CJK text on line with TeX/math marker,\textcolor{colheadcl}{$\bullet$ 左栏（暖棕底色）} —— 收录杨辉《详解九章算法·纂类》原文，保留宋代数学用语\\[0.2em],generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0128,CJK-9BB-FORMULA-0001,CJK-9BB-ZIP-SOURCE-0076,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/zhu-shijie-suanxue-qimeng-part1_classical-modern_bilingual.tex,135,CJK text on line with TeX/math marker,"pdftitle={算學啓蒙·卷上 —— 文言文/白話文對照版},",generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-FORMULA-0129,CJK-9BB-FORMULA-0002,CJK-9BB-ZIP-SOURCE-0076,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/zhu-shijie-suanxue-qimeng-part1_classical-modern_bilingual.tex,136,CJK text on line with TeX/math marker,pdfauthor={朱世傑（原著）}},generated-or-derived-translation-support,preserve Unicode CJK and TeX formula adjacency; do not infer accepted terminology from formula proximity alone,formula adjacency is context evidence only; do not infer accepted terminology from formula proximity,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
