support_refresh_id,source_draft_row_id,source_id,zip_entry,line_number,source_form,draft_gloss,source_context_snippet,source_use_label,draft_status,allowed_use,boundary_decision,blocked_claims,generated_at_utc,non_claim_boundary
CJK-FAA2-DRAFT-SUPPORT-0176,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0045,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/jiuzhang-suanshu-vols1-3_arabic.tex,431,冪,power/square; source-context baseline only,\textcolor{commentarycolor}{\small\textit{劉徽注：}}此積謂田之冪。凡廣從相乘謂之冪。畝法二百四十步者，古制也。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0177,CJK-9BB-DRAFT-0005,CJK-9BB-ZIP-SOURCE-0045,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/jiuzhang-suanshu-vols1-3_arabic.tex,321,句股,right-triangle legs; source-context baseline only,凡望極高、測絕深而兼知其遠者必用重差，句股則必以重差為率，故曰重差也。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0178,CJK-9BB-DRAFT-0006,CJK-9BB-ZIP-SOURCE-0045,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/jiuzhang-suanshu-vols1-3_arabic.tex,321,率,rate/ratio; source-context baseline only,凡望極高、測絕深而兼知其遠者必用重差，句股則必以重差為率，故曰重差也。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0179,CJK-9BB-DRAFT-0007,CJK-9BB-ZIP-SOURCE-0045,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/jiuzhang-suanshu-vols1-3_arabic.tex,390,分數,fraction; source-context baseline only,\noindent\textbf{方田}者，田之正也。諸田不等，以方為正，故曰方田。此章以御田疇界域，論各種田地面積之計算法，并及分數四則運算之法。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0180,CJK-9BB-DRAFT-0001,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,1950,開方,root extraction; source-context baseline only,"\item Solve the equation by root-extraction methods (開方): square-root extraction (開平方), cube-root extraction (開立方), or higher-degree root extraction.",generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0181,CJK-9BB-DRAFT-0002,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,2,圓,circle/round; source-context baseline only,% 測圓海鏡 — Chinese–Arabic Parallel Translation Edition,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0182,CJK-9BB-DRAFT-0003,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,422,徑,diameter/path; source-context baseline only,假令有圓城一所，不知周徑，四面開門，門外縱橫各有十字大道。其西北十字道頭定為乾地，其東北十字道頭定為艮地，其東南十字道頭定為巽地，其西南十字道頭定為坤地。所有測望雜法一一設問如後。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0183,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,1030,積,product/area/accumulation; source-context baseline only,\Remark{此題用勾股求得弦，即可加減得弦較較為城徑。今必以勾股相乘倍積為實，求得弦較和為法，而後始得弦較較為城徑者，蓋欲因此並明勾股相乘之倍積為弦較較、弦較和相乘之積，非故為紆回也。},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0184,CJK-9BB-DRAFT-0005,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,754,冪,power/square; source-context baseline only,\item 凡大差小差相乘為半段徑冪。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0185,CJK-9BB-DRAFT-0006,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,830,平方,square; source-context baseline only,\Workings{置甲南行六百步在地，以乙東行三百二十步乘之，得一十九萬二千步，倍之得三十入萬四千步為實。以乙東行步自之，得一十萬零二千四百步為勾冪；以甲南行步自之，得三十六萬步為股冪。二冪相並，得四十六萬二千四百步為方實，以平方開之，得六百八十步，則弦也。以弦加勾股共，共得一千六百步以為法。如法而一，得二百四十步，則城徑也。合問。},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0186,CJK-9BB-DRAFT-0007,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,1372,立方,cube; source-context baseline only,\Workings{立天元一為圓徑，加乙東行步，得為中勾；其甲南行即中股也。置東行步為小勾，以中股乘之，得，合以中勾除，今不受除，便以為小股也。內寄中勾分母。乃復以中股乘之，得三百六十八萬六千四百，又四之，得一千四百七十四萬五千六百，為一段圓徑冪，寄中勾分母，寄左。然後以天元徑自之，又以中勾乘之，得為同數，與左相消，得以帶縱立方開之，得二百四十步，為城...,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0187,CJK-9BB-DRAFT-0008,CJK-9BB-ZIP-SOURCE-0046,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.tex,178,勾股,right-triangle legs; alternate form; source-context baseline only,以天元術解勾股容圓一百七十問},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0188,CJK-9BB-DRAFT-0001,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,243,方程,equation/procedure; source-context baseline only,\item \textbf{卷十}（第百三十一問至第百四十問）：多項式方程之極致，屢見\textbf{五乘方}與\textbf{六乘方}。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0189,CJK-9BB-DRAFT-0002,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,262,開方,root extraction; source-context baseline only,\textbf{天元術}者，李冶所創之代數方法也。其法\textbf{立天元一為某某}（設未知數為 $x$），依題意布列天元式，通過相消得開方式，最後開方得之。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0190,CJK-9BB-DRAFT-0003,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,2,圓,circle/round; source-context baseline only,%% 測圓海鏡 (Ce-yuan Haijing) --- Sea Mirror of Circle Measurements,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0191,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,138,圆,circle/round; simplified-form source-context baseline only,"pdftitle={测圆海镜 卷十至卷十二 — Arabic Translation},",generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0192,CJK-9BB-DRAFT-0005,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,341,徑,diameter/path; source-context baseline only,\wen{假令有圓城一座，甲乙二人俱立於圓心。甲向東門直行，乙向南門直行。甲出東門，望見乙，乃斜行與乙相會。二人共行了三百八十步。又云乙出南門直行後，其不及斜行一百二十步。問圓徑幾何？},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0193,CJK-9BB-DRAFT-0006,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,192,積,product/area/accumulation; source-context baseline only,{\small\color{notecolor} 冶自序曰：「積年端的心愿，得此以明。」},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0194,CJK-9BB-DRAFT-0007,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,347,冪,power/square; source-context baseline only,\fayue{以共步內減四之小差，復以自之於上。以十八個小差冪減於上為實。四之共步內減十六個小差於上，却以十八小差加上為益從。四步常法。開平方得中差。},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0195,CJK-9BB-DRAFT-0008,CJK-9BB-ZIP-SOURCE-0047,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.tex,347,平方,square; source-context baseline only,\fayue{以共步內減四之小差，復以自之於上。以十八個小差冪減於上為實。四之共步內減十六個小差於上，却以十八小差加上為益從。四步常法。開平方得中差。},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0196,CJK-9BB-DRAFT-0001,CJK-9BB-ZIP-SOURCE-0048,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,293,方程,equation/procedure; source-context baseline only,\item \textbf{草曰}：以天元術列方程之詳細演算،為全書精華所在,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0197,CJK-9BB-DRAFT-0002,CJK-9BB-ZIP-SOURCE-0048,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,376,開方,root extraction; source-context baseline only,即可立天元一،建方程而開方得圓徑。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0198,CJK-9BB-DRAFT-0003,CJK-9BB-ZIP-SOURCE-0048,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,170,圓,circle/round; source-context baseline only,{\fontsize{26}{34}\selectfont\bfseries\color{titlecolor} 測圓海鏡},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0199,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0048,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,253,徑,diameter/path; source-context baseline only,人物行步之數推求圓徑。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0200,CJK-9BB-DRAFT-0005,CJK-9BB-ZIP-SOURCE-0048,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,409,冪,power/square; source-context baseline only,\working{立天元一為城徑，以減於二之甲東行步，得\\tianyuan{480}{1}為兩个小差。以乙東行一百二十步乘之，得\\tianyuan{57600}{1}為城徑冪，寄左。然後以天元冪\\tianyuan{0}{1}與左相消،得\\tianyuan{57600}{\\quad 1\\quad 0\\quad}（負上正下），以平方開之،得二...,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0201,CJK-9BB-DRAFT-0006,CJK-9BB-ZIP-SOURCE-0048,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/arabic/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.tex,400,平方,square; source-context baseline only,\working{識別得二行相減餘，即乙出南門東行數也。以甲東行二百步減於就乙斜行二百七十二步，餘七十二步，為乙東行數。以乘甲東行步，得 $72 \\times 200 ={}$一萬四千四百步，又四之，得五萬七千六百步為實。以平方開之，得 $\\sqrt{57600} ={}$二百四十步，即城徑也。\\textbf{驗算:} 城徑二百四十步，半徑一百二...,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
