"R3-ACQ-0061","zenodo_file_hints","R3-ZENODO-FILE-0056","novel_or_blocked_pan_turkic_separate_gate","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","6481080::ZEVRA GAZETESİ'NE GÖRE MİDHAT PAŞA'NIN BAĞDAT VALİLİĞİ DÖNEMİNDE YAPTIĞI FAALİYETLER  (1869-1872)::ZEVRA GAZETESİ’NE GÖRE MİDHAT PAŞA’NIN BAĞDAT VALİLİĞİ DÖNEMİNDE YAPTIĞI FAALİYETLER (1869-1872).pdf","https://zenodo.org/records/6481080","https://zenodo.org/api/records/6481080/files/ZEVRA%20GAZETES%C4%B0%E2%80%99NE%20G%C3%96RE%20M%C4%B0DHAT%20PA%C5%9EA%E2%80%99NIN%20BA%C4%9EDAT%20VAL%C4%B0L%C4%B0%C4%9E%C4%B0%20D%C3%96NEM%C4%B0NDE%20YAPTI%C4%9EI%20FAAL%C4%B0YETLER%20(1869-1872).pdf/content","md5:2ececf59297cfff272005a0793d96980","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\turkish_invariant_theory_separate_gate.json","4C24FDD60EE7310AB7250AFC46F3452730F64408C47827227129DD304CDA77E8","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Pan-Turkic adjacent; Turkish; invariant theory; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0062","zenodo_file_hints","R3-ZENODO-FILE-0057","novel_or_blocked_pan_turkic_separate_gate","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","15866751::İKLİM DEĞİŞİKLİĞİNİN SICAK HAVA DALGALARI ÜZERİNE ETKİSİ  (Türkiye'de 1980-2024 Yılları Arasında Meydana Gelen Sıcak Hava Dalgası Olayları)::atik-v2-i1-2.pdf","https://zenodo.org/records/15866751","https://zenodo.org/api/records/15866751/files/atik-v2-i1-2.pdf/content","md5:98275c777b7eaa5aa35cecb9774c7d67","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\turkish_invariant_theory_separate_gate.json","4C24FDD60EE7310AB7250AFC46F3452730F64408C47827227129DD304CDA77E8","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Pan-Turkic adjacent; Turkish; invariant theory; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0063","arxiv_eprint_hints","R3-ARXIV-HINT-0001","Arabic RTL source-canon lane","P4_support_or_false_positive_boundary","arxiv_metadata_hit_not_math_target_language_source_authority_until_screened","1807.11618v1::An Enhanced Latent Semantic Analysis Approach for Arabic Document Summarization","https://arxiv.org/abs/1807.11618v1","https://arxiv.org/e-print/1807.11618","existing_source=; query_metadata=1FAD230D99374DEB574378CAB54485088F9CFCCB521D28CE8BC57C9766B0B74E","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004046Z\queries\arabic_linear_algebra.xml","1FAD230D99374DEB574378CAB54485088F9CFCCB521D28CE8BC57C9766B0B74E","arXiv metadata only; no R3 license clearance or source/PDF payload authorization","Arabic; linear algebra; arXiv metadata; source archive frontier; arXiv/e-print metadata; metadata-only","Preserve as false-positive/non-authority boundary; do not consume as target-language math source witness.","arXiv metadata hit is not target-language mathematical source authority; source/PDF URLs require manual topic, language, license/access, and payload screening before use.","manifest_arxiv_eprint_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0064","arxiv_eprint_hints","R3-ARXIV-HINT-0002","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","P4_support_or_false_positive_boundary","arxiv_metadata_hit_not_math_target_language_source_authority_until_screened","2602.09369v2::Timing and Memory Telemetry on GPUs for AI Governance","https://arxiv.org/abs/2602.09369v2","https://arxiv.org/e-print/2602.09369","existing_source=; query_metadata=927BB62490666757DAD2EF0709DB6477E005DFC6E368CD89D30026A150A1E8FD","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004046Z\queries\tajik_algebra.xml","927BB62490666757DAD2EF0709DB6477E005DFC6E368CD89D30026A150A1E8FD","arXiv metadata only; no R3 license clearance or source/PDF payload authorization","Tajik Cyrillic; algebra; arXiv metadata; separate gate; arXiv/e-print metadata; metadata-only","Preserve as false-positive/non-authority boundary; do not consume as target-language math source witness.","arXiv metadata hit is not target-language mathematical source authority; source/PDF URLs require manual topic, language, license/access, and payload screening before use.","manifest_arxiv_eprint_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0065","arxiv_eprint_hints","R3-ARXIV-HINT-0003","Arabic RTL source-canon lane","P1_existing_hashed_source_archive_manifest","existing_arxiv_eprint_source_pointer_hash_manifest_only_non_authorizing","2504.12179v2::Modular matrix invariants under some transpose actions","https://arxiv.org/abs/2504.12179v2","https://arxiv.org/e-print/2504.12179","existing_source=9283405D3E30900E07B044219A6A660CF5D5A6DA200048236240FAFB29B75364; query_metadata=4539D50D34BA732714C44FBADD918C387DCE3BAF9F28D49623E6BCD8A2F0D708","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004046Z\queries\arxiv_2504_12179_metadata.xml","4539D50D34BA732714C44FBADD918C387DCE3BAF9F28D49623E6BCD8A2F0D708","arXiv metadata only; no R3 license clearance or source/PDF payload authorization","non-Arabic specialist source archive; invariant theory; modular matrix invariant rings; arXiv e-print; source archive pointer; arXiv/e-print metadata; metadata-only","Retain as non-authorizing specialist source pointer; B3/owner gates required before any payload use.","Existing arXiv e-print source pointer and hash are retained as specialist mathematical provenance only; this does not authorize target-language wording, review, license clearance, or bridge promotion.","manifest_hash_url_only_no_payload_until_B3_license_review","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0066","internet_archive_file_manifest","R3-IA-FILE-0001","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs183::Student's notebook on arithmetic and algebra::ljs183.pdf","https://archive.org/details/ljs183","https://archive.org/download/ljs183/ljs183.pdf","archive_md5=4ce2abcf966573af14ce7e909ad20009; archive_sha1=e39f997ae6a5eb71e4773179108c21bf3556de2a","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs183.metadata.json","FA44E78F482B3591889D4AC156EB287ACC0DB2DDB6BB422BC845107BBDE8B427","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0067","internet_archive_file_manifest","R3-IA-FILE-0002","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs183::Student's notebook on arithmetic and algebra::ljs183_djvu.txt","https://archive.org/details/ljs183","https://archive.org/download/ljs183/ljs183_djvu.txt","archive_md5=911776f9d6382d05b78d13b4a944b5f3; archive_sha1=d088175520eb1d0aa556fccd958d060c1a5cfbf7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs183.metadata.json","FA44E78F482B3591889D4AC156EB287ACC0DB2DDB6BB422BC845107BBDE8B427","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0068","internet_archive_file_manifest","R3-IA-FILE-0003","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs183::Student's notebook on arithmetic and algebra::ljs183_djvu.xml","https://archive.org/details/ljs183","https://archive.org/download/ljs183/ljs183_djvu.xml","archive_md5=0f4ca137b440941fcc27fd610c122d93; archive_sha1=7f6526b0b939cc056d359f1e8192cc4fc991f0a7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs183.metadata.json","FA44E78F482B3591889D4AC156EB287ACC0DB2DDB6BB422BC845107BBDE8B427","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0069","internet_archive_file_manifest","R3-IA-FILE-0004","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs183::Student's notebook on arithmetic and algebra::ljs183_hocr_searchtext.txt.gz","https://archive.org/details/ljs183","https://archive.org/download/ljs183/ljs183_hocr_searchtext.txt.gz","archive_md5=9ecc378dec4d3b1862f0e4a763b52a1b; archive_sha1=5bc201ed8e893b04fbb92689a0439e80122910b0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs183.metadata.json","FA44E78F482B3591889D4AC156EB287ACC0DB2DDB6BB422BC845107BBDE8B427","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0070","internet_archive_file_manifest","R3-IA-FILE-0005","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs183::Student's notebook on arithmetic and algebra::ljs183_text.pdf","https://archive.org/details/ljs183","https://archive.org/download/ljs183/ljs183_text.pdf","archive_md5=14507121ad4bc0c379fa4b28993438b5; archive_sha1=134421d004a05635f7fb39faa4efb8f510ac9588","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs183.metadata.json","FA44E78F482B3591889D4AC156EB287ACC0DB2DDB6BB422BC845107BBDE8B427","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0071","internet_archive_file_manifest","R3-IA-FILE-0006","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs464::Taḥṣīl al-munā fī sharḥ Talkhīṣ Ibn al-Bannāʼ. تحصيل المنا في شرح تلخيص ابن البناء::ljs464.pdf","https://archive.org/details/ljs464","https://archive.org/download/ljs464/ljs464.pdf","archive_md5=2f9b16872ec3795cac33dd41e2dc0fde; archive_sha1=550d780ddd4941f6822ddc581e979a4c4f9d14cd","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs464.metadata.json","E44B2D1E77FCF87ADB94D49E39EABE4E8C284154B4C20AA1AA79075547028D3D","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0072","internet_archive_file_manifest","R3-IA-FILE-0007","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs464::Taḥṣīl al-munā fī sharḥ Talkhīṣ Ibn al-Bannāʼ. تحصيل المنا في شرح تلخيص ابن البناء::ljs464_djvu.txt","https://archive.org/details/ljs464","https://archive.org/download/ljs464/ljs464_djvu.txt","archive_md5=2e2c172e50b1b15adf2846cb816820c5; archive_sha1=c0db218dcfb074dcd70c8a4e824e6547d890c222","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs464.metadata.json","E44B2D1E77FCF87ADB94D49E39EABE4E8C284154B4C20AA1AA79075547028D3D","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0073","internet_archive_file_manifest","R3-IA-FILE-0008","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs464::Taḥṣīl al-munā fī sharḥ Talkhīṣ Ibn al-Bannāʼ. تحصيل المنا في شرح تلخيص ابن البناء::ljs464_djvu.xml","https://archive.org/details/ljs464","https://archive.org/download/ljs464/ljs464_djvu.xml","archive_md5=47d442670660570b0f33d298cc893e93; archive_sha1=31787e9eb576031b36d6c33eabf0fb0fa69cc737","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs464.metadata.json","E44B2D1E77FCF87ADB94D49E39EABE4E8C284154B4C20AA1AA79075547028D3D","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0074","internet_archive_file_manifest","R3-IA-FILE-0009","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs464::Taḥṣīl al-munā fī sharḥ Talkhīṣ Ibn al-Bannāʼ. تحصيل المنا في شرح تلخيص ابن البناء::ljs464_hocr_searchtext.txt.gz","https://archive.org/details/ljs464","https://archive.org/download/ljs464/ljs464_hocr_searchtext.txt.gz","archive_md5=ae58419352dc4f8aaafb9820d8fbd824; archive_sha1=65402402c91dae9b04d2409b1ab53612ebc81b5a","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs464.metadata.json","E44B2D1E77FCF87ADB94D49E39EABE4E8C284154B4C20AA1AA79075547028D3D","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0075","internet_archive_file_manifest","R3-IA-FILE-0010","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","ljs464::Taḥṣīl al-munā fī sharḥ Talkhīṣ Ibn al-Bannāʼ. تحصيل المنا في شرح تلخيص ابن البناء::ljs464_text.pdf","https://archive.org/details/ljs464","https://archive.org/download/ljs464/ljs464_text.pdf","archive_md5=9dc8a5539e0da131b30b6081860ecd30; archive_sha1=2ded632ef390b2f1e6afa8be1a68c28535b45980","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\ljs464.metadata.json","E44B2D1E77FCF87ADB94D49E39EABE4E8C284154B4C20AA1AA79075547028D3D","Internet Archive item metadata licenseurl=http://creativecommons.org/publicdomain/mark/1.0/; no R3 license clearance","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0076","internet_archive_file_manifest","R3-IA-FILE-0011","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","gbr-1_201510::q::q.pdf","https://archive.org/details/gbr-1_201510","https://archive.org/download/gbr-1_201510/q.pdf","archive_md5=89404c445668a2c87acb0d560dda2c80; archive_sha1=448880aeffd0d98cb206538b2fcfdcc98c1c4114","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\gbr-1_201510.metadata.json","FED930EDC0779B893747C23393BDA6FBE1C1ABE9938E7110B63A506B731E2C47","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0077","internet_archive_file_manifest","R3-IA-FILE-0012","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","gbr-1_201510::q::q_abbyy.gz","https://archive.org/details/gbr-1_201510","https://archive.org/download/gbr-1_201510/q_abbyy.gz","archive_md5=bb8cc910f092c876b8dbe26fb60f2902; archive_sha1=bd27f4edcc3a5acbd3263d1b4418fde98a9cfeb0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\gbr-1_201510.metadata.json","FED930EDC0779B893747C23393BDA6FBE1C1ABE9938E7110B63A506B731E2C47","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0078","internet_archive_file_manifest","R3-IA-FILE-0013","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","gbr-1_201510::q::q_djvu.txt","https://archive.org/details/gbr-1_201510","https://archive.org/download/gbr-1_201510/q_djvu.txt","archive_md5=3c3aed0a6f44bd72bfcbe6dfdf823aa2; archive_sha1=50e357077c735e209f5a259d48ad2b416aef2539","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\gbr-1_201510.metadata.json","FED930EDC0779B893747C23393BDA6FBE1C1ABE9938E7110B63A506B731E2C47","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0079","internet_archive_file_manifest","R3-IA-FILE-0014","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_algebra_archive_top_hit_needs_screening","gbr-1_201510::q::q_djvu.xml","https://archive.org/details/gbr-1_201510","https://archive.org/download/gbr-1_201510/q_djvu.xml","archive_md5=a5d41e22c2f35c9e732a260378306888; archive_sha1=1ceda377960790a8e4a2d506719cd43884df49cf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\gbr-1_201510.metadata.json","FED930EDC0779B893747C23393BDA6FBE1C1ABE9938E7110B63A506B731E2C47","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
