"witness_id","target_family","language_access_target","source_title","local_path","path_exists","recorded_bytes","actual_bytes","recorded_sha256","actual_sha256","hash_status","license_permission_signal","topic_language_access_tags","non_claim_boundary"
"DGS-CON-009","Signed language","DGS","Sign2MINT candidate entry pointer: Funktion (5750242766511595:651)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Funktion_20260701T193000Z.json","True","900","900","cc55e31013ec46bebd18d59c1b31bdd8389b4b4ce8bf0bfb31c50b132ee5180a","cc55e31013ec46bebd18d59c1b31bdd8389b4b4ce8bf0bfb31c50b132ee5180a","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-010","Signed language","DGS","Sign2MINT candidate entry pointer: Gleichung (5750242766511595:1695)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Gleichung_20260701T193000Z.json","True","754","754","de53208395d8a12ac96d95d5d7db10f079d3f12d8b340ad9b6e55bb0bef3ef19","de53208395d8a12ac96d95d5d7db10f079d3f12d8b340ad9b6e55bb0bef3ef19","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-011","Signed language","DGS","Sign2MINT candidate entry pointer: Algorithmus (14548230564932464:479)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","True","2027","2027","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-CON-012","Signed language","DGS","Sign2MINT candidate entry pointer: Algorithmus (15390698211663808:610)","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","True","2027","2027","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-GOE-V-001","Signed language","DGS","Goettingen DGS math video route: E3.1 Summen und Summenzeiche","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","True","21388","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-GOE-V-002","Signed language","DGS","Goettingen DGS math video route: 2024 Learning Nuggets video","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","True","21388","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-SAR-001","Signed language","DGS","Sign2MINT app shell plus runtime/polyfills/main/styles assets","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","True","21388","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-SAR-002","Signed language","DGS","Sign2MINT sign-count category cache","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","True","143","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-SAR-003","Signed language","DGS","Sign2MINT signSearch targeted math/statistics probe set","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_api_probe_summary_20260701T193000Z.json","True","10366","10366","82e9f703689a0eb1dcec80d6f270749cad50d24efea301c027591272c10cf519","82e9f703689a0eb1dcec80d6f270749cad50d24efea301c027591272c10cf519","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-SAR-004","Signed language","DGS","Sign2MINT dictionaryEntry selected detail probe set","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_dictionary_entry_probe_summary_20260701T193000Z.json","True","11262","11262","69e607de10d1cd5e7996594900e8924f35bb4e6f019c2906b391e2175b057926","69e607de10d1cd5e7996594900e8924f35bb4e6f019c2906b391e2175b057926","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-SAR-005","Signed language","DGS","Sign2MINT selected video/thumbnail route HEAD metadata","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_media_route_head_metadata_20260701T193000Z.json","True","8406","8406","11ad6d5f12c39fb69a5c1d6e5cb8eb0002e66fae02f425a67de2c76a67fe8c07","11ad6d5f12c39fb69a5c1d6e5cb8eb0002e66fae02f425a67de2c76a67fe8c07","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-SAR-006","Signed language","DGS","Fachgebaerdenlexikon specialist/vocational sign dictionary comparator","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_fachgebaerdenlexikon_home.html","True","34635","34635","261169328c17c2d61d52c6f8e229e35413dc4e74b8ff222866c20e62390b79bc","261169328c17c2d61d52c6f8e229e35413dc4e74b8ff222866c20e62390b79bc","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-SAR-007","Signed language","DGS","University of Goettingen mathematics videos in DGS page","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_goettingen_math_videos.html","True","41503","41503","6691fe457130e30d62df5d35f45be5c992a9da252e2fc84a01b09b18d4ff1389","6691fe457130e30d62df5d35f45be5c992a9da252e2fc84a01b09b18d4ff1389","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"DGS-SAR-008","Signed language","DGS","University of Goettingen DGS math-video HEAD metadata","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","True","21388","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","match","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-001","Signed language","LSQ","LexiqueLSQ category route: Science et technologie","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-002","Signed language","LSQ","LexiqueLSQ category route: Mathematique","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-003","Signed language","LSQ","LexiqueLSQ category route: Arithmetique","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-004","Signed language","LSQ","LexiqueLSQ category route: Algebre","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-005","Signed language","LSQ","LexiqueLSQ category route: Probabilites","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-006","Signed language","LSQ","LexiqueLSQ category route: Statistique","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-007","Signed language","LSQ","LexiqueLSQ category route: Geometrie","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-008","Signed language","LSQ","LexiqueLSQ category route: Geometrie analytique","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-009","Signed language","LSQ","LexiqueLSQ category route: Graphes","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-010","Signed language","LSQ","LexiqueLSQ category route: Matrices","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CAT-011","Signed language","LSQ","LexiqueLSQ category route: Mathematiques financieres","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-001","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Abscisse","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-002","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Amplitude","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-003","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Amplitude d'une classe","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-004","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Angle inscrit","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-005","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Binome","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-006","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Nombre rationnel","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-007","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Nombre irrationnel","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-008","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Unite de mesure","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-009","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Reduire une fraction","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-010","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Fonction constante","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-011","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Equation du premier degre a une inconnue","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-012","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Coefficient de proportionnalite","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-013","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Distribution statistique","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-CON-014","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Theorie des graphes","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","True","5077561","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","match","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
"LSQ-SAR-001","Signed language","LSQ","CCJL Lexique LSQ - Mathematiques","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_ccjl_lexique_mathematiques.html","True","82124","82124","c4635bba7ebba53630347546c322d0720292f8a452cfdf0fc54f3bd9bf2e826f","c4635bba7ebba53630347546c322d0720292f8a452cfdf0fc54f3bd9bf2e826f","match","What use is permitted for links, embeds, screenshots, derived stills, copied video/media, cached HTML, and attribution? Pending answer: pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","path/hash audit only; no source-authority, review, approval, license clearance, translation, or completion claim"
