dnu_id,candidate_or_surface,language_id,english_concept,relation,blocked_scope,action,evidence_gap,row_id,non_claim_boundary
DNU-CJK-GAP-0045,표현론,ko,representation theory,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0039,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0046,반단순,ko,semisimple,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0040,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0047,가환환,ko,commutative ring,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0041,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0048,아이디얼,ko,ideal,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0042,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0049,극대 아이디얼,ko,maximal ideal,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0043,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0050,소 아이디얼,ko,prime ideal,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0044,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0051,주 아이디얼,ko,principal ideal,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0045,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0052,몫환,ko,quotient ring,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0046,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0053,환,ko,ring,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0047,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0054,반단순환,ko,semisimple ring,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Open concrete Korean mathematical source witnesses, preferring TeX/LaTeX/arXiv/GitHub source; otherwise record official/academic PDF/HTML with hash and license/access signal. Only after row-level Korean evidence exists should any Korean draft row leave source-discovery status.","Need an opened Korean row-level corpus queue plus Korean target-language mathematical witnesses with URL, access/license signal, hash, and local path. Current Korean material is source-discovery/crosswalk or weak-lead evidence only, not scoped draft translation support.",term-ko-draft-0048,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0055,局部化,zh-Hans,localization,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Search the German/local baseline, repair witnesses, source-control notes, and target-language source shelf for an exact row anchor; keep source witness metadata but do not promote the row.","Need a direct Lokalisierung/localization source anchor or explicit reviewer bridge. Quotient ring, ideal quotient, and R_a-adjacent evidence remain adjacent only.",term-zh-hans-0004,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0056,抽象代数,zh-Hans,abstract algebra,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Search the German/local baseline, repair witnesses, source-control notes, and target-language source shelf for an exact row anchor; keep source witness metadata but do not promote the row.",Need a direct abstract algebra row/source anchor. Bibliographic/source-shelf algebra titles do not by themselves close the row.,term-zh-hans-0005,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0057,近世代数,zh-Hans,modern algebra,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Search the German/local baseline, repair witnesses, source-control notes, and target-language source shelf for an exact row anchor; keep source witness metadata but do not promote the row.",Need a direct modern algebra row/source anchor. Moderne Algebra remains bibliographic only; Nichtkommutative Algebra is not modern-algebra row evidence.,term-zh-hans-0006,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0058,张量积,zh-Hans,tensor product,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Search the German/local baseline, repair witnesses, source-control notes, and target-language source shelf for an exact row anchor; keep source witness metadata but do not promote the row.","Need a direct source anchor for Tensor/Tensorprodukt/tensor product in the relevant German/local source or an explicit reviewer bridge. Noisy \otimes, crossed-product, direct-product, product theorem, product-ring, Kronecker-product matrix, and module-symbol passages remain non-anchor evidence.",term-zh-hans-0013,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0059,诺特／Noetherian,zh-Hans,Noether/Noetherian,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Search the German/local baseline, repair witnesses, source-control notes, and target-language source shelf for an exact row anchor; keep source witness metadata but do not promote the row.","Need direct Noetherian-ring/Noetherian row evidence. Noether person-name, title, or fundamental-theorem context remains source/context evidence only.",term-zh-hans-0020,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GAP-0060,诺特／Noetherian,zh-Hans,Noether/Noetherian,source_canon_insufficient,do_not_promote_do_not_count_as_source_witness_do_not_insert_as_completed_translation,"Search the German/local baseline, repair witnesses, source-control notes, and target-language source shelf for an exact row anchor; keep source witness metadata but do not promote the row.","Need direct Noetherian-ring/Noetherian row evidence. Noether person-name, title, or fundamental-theorem context remains source/context evidence only.",term-zh-hans-0021,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GUARD-0001,all generated-draft CJK translation TeX/CSV/JSON sidecars,ja+zh-Hans,generated draft output,draft_as_native_source_witness_forbidden,source-canon witness counts and source certification,Keep generated drafts separate from native source bodies; use only as draft translation triangulation.,Generated Noether output is not native CJK evidence.,,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GUARD-0002,Korean addendum draft surfaces,ko,Korean addendum,row_level_source_canon_gap,Korean row-level draft/support promotion,Continue Korean source-body acquisition and exact row anchoring before Korean draft translation rows.,"Korean fallback source bodies may exist in this package, but no row-level Korean translation queue/source-canon sufficiency or native review is established.",,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GUARD-0003,noisy \otimes / crossed-product / direct-product passages,und,tensor product,false_positive_source_anchor,tensor-product blocker closure,Require direct Tensorprodukt/tensor product source wording or reviewer bridge.,Noisy product notation/material is non-anchor evidence.,,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GUARD-0004,Quotientenring / ideal quotient / R_a adjacent passages,und,localization,adjacent_not_anchor,localization blocker closure,Require direct Lokalisierung/localization anchor or reviewer bridge.,Quotient-ring adjacency is not a localization source anchor.,,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
DNU-CJK-GUARD-0005,"bibliographic/title/person-name cues for Noether, abstract/modern algebra, Harish-Chandra",und,retained blockers,bibliography_or_name_not_anchor,blocker closure,Keep as source-routing cues only until direct row anchor exists.,Bibliography/title/name evidence does not prove terminology use in body context.,,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
