"status","path","classification","source_use_label","boundary"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_1233D6F_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_1233D6F_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_1233D6F_LOCAL_HEAD_NAMED_FILE_HITS.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_1233D6F_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_1233D6F_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_1233D6F_PRIOR_PACKAGE_SHA_VERIFY.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_1233D6F_MUTUAL_WATCH_OBSERVATION.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_1233D6F_SOURCE_USE_CONTINUATION_LEDGER.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_1233D6F_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
"A","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_1233D6F_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","b3_transfer_context","branch delta path","B3 package routing context; not Slavic source promotion"
