structural_id,work_unit_id,structure_type,type_ordinal,language,script,surface_role,parent_id,order_index,authority_path,authority_start_line,authority_end_line,target_path,target_start_line,target_end_line,target_span_sha256,completion_state,review_state,publication_state,boundary_confidence,continuation_cursor
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0018,BOOK_TITLE_INTRO,toc_item,18,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10021,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,69,69,3D42BF58F81350A24788364BB2BC9937EA96AC8624ACD298BB43375328C2E7ED,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0019
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0019,BOOK_TITLE_INTRO,toc_item,19,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10022,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,70,70,C5B71F19C017E448A0A210D19A124E0CB8B2CF7718EF23438461858C144EB1E1,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0020
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0020,BOOK_TITLE_INTRO,toc_item,20,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10023,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,71,71,FD2F30E4DA2EDFE4A4239EB3C0CB42A33196A70CE17989F4165FE7EFC9037CE0,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0021
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0021,BOOK_TITLE_INTRO,toc_item,21,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10024,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,72,72,3B3E373E3F94D2CA5418C53CE9A513499DB9E906AB8717AF5854EA449C43AF9C,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0022
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0022,BOOK_TITLE_INTRO,toc_item,22,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10025,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,75,75,A73EF66BA7DD171300B3D5CBCCC653EB44DAAC0C22F5226D155DA10DB9150498,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0023
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0023,BOOK_TITLE_INTRO,toc_item,23,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10026,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,76,76,413F4435CEFD60880E708FBA84D7A7689DD68DD95472240889303D5307E67056,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0024
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0024,BOOK_TITLE_INTRO,toc_item,24,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10027,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,77,77,1718B31DED802B670EE113CAB44CD7D1ACF904CB73846D791BC1A7716939812D,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0025
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0025,BOOK_TITLE_INTRO,toc_item,25,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10028,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,78,78,B7A8E1F51CE9928D17CB3CC3C376F651F5F9618885B95EF7607F359DE03B4894,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0026
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0026,BOOK_TITLE_INTRO,toc_item,26,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10029,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,79,79,9A13A6E9B0E797F223EBAE36D7798B6AA7979BF1DD53B61A31B331C67E6B645F,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0027
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0027,BOOK_TITLE_INTRO,toc_item,27,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10030,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,82,82,64A6864B7750C4FDB9505C798CADAEFB1620FE8A0B7EA69BFD1B009FC6E652E8,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0028
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0028,BOOK_TITLE_INTRO,toc_item,28,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10031,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,83,83,FDABBB092C1DC994600074E96A7EF06004727FB2684E08234654B4493AE638FD,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0029
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0029,BOOK_TITLE_INTRO,toc_item,29,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10032,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,84,84,7A2E640631026B09BEC7F0A03D92405E2336B2D8A62C932D1D3EE9A569C963F9,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0030
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0030,BOOK_TITLE_INTRO,toc_item,30,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10033,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,85,85,65AFD2274AD123F039F4A18777EE38B5ED27122FA508F0EC679694D4D2741E31,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0031
SLISV-V038-UK-BOOK_TITLE_INTRO-TOC_ITEM-0031,BOOK_TITLE_INTRO,toc_item,31,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10034,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,86,86,E046FB5DE4234D986043F59A8634DD8E5558E88526D27225EAC24C7E10718F08,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0003
SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0003,BOOK_TITLE_INTRO,closed_prose_unit,3,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-WORK_UNIT-0001,10035,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,89,90,53CD815408200B41118BAF4DF706A3FB280E74ED406538F0747B559727257AD4,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0001
SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0001,BOOK_TITLE_INTRO,section,1,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0001,10036,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,90,90,03EADBA852EF660488030E70AE8A1628F1F7B0E37AF565E73CA40BE4A5D1B292,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0004
SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0004,BOOK_TITLE_INTRO,closed_prose_unit,4,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0001,10037,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,92,96,7132CCD901EE191BDACF72BBE9BC5ACCF61C7E2A4B78A021BEDE2034F2637456,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0005
SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0005,BOOK_TITLE_INTRO,closed_prose_unit,5,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0001,10038,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,98,106,BCF9C6C90FA8D967BE71EAF2F99C16FF274AFC85CA167F3AAB1818C9892669C8,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_TITLE_INTRO-THEOREM-0001
SLISV-V038-UK-BOOK_TITLE_INTRO-THEOREM-0001,BOOK_TITLE_INTRO,theorem,1,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0001,10039,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,108,115,1D2B98288E8316905B5B35B6B7BB83A7C74CCB417F18383D44F205A7F88F2956,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0006
SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0006,BOOK_TITLE_INTRO,closed_prose_unit,6,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0001,10040,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,117,119,7B2BB5C6C15CA8279DB2B7F33B60E89153B3BE210A7DD15B114A9E540320DA07,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0007
SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0007,BOOK_TITLE_INTRO,closed_prose_unit,7,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0002,10041,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,121,121,0F007D8E4D841B378A633D19E514715E1872F8E8C2F67907E936C5828C64E357,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0002
SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0002,BOOK_TITLE_INTRO,section,2,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0002,10042,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,121,121,0F007D8E4D841B378A633D19E514715E1872F8E8C2F67907E936C5828C64E357,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0008
SLISV-V038-UK-BOOK_TITLE_INTRO-CLOSED_PROSE_UNIT-0008,BOOK_TITLE_INTRO,closed_prose_unit,8,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_TITLE_INTRO-SECTION-0002,10043,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,20988,21080,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,123,124,B7338602E5654DAEE9699E109C559E28D80CFEB7313D21D8CBF8749A6B7D406A,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_S01-DEFINITION-0001
SLISV-V038-UK-BOOK_S01-DEFINITION-0001,BOOK_S01,definition,1,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0001,20000,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,127,127,2EA2B9B5E48554FFA219CE8F33A4A8F72B86B1AF5B4E7623E14AEDC6CD404C8B,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_S01-SUBSECTION-0001
SLISV-V038-UK-BOOK_S01-SUBSECTION-0001,BOOK_S01,subsection,1,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0001,20001,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,127,127,2EA2B9B5E48554FFA219CE8F33A4A8F72B86B1AF5B4E7623E14AEDC6CD404C8B,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_S01-WORK_UNIT-0001
SLISV-V038-UK-BOOK_S01-WORK_UNIT-0001,BOOK_S01,work_unit,1,uk-Cyrl,Cyrillic,editable_model_authored_translation,,20002,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,127,153,82ABA112FA7D749A0B76CB746BA72F96E4657A4A09665D37AA16727308D8FB4A,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0001
SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0001,BOOK_S01,closed_prose_unit,1,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0001,20003,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,129,129,35CC30986F215073EACA95A0B74CEB5861399933F27A1EB5361B8415BDBDD607,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_S01-EQUATION_DISPLAY-0001
SLISV-V038-UK-BOOK_S01-EQUATION_DISPLAY-0001,BOOK_S01,equation_display,1,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0001,20004,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,131,133,A30E48F73D096E61C19B0B1B174BAFE6C74934329FC73920B71F8F3722CB9BA4,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_S01-DEFINITION-0002
SLISV-V038-UK-BOOK_S01-DEFINITION-0002,BOOK_S01,definition,2,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,20005,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,135,135,1D30F08E19A729782657554E1ED0B336AA7B014DEFC27FB851E8277BBDDAF549,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002
SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,BOOK_S01,subsection,2,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,20006,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,135,135,1D30F08E19A729782657554E1ED0B336AA7B014DEFC27FB851E8277BBDDAF549,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0002
SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0002,BOOK_S01,closed_prose_unit,2,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,20007,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,137,137,4F68AFB297D343A9AAF103CA3D4CDFCD367E379DB8DBC03470AB2125B5F6A16F,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_S01-EQUATION_DISPLAY-0002
SLISV-V038-UK-BOOK_S01-EQUATION_DISPLAY-0002,BOOK_S01,equation_display,2,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,20008,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,139,141,DD252DECF4AF34D4B13A8B0B40EC6D6BF7FC72DA77BB9B210603032EC1A38551,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_S01-EXAMPLE-0001
SLISV-V038-UK-BOOK_S01-EXAMPLE-0001,BOOK_S01,example,1,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,20009,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,143,143,22BD4CC41E3AFBCC9CF82E6353C8D785A2E5B5B6A248E3346573DA360DBC171D,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0003
SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0003,BOOK_S01,closed_prose_unit,3,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,20010,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,145,145,37261B246E51B673C71C9986E85BC5DB407DE864503E419101AA0451D07EE9E3,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0004
SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0004,BOOK_S01,closed_prose_unit,4,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,20011,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,147,147,E540DB9E869456710C55EC20C25DADE88E587DA36FBC6B3F5FE79A49A381D1C2,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_S01-EQUATION_DISPLAY-0003
SLISV-V038-UK-BOOK_S01-EQUATION_DISPLAY-0003,BOOK_S01,equation_display,3,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,20012,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,149,151,22DCEB9F90A34CFEF496E362DCDD83BA63114A0D17C2309182842DB80EFF08AD,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,high,SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0005
SLISV-V038-UK-BOOK_S01-CLOSED_PROSE_UNIT-0005,BOOK_S01,closed_prose_unit,5,uk-Cyrl,Cyrillic,editable_model_authored_translation,SLISV-V038-UK-BOOK_S01-SUBSECTION-0002,20013,C:/Users/Floris/Documents/interlanguage/03_projects/noether/07_german_canon_control/candidates/ED0005/noether.tex,21081,21108,C:/Users/Floris/Documents/interlanguage/03_projects/language_management/slavic_interslavic/noether_slavic_v017/release/source/44-book-uk.tex,153,153,61F497A8D1D09AF2EB6BE3E7485245A27DA17A4D651AEFDF27F37791EAE481B6,release_source_present,machine_formula_and_structure_checked_no_native_review,candidate_for_owner_handoff,medium,SLISV-V038-UK-BOOK_S02-CLOSED_PROSE_UNIT-0001
