triage_id,source_probe_id,platform,target_language_or_access_target,query,record_rank,record_title,record_url,record_doi_or_identifier,record_creator_or_owner,record_license_signal,record_access_signal,record_type_or_resource_type,file_count_or_body_signal,metadata_local_path,metadata_sha256,language_signal_gate,math_source_gate,source_package_gate,license_gate,triage_decision,triage_reason,next_action,promotion_allowed
R9-R2-TRIAGE-027,R9-R2-Q-009-Zenodo,Zenodo,Yoruba,yoruba mathematics dataset,2,Yoruba Voice dataset,https://zenodo.org/records/14588657,10.5281/zenodo.14588657,"Adelani, David",cc-by-4.0,restricted,"{""title"": ""Dataset"", ""type"": ""dataset""}",0 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_zenodo_yoruba_mathematics_dataset.json,1CE4126468CE4C061286CAFC53D09674591D473802943DA2A470CA318DC2325E,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-028,R9-R2-Q-009-Zenodo,Zenodo,Yoruba,yoruba mathematics dataset,3,ASR dataset - Yoruba,https://zenodo.org/records/4753121,10.5281/zenodo.4753121,Paul Azunre,cc-by-4.0,open,"{""title"": ""Video/Audio"", ""type"": ""video""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_zenodo_yoruba_mathematics_dataset.json,1CE4126468CE4C061286CAFC53D09674591D473802943DA2A470CA318DC2325E,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-029,R9-R2-Q-010-Zenodo,Zenodo,Wolof,wolof mathematics dataset,1,WOLOF TTS(Text To Speech) Data,https://zenodo.org/records/4498861,10.5281/zenodo.4498861,Thierno Ibrahima Diop; Demba AW; Ami jaane; Mamadou Badiane,cc-by-4.0,open,"{""title"": ""Dataset"", ""type"": ""dataset""}",9 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_zenodo_wolof_mathematics_dataset.json,C8519A2FD3013FA438A3EE48074C6E88EF95DD456C916EEBC35C987CF9EA70EF,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-030,R9-R2-Q-010-Zenodo,Zenodo,Wolof,wolof mathematics dataset,2,COMPRISE_Data11_M-NER_V1.0,https://zenodo.org/records/5998022,10.5281/zenodo.5998022,"Adelani, David",cc-by-4.0,open,"{""title"": ""Dataset"", ""type"": ""dataset""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_zenodo_wolof_mathematics_dataset.json,C8519A2FD3013FA438A3EE48074C6E88EF95DD456C916EEBC35C987CF9EA70EF,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-031,R9-R2-Q-010-Zenodo,Zenodo,Wolof,wolof mathematics dataset,3,Ajami Handwritten Text Recognition Dataset,https://zenodo.org/records/20392539,10.5281/zenodo.20392539,"Yousuf, Oreen; Diagne, Elhadji Djibril; Aminu, Abdulmalik; Muhamamd, Musa Salih; Usman, Bashir; Hashim, Mustapha Kurfi; Nivre, Joakim; Megyesi, Beata; Høgel, Christian",cc-by-4.0,open,"{""title"": ""Dataset"", ""type"": ""dataset""}",3 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_zenodo_wolof_mathematics_dataset.json,C8519A2FD3013FA438A3EE48074C6E88EF95DD456C916EEBC35C987CF9EA70EF,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-032,R9-R2-Q-011-Zenodo,Zenodo,Akan/Twi,twi mathematics dataset,1,"ELECTRICAL RESISTANCE MEASUREMENTS OF CARBON FIBRE REINFORCED POLYMER (CFRP) MATERIALS. MEASUREMENT TECHNIQUES, METHODS AND PITFALLS TO AVOID: A CASE STUDY",https://zenodo.org/records/7747896,10.5281/zenodo.7747896,"English, Peter; Sampethai, Sofia; Tabecki, Andrzej; Riley, Melissa; Ruffell, Chris; Lewis, Stuart; Kozak, Jan",cc-by-4.0,open,"{""subtype"": ""conferencepaper"", ""title"": ""Conference paper"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_zenodo_twi_mathematics_dataset.json,3A9C2B81FF0922FF6E504DCA8EEDCA947D5D0A423CDB634AB9D67B18E116754B,target_language_not_established_by_top_metadata,no_math_or_target_language_source_signal,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_relevant_source_signal,Top metadata does not establish target-language mathematical source-canon relevance.,Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-033,R9-R2-Q-011-Zenodo,Zenodo,Akan/Twi,twi mathematics dataset,2,Time to Digital Converter (TDC) implementation in FPGA and PC interfacing software,https://zenodo.org/records/10723194,10.5281/zenodo.10723194,"Marinos, Nikolaos; Panagopoulos, Nikos",cc-by-4.0,open,"{""title"": ""Software"", ""type"": ""software""}",3 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_zenodo_twi_mathematics_dataset.json,3A9C2B81FF0922FF6E504DCA8EEDCA947D5D0A423CDB634AB9D67B18E116754B,target_language_not_established_by_top_metadata,no_math_or_target_language_source_signal,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_relevant_source_signal,Top metadata does not establish target-language mathematical source-canon relevance.,Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-034,R9-R2-Q-011-Zenodo,Zenodo,Akan/Twi,twi mathematics dataset,3,Effect of primer and sealant in refill friction stir spot welded joints on strength and fatigue behaviour of aluminium alloy,https://zenodo.org/records/13269809,10.1016/j.ijfatigue.2022.107455,"Homola, Petr; Růžek, Roman; McAndrew, Anthony; De Backer, Jeroen",cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_zenodo_twi_mathematics_dataset.json,3A9C2B81FF0922FF6E504DCA8EEDCA947D5D0A423CDB634AB9D67B18E116754B,target_language_not_established_by_top_metadata,no_math_or_target_language_source_signal,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_relevant_source_signal,Top metadata does not establish target-language mathematical source-canon relevance.,Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-035,R9-R2-Q-012-Zenodo,Zenodo,Fulfulde/Fulani,fulfulde mathematics fulani,1,The Role of Hausa in the Endangerment of Fulfulde: A Case Study of Tsaure Fulani of Kano State,https://zenodo.org/records/20368253,10.5281/zenodo.20368253,"Sani, Abu-Ubaida; Tsaure, Muhammad Badamasi",cc-by-4.0,open,"{""title"": ""Presentation"", ""type"": ""presentation""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_zenodo_fulfulde_mathematics_fulani.json,F2E56F541CEC477FFDF6539AAE61283C6125C0C8C68ECED42ADDC377F93BC83E,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-036,R9-R2-Q-012-Zenodo,Zenodo,Fulfulde/Fulani,fulfulde mathematics fulani,2,L'impact de la téléphonie mobile sur le fulfulde du Cameroun septentrional,https://zenodo.org/records/7822936,10.46711/jeynitaare.2023.2.1.8,"Tourneux, Henry; Hadidja Konaï, Gayaou",cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_zenodo_fulfulde_mathematics_fulani.json,F2E56F541CEC477FFDF6539AAE61283C6125C0C8C68ECED42ADDC377F93BC83E,target_language_named_in_metadata,target_language_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_math_source_signal,"Target-language metadata is present, but mathematical corpus/topic evidence is missing from top metadata.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-037,R9-R2-Q-012-Zenodo,Zenodo,Fulfulde/Fulani,fulfulde mathematics fulani,3,METAPHORICAL CONCEPTULIZATIONS OF  ANGER IN ENGLISH AND FULFULDE,https://zenodo.org/records/1203355,10.5281/zenodo.1203355,Sulaiman Dahiru; Abdulhakim Saidu,cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_zenodo_fulfulde_mathematics_fulani.json,F2E56F541CEC477FFDF6539AAE61283C6125C0C8C68ECED42ADDC377F93BC83E,target_language_named_in_metadata,language_or_linguistics_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"The metadata is metaphor/linguistics in English and Fulfulde, not a mathematical source corpus.",Retain as language-context noise unless a later source-owner return proves direct mathematical source relevance.,false
R9-R2-TRIAGE-038,R9-R2-Q-013-Zenodo,Zenodo,Mandinka/Manding,mandinka mathematics manding,1,Map of the Manding language continuum,https://zenodo.org/records/2528947,10.5281/zenodo.2528947,"Donaldson, Coleman",cc-by-4.0,open,"{""subtype"": ""figure"", ""title"": ""Figure"", ""type"": ""image""}",2 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_zenodo_mandinka_mathematics_manding.json,80068675F397F92B8146968B991EA3870DB42292410DEFF979327FDD67BC251E,target_language_named_in_metadata,language_or_nlp_record_not_math_corpus,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_language_nlp_or_linguistics_record,"Target-language metadata is present, but the record appears to be NLP/linguistics/speech/culture rather than mathematical source canon.",Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-039,R9-R2-Q-013-Zenodo,Zenodo,Mandinka/Manding,mandinka mathematics manding,2,Stress Management Practices of School Heads as Antecedent of Instructional Competence of Teachers,https://zenodo.org/records/16158046,10.5281/zenodo.16158046,"Manding, Hanifa",cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_zenodo_mandinka_mathematics_manding.json,80068675F397F92B8146968B991EA3870DB42292410DEFF979327FDD67BC251E,target_language_not_established_by_top_metadata,no_math_or_target_language_source_signal,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_relevant_source_signal,Top metadata does not establish target-language mathematical source-canon relevance.,Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
R9-R2-TRIAGE-040,R9-R2-Q-013-Zenodo,Zenodo,Mandinka/Manding,mandinka mathematics manding,3,COMPLEXITIES AND STRATEGIES IN TEACHING ENGLISH IN A MULTILINGUAL CLASSROOM,https://zenodo.org/records/20630787,10.5281/zenodo.20630787,"Manding, Neshell B.; Nacino, Krystel Joy F.",cc-by-4.0,open,"{""subtype"": ""article"", ""title"": ""Journal article"", ""type"": ""publication""}",1 files listed in metadata; no file body captured,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_zenodo_mandinka_mathematics_manding.json,80068675F397F92B8146968B991EA3870DB42292410DEFF979327FDD67BC251E,target_language_not_established_by_top_metadata,no_math_or_target_language_source_signal,not_source_package_admitted; metadata-only; no TeX/archive/PDF/data body captured,license metadata signal only; no clearance claim,blocked_no_relevant_source_signal,Top metadata does not establish target-language mathematical source-canon relevance.,Manual source-body/language/domain/license review required before any source-canon use; otherwise retain as gap/noise row.,false
