bucket_id,source_transition_id,source_row_id,language,bucket,active_support_kind,row_status_from_transition,concept_band,english_anchor,german_anchor,target_rendering_draft,term_alternatives_or_register_note,source_context_note,formula_neighboring_usage_note,interlinear_or_semi_constructed_scaffold,source_canon_witnesses_or_candidates,urls_local_paths_hashes,language_topic_evidence,license_access_signal,blocker_gap_or_next_action,reviewer_question,evidence_artifacts,draft_label,source_text_saved,translation_completion_claimed,approval_or_promotion_claimed,promotion_allowed
R9-BUCKET-20260705-025,R9-TRANS-20260705-025,FF-A008,Fulfulde_Fulani,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,variable,Variable,FOR_REVIEW_ONLY_NOT_TRANSLATION: fergere; baylatoongel; mamre,"Alternatives copied from prior source row for reviewer comparison: fergere; baylatoongel; mamre; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Fulani math glossaries (elementary lines 2870/2872; middle-school 1789/1791; Algebra 2 1327/1329).,"Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.","DE Variable / EN variable -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: fergere; baylatoongel; mamre -> Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.",NYU/NYSED Fulani math glossaries (elementary lines 2870/2872; middle-school 1789/1791; Algebra 2 1327/1329).,NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,"Review variety, register, and higher-math suitability.",NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-026,R9-TRANS-20260705-026,FF-H001,Fulfulde_Fulani,source_canon_insufficient,source_acquisition_or_repair_output,source_gap_do_not_use_no_translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,,R9 Fulfulde/Fulani glossary ledger (no direct source row).,,,"No admitted R9 target-language higher-math witness for ring, field, module, ideal, invariant, Noetherian ring, or theorem/proof prose.",Current artifacts are school-math/glossary/provenance only; no higher-math source URL/local body/hash accepted for these anchors.,Hard algebra/invariant-theory register is outside the covered school-math scope.,No source-owner/license/access signal for hard Noether translation.,Find target-language higher-math source witnesses or reviewer strategy before drafting hard anchors.,Find local higher-math source or reviewer-approved strategy.,NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,SOURCE_CANON_PROVENANCE_GAP_OR_REPAIR,false,false,false,false
R9-BUCKET-20260705-027,R9-TRANS-20260705-027,MND-A001,Mandinka_Manding,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: algébro,"Single source-row candidate for reviewer comparison: algébro; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Mandinka math glossaries (elementary lines 99/148; middle-school 90/140).,Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: algébro -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Mandinka math glossaries (elementary lines 99/148; middle-school 90/140).,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm Mandinka-specific form; do not widen to Manding without review.,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-028,R9-TRANS-20260705-028,MND-A002,Mandinka_Manding,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: équatiyon,"Single source-row candidate for reviewer comparison: équatiyon; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Mandinka elementary math glossary (lines 422 and 471).,Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: équatiyon -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Mandinka elementary math glossary (lines 422 and 471).,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Check loan form and prose use before draft translation.,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-029,R9-TRANS-20260705-029,MND-P001,Mandinka_Manding,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,proof_language,theorem,Satz / Lehrsatz,FOR_REVIEW_ONLY_NOT_TRANSLATION: théorémo,"Single source-row candidate for reviewer comparison: théorémo; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Mandinka elementary and geometry glossaries (elementary lines 1386/1435; geometry lines 213/248 and 929/979).,May support a heading candidate only; proof prose remains blocked.,DE Satz / Lehrsatz / EN theorem -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: théorémo -> May support a heading candidate only; proof prose remains blocked.,NYU/NYSED Mandinka elementary and geometry glossaries (elementary lines 1386/1435; geometry lines 213/248 and 929/979).,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm theorem/proof/definition heading strategy before any Noether prose.,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-030,R9-TRANS-20260705-030,MND-H001,Mandinka_Manding,source_canon_insufficient,source_acquisition_or_repair_output,source_gap_do_not_use_no_translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,,R9 Mandinka/Manding ledger (no direct source row).,,,"No admitted R9 target-language higher-math witness for ring, field, module, ideal, invariant, Noetherian ring, or theorem/proof prose.",Current artifacts are school-math/glossary/provenance only; no higher-math source URL/local body/hash accepted for these anchors.,Hard algebra/invariant-theory register is outside the covered school-math scope.,No source-owner/license/access signal for hard Noether translation.,Find target-language higher-math source witnesses or reviewer strategy before drafting hard anchors.,Find local higher-math witness; keep Manding bridge blocked.,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,SOURCE_CANON_PROVENANCE_GAP_OR_REPAIR,false,false,false,false
R9-BUCKET-20260705-031,R9-TRANS-20260705-031,TWI-A001,Akan_Twi,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: akontaabu a wɔde agyiraehyɛde di dwuma; nkonta a wɔde agyiraehyɛde di dwuma,"Alternatives copied from prior source row for reviewer comparison: akontaabu a wɔde agyiraehyɛde di dwuma; nkonta a wɔde agyiraehyɛde di dwuma; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Twi math glossaries (elementary lines 99/148; middle-school lines 89/138).,Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: akontaabu a wɔde agyiraehyɛde di dwuma; nkonta a wɔde agyiraehyɛde di dwuma -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Twi math glossaries (elementary lines 99/148; middle-school lines 89/138).,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm compact register and whether phrase is usable beyond glossary context.,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-032,R9-TRANS-20260705-032,TWI-A002,Akan_Twi,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: nsɛm abien a pɛyɛ gyiraehyɛde da ntam; afa abien akontaabu nsɛm a ɛyɛ pɛ,"Alternatives copied from prior source row for reviewer comparison: nsɛm abien a pɛyɛ gyiraehyɛde da ntam; afa abien akontaabu nsɛm a ɛyɛ pɛ; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Twi math/chemistry glossaries (elementary lines 423/472; chemistry lines 1056/1106).,Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: nsɛm abien a pɛyɛ gyiraehyɛde da ntam; afa abien akontaabu nsɛm a ɛyɛ pɛ -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Twi math/chemistry glossaries (elementary lines 423/472; chemistry lines 1056/1106).,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Review source split and mathematical sentence behavior.,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-033,R9-TRANS-20260705-033,TWI-P002,Akan_Twi,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,proof_language,proof,Beweis,FOR_REVIEW_ONLY_NOT_TRANSLATION: adanse,"Single source-row candidate for reviewer comparison: adanse; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Twi high-school geometry glossary (lines 202/252 and 919/947).,"Proof frame requires source prose, not just glossary matching; no theorem/proof translation accepted.","DE Beweis / EN proof -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: adanse -> Proof frame requires source prose, not just glossary matching; no theorem/proof translation accepted.",NYU/NYSED Twi high-school geometry glossary (lines 202/252 and 919/947).,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm whether this supports formal proof prose.,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-034,R9-TRANS-20260705-034,TWI-H001,Akan_Twi,source_canon_insufficient,source_acquisition_or_repair_output,source_gap_do_not_use_no_translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,,R9 Akan/Twi ledger (no direct source row).,,,"No admitted R9 target-language higher-math witness for ring, field, module, ideal, invariant, Noetherian ring, or theorem/proof prose.",Current artifacts are school-math/glossary/provenance only; no higher-math source URL/local body/hash accepted for these anchors.,Hard algebra/invariant-theory register is outside the covered school-math scope.,No source-owner/license/access signal for hard Noether translation.,Find target-language higher-math source witnesses or reviewer strategy before drafting hard anchors.,Find local higher-math source; keep Akan-wide bridge blocked.,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,SOURCE_CANON_PROVENANCE_GAP_OR_REPAIR,false,false,false,false
R9-BUCKET-20260705-035,R9-TRANS-20260705-035,WOLOF-A001,Wolof,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: alseebar; alseebur; Joxe ndigël,"Alternatives copied from prior source row for reviewer comparison: alseebar; alseebur; Joxe ndigël; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Wolof math/physics glossaries (elementary lines 99/148; middle-school algebra row; physics algebra row).,Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: alseebar; alseebur; Joxe ndigël -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Wolof math/physics glossaries (elementary lines 99/148; middle-school algebra row; physics algebra row).,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Choose among variants and check subject-specific register.,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-036,R9-TRANS-20260705-036,WOLOF-A002,Wolof,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: tolloole; Ikuwaason; ikuwaason,"Alternatives copied from prior source row for reviewer comparison: tolloole; Ikuwaason; ikuwaason; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Wolof math/science glossaries (elementary lines 423/472; Algebra 2 190/217; chemistry/middle-school/physics rows).,Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: tolloole; Ikuwaason; ikuwaason -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Wolof math/science glossaries (elementary lines 423/472; Algebra 2 190/217; chemistry/middle-school/physics rows).,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Review orthography/register variants before draft prose.,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-037,R9-TRANS-20260705-037,WOLOF-P002,Wolof,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,proof_language,proof,Beweis,FOR_REVIEW_ONLY_NOT_TRANSLATION: Ki sampp; Përëw,"Alternatives copied from prior source row for reviewer comparison: Ki sampp; Përëw; reviewer-prompt only, not a promoted rendering.",NYU/NYSED Wolof chemistry and geometry glossaries (chemistry proof row; geometry proof row).,"Proof frame requires source prose, not just glossary matching; no theorem/proof translation accepted.","DE Beweis / EN proof -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: Ki sampp; Përëw -> Proof frame requires source prose, not just glossary matching; no theorem/proof translation accepted.",NYU/NYSED Wolof chemistry and geometry glossaries (chemistry proof row; geometry proof row).,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm formal proof frame and avoid translating Noether prose before review.,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-038,R9-TRANS-20260705-038,WOLOF-H001,Wolof,source_canon_insufficient,source_acquisition_or_repair_output,source_gap_do_not_use_no_translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,,R9 Wolof ledger (no direct source row).,,,"No admitted R9 target-language higher-math witness for ring, field, module, ideal, invariant, Noetherian ring, or theorem/proof prose.",Current artifacts are school-math/glossary/provenance only; no higher-math source URL/local body/hash accepted for these anchors.,Hard algebra/invariant-theory register is outside the covered school-math scope.,No source-owner/license/access signal for hard Noether translation.,Find target-language higher-math source witnesses or reviewer strategy before drafting hard anchors.,Find local higher-math source; no Wolof/Senegambian bridge.,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,SOURCE_CANON_PROVENANCE_GAP_OR_REPAIR,false,false,false,false
R9-BUCKET-20260705-039,R9-TRANS-20260705-039,YOR-A001,Yoruba,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: Ìṣirò Àlámìn,"Single source-row candidate for reviewer comparison: Ìṣirò Àlámìn; reviewer-prompt only, not a promoted rendering.","Fakinlede K, Mathematics Dictionary, Yoruba-English (extracted text context line 737).",Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: Ìṣirò Àlámìn -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,"Fakinlede K, Mathematics Dictionary, Yoruba-English (extracted text context line 737).",Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Dictionary/metadata provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Confirm dictionary form against school/STEM prose source.,Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-040,R9-TRANS-20260705-040,YOR-A002,Yoruba,source_canon_sufficient_for_scoped_draft_work,reviewer_candidate_scaffold_not_translation,reviewer_facing_candidate_scaffold_not_translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: ọmì,"Single source-row candidate for reviewer comparison: ọmì; reviewer-prompt only, not a promoted rendering.","Fakinlede K, Mathematics Dictionary, Yoruba-English (lines 942 and 944).",Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: ọmì -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,"Fakinlede K, Mathematics Dictionary, Yoruba-English (lines 942 and 944).",Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,Dictionary/metadata provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Draft support may proceed only within this covered scope; reviewer/source-owner/license gates remain open.,Check extraction damage and whether this is correct for equation.,Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-BUCKET-20260705-041,R9-TRANS-20260705-041,YOR-P001,Yoruba,source_canon_insufficient,source_acquisition_or_repair_output,source_gap_do_not_use_no_translation,proof_language,proof/theorem/definition,Beweis / Satz / Definition,,,Yoruba dictionary seed ledger (no Proof/Theorem/Definition/Define hits).,,,Yoruba dictionary seed ledger (no Proof/Theorem/Definition/Define hits).,Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,uncovered: source acquisition or OCR/reviewer return required before translation,Dictionary/metadata provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,Find proof-language witness before any Noether prose.,Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,SOURCE_CANON_PROVENANCE_GAP_OR_REPAIR,false,false,false,false
R9-BUCKET-20260705-042,R9-TRANS-20260705-042,YOR-H001,Yoruba,source_canon_insufficient,source_acquisition_or_repair_output,source_gap_do_not_use_no_translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,,Yoruba dictionary seed ledger (no Ring/Field/Module/Ideal/Invariant/Noether hits).,,,"No admitted R9 target-language higher-math witness for ring, field, module, ideal, invariant, Noetherian ring, or theorem/proof prose.",Current artifacts are school-math/glossary/provenance only; no higher-math source URL/local body/hash accepted for these anchors.,Hard algebra/invariant-theory register is outside the covered school-math scope.,No source-owner/license/access signal for hard Noether translation.,Find target-language higher-math source witnesses or reviewer strategy before drafting hard anchors.,Find school or higher-math witness; no Yoruba translation lane yet.,Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,SOURCE_CANON_PROVENANCE_GAP_OR_REPAIR,false,false,false,false
R9-BUCKET-20260705-043,R9-TRANS-20260705-043,AMH-SOURCE-CONTEXT,Amharic,source_canon_insufficient,source_acquisition_or_repair_output,source_body_baseline_present_target_rendering_blocked,source_context,mathematics / algebra source context,Mathematik / Algebra Kontext,,,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv records 48 Amharic rows; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv records 3 current-access P0 rows.,,,48 local Amharic source-body provenance rows; 3 P0 current-access metadata rows.,"See R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv and R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv for per-row URLs, local PDF paths, bytes, and SHA-256 values.","Amharic mathematical source context is present, but target rendering extraction is blocked by OCR/font-map/text-layer repair.",HTTP/PDF access and local hash signals only; no license clearance or source-owner return.,OCR/font-map/page-render review needed before target renderings.,Which Amharic PDF pages/rows should receive font-map or reviewer extraction first for algebra/register terms?,R9_AMHARIC_OCR_FONTMAP_TRIAGE_20260704.csv; R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv,SOURCE_CANON_PROVENANCE_GAP_OR_REPAIR,false,false,false,false
