recovery_id,branch_head,recovery_type,remote_path,raw_url,blocker,next_action,source_body_status,label_boundary
C7FB-STD-RECOVERY-0044,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_COMPARE_META.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0045,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_INPUTS_READ.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0046,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_INPUTS_READ.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0047,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_INPUT_BLOCKERS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0048,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_INPUT_BLOCKERS.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0049,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_REMOTE_VERIFICATION.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0050,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_TREE_INDEX.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0051,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/BRANCH_8F7D_TREE_META.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0052,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/FABLE_STANDARD_APPLICATION_QUEUE_8F7D.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0053,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/FABLE_STANDARD_APPLICATION_QUEUE_8F7D.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0054,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/FINAL_VALIDATION_8F7D.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0055,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/LATEST_8F7D_WHOLE_CORPUS_INTAKE_20260706.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0056,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/MANIFEST.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0057,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/PACKAGE_SUMMARY.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0058,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/PACKAGE_SUMMARY.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0059,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/README.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0060,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/SHA256SUMS.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0061,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/SIBLING_WAKE_LOG_8F7D.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0062,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/SIBLING_WAKE_LOG_8F7D.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0063,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/WHOLE_CORPUS_LANE_ROUTING_DELTA_8F7D.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0064,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/WHOLE_CORPUS_LANE_ROUTING_DELTA_8F7D.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0065,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/001__.github__copilot-instructions.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0066,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0067,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0068,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/004__AGENTS.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0069,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0070,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0071,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/007__coordination__OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0072,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/008__coordination__OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0073,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/009__coordination__TO_OTHER_AI_LATEX_SOURCE_DIRECTIVE_20260705.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0074,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/015__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__README_FOR_OTHER_PC_CODEX.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0075,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/016__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__SUMMARY.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0076,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/B3_R6_UPLOADER_READY_QUEUE.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0077,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/BRANCH_VISIBLE_R6_RELATED_PATHS_CURRENT.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0078,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/BRANCH_VISIBLE_R6_RELATED_ROOT_COUNTS_CURRENT.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0079,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/COMMIT_FRONTIER_8F7_TO_CURRENT.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0080,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/CREDENTIAL_PATTERN_SCAN.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0081,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/DELTA_8F7_TO_CURRENT_FILE_LEDGER.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0082,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/DELTA_8F7_TO_CURRENT_R6_PATHS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0083,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/DELTA_8F7_TO_CURRENT_ROOT_COUNTS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0084,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/LOCAL_R6_OUTPUT_CATEGORY_COUNTS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0085,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/LOCAL_R6_OUTPUT_EXTENSION_COUNTS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0086,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/LOCAL_R6_OUTPUT_INVENTORY_WITH_SHA256.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0087,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/LOCAL_R6_OUTPUT_LARGEST_FILES_TOP50.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0088,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/MANIFEST.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0089,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/README.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0090,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/SHA256SUMS.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0091,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/SUMMARY.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0092,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/SUMMARY.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0093,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_3E89_AUTHORITY_R3_INTEGRATION_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0094,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_3E89_AUTHORITY_R3_INTEGRATION_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0095,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_3E89_AUTHORITY_R3_INTEGRATION_UPLOAD_AUDIT_20260706.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0096,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F7_R3_R6_INCREMENT_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0097,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F7_R3_R6_INCREMENT_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0098,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F7_R3_R6_INCREMENT_UPLOAD_AUDIT_20260706.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0099,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96325DDA_R6_R3_OLDB_BATCH_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0100,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96325DDA_R6_R3_OLDB_BATCH_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0101,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96325DDA_R6_R3_OLDB_BATCH_UPLOAD_AUDIT_20260706.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0102,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0103,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/MANIFEST.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
