"register_id","row_kind","source_slice","language","witness","url","source_form","sha256","size_bytes","text_or_ocr_path","text_or_ocr_sha256","text_or_ocr_size_bytes","license_signal","topic_tags","evidence_status","source_canon_value_and_gap","local_path","next_gate"
"SPG-UG-001","source_witness","source_package_gate_slice","Uyghur","UYGUR.COM page with cohomology ring/module/group entries","https://wiki.uygur.com/page/4385/","local HTML capture","44C1B9FA109CC50B79582EB28FB908BE87E28960C592D4549969D036E2C3B5D9","107784","","","","captured page shows UYGUR.COM copyright","Uyghur; cohomology ring; cohomology module; cohomology group; dictionary/category witness","candidate_only_source_corpus_witness_authority_license_review_open","Adds adjacent Uyghur ring/module/group dictionary corpus evidence only; no source package; no authority/license/native-domain approval.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-UG-001_uygur_com_cohomology_ring_module_group_page.html",""
"SPG-UG-002","source_witness","source_package_gate_slice","Uyghur","UYGUR.COM page with semisimple algebraic group and semisimple normed ring entries","https://wiki.uygur.com/page/4340/","local HTML capture","713B2FB8BAEBBE2B34B772F9DE8A7FCA03F90470DC598E7A612CF74742C3498F","107625","","","","captured page shows UYGUR.COM copyright","Uyghur; semisimple algebraic group; semisimple ring; dictionary/category witness","candidate_only_source_corpus_witness_authority_license_review_open","Adds adjacent Uyghur algebraic-group/ring dictionary corpus evidence only; no source package; no authority/license/native-domain approval.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-UG-002_uygur_com_semisimple_algebraic_group_ring_page.html",""
"RSW-TT-001","source_witness","current_source_resweep","Tatar","Edu.tatar 7 klass algebra educational minimum","https://edu.tatar.ru/upload/storage/org112/files/7%20%D0%BA%D0%BB%D0%B0%D1%81%D1%81%20%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0.pdf","pdf_captured_text_extracted","8C6065A51152E3DE7C530C071B19E90FF0B4E3F72C9AC25A5B3501C7CD3A8D78","254188","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-001_edu_tatar_7_class_algebra_minimum.txt","7AE9610B43D75E70680C7CB7BF2D593EDACB5BFC015A0759B0DE688AEF862165","17883","no explicit reusable license found in capture","Tatar; algebra; polynomial base; күпбуын","","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=4 Exact hard-row hits: 0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-001_edu_tatar_7_class_algebra_minimum.pdf",""
"RSW-TT-002","source_witness","current_source_resweep","Tatar","Test edu.tatar algebra 7 class program","https://test-edu.tatar.ru/upload/storage/org1827/files/%D0%90%D0%9B%D0%93%D0%95%D0%91%D0%A0%D0%90%207%20%D0%9A%D0%9B%D0%90%D0%A1%D0%A1.pdf","pdf_captured_text_extracted","FF04E65278A2B678F8A46C36783E6F1C0514E5E60EB7C047A38C41E97F6B31C8","964595","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-002_test_edu_tatar_algebra_7_program.txt","3F219B50001D62DEE8D763B8CA788CBC604BC4729C48142B61DB3D532A9B7FF0","147253","no explicit reusable license found in capture","Tatar; algebra; polynomial base; күпбуын","","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=10 Exact hard-row hits: 0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-002_test_edu_tatar_algebra_7_program.pdf",""
"RSW-TT-003","source_witness","current_source_resweep","Tatar","Фәнни Татарстан 2016 №3 mathematical article issue","https://ft.antat.ru/uploads/831735a2152a289d13-%D0%A4%D0%A2-2016-3.pdf","pdf_captured_text_extracted","4F41017D8881EE92F24E35B9E0B51806C714104DA4EA77CDF1CFB687FCE19AF3","1911632","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-003_ft_antat_2016_3.txt","281A662A74D66CEDC914BB05D7983376A47FC170100EECAB61D46E66D663E7AF","917381","no explicit reusable license found in capture","Tatar; mathematical journal; polynomial/interpolation operator; exact sciences","","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=1; полиномиаль=4 Exact hard-row hits: 0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-003_ft_antat_2016_3.pdf",""
"RSW-TT-004","source_witness","current_source_resweep","Tatar","Фәнни Татарстан 2015 №4 mathematical article issue","https://ft.antat.ru/uploads/995865703d9af8983e-%D0%A4%D0%A2-2015-4.pdf","pdf_captured_text_extracted","B477297668A5BDC7BDC363566C9BF631BA772A5383E137B4E59E9E1282C7F51F","2082879","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-004_ft_antat_2015_4.txt","2F77FBFD65200B4D94492F9A3B27FD8F5998C4B93C2A462332BB94A6583E165D","844515","no explicit reusable license found in capture","Tatar; mathematical journal; polynomial/operator context; exact sciences","","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=1; полиномиаль=7 Exact hard-row hits: 0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-004_ft_antat_2015_4.pdf",""
"RSW-TK-001","source_witness","current_source_resweep","Turkmen","Kesgitle matematika olimpiada meseleler","https://kesgitle.edu.tm/bookpdf/69517a6e1233c2af1004dbbb3eacd6b2/Annaorazow%20O~Matematikadan%20olimpiada%20%C3%BC%C3%A7in%20mesleler.pdf","pdf_captured_text_extracted","29D14DF40716C5043953CA164F372E70328AADC947C042395389060CEE55A205","8607006","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-001_kesgitle_matematikadan_olimpiada_meseleler.txt","2B68B260B1F19186CA6DACC25724455653216B7F21E006050A7390ED60D67683","548856","no explicit reusable license found in capture","Turkmen; mathematics olympiad; polynomial base; köpagza","","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: köpagza=26; algebra=1 Exact hard-row hits: 0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-001_kesgitle_matematikadan_olimpiada_meseleler.pdf",""
"RSW-TK-002","source_witness","current_source_resweep","Turkmen","Kitaphana Algebra we elementar matematika book 15","https://www.kitaphana.net/electronic-book/15","pdf_captured_text_extracted","D0EA01430FC3ECCC3F11945D7051D588F9134D5CEE7AE132E2F16008BA3AA0FF","1946480","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-002_kitaphana_book_15_algebra_we_elementar_matematika.txt","321D636C07A9E8B255DD620F0B69E5E8C14010EAA940402F0B74AA22C0CB9F6C","402780","no explicit reusable license found in capture","Turkmen; algebra; elementary mathematics; köpagza","","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: köpagza=26; algebra=2 Exact hard-row hits: 0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-002_kitaphana_book_15_algebra_we_elementar_matematika.pdf",""
"RSW-TK-003","source_witness","current_source_resweep","Turkmen","Kitaphana Russian-Turkmen mathematical explanatory dictionary book 1403","https://www.kitaphana.net/electronic-book/1403","pdf_captured_text_extracted","9EAA43426EA30983000CDCF8BF488F336E61267DA83762F8ED84A5E2A6D543DE","1256765","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-003_kitaphana_book_1403_russian_turkmen_math_dictionary.txt","A53BC6FF20EE68B987450F341B7F79279973FE33EBF1D430C6CCDCA53C1E96E1","368971","no explicit reusable license found in capture","Turkmen; mathematical dictionary; algebra; terminology provenance","","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: köpagza=42; algebra=36; halka=5 Exact hard-row hits: 0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-003_kitaphana_book_1403_russian_turkmen_math_dictionary.pdf",""
"KYOCR-SRC-001","ocr_source_witness","kyrgyz_ocr_gate_attempt","Kyrgyz","Kaldybaev S.K. Algebra 8 klass","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","PDF plus Kyrgyz OCR text","3ADF45747524AC0691C659B5AB1568F9AE4DACF3886ECDE92A57AD31E601FBE4","2319102 bytes; 104 pages","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","ocr_completed_no_promotion","OCR completed 104/104 pages with kir traineddata, psm6, 150 dpi; no promotion claim","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-KY-002_daramet_algebra_8_klass.pdf","Exact hard-row scan required before any downstream use"
"KYOCR-SRC-002","ocr_source_witness","kyrgyz_ocr_gate_attempt","Kyrgyz","Математикалык маалыматтама сөздүк","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","PDF plus Kyrgyz OCR text","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","15672114 bytes; 102 pages","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","ocr_completed_no_promotion","OCR completed 102/102 pages with kir traineddata, psm6, 150 dpi; no promotion claim","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-002_okuma_math_reference_dictionary.pdf","Exact hard-row scan required before any downstream use"
"UGR-001","exact_candidate_witness","uyghur_current_exact_candidate_resweep","Uyghur","UYGUR.COM Noetherian ring","https://wiki.uygur.com/noeter_halqisi/","html_captured_exact_candidate_scan","375857CB9356CDC228BAE2C068BA4CAE5A8A879474C31BEDBC57FE436C906720","84366","","","","no explicit reusable license found in capture","Uyghur; Noetherian ring; exact candidate","candidate_only_no_promotion","Phrase hits: Noetherian=2; Polynomial=0; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-001_uygur_com_noeter_halqisi.html","Authority/license/native-domain review or reviewer return before downstream use."
"UGR-002","exact_candidate_witness","uyghur_current_exact_candidate_resweep","Uyghur","UYGUR.COM polynomial ring","https://wiki.uygur.com/kop_ezaliq_halqa/","html_captured_exact_candidate_scan","9353B832C5FC97BB8E7743E336E4E97AC747F4F74E5AFB99424E9DD7ABA44B17","84391","","","","no explicit reusable license found in capture","Uyghur; polynomial ring; exact candidate","candidate_only_no_promotion","Phrase hits: Noetherian=0; Polynomial=2; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-002_uygur_com_kop_ezaliq_halqa.html","Authority/license/native-domain review or reviewer return before downstream use."
"UGR-003","exact_candidate_witness","uyghur_current_exact_candidate_resweep","Uyghur","UYGUR.COM left Noetherian ring","https://wiki.uygur.com/sol_noeter_halqisi/","html_captured_exact_candidate_scan","C1F92403AB1317977C175D778BA742D564598242699AB1A2D2BD81990555F8FC","84420","","","","no explicit reusable license found in capture","Uyghur; left Noetherian ring; related exact candidate","candidate_only_no_promotion","Phrase hits: Noetherian=2; Polynomial=0; LeftNoetherian=2; RightNoetherian=0. Candidate-only; authority/license/native-domain review open.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-003_uygur_com_sol_noeter_halqisi.html","Authority/license/native-domain review or reviewer return before downstream use."
"UGR-004","exact_candidate_witness","uyghur_current_exact_candidate_resweep","Uyghur","UYGUR.COM right Noetherian ring","https://wiki.uygur.com/ong_noeter_halqisi/","html_captured_exact_candidate_scan","B6E3CCF28FEC8297EFE24D2A5C27EDEF9250FA5142BE8EBFFF0BA589E74E1556","84428","","","","no explicit reusable license found in capture","Uyghur; right Noetherian ring; related exact candidate","candidate_only_no_promotion","Phrase hits: Noetherian=2; Polynomial=0; LeftNoetherian=0; RightNoetherian=2. Candidate-only; authority/license/native-domain review open.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-004_uygur_com_ong_noeter_halqisi.html","Authority/license/native-domain review or reviewer return before downstream use."
"UGR-005","exact_candidate_witness","uyghur_current_exact_candidate_resweep","Uyghur","Ewlat multilingual dictionary page 4704","https://www.ewlat.biz/turkum-4704","html_captured_exact_candidate_scan","A98C51B94D00AAADB85C645AC260D1AFBD223D67ADC2370079645C204D79B679","36795","","","","no explicit reusable license found in capture","Uyghur; Noetherian ring category context; dictionary","candidate_only_no_promotion","Phrase hits: Noetherian=1; Polynomial=0; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-005_ewlat_turkum_4704.html","Authority/license/native-domain review or reviewer return before downstream use."
"UGR-006","exact_candidate_witness","uyghur_current_exact_candidate_resweep","Uyghur","Ewlat multilingual dictionary page 4551","https://www.ewlat.biz/turkum-4551","html_captured_exact_candidate_scan","B411227AF3E2D3DDE76D2F6DB4D08732D5A476B500757D11D700043CF30A68C1","37138","","","","no explicit reusable license found in capture","Uyghur; polynomial ring category context; dictionary","candidate_only_no_promotion","Phrase hits: Noetherian=0; Polynomial=1; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-006_ewlat_turkum_4551.html","Authority/license/native-domain review or reviewer return before downstream use."
"UGR-007","exact_candidate_witness","uyghur_current_exact_candidate_resweep","Uyghur","Ewlat multilingual dictionary page 4891","https://www.ewlat.biz/turkum-4891","html_captured_exact_candidate_scan","55AED73A8427B687572E9CCF4A870DDCDEE28F88FBF6081B064645ABFDC14641","36939","","","","no explicit reusable license found in capture","Uyghur; left Noetherian ring category context; dictionary","candidate_only_no_promotion","Phrase hits: Noetherian=1; Polynomial=0; LeftNoetherian=1; RightNoetherian=0. Candidate-only; authority/license/native-domain review open.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-007_ewlat_turkum_4891.html","Authority/license/native-domain review or reviewer return before downstream use."
"EHR-TT-NR-001","explicit_hard_blocker_gap","exact_hard_row_search_closure","Tatar","Noetherian ring","","blocked exact hard-row state","","","","","","not applicable","hard blocker; Noetherian ring","blocked_no_exact_tatar_noetherian_ring_source_witness","Exact phrase searches returned non-target or non-Tatar results such as Russian Noether-theorem/Noether-biography pages, not a Tatar mathematical source row; domain-biased tt.wikipedia.org search produced no exact row. 0 hits for Нётер боҗрасы; Нетер боҗрасы; Нөтер боҗрасы in current local source-canon capture directories.","","Exact Tatar source row, reviewer return, or OCR-capable scan of a relevant Tatar algebra source."
"EHR-TT-PR-001","explicit_hard_blocker_gap","exact_hard_row_search_closure","Tatar","Polynomial ring","","blocked exact hard-row state","","","","","","not applicable","hard blocker; Polynomial ring","blocked_no_exact_tatar_polynomial_ring_source_witness","Exact phrase searches for полиномнар боҗрасы / күпбуыннар боҗрасы drifted to unrelated English/Russian or broad Tatar textbook/materials pages, not an exact Tatar polynomial-ring source row. 0 hits for полиномнар боҗрасы; күпбуыннар боҗрасы; күпбуын боҗрасы.","","Exact Tatar source row, reviewer return, or OCR-capable scan of a relevant Tatar algebra source."
"EHR-KY-NR-001","explicit_hard_blocker_gap","exact_hard_row_search_closure","Kyrgyz","Noetherian ring","","blocked exact hard-row state","","","","","","not applicable","hard blocker; Noetherian ring","blocked_no_exact_kyrgyz_noetherian_ring_source_witness","Exact phrase searches returned Russian Emmy Noether/Noether-theorem pages or unrelated English Noetherian-ring mentions, not a Kyrgyz mathematical source row; domain-biased ky.wikipedia.org search produced no exact row. 0 hits for Нётер шакеги; Нетер шакеги; Нөтер шакеги.","","Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources."
"EHR-KY-PR-001","explicit_hard_blocker_gap","exact_hard_row_search_closure","Kyrgyz","Polynomial ring","","blocked exact hard-row state","","","","","","not applicable","hard blocker; Polynomial ring","blocked_no_exact_kyrgyz_polynomial_ring_source_witness","Exact phrase searches returned Kyrgyz base Көп мүчө / school-polynomial materials and unrelated English pages, not an exact polynomial-ring source row. 0 hits for көп мүчөлөр шакеги; көп мүчөлөр алкагы; полиномдор шакеги; полиномдор алкагы.","","Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources."
"EHR-TK-NR-001","explicit_hard_blocker_gap","exact_hard_row_search_closure","Turkmen","Noetherian ring","","blocked exact hard-row state","","","","","","not applicable","hard blocker; Noetherian ring","blocked_no_exact_turkmen_noetherian_ring_source_witness","Exact searches for Nýoter/Noeter/Nöter halkasy returned no Turkmen exact source row; visible results were unrelated media, English ring-theory pages, or non-Turkmen material. 0 hits for Nýoter halkasy; Noeter halkasy; Nöter halkasy; Noether halkasy.","","Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package."
"EHR-TK-PR-001","explicit_hard_blocker_gap","exact_hard_row_search_closure","Turkmen","Polynomial ring","","blocked exact hard-row state","","","","","","not applicable","hard blocker; Polynomial ring","blocked_no_exact_turkmen_polynomial_ring_source_witness","Exact searches for polinom halkasy, polinomlar halkasy, köpagza halkasy, and köp agzaly halka did not produce an exact Turkmen polynomial-ring source row; a Turkmen mathematical dictionary lead for Köpagza is polynomial/base-only, not polynomial ring. 0 hits for polinom halkasy; polinomlar halkasy; köpagza halkasy; köp agzaly halka.","","Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package."
"EHR-UG-NR-001","explicit_hard_blocker_gap","exact_hard_row_search_closure","Uyghur","Noetherian ring","","blocked exact hard-row state","","","","","","not applicable","hard blocker; Noetherian ring","candidate_only_source_corpus_witness_authority_license_review_open","Existing and current UYGUR.COM rows provide exact/adjoining dictionary witnesses, including نوئېتېر ھالقىسى, سول نوئېتېر ھالقىسى, and Noetherian-scheme pages. Machine-text scan found نوئېتېر ھالقىسى in current UYGUR.COM captures; earlier source-canon table also records the exact noeter_halqisi row.","","License/authority/native-domain review or reviewer return before downstream term use."
"EHR-UG-PR-001","explicit_hard_blocker_gap","exact_hard_row_search_closure","Uyghur","Polynomial ring","","blocked exact hard-row state","","","","","","not applicable","hard blocker; Polynomial ring","candidate_only_source_corpus_witness_authority_license_review_open","Existing UYGUR.COM row provides exact dictionary witness for كۆپ ئەزالىق ھالقا; current sweep adds polynomial-adjacent bir_namelumluq_kop_ezaliq. Current machine-text scan over new captures did not hit كۆپ ئەزالىق ھالقا because the exact row is in earlier captured source-canon evidence, not the two newer capture directories.","","License/authority/native-domain review or reviewer return before downstream term use."
