"row","status","path","category","r3_effect"
"73","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"74","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_SOURCE_USE_FACT_CHANGE_AUDIT.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"75","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/README.md","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"76","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/SHA256SUMS.txt","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"77","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/B3_UPLOADER_READY_SUMMARY.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"78","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/R3_EF53A7CC_BLOCKERS_AND_RECOVERY_ROWS.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"79","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/R3_EF53A7CC_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"80","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/R3_EF53A7CC_INCOMING_WAKE_DRIFT_ROWS.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"81","A","interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/R3_EF53A7CC_SOURCE_USE_FACT_CHANGE_AUDIT.csv","branch-visible-r3-7a-packet-publication","R3 relevant: B3 made local R3 7A packet branch-visible; validate manifest/hash and carry forward no-new-source-fact decision."
"82","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7A7576C3_CURRENT_FRONTIER_ARABIC_CJK_R6_OLP_NONSLAVIC_BATCH_20260707_AUDIT.md","b3-transfer-audit","Packaging/audit context only."
"83","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7A7576C3_CURRENT_FRONTIER_ARABIC_CJK_R6_OLP_NONSLAVIC_BATCH_20260707_COMMIT_PAYLOAD_AUDIT.csv","b3-transfer-audit","Packaging/audit context only."
"84","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7A7576C3_CURRENT_FRONTIER_ARABIC_CJK_R6_OLP_NONSLAVIC_BATCH_20260707_MANIFEST.csv","b3-transfer-audit","Packaging/audit context only."
"85","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7A7576C3_CURRENT_FRONTIER_ARABIC_CJK_R6_OLP_NONSLAVIC_BATCH_20260707_PLACEHOLDER_REVIEW.csv","b3-transfer-audit","Packaging/audit context only."
"86","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7A7576C3_CURRENT_FRONTIER_ARABIC_CJK_R6_OLP_NONSLAVIC_BATCH_20260707_ROOT_SUMMARY.csv","b3-transfer-audit","Packaging/audit context only."
"87","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7A7576C3_CURRENT_FRONTIER_ARABIC_CJK_R6_OLP_NONSLAVIC_BATCH_20260707_SHA256SUMS.txt","b3-transfer-audit","Packaging/audit context only."
"88","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7A7576C3_CURRENT_FRONTIER_ARABIC_CJK_R6_OLP_NONSLAVIC_BATCH_20260707_VALIDATION.csv","b3-transfer-audit","Packaging/audit context only."
"89","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/B3_ACTION_SUMMARY.csv","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"90","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/MANIFEST.csv","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"91","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/PACKAGE_FILE_LEDGER.csv","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"92","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/PACKAGE_MANIFEST_REPLAY.csv","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"93","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"94","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/PACKAGE_SHA256SUMS_REPLAY.csv","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"95","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/README.md","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"96","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/SAFETY_SCAN_HITS.csv","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"97","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/SHA256SUMS.txt","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"98","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/VALIDATION_ISSUES.csv","b3-d8-transfer-audit","Packaging/audit context only; confirms B3 route around D8 batch."
"99","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_EE4A57F7_NONSLAVIC_7A_MANIFEST_REFRESH_20260707_AUDIT.md","b3-transfer-audit","Packaging/audit context only."
"100","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_EE4A57F7_NONSLAVIC_7A_MANIFEST_REFRESH_20260707_COMMIT_PAYLOAD_AUDIT.csv","b3-transfer-audit","Packaging/audit context only."
"101","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_EE4A57F7_NONSLAVIC_7A_MANIFEST_REFRESH_20260707_MANIFEST.csv","b3-transfer-audit","Packaging/audit context only."
"102","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_EE4A57F7_NONSLAVIC_7A_MANIFEST_REFRESH_20260707_PLACEHOLDER_REVIEW.csv","b3-transfer-audit","Packaging/audit context only."
"103","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_EE4A57F7_NONSLAVIC_7A_MANIFEST_REFRESH_20260707_ROOT_SUMMARY.csv","b3-transfer-audit","Packaging/audit context only."
"104","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_EE4A57F7_NONSLAVIC_7A_MANIFEST_REFRESH_20260707_SHA256SUMS.txt","b3-transfer-audit","Packaging/audit context only."
"105","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_EE4A57F7_NONSLAVIC_7A_MANIFEST_REFRESH_20260707_VALIDATION.csv","b3-transfer-audit","Packaging/audit context only."
"106","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/ACTIVE_SESSION_STATE.md","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"107","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_B3_UPLOADER_READY_SUMMARY.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"108","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_BRANCH_DELTA_EF53A7CC_TO_7A7576C3_ALL_PATHS.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"109","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_BRANCH_DELTA_EF53A7CC_TO_7A7576C3_CJK_SIGNAL_PATHS.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"110","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_BRANCH_FRONTIER_RECONCILIATION.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"111","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_CJK_ROUTE_PACKET_CLASSIFICATION.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"112","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_CURRENT_BRANCH_LOG_TOP.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"113","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_DELTA_COMMITS_EF53A7CC_TO_7A7576C3.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"114","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"115","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_HARDENED_HEARTBEAT_MUTUAL_WAKE_RULES.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"116","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_JA_ZH_SOURCE_BASELINE_CARRYFORWARD.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"117","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_SOURCE_USE_FABLE_ADVERSE_POINTERS.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"118","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_SUMMARY.json","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"119","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_VERIFICATION.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"120","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706_VISIBLE_SIBLING_WAKE_LEDGER.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"121","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/HEARTBEAT_20260706.md","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"122","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/MANIFEST.csv","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"123","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/MANIFEST.json","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"124","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/README.md","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"125","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/SESSION_LOGBOOK_20260706.md","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"126","A","uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706/CJK_NATIVE_7A7576C3_FRONTIER_SOURCE_USE_GAP_20260706/SHA256SUMS.txt","adjacent-cjk-context-only","Adjacent context only; no Arabic/Persianate authority."
"127","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/B3_UPLOADER_READY_SUMMARY.csv","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"128","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/BLANK_SLOT_RETURN_STATUS_7A7576C3.csv","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"129","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/LOGBOOK_EXCERPT.md","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"130","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/MANIFEST.csv","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"131","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/MUTUAL_WAKE_ACCOUNTING_7A7576C3.csv","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"132","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/PACKAGE_VALIDATION.json","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"133","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/README.md","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"134","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/RELATION_FUNCTION_SUPPORT_PACKAGE_ROWS_7A7576C3.csv","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"135","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/REVIEW_ONLY_BLOCKER_RECOVERY_ROWS_7A7576C3.csv","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"136","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/SHA256SUMS.txt","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"137","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/SOURCE_REVIEWER_EVIDENCE_COUNTS_7A7576C3.csv","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"138","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/TOKEN_RESET_MUTUAL_WAKE_RULES_7A7576C3.csv","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"139","A","uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706/OLP_7A7576C3_POST_EF53_RECOVERY_ACCOUNTING_20260706/ZERO_CLAIM_LEDGER_7A7576C3_REVIEW_ACCOUNTING.csv","adjacent-olp-context-only","Adjacent support context only; no Arabic/Persianate authority."
"140","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"141","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"142","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"143","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"144","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/b3/B3_ROUTE.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"145","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/blockers/R6_7A7576C3_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"146","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_7A7576C3_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"147","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_7A7576C3_LOCAL_HEAD_NAMED_FILE_HITS.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"148","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_7A7576C3_PAYLOAD_FRONTIER_CORRECTION.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"149","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/ethics/R6_7A7576C3_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"150","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/fable/R6_7A7576C3_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"151","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_7A7576C3_PRIOR_PACKAGE_SHA_VERIFY.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"152","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/logs/LOGBOOK_EXCERPT_20260706.md","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"153","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/mutual-watch/R6_7A7576C3_MUTUAL_WATCH_OBSERVATION.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"154","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_7A7576C3_SOURCE_USE_CONTINUATION_LEDGER.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"155","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_7A7576C3_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"156","A","uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707/R6_7A7576C3_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_7A7576C3_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","adjacent-r6-context-only","Adjacent context only; no R3 branch-weight increase without independent R3 source gate."
"157","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"158","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"159","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
