"occurrence_id","policy_id","unit_id","source_tex","source_start_line","source_end_line","printed_start","printed_end","target_file","target_line","target_column","source_form","selected_form","decision_class","rationale","status"
"FAC-EN-NOCC-A60769E86F0B08AE","FAC-EN-N0006","FAC-EN-U0006","fac_body.tex","219","242","203","204","english_source_first_workpass/source/components/006_I_1_7_subsheaf_and_quotient_sheaf.tex","33","23","\\mathfrak{A-Z}","\mathcal{H}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E7A420185E0EC9EC","FAC-EN-N0006","FAC-EN-U0006","fac_body.tex","219","242","203","204","english_source_first_workpass/source/components/006_I_1_7_subsheaf_and_quotient_sheaf.tex","33","72","\\mathfrak{A-Z}","\mathcal{H}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-6D2B49CFFB40A66B","FAC-EN-N0006","FAC-EN-U0006","fac_body.tex","219","242","203","204","english_source_first_workpass/source/components/006_I_1_7_subsheaf_and_quotient_sheaf.tex","33","126","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-8725D6B7ADD96E9C","FAC-EN-N0006","FAC-EN-U0006","fac_body.tex","219","242","203","204","english_source_first_workpass/source/components/006_I_1_7_subsheaf_and_quotient_sheaf.tex","33","186","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-674D4D32ACF81FA8","FAC-EN-N0006","FAC-EN-U0006","fac_body.tex","219","242","203","204","english_source_first_workpass/source/components/006_I_1_7_subsheaf_and_quotient_sheaf.tex","35","28","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-09776FBB64C96C20","FAC-EN-N0006","FAC-EN-U0006","fac_body.tex","219","242","203","204","english_source_first_workpass/source/components/006_I_1_7_subsheaf_and_quotient_sheaf.tex","36","27","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-A52340C870AB9B98","FAC-EN-N0006","FAC-EN-U0006","fac_body.tex","219","242","203","204","english_source_first_workpass/source/components/006_I_1_7_subsheaf_and_quotient_sheaf.tex","37","27","\\mathfrak{A-Z}","\mathcal{H}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B4ABF8A4D00F5283","FAC-EN-N0006","FAC-EN-U0006","fac_body.tex","219","242","203","204","english_source_first_workpass/source/components/006_I_1_7_subsheaf_and_quotient_sheaf.tex","39","28","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-566C30EE00988435","FAC-EN-N0006","FAC-EN-U0006","fac_body.tex","219","242","203","204","english_source_first_workpass/source/components/006_I_1_7_subsheaf_and_quotient_sheaf.tex","39","52","\\mathfrak{A-Z}","\mathcal{H}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-8843D6A1F55C077E","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","6","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-30D886E5A0EDF907","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","49","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-048D21E4B931A1F2","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","67","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-C6ED9547CEF2EF42","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","99","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E5573DA74FA64337","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","125","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-395664DBCC32B755","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","177","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-41B5A7A2C8D76245","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","243","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-1C53FD206099D97B","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","260","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-A2562EF033FD117A","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","310","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-01081BBBAF9CF508","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","349","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-358CB94B36104F6A","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","365","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-A78658E51D66927B","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","417","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-FFEEC5387C3153F9","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","431","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-464CFD119377C751","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","524","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-96B0202F025E8330","FAC-EN-N0008","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","554","\\to in prose element assignment","\mapsto","semantic_typography","distinguishes element assignment from a morphism arrow","active_occurrence"
"FAC-EN-NOCC-4615A24AD3A494D1","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","595","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-CCA615349A74DFA7","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","689","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-03AB26498F4A60E5","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","720","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E4928786091ADA0D","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","749","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B4D223DAB58A7CF6","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","763","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-27B85F854B7FE87A","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","796","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-F7F4B7557D279AA9","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","810","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-EAC830BE08CA4965","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","8","822","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-FFA860690F00943D","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","11","71","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-622D58326B6AE32D","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","11","88","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-3015C4A384E636D0","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","11","287","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-9DF3359A22D51F29","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","11","356","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-696998EABF7C90F1","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","11","413","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-1B97BB32B5AA8352","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","26","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-1193C0239A13F13F","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","112","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-92627F4B5889D212","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","132","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-663987F69563462B","FAC-EN-N0010","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","161","physical bottom-page footnote text","\footnote{","layout_restoration","attaches translated note at its logical source marker","active_occurrence"
"FAC-EN-NOCC-87B336AFA7FD65D2","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","212","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-BA84F8BE97D3F6FC","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","230","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-FEB6D0149AB6593A","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","332","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-85EACD79F221D290","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","396","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-742EBA69F3F6AF6C","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","431","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-2938EDCC1A9DB0F6","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","451","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B07852ED51A8AFE9","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","526","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-663E38681E6A2D82","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","622","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-75C09D5ECCE7C5CD","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","850","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-C5AEAA9B60A1603D","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","894","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-CA74DD01F2BBF192","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","979","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-D3BE3282A7AF3D34","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","1114","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B9D7DE13B8DD8AED","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","13","1143","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B999095CDCFCFFAC","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","15","230","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-0A373F9032C5CA19","FAC-EN-N0036","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","15","278","conoyau(x)","cokernel","terminology","standard English categorical term","active_occurrence"
"FAC-EN-NOCC-2BF1482E28B42E72","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","15","747","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-8DA66D4C40E5D91E","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","15","766","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-569DB74134713CFF","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","15","1098","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-62FF44DE41F00DCD","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","15","1112","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-FA6562446FA195D0","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","17","45","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-BB810BED69730423","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","22","58","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-4AAE55DE923A0082","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","38","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B9F4EC480872B4B9","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","55","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-EB73557C871EDD50","FAC-EN-N0008","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","79","\\to in prose element assignment","\mapsto","semantic_typography","distinguishes element assignment from a morphism arrow","active_occurrence"
"FAC-EN-NOCC-205C53C39E096274","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","117","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-34DB9DE2983BFD94","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","159","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E6189AAA0F33583F","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","186","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-49B624CC3F3AD59E","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","227","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-03F54893BA6454D6","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","242","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-16ED9014598FA3E7","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","261","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-923474B627A6F872","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","313","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-399FDED391CED2E7","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","344","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-C8C21999CE3FF066","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","376","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-C22BABA887F40CBC","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","458","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-3F87F248FF2AC6DA","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","497","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-065D8738D77441F1","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","27","513","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-13C49800166B3389","FAC-EN-N0004","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","31","16","limite(s) inductive(s)","direct limit","terminology","standard English categorical terminology","active_occurrence"
"FAC-EN-NOCC-BFAE87997E12161E","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","31","77","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-C345AD0B279C5FA0","FAC-EN-N0006","FAC-EN-U0007","fac_body.tex","245","266","204","205","english_source_first_workpass/source/components/007_I_1_8_homomorphisms.tex","31","91","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B5B5A91253C16AD7","FAC-EN-N0006","FAC-EN-U0008","fac_body.tex","269","273","205","205","english_source_first_workpass/source/components/008_I_1_9_direct_sum.tex","8","6","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-5BA578EEBE5F1B5E","FAC-EN-N0006","FAC-EN-U0008","fac_body.tex","269","273","205","205","english_source_first_workpass/source/components/008_I_1_9_direct_sum.tex","8","49","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-19FC38A8ABB47F93","FAC-EN-N0006","FAC-EN-U0008","fac_body.tex","269","273","205","205","english_source_first_workpass/source/components/008_I_1_9_direct_sum.tex","8","67","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-CBD8AFFFFBB304D5","FAC-EN-N0006","FAC-EN-U0008","fac_body.tex","269","273","205","205","english_source_first_workpass/source/components/008_I_1_9_direct_sum.tex","8","99","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-F949FA0CD1878001","FAC-EN-N0006","FAC-EN-U0008","fac_body.tex","269","273","205","205","english_source_first_workpass/source/components/008_I_1_9_direct_sum.tex","8","158","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-5BADA72A6F3CF70E","FAC-EN-N0006","FAC-EN-U0008","fac_body.tex","269","273","205","205","english_source_first_workpass/source/components/008_I_1_9_direct_sum.tex","8","172","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-7FF7B50CCEB90C7B","FAC-EN-N0006","FAC-EN-U0008","fac_body.tex","269","273","205","205","english_source_first_workpass/source/components/008_I_1_9_direct_sum.tex","8","216","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-30F2CD38CBF2944F","FAC-EN-N0006","FAC-EN-U0008","fac_body.tex","269","273","205","205","english_source_first_workpass/source/components/008_I_1_9_direct_sum.tex","8","236","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
