structural_id,unit_id,structure_type,language,script,source_role,target_path,start_line,end_line,parent_id,order_index,type_ordinal,paired_script_id,pairing_state,labels,references,unresolved_references,file_sha256,span_sha256,completion_state,review_state,publication_state,boundary_confidence,boundary_basis,continuation_cursor
SLISV-STR-8540CD021335-CLOSED_PROSE_UNIT-0006,SLISV-UNIT-8540CD021335,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,32,32,SLISV-STR-8540CD021335-SECTION-0001,11,6,SLISV-STR-E8B9F509C831-CLOSED_PROSE_UNIT-0006,paired_by_logical_type_ordinal,,,,73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F,9B9AF061B823ED3182BAB372B2A2F0096D214B67BE55B5FB730E01DC916B4EA1,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-8540CD021335-NOTE-0005
SLISV-STR-8540CD021335-NOTE-0005,SLISV-UNIT-8540CD021335,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,32,32,SLISV-STR-8540CD021335-SECTION-0001,12,5,SLISV-STR-E8B9F509C831-NOTE-0005,paired_by_logical_type_ordinal,,,,73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F,9B9AF061B823ED3182BAB372B2A2F0096D214B67BE55B5FB730E01DC916B4EA1,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-8540CD021335-CLOSED_PROSE_UNIT-0007
SLISV-STR-8540CD021335-CLOSED_PROSE_UNIT-0007,SLISV-UNIT-8540CD021335,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,34,34,SLISV-STR-8540CD021335-PARAGRAPH-0001,13,7,SLISV-STR-E8B9F509C831-CLOSED_PROSE_UNIT-0007,paired_by_logical_type_ordinal,,,,73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F,AEC195113533848E6102F8C2B71819EFC4A1B339DF96AF733030D19E29D753BC,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-8540CD021335-NOTE-0006
SLISV-STR-8540CD021335-NOTE-0006,SLISV-UNIT-8540CD021335,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,34,34,SLISV-STR-8540CD021335-PARAGRAPH-0001,14,6,SLISV-STR-E8B9F509C831-NOTE-0006,paired_by_logical_type_ordinal,,,,73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F,AEC195113533848E6102F8C2B71819EFC4A1B339DF96AF733030D19E29D753BC,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-8540CD021335-PARAGRAPH-0001
SLISV-STR-8540CD021335-PARAGRAPH-0001,SLISV-UNIT-8540CD021335,paragraph,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,34,41,SLISV-STR-8540CD021335-SECTION-0001,15,1,SLISV-STR-E8B9F509C831-PARAGRAPH-0001,paired_by_logical_type_ordinal,,,,73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F,4D6D138DB9505ABCC127BFC36E0FFC2C5C6D18D2B5BC408915F24F26E887E0BB,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX paragraph command; extent to next same/higher heading,SLISV-STR-8540CD021335-CLOSED_PROSE_UNIT-0008
SLISV-STR-8540CD021335-CLOSED_PROSE_UNIT-0008,SLISV-UNIT-8540CD021335,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,36,36,SLISV-STR-8540CD021335-PARAGRAPH-0001,16,8,SLISV-STR-E8B9F509C831-CLOSED_PROSE_UNIT-0008,paired_by_logical_type_ordinal,,,,73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F,ACFA5DC15AA798EB7A15FFFA13D434418316D0142943277C67E7F8CD71F0EB8A,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-8540CD021335-NOTE-0007
SLISV-STR-8540CD021335-NOTE-0007,SLISV-UNIT-8540CD021335,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,36,36,SLISV-STR-8540CD021335-PARAGRAPH-0001,17,7,SLISV-STR-E8B9F509C831-NOTE-0007,paired_by_logical_type_ordinal,,,,73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F,ACFA5DC15AA798EB7A15FFFA13D434418316D0142943277C67E7F8CD71F0EB8A,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-8540CD021335-CLOSED_PROSE_UNIT-0009
SLISV-STR-8540CD021335-CLOSED_PROSE_UNIT-0009,SLISV-UNIT-8540CD021335,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,38,38,SLISV-STR-8540CD021335-PARAGRAPH-0001,18,9,SLISV-STR-E8B9F509C831-CLOSED_PROSE_UNIT-0009,paired_by_logical_type_ordinal,,,,73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F,F5A79A9C6FCCEC17A7558510FA92022243AA840930C677BFAE3D53A421FDFE19,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,
SLISV-STR-08AEE936A7A4-DOCUMENT-0001,SLISV-UNIT-08AEE936A7A4,document,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,1,74,,0,1,SLISV-STR-ED1E0B2B202B-DOCUMENT-0001,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,0A75A24850C05C454EE2876DF329E98C18B5D66DB08B79B1C238EA76A192C8C2,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,complete canonical TeX file,SLISV-STR-08AEE936A7A4-CLOSED_PROSE_UNIT-0001
SLISV-STR-08AEE936A7A4-CLOSED_PROSE_UNIT-0001,SLISV-UNIT-08AEE936A7A4,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,17,17,SLISV-STR-08AEE936A7A4-SECTION-0001,1,1,SLISV-STR-ED1E0B2B202B-CLOSED_PROSE_UNIT-0001,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,24A593E86148AD17CAEC8784D2E972732F676307B088712CEAFBDE070084203D,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-08AEE936A7A4-SECTION-0001
SLISV-STR-08AEE936A7A4-SECTION-0001,SLISV-UNIT-08AEE936A7A4,section,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,17,74,SLISV-STR-08AEE936A7A4-DOCUMENT-0001,2,1,SLISV-STR-ED1E0B2B202B-SECTION-0001,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,1F385EF7B31DF46A55CD3B55861C7AB828F5B6422727E9483137DC2FED673EB5,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX section command; extent to next same/higher heading,SLISV-STR-08AEE936A7A4-CLOSED_PROSE_UNIT-0002
SLISV-STR-08AEE936A7A4-CLOSED_PROSE_UNIT-0002,SLISV-UNIT-08AEE936A7A4,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,19,40,SLISV-STR-08AEE936A7A4-SECTION-0001,3,2,SLISV-STR-ED1E0B2B202B-CLOSED_PROSE_UNIT-0002,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,8A0FDE4D459CD89B57ACC24851F0672BD4403758ACF3B164EBD57BE16B8C0948,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0001
SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0001,SLISV-UNIT-08AEE936A7A4,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,20,28,SLISV-STR-08AEE936A7A4-SECTION-0001,4,1,SLISV-STR-ED1E0B2B202B-EQUATION_DISPLAY-0001,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,F0B78AC0E7D4909C531D2C1434A27981C7CF08AA24713683AD7717B72F276D24,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-08AEE936A7A4-NOTE-0001
SLISV-STR-08AEE936A7A4-NOTE-0001,SLISV-UNIT-08AEE936A7A4,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,29,29,SLISV-STR-08AEE936A7A4-SECTION-0001,5,1,SLISV-STR-ED1E0B2B202B-NOTE-0001,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,15683303945DB87E29E320D27389F139D01384FAB933C9C217088534570B4492,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0002
SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0002,SLISV-UNIT-08AEE936A7A4,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,30,33,SLISV-STR-08AEE936A7A4-SECTION-0001,6,2,SLISV-STR-ED1E0B2B202B-EQUATION_DISPLAY-0002,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,B497A9302B7692858CFC3422518848BB6B735175FEC49840A19AFCB19EE2C4DC,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0003
SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0003,SLISV-UNIT-08AEE936A7A4,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,35,39,SLISV-STR-08AEE936A7A4-SECTION-0001,7,3,SLISV-STR-ED1E0B2B202B-EQUATION_DISPLAY-0003,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,02EDC2EAE8F083E792B5DF8397E4DD0A65588888CB345CFDE27B1E17DAF3DDCE,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-08AEE936A7A4-NOTE-0002
SLISV-STR-08AEE936A7A4-NOTE-0002,SLISV-UNIT-08AEE936A7A4,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,40,40,SLISV-STR-08AEE936A7A4-SECTION-0001,8,2,SLISV-STR-ED1E0B2B202B-NOTE-0002,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,D1E0951B78CC14EB693125BDC233F98C441857D36F49C6F03ACCD0A592A5A672,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-08AEE936A7A4-NOTE-0003
SLISV-STR-08AEE936A7A4-NOTE-0003,SLISV-UNIT-08AEE936A7A4,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,42,42,SLISV-STR-08AEE936A7A4-SECTION-0001,9,3,SLISV-STR-ED1E0B2B202B-NOTE-0003,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,2638B4B2DD0333E782F482DB004C6F867DC5CECA2381F5E9AA0820E55590C584,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-08AEE936A7A4-CLOSED_PROSE_UNIT-0003
SLISV-STR-08AEE936A7A4-CLOSED_PROSE_UNIT-0003,SLISV-UNIT-08AEE936A7A4,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,42,69,SLISV-STR-08AEE936A7A4-SECTION-0001,10,3,SLISV-STR-ED1E0B2B202B-CLOSED_PROSE_UNIT-0003,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,A3172A1F2AAAB03541B42B1C1D8FDBD34582C26CA791D0914599DF3594FDCEAB,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0004
SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0004,SLISV-UNIT-08AEE936A7A4,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,43,46,SLISV-STR-08AEE936A7A4-SECTION-0001,11,4,SLISV-STR-ED1E0B2B202B-EQUATION_DISPLAY-0004,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,120533AA88A30211D218DF51B67787B8C24E97DCD4125161196438DEACF213A5,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0005
SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0005,SLISV-UNIT-08AEE936A7A4,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,48,50,SLISV-STR-08AEE936A7A4-SECTION-0001,12,5,SLISV-STR-ED1E0B2B202B-EQUATION_DISPLAY-0005,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,E89167BC3268F70603C19AB6556B8BEE1738DA2474BE6C724B7FFD810AF4F4AA,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-08AEE936A7A4-NOTE-0004
SLISV-STR-08AEE936A7A4-NOTE-0004,SLISV-UNIT-08AEE936A7A4,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,51,51,SLISV-STR-08AEE936A7A4-SECTION-0001,13,4,SLISV-STR-ED1E0B2B202B-NOTE-0004,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,194B6CC58AFDD30D9F1FDF9B83402EC1BF11E31522725D4BEE0873D08AAEA003,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0006
SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0006,SLISV-UNIT-08AEE936A7A4,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,52,55,SLISV-STR-08AEE936A7A4-SECTION-0001,14,6,SLISV-STR-ED1E0B2B202B-EQUATION_DISPLAY-0006,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,46550FDED6FD03A3E94BFDB8384B9D444565B988979AAA980FFF6EA6474B34C8,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0007
SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0007,SLISV-UNIT-08AEE936A7A4,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,57,60,SLISV-STR-08AEE936A7A4-SECTION-0001,15,7,SLISV-STR-ED1E0B2B202B-EQUATION_DISPLAY-0007,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,461DF7E5B54AE8B948B5E88648F2B66033D36A4BD44E7B3EE805932967B99A83,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0008
SLISV-STR-08AEE936A7A4-EQUATION_DISPLAY-0008,SLISV-UNIT-08AEE936A7A4,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,62,68,SLISV-STR-08AEE936A7A4-SECTION-0001,16,8,SLISV-STR-ED1E0B2B202B-EQUATION_DISPLAY-0008,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,BFBDFEEA38CECFE173964E653D93AFF77934E3DE676002FBC8CAE327CD7D1AE2,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-08AEE936A7A4-CLOSED_PROSE_UNIT-0004
SLISV-STR-08AEE936A7A4-CLOSED_PROSE_UNIT-0004,SLISV-UNIT-08AEE936A7A4,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,71,71,SLISV-STR-08AEE936A7A4-SECTION-0001,17,4,SLISV-STR-ED1E0B2B202B-CLOSED_PROSE_UNIT-0004,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,ABA94B7B4CEA8B940A80B58324FC3AFD8419F377C3A4F408B146A5AFCD8E5F50,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-08AEE936A7A4-NOTE-0005
SLISV-STR-08AEE936A7A4-NOTE-0005,SLISV-UNIT-08AEE936A7A4,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,71,71,SLISV-STR-08AEE936A7A4-SECTION-0001,18,5,SLISV-STR-ED1E0B2B202B-NOTE-0005,paired_by_logical_type_ordinal,,,,40A8EA151FF8E8DFE246594BC0245468625E8062F48BBE445D02C40542F5DCC0,ABA94B7B4CEA8B940A80B58324FC3AFD8419F377C3A4F408B146A5AFCD8E5F50,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,
SLISV-STR-1ED380E4E972-DOCUMENT-0001,SLISV-UNIT-1ED380E4E972,document,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,1,95,,0,1,SLISV-STR-3987D69A442A-DOCUMENT-0001,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,A3A84CB64CE4C668A626156017C81A2B03FE783AD4C4234523F46A27ECEC5470,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,complete canonical TeX file,SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0001
SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0001,SLISV-UNIT-1ED380E4E972,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,19,19,SLISV-STR-1ED380E4E972-SECTION-0001,1,1,SLISV-STR-3987D69A442A-CLOSED_PROSE_UNIT-0001,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,192530272182224204BE94151FB02AACE7300D760417843B7298F57D9DC9583B,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-1ED380E4E972-SECTION-0001
SLISV-STR-1ED380E4E972-SECTION-0001,SLISV-UNIT-1ED380E4E972,section,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,19,95,SLISV-STR-1ED380E4E972-DOCUMENT-0001,2,1,SLISV-STR-3987D69A442A-SECTION-0001,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,A49948FD9DD1952D3518029020700B69AA70192546C5BFD04E9BD58D8E4B4CA2,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX section command; extent to next same/higher heading,SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0002
SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0002,SLISV-UNIT-1ED380E4E972,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,21,21,SLISV-STR-1ED380E4E972-SECTION-0001,3,2,SLISV-STR-3987D69A442A-CLOSED_PROSE_UNIT-0002,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,34CC0D6D35FA6CF61BD61286FA357FD42EFE1FB5A79FE1211A762298A9AE08D2,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-1ED380E4E972-NOTE-0001
SLISV-STR-1ED380E4E972-NOTE-0001,SLISV-UNIT-1ED380E4E972,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,21,21,SLISV-STR-1ED380E4E972-SECTION-0001,4,1,SLISV-STR-3987D69A442A-NOTE-0001,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,34CC0D6D35FA6CF61BD61286FA357FD42EFE1FB5A79FE1211A762298A9AE08D2,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0003
SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0003,SLISV-UNIT-1ED380E4E972,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,23,23,SLISV-STR-1ED380E4E972-SECTION-0001,5,3,SLISV-STR-3987D69A442A-CLOSED_PROSE_UNIT-0003,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,EA9D0BCB391BE3A48183AE9C8A49172F300244F033E9947B39E010D41BB38B9A,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-1ED380E4E972-NOTE-0002
SLISV-STR-1ED380E4E972-NOTE-0002,SLISV-UNIT-1ED380E4E972,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,23,23,SLISV-STR-1ED380E4E972-SECTION-0001,6,2,SLISV-STR-3987D69A442A-NOTE-0002,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,EA9D0BCB391BE3A48183AE9C8A49172F300244F033E9947B39E010D41BB38B9A,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0004
SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0004,SLISV-UNIT-1ED380E4E972,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,25,25,SLISV-STR-1ED380E4E972-SECTION-0001,7,4,SLISV-STR-3987D69A442A-CLOSED_PROSE_UNIT-0004,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,C88F6F2A0668D765F2DC8ECB19558D7C887FD7FDEAF4FDBDE3655E1D2F8115B1,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-1ED380E4E972-NOTE-0003
SLISV-STR-1ED380E4E972-NOTE-0003,SLISV-UNIT-1ED380E4E972,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,25,25,SLISV-STR-1ED380E4E972-SECTION-0001,8,3,SLISV-STR-3987D69A442A-NOTE-0003,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,C88F6F2A0668D765F2DC8ECB19558D7C887FD7FDEAF4FDBDE3655E1D2F8115B1,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0005
SLISV-STR-1ED380E4E972-CLOSED_PROSE_UNIT-0005,SLISV-UNIT-1ED380E4E972,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,27,45,SLISV-STR-1ED380E4E972-SECTION-0001,9,5,SLISV-STR-3987D69A442A-CLOSED_PROSE_UNIT-0005,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,0B9CAD0B2750CCAF3F191D52632DAF491D9F3073370127BFCCB8CA71DC0AEB7D,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-1ED380E4E972-EQUATION_DISPLAY-0001
SLISV-STR-1ED380E4E972-EQUATION_DISPLAY-0001,SLISV-UNIT-1ED380E4E972,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,28,32,SLISV-STR-1ED380E4E972-SECTION-0001,10,1,SLISV-STR-3987D69A442A-EQUATION_DISPLAY-0001,paired_by_logical_type_ordinal,,,,DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB,D9C7D9A5E188D8347C1BA6932BBEDC50C639AB6E20EBD353B9EA798E6BF25996,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-1ED380E4E972-EQUATION_DISPLAY-0002
