unit_id,start_line,end_line,chars,utf8_bytes,source_sha256,source_path,start_excerpt
BOOK_S19,21939,22088,9308,9362,E29BEAAA55BAF4DA1A6B16EAAE791AB44F744656D2D86B9DE3512A3EB445A8CE,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 19. Darstellungen zweiseitig einfacher hyperkomplexer Systeme in nichtkommutativen Erweiterungskörpern ihrer Koeffizientenkörper}\label{darstellu
BOOK_S20,22089,22257,13864,14022,B0DB55CA81697C209F4631AC537622ACF5AB1BDEE408EF57F377C2A2F6E4CBEB,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 20. Nichtkommutative Körper}\label{nichtkommutative-koerper}
BOOK_S21,22258,22344,7333,7391,F130F0C08A28BE43B0A2885515825A3C5BD4476E620B6ED7019B68F2D0AC9539,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 21. Die Galoissche Theorie der nichtkommutativen Körper}\label{die-galoissche-theorie-der-nichtkommutativen-koerper}
BOOK_S22,22345,22440,8558,8626,556F948EB263FCCE813C07BE9033A44A4A9D1C43DB6F59996A43B296612000BC,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 22. Die Gruppe der Körper mit gegebenem Zentrum}\label{die-gruppe-der-koerper-mit-gegebenem-zentrum}
BOOK_S23,22441,22565,7545,7590,35EC00DA46188CCDFDF2646030A79E3E39AC92413EE9E07663556665A0A865C8,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 23. Faktorensysteme}\label{faktorensysteme}
BOOK_S24,22566,22970,20896,20998,13A5408BAD97FD7AC60E42D77E6C3AD70B32EC82BBF12EEDC43A01BFAA3E50F3,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 24. Multiplikation von Faktorensystemen}\label{multiplikation-von-faktorensystemen}
BOOK_S25,22971,23264,11972,12041,E89812D3C4C86754AC36ECBF40AAC74DAB5FDBB2E0FE3253368AF7C478741CA0,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 25. Normaldarstellung von \(\mathfrak K_r\) mit Galoisschem maximalem kommutativem Teilkörper\protect\footnotemark}
BOOK_S26,23265,23321,3719,3739,6B35E8374D82B5C692C6234EC2295C01F4F48D8E21ED9E6719A1D6525420E707,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 26. Multiplikation der verschränkten Darstellungen}\label{multiplikation-der-verschraenkten-darstellungen}
BOOK_S27,23322,23450,10631,10721,9390A2C8839C108DC21CF609E18677F33699D035BB2A16E8922F6B9464A01A96,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 27. Darstellung der \(\mathfrak K_r\) als verschränkte Produkte}
BOOK_S28,23451,23581,9796,9850,A9804EC69C6E35876A45CB8C75DA6E3C8B6DAC88CD0683FAE72F7182DF885829,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 28. Produktsatz für Faktorensysteme}\label{produktsatz-fuer-faktorensysteme}
BOOK_S29,23582,23601,1900,1917,A653534FDDBDEBB94911985A2ECB4D79B2242200540FFBAE68C69FFDF16DC87E,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 29. Hauptgeschlechtssatz im Minimalen}\label{hauptgeschlechtssatz-im-minimalen}
BOOK_S30,23602,23678,5204,5239,6352ECE8FD10572F0083B99859C20DEFB98538DB168AD446201F6645F4C10C7A,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 30. Spezialisierung auf zyklische Zerfällungskörper}\label{spezialisierung-auf-zyklische-zerfaellungskoerper}
BOOK_S31,23679,23717,4812,4892,4D6913368CBD9D66901E8D514F1DD842828CF37DAD4AF0AE22DCA9D8F1F72918,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{§ 31. Anwendungen des zyklischen Spezialfalles}\label{anwendungen-des-zyklischen-spezialfalles}
POST45_MAIN,23718,23863,15514,15653,784590D8AB44C470FDB056E8A6769E18C3F17DB84F2DC2D7F435444BDA5E9CCE,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,\subsection*{Notwendige und hinreichende Multiplizitätsbedingungen zum Noetherschen Fundamentalsatz der algebraischen Funktionen.}\label{notwendige-und-hinreich
POST45_NOETHER_SUPPLEMENT,23864,23964,7766,7813,F64112482ED5301CCBF5D8E832C980396ABF17BB886CBD6CA496F1B939727AD6,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,"\subsection*{Zusatz, gemeinsam mit E. Noether\srcfn{13)}{Die idealtheoretische Deutung rührt von E. Noether, der zugrunde liegende Beweis von (5) und (6) von H."
BIBLIOGRAPHY,23965,24064,5306,5351,9D63E852164A03DAD0D50913665E05A6CFCFD59259A8843767533ED1B26B915A,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,{\Large\bfseries Bibliographie}
SHORT_NOTICES,24065,24090,1344,1350,CBA5342CC0699E26CC79957E2091DE684E3FE2701F8F128B81D59F7822AC019F,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,{\Large\bfseries Liste der Kurzmitteilungen und Buchbesprechungen\\ von Emmy Noether}
BOOK_REVIEWS,24091,24110,1004,1004,11F7018D06B422AA0F265B39835C03BE817C4EFD4863D5308156018C8C0528BD,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,"\emph{Buchbesprechungen, erschienen in den Jahresberichten der Deutschen\\ Mathematiker-Vereinigung}"
BOOKS_WITH_NOETHER,24111,24123,531,535,D0B29C72144552AAC8CC479D2B1B85B03707CC0915E576983D32C0BA45FA484A,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex,"\emph{Bücher, entstanden unter Mitwirkung von Emmy Noether}"
