source,lane,source_use_label,path,path_exists_now,files,bytes,manifest_path,sha256sums_path,next_action,claim_boundary
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/STANDARDIZATION_SOURCE_SIGNAL_COUNTS_C7FB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/rules_acknowledgement.md,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/SOURCE_LINK_EVIDENCE_INDEX_212DFB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Interlanguage/Fable support,source-body/source-witness/source-use,interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706/INTERLANGUAGE_FABLE_212DFB_ENFORCEMENT_GAP_AUDIT_20260706/SOURCE_LINK_EVIDENCE_INDEX_212DFB.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; B3; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/B3_UPLOADER_READY_SUMMARY.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/BRANCH_212DF_R3_RELEVANT_TREE.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/BRANCH_DELTA_C7FB_TO_212DF_RELEVANT.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/MANIFEST.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/PACKAGE_VALIDATION.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/R3_212DF_BLOCKERS_GAPS_NEXT_ACTIONS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/R3_212DF_DO_NOT_USE_GATE_BOUNDARY_MATRIX.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/R3_212DF_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/R3_212DF_GATE_ROLLUP.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-gated draft/pretranslation/interlinear support,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/R3_212DF_SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/R3_212DF_SOURCE_USE_LABEL_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/R3_212DF_SOURCE_WITNESS_RECOVERY_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/README.md,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/SHA256SUMS.txt,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-gated draft/pretranslation/interlinear support,interlanguage-sidecar/rtl-persianate-arabic-212dfb-authority-enforcement-response-20260706/R3_212DFB_AUTHORITY_ENFORCEMENT_RESPONSE_20260706T075823Z/R3_AUTHORITY_APPLIED_SOURCE_GATED_DRAFT_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212dfb-authority-enforcement-response-20260706/R3_212DFB_AUTHORITY_ENFORCEMENT_RESPONSE_20260706T075823Z/R3_FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_CARRIED.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212dfb-authority-enforcement-response-20260706/R3_212DFB_AUTHORITY_ENFORCEMENT_RESPONSE_20260706T075823Z/R3_SOURCE_BODY_SOURCE_WITNESS_STATUS_CARRIED.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-gated draft/pretranslation/interlinear support,interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706/R3_212DFB_BRANCH_ADVANCE_GAP_AUDIT_20260706T074803Z/DRAFT_PRETRANSLATION_INTERLINEAR_SOURCE_RESOLVED_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706/R3_212DFB_BRANCH_ADVANCE_GAP_AUDIT_20260706T074803Z/FABLE_BRANCH_WEIGHT_WITNESS_LEDGER.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706/R3_212DFB_BRANCH_ADVANCE_GAP_AUDIT_20260706T074803Z/FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706/R3_212DFB_BRANCH_ADVANCE_GAP_AUDIT_20260706T074803Z/SOURCE_BODY_SOURCE_WITNESS_STATUS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706/R3_212DFB_BRANCH_ADVANCE_GAP_AUDIT_20260706T074803Z/SOURCE_CONTEXT_NOTES_AR_FA_PERSIANATE_ADJACENT_LA.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706/R3_212DFB_BRANCH_ADVANCE_GAP_AUDIT_20260706T074803Z/SOURCE_USE_LABEL_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; B3; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/B3_UPLOADER_READY_SUMMARY.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/BLOCKERS_GAPS_NEXT_ACTIONS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/DO_NOT_USE_GATE_BOUNDARY_MATRIX.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/GATE_BOUNDARY_COUNTS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/LOCAL_SOURCE_BODY_AND_RECOVERY_FILE_INDEX.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/MANIFEST.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/PACKAGE_VALIDATION.json,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/README.md,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/RESOLVED_SOURCE_WITNESS_RECOVERY_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SHA256SUMS.txt,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_BODY_MANIFEST_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-gated draft/pretranslation/interlinear support,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,Arabic RTL; Persianate/Tajik/R3,source-body/source-witness/source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_USE_LABEL_ROWS.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3,source-body/source-witness/source-use,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BODY_ROOT_COUNTS_212DFB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3,source-body/source-witness/source-use,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_AUDIT_20260706.md,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3,source-body/source-witness/source-use,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_MANIFEST_20260706.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3,source-body/source-witness/source-use,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_SHA256SUMS_20260706.txt,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3; Persianate/Tajik/R3,source-body/source-witness/source-use,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/BRANCH_SOURCE_WITNESS_BOUNDARY_ROWS_212DFB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3; Persianate/Tajik/R3,source-body/source-witness/source-use,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/FABLE_SOURCE_USE_ADVERSE_LEDGER_212DFB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3; Persianate/Tajik/R3,source-gated draft/pretranslation/interlinear support,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/FA_IR_PRS_AF_SOURCE_GATED_PRETRANSLATION_212DFB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3; Persianate/Tajik/R3,source-gated draft/pretranslation/interlinear support,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/LANGUAGE_GATE_COUNTS_212DFB_R3_PRETRANSLATION.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3; Persianate/Tajik/R3,source-body/source-witness/source-use,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/LOCAL_SOURCE_BODY_COUNTS_BY_SUBLANE_212DFB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3; Persianate/Tajik/R3,source-body/source-witness/source-use,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/LOCAL_SOURCE_BODY_PRESENCE_FA_PRS_TG_212DFB.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
ac6f branch delta,B3; CJK,source-gated draft/pretranslation/interlinear support,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/B3_ROUTE.csv,branch-visible,,,,,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
