pdf_page,dpi,width_px,height_px,baseline_pixel_sha256,final_pixel_sha256,pixel_exact,word_text_equal,changed_word_boxes,maximum_word_coordinate_delta_points,status
109,180,1489,2105,0FAEECA36FAA7DC5BF11945F939B4DEC1C0E9788336566D54FD12324CDA4BB70,0FAEECA36FAA7DC5BF11945F939B4DEC1C0E9788336566D54FD12324CDA4BB70,true,true,0,0.000000000,PASS_PIXEL_EXACT
110,180,1489,2105,CDE42EEEDA5B8614E6BD2815C85157E34A891BAFB2FF4479ECAD2DD582E222A7,CDE42EEEDA5B8614E6BD2815C85157E34A891BAFB2FF4479ECAD2DD582E222A7,true,true,0,0.000000000,PASS_PIXEL_EXACT
111,180,1489,2105,C5217A5655DDACE147B736B50DD57A5F79F4476D2C917B3B49863440CEDE5131,C5217A5655DDACE147B736B50DD57A5F79F4476D2C917B3B49863440CEDE5131,true,true,0,0.000000000,PASS_PIXEL_EXACT
112,180,1489,2105,9965ABCF7580100C6776763CFAFFED9A0A4DA47F03DDD1475FF294D28FA2F29F,9965ABCF7580100C6776763CFAFFED9A0A4DA47F03DDD1475FF294D28FA2F29F,true,true,0,0.000000000,PASS_PIXEL_EXACT
113,180,1489,2105,ABBCE281B152BA7A6373FA0D5DDC09B993D46418D9C68920D1785AEA64E66468,ABBCE281B152BA7A6373FA0D5DDC09B993D46418D9C68920D1785AEA64E66468,true,true,0,0.000000000,PASS_PIXEL_EXACT
114,180,1489,2105,2C846E7069BCE8ECC6F38C0F9C0BAC0DC7F8C7992B60ADCD8658221775A7EEC0,2C846E7069BCE8ECC6F38C0F9C0BAC0DC7F8C7992B60ADCD8658221775A7EEC0,true,true,0,0.000000000,PASS_PIXEL_EXACT
115,180,1489,2105,0DC87458B97A18240DF72F16A5C5D30602F4249C7C955DEF61667CA45F77EBDF,0DC87458B97A18240DF72F16A5C5D30602F4249C7C955DEF61667CA45F77EBDF,true,true,0,0.000000000,PASS_PIXEL_EXACT
116,180,1489,2105,D08089DB78746B9E36F58B9F9D5273DDC9B63AFD27F52FB6AB8695832F040834,D08089DB78746B9E36F58B9F9D5273DDC9B63AFD27F52FB6AB8695832F040834,true,true,0,0.000000000,PASS_PIXEL_EXACT
117,180,1489,2105,3F59D5862D8441A26015F01346F5A1C9706F8AFDB538AFCE87FE873D5E6C81FF,3F59D5862D8441A26015F01346F5A1C9706F8AFDB538AFCE87FE873D5E6C81FF,true,true,0,0.000000000,PASS_PIXEL_EXACT
118,180,1489,2105,CA4B466A9D265B4683F9394603B5161251D982F10B66075250AB0143733DB583,CA4B466A9D265B4683F9394603B5161251D982F10B66075250AB0143733DB583,true,true,0,0.000000000,PASS_PIXEL_EXACT
119,180,1489,2105,55FD9BD5E25638C6A35B9FA65BF4F03067A9CDA05A029252A8267BC775E5AF00,55FD9BD5E25638C6A35B9FA65BF4F03067A9CDA05A029252A8267BC775E5AF00,true,true,0,0.000000000,PASS_PIXEL_EXACT
120,180,1489,2105,B78DFA3C1A18E1184FA47838526147F4E52499CA643A4456B6616A777AB5CAFA,B78DFA3C1A18E1184FA47838526147F4E52499CA643A4456B6616A777AB5CAFA,true,true,0,0.000000000,PASS_PIXEL_EXACT
121,180,1489,2105,E7F68CB91EA3566FF47886C3BE602FB9042A4A1296C11F767ED079E05074CCB1,E7F68CB91EA3566FF47886C3BE602FB9042A4A1296C11F767ED079E05074CCB1,true,true,0,0.000000000,PASS_PIXEL_EXACT
122,180,1489,2105,AECAC6850064DC0FD50BF109922A2F61606396AC1FDEFFB28CA6924A209A2A0E,AECAC6850064DC0FD50BF109922A2F61606396AC1FDEFFB28CA6924A209A2A0E,true,true,0,0.000000000,PASS_PIXEL_EXACT
123,180,1489,2105,ABE232F1DC735DFB1254ACE56FBE23ACA47DE0A4A84D8DC6745C3136ABB76177,ABE232F1DC735DFB1254ACE56FBE23ACA47DE0A4A84D8DC6745C3136ABB76177,true,true,0,0.000000000,PASS_PIXEL_EXACT
124,180,1489,2105,6146042AB81895D8B9CDD4B7BE7DDC47C91C58431E9847DE581F14A60D76B58F,6146042AB81895D8B9CDD4B7BE7DDC47C91C58431E9847DE581F14A60D76B58F,true,true,0,0.000000000,PASS_PIXEL_EXACT
125,180,1489,2105,2E46416B826582992D4BF44DCB368062EEC7778D6B9B547F5BC9E09144661476,2E46416B826582992D4BF44DCB368062EEC7778D6B9B547F5BC9E09144661476,true,true,0,0.000000000,PASS_PIXEL_EXACT
126,180,1489,2105,3DC6EFB8EC80F2F028EDF4EFF197BE334F04CD5EDB50B084CAEEA880F71025C0,3DC6EFB8EC80F2F028EDF4EFF197BE334F04CD5EDB50B084CAEEA880F71025C0,true,true,0,0.000000000,PASS_PIXEL_EXACT
127,180,1489,2105,7DA3E56B5C7D879BEB62CC87507D3396A79897FFD60546BE3AEE0DAD1396F42E,7DA3E56B5C7D879BEB62CC87507D3396A79897FFD60546BE3AEE0DAD1396F42E,true,true,0,0.000000000,PASS_PIXEL_EXACT
128,180,1489,2105,28DA0F7F1C8D0005B72207D75C0A26FE5EDAC1E9584A24B83206F8D5D703D1B2,28DA0F7F1C8D0005B72207D75C0A26FE5EDAC1E9584A24B83206F8D5D703D1B2,true,true,0,0.000000000,PASS_PIXEL_EXACT
129,180,1489,2105,373E8752D968F7DCF10663659E38071548FED62AFF820AA7433166E06C2E3249,373E8752D968F7DCF10663659E38071548FED62AFF820AA7433166E06C2E3249,true,true,0,0.000000000,PASS_PIXEL_EXACT
130,180,1489,2105,B8FECC29F1811C907EF1EDFD2C1932078C4A970550EA3452CB643A0096F16889,B8FECC29F1811C907EF1EDFD2C1932078C4A970550EA3452CB643A0096F16889,true,true,0,0.000000000,PASS_PIXEL_EXACT
131,180,1489,2105,B9D9779E8E0D38A571CFE45127C35F84BC323A8870374A9F65088C8E0EDC1744,B9D9779E8E0D38A571CFE45127C35F84BC323A8870374A9F65088C8E0EDC1744,true,true,0,0.000000000,PASS_PIXEL_EXACT
132,180,1489,2105,1377CBA3B612449F2C63846BF23FF0E1F9CBB169D7CF4A775B1DAA288E7CA344,1377CBA3B612449F2C63846BF23FF0E1F9CBB169D7CF4A775B1DAA288E7CA344,true,true,0,0.000000000,PASS_PIXEL_EXACT
133,180,1489,2105,8A4F0A08ED7ADDC9F8C60AFDD7BAF05E3A26BF384C8EDC46FD11822B1746F459,8A4F0A08ED7ADDC9F8C60AFDD7BAF05E3A26BF384C8EDC46FD11822B1746F459,true,true,0,0.000000000,PASS_PIXEL_EXACT
134,180,1489,2105,AB01ADF86AA90A518A59865D222950AE2CC14E4A00F0414CCBB737845BB6B2FC,AB01ADF86AA90A518A59865D222950AE2CC14E4A00F0414CCBB737845BB6B2FC,true,true,0,0.000000000,PASS_PIXEL_EXACT
135,180,1489,2105,237C1DAE8183AEFCF80144E338C31A2195D4570AD56E0332CBB9BEA57162FFFE,237C1DAE8183AEFCF80144E338C31A2195D4570AD56E0332CBB9BEA57162FFFE,true,true,0,0.000000000,PASS_PIXEL_EXACT
136,180,1489,2105,41B34FB328AFA66A9599714D56F90ADCB0F2FDBB8982E31FDA8B920C127CEF9F,41B34FB328AFA66A9599714D56F90ADCB0F2FDBB8982E31FDA8B920C127CEF9F,true,true,0,0.000000000,PASS_PIXEL_EXACT
137,180,1489,2105,7EF9C364C291B798622367DB80FF4A77BA3784EF12B45C1E9B6ACB8A812E3653,7EF9C364C291B798622367DB80FF4A77BA3784EF12B45C1E9B6ACB8A812E3653,true,true,0,0.000000000,PASS_PIXEL_EXACT
138,180,1489,2105,6275A675EB764F18F5448C142EB4210F908A37D11D8637446CEC7D87740CED39,6275A675EB764F18F5448C142EB4210F908A37D11D8637446CEC7D87740CED39,true,true,0,0.000000000,PASS_PIXEL_EXACT
139,180,1489,2105,283A74D12B941FC1515B63E1CAB8B2BFD54DB2C0660F722DCD6F28FB79E7DF4B,283A74D12B941FC1515B63E1CAB8B2BFD54DB2C0660F722DCD6F28FB79E7DF4B,true,true,0,0.000000000,PASS_PIXEL_EXACT
140,180,1489,2105,1D6D3B34F2813EA5F51E9A280B988E03F32E4CA1978EFD15330D33EFBD8ECAB6,1D6D3B34F2813EA5F51E9A280B988E03F32E4CA1978EFD15330D33EFBD8ECAB6,true,true,0,0.000000000,PASS_PIXEL_EXACT
141,180,1489,2105,01624D87D43C9D6F4E6C2FC4F854B26F108D4D96775E71FD4060E3A1DA4D2441,01624D87D43C9D6F4E6C2FC4F854B26F108D4D96775E71FD4060E3A1DA4D2441,true,true,0,0.000000000,PASS_PIXEL_EXACT
142,180,1489,2105,17477AA8F25DD689227C476DB65C5EDCD4ECDF66C819FE9B0D35593D4FBB3996,17477AA8F25DD689227C476DB65C5EDCD4ECDF66C819FE9B0D35593D4FBB3996,true,true,0,0.000000000,PASS_PIXEL_EXACT
143,180,1489,2105,C9063367DAC4B9E869F2B0450620CFC1E57DACA6FD4CB1B1B889D83A330E5827,C9063367DAC4B9E869F2B0450620CFC1E57DACA6FD4CB1B1B889D83A330E5827,true,true,0,0.000000000,PASS_PIXEL_EXACT
144,180,1489,2105,5081BDA088D5B3E2F14136BE07D6288FB9E71F1926276EB97665CE64CD49541A,5081BDA088D5B3E2F14136BE07D6288FB9E71F1926276EB97665CE64CD49541A,true,true,0,0.000000000,PASS_PIXEL_EXACT
145,180,1489,2105,89B9460259219B67100F705A907EC3E84764167C00EC128BE1A3015D98FB7244,89B9460259219B67100F705A907EC3E84764167C00EC128BE1A3015D98FB7244,true,true,0,0.000000000,PASS_PIXEL_EXACT
146,180,1489,2105,8932508497E55EBE8B19B2C4294158DF1F21B006A2D921155181C80008B7398D,8932508497E55EBE8B19B2C4294158DF1F21B006A2D921155181C80008B7398D,true,true,0,0.000000000,PASS_PIXEL_EXACT
147,180,1489,2105,318D0FF77794C75FD0027115A8FEC415B8613CD11EB1193DAA72B82D75F36F44,318D0FF77794C75FD0027115A8FEC415B8613CD11EB1193DAA72B82D75F36F44,true,true,0,0.000000000,PASS_PIXEL_EXACT
148,180,1489,2105,9837EFD625A4A9C6BE0867D5F2E57C6F7F9774871E251701534546ED9B28EBF6,9837EFD625A4A9C6BE0867D5F2E57C6F7F9774871E251701534546ED9B28EBF6,true,true,0,0.000000000,PASS_PIXEL_EXACT
149,180,1489,2105,857014BD6CC582E031625FBC6853BA9CCF4C03696CCF844A13F9F5674BF8D27F,857014BD6CC582E031625FBC6853BA9CCF4C03696CCF844A13F9F5674BF8D27F,true,true,0,0.000000000,PASS_PIXEL_EXACT
150,180,1489,2105,3659245FD7BF849FE1B1B82B248A3901E812959FC6EE0D18C9E8886C023F133D,3659245FD7BF849FE1B1B82B248A3901E812959FC6EE0D18C9E8886C023F133D,true,true,0,0.000000000,PASS_PIXEL_EXACT
151,180,1489,2105,AD60545E2939CC9149D4E0079C0922562D894A210EA99CD79B3B13D727B687C1,AD60545E2939CC9149D4E0079C0922562D894A210EA99CD79B3B13D727B687C1,true,true,0,0.000000000,PASS_PIXEL_EXACT
152,180,1489,2105,4A96340EB6FBC11AFB1C709174C9BA89DCB174E6E58364604CEA3DE896D4E1A7,4A96340EB6FBC11AFB1C709174C9BA89DCB174E6E58364604CEA3DE896D4E1A7,true,true,0,0.000000000,PASS_PIXEL_EXACT
153,180,1489,2105,F9E042E138011719EE73D033678485B88BBF6A136360955CB5366BB74783E1B1,F9E042E138011719EE73D033678485B88BBF6A136360955CB5366BB74783E1B1,true,true,0,0.000000000,PASS_PIXEL_EXACT
154,180,1489,2105,BCEB9A5D58FBF9EFEF4910845E398B4555A018E3016002159DD7F4F32A5BAE45,BCEB9A5D58FBF9EFEF4910845E398B4555A018E3016002159DD7F4F32A5BAE45,true,true,0,0.000000000,PASS_PIXEL_EXACT
155,180,1489,2105,9D00A35796F4725DC4326E4DE3737956B77FEC95CB87E02C0343E4C334FAAF9E,9D00A35796F4725DC4326E4DE3737956B77FEC95CB87E02C0343E4C334FAAF9E,true,true,0,0.000000000,PASS_PIXEL_EXACT
156,180,1489,2105,19B0B25E240615230FC2FB9AFB084A4053BC0631B61922A084139A3BF0917950,19B0B25E240615230FC2FB9AFB084A4053BC0631B61922A084139A3BF0917950,true,true,0,0.000000000,PASS_PIXEL_EXACT
157,180,1489,2105,689B28E91C8AF10EDA4EAD0F0E0F24DA8803D360DD75B23CBF776D97E33D55BF,689B28E91C8AF10EDA4EAD0F0E0F24DA8803D360DD75B23CBF776D97E33D55BF,true,true,0,0.000000000,PASS_PIXEL_EXACT
158,180,1489,2105,7FD990E228D94ADF9F0AA9C2AEF4DDB20462DA3E27F581413E682B20ED682CF2,7FD990E228D94ADF9F0AA9C2AEF4DDB20462DA3E27F581413E682B20ED682CF2,true,true,0,0.000000000,PASS_PIXEL_EXACT
159,180,1489,2105,C277A1A0077F84A67297AABB143E58AD97F929901CDDEB2499CF745885856986,C277A1A0077F84A67297AABB143E58AD97F929901CDDEB2499CF745885856986,true,true,0,0.000000000,PASS_PIXEL_EXACT
160,180,1489,2105,7585662EB559FF08455EF3D89D6EC33A52FFC984D08A2C9954E2A93075CA1FCE,7585662EB559FF08455EF3D89D6EC33A52FFC984D08A2C9954E2A93075CA1FCE,true,true,0,0.000000000,PASS_PIXEL_EXACT
161,180,1489,2105,16694E7178C45E3797458B369DF3EBA9B68ABC7253EF0C5D41FFE08FD0F576BB,16694E7178C45E3797458B369DF3EBA9B68ABC7253EF0C5D41FFE08FD0F576BB,true,true,0,0.000000000,PASS_PIXEL_EXACT
162,180,1489,2105,445A76313B8A23305279A68EAA2D336E0500A99CD605601F9EC744DF010EC2BB,445A76313B8A23305279A68EAA2D336E0500A99CD605601F9EC744DF010EC2BB,true,true,0,0.000000000,PASS_PIXEL_EXACT
163,180,1489,2105,E11C62BAF0569AAE01EE726988B00FD5D4D1F98222399596C870EA9FC6E54C95,E11C62BAF0569AAE01EE726988B00FD5D4D1F98222399596C870EA9FC6E54C95,true,true,0,0.000000000,PASS_PIXEL_EXACT
164,180,1489,2105,DBFCA5705AA43D38806485BFBC998C743DCCE7FD930C7243820827537D0F385B,DBFCA5705AA43D38806485BFBC998C743DCCE7FD930C7243820827537D0F385B,true,true,0,0.000000000,PASS_PIXEL_EXACT
165,180,1489,2105,0A264033A9AB263D5A298C180158203FEE5873172CB23F03136A98A3490442A2,0A264033A9AB263D5A298C180158203FEE5873172CB23F03136A98A3490442A2,true,true,0,0.000000000,PASS_PIXEL_EXACT
166,180,1489,2105,0DF3BF33A98CE6AF3942ADDEB420882ED3DEF480463D141B1FFEA0CA082CAB9D,0DF3BF33A98CE6AF3942ADDEB420882ED3DEF480463D141B1FFEA0CA082CAB9D,true,true,0,0.000000000,PASS_PIXEL_EXACT
167,180,1489,2105,DDBF6653FE6A77483EA1E4C68483D833994E14B4C0783B76CEE2814CEDC276BB,DDBF6653FE6A77483EA1E4C68483D833994E14B4C0783B76CEE2814CEDC276BB,true,true,0,0.000000000,PASS_PIXEL_EXACT
168,180,1489,2105,A1DD2862E0B2743070C1025E093C2B548838568D6B16724779F6F8C9E08BD4B7,A1DD2862E0B2743070C1025E093C2B548838568D6B16724779F6F8C9E08BD4B7,true,true,0,0.000000000,PASS_PIXEL_EXACT
169,180,1489,2105,B696F8B10B5858DAC735258E0C26E15F0EC697E73129C2F6D294D24D92A18D38,B696F8B10B5858DAC735258E0C26E15F0EC697E73129C2F6D294D24D92A18D38,true,true,0,0.000000000,PASS_PIXEL_EXACT
170,180,1489,2105,4D56E86073CF6093E4AC78D8448865FB0BB4A4BB9E2F657A5B9871555465031F,4D56E86073CF6093E4AC78D8448865FB0BB4A4BB9E2F657A5B9871555465031F,true,true,0,0.000000000,PASS_PIXEL_EXACT
171,180,1489,2105,98351F0A317CF84FF2890F937F78B21D7BE154DF87231F5DB5E71B6A1B10F91B,98351F0A317CF84FF2890F937F78B21D7BE154DF87231F5DB5E71B6A1B10F91B,true,true,0,0.000000000,PASS_PIXEL_EXACT
172,180,1489,2105,E909E8480F6940DA48B29EE6D5B095749330A84A514D4017AD4C01444F5094F6,E909E8480F6940DA48B29EE6D5B095749330A84A514D4017AD4C01444F5094F6,true,true,0,0.000000000,PASS_PIXEL_EXACT
173,180,1489,2105,BCDBEA994B840C8C48991D8729DB5181AA1B5B88EB2FA508F332149E270BB6F1,BCDBEA994B840C8C48991D8729DB5181AA1B5B88EB2FA508F332149E270BB6F1,true,true,0,0.000000000,PASS_PIXEL_EXACT
174,180,1489,2105,C9D6C85A8DA375AFD0ACCC67C521E946CC05A4783178CE1E89B73A6B28E7232C,C9D6C85A8DA375AFD0ACCC67C521E946CC05A4783178CE1E89B73A6B28E7232C,true,true,0,0.000000000,PASS_PIXEL_EXACT
175,180,1489,2105,C8EB35BFD1CD58404ED1A78F2AFC9EC4660437743770642FA86900BDAE363FC0,C8EB35BFD1CD58404ED1A78F2AFC9EC4660437743770642FA86900BDAE363FC0,true,true,0,0.000000000,PASS_PIXEL_EXACT
176,180,1489,2105,1BB2AF877F447EC176F5ED4AC3C847F89E315AF1D5AC3FB59DD2F76C0405D02B,1BB2AF877F447EC176F5ED4AC3C847F89E315AF1D5AC3FB59DD2F76C0405D02B,true,true,0,0.000000000,PASS_PIXEL_EXACT
177,180,1489,2105,1EC2CC162AE57A690650A1247F7EF375CBB159DA12EF6679F638DB1638451E3A,1EC2CC162AE57A690650A1247F7EF375CBB159DA12EF6679F638DB1638451E3A,true,true,0,0.000000000,PASS_PIXEL_EXACT
178,180,1489,2105,2B9823965359C2A4A680EF21EB7D5046296234D0727ED3A82A284B9185AD1370,2B9823965359C2A4A680EF21EB7D5046296234D0727ED3A82A284B9185AD1370,true,true,0,0.000000000,PASS_PIXEL_EXACT
179,180,1489,2105,06B4CEED743ABB5525D5D603E1656FFA48EFED6931C1F3E345055BF588984DE5,06B4CEED743ABB5525D5D603E1656FFA48EFED6931C1F3E345055BF588984DE5,true,true,0,0.000000000,PASS_PIXEL_EXACT
180,180,1489,2105,9DDECDEFE2F9C94C73B2D8CCADBDAE1C4F79E6938799827B9EA0C14A4BDB55D4,9DDECDEFE2F9C94C73B2D8CCADBDAE1C4F79E6938799827B9EA0C14A4BDB55D4,true,true,0,0.000000000,PASS_PIXEL_EXACT
181,180,1489,2105,8A7C34E14D9ABDFEE7E133598DB5F8A35CC7E9FF0DB1256EF5B8FF59D9D67AD8,8A7C34E14D9ABDFEE7E133598DB5F8A35CC7E9FF0DB1256EF5B8FF59D9D67AD8,true,true,0,0.000000000,PASS_PIXEL_EXACT
182,180,1489,2105,62891DFD56BE38A31FF173FB5B031677B20ED5BAA511E88D8AEED1A4FD790D9C,62891DFD56BE38A31FF173FB5B031677B20ED5BAA511E88D8AEED1A4FD790D9C,true,true,0,0.000000000,PASS_PIXEL_EXACT
183,180,1489,2105,6E1E1231FAE2C8922255D2A18701B3157B9FC5DD257C746EB9C8FCB4E602D533,6E1E1231FAE2C8922255D2A18701B3157B9FC5DD257C746EB9C8FCB4E602D533,true,true,0,0.000000000,PASS_PIXEL_EXACT
184,180,1489,2105,41FDAA98CCA1380B2BAF521CB4CCAD4C51A49829E705FC2CC86CD0F352CF6407,41FDAA98CCA1380B2BAF521CB4CCAD4C51A49829E705FC2CC86CD0F352CF6407,true,true,0,0.000000000,PASS_PIXEL_EXACT
185,180,1489,2105,1565264488FB9B607C6F56691CC5F0AD2BB7EBA919B45AB3DD30C8C68FFDD9F7,1565264488FB9B607C6F56691CC5F0AD2BB7EBA919B45AB3DD30C8C68FFDD9F7,true,true,0,0.000000000,PASS_PIXEL_EXACT
186,180,1489,2105,4165967A711A8A6757123CB0158B15784126A4A4889229F4900BF3BB5DE4BFFA,4165967A711A8A6757123CB0158B15784126A4A4889229F4900BF3BB5DE4BFFA,true,true,0,0.000000000,PASS_PIXEL_EXACT
187,180,1489,2105,9AAED4B07B6F2D22A0A303A617C5BBAB0DF1954C497446FF3ACE63AE42ACF7AF,9AAED4B07B6F2D22A0A303A617C5BBAB0DF1954C497446FF3ACE63AE42ACF7AF,true,true,0,0.000000000,PASS_PIXEL_EXACT
188,180,1489,2105,8E79434F4A998335F89023F94FFBB235C5A9C05B78204D63AA13DC94C1F84276,8E79434F4A998335F89023F94FFBB235C5A9C05B78204D63AA13DC94C1F84276,true,true,0,0.000000000,PASS_PIXEL_EXACT
189,180,1489,2105,9E083FB2EA915A969A71422D9697772444C377849DD486188A24F0C81C91615D,9E083FB2EA915A969A71422D9697772444C377849DD486188A24F0C81C91615D,true,true,0,0.000000000,PASS_PIXEL_EXACT
190,180,1489,2105,BFC686994F44F7E123B92ED5FD14641D15E960E80FC20B7E7E8D5C5A2049B1EE,BFC686994F44F7E123B92ED5FD14641D15E960E80FC20B7E7E8D5C5A2049B1EE,true,true,0,0.000000000,PASS_PIXEL_EXACT
191,180,1489,2105,AD2ADB227B08A5CC4210F37A2F7D1C03A8574A2CAF55CECB5BB499FCF630ACE5,AD2ADB227B08A5CC4210F37A2F7D1C03A8574A2CAF55CECB5BB499FCF630ACE5,true,true,0,0.000000000,PASS_PIXEL_EXACT
192,180,1489,2105,4F45D2F953F2E4A83640B9ADCBF806431A5775FEFC56CF84074BBA3AFDE97DAC,4F45D2F953F2E4A83640B9ADCBF806431A5775FEFC56CF84074BBA3AFDE97DAC,true,true,0,0.000000000,PASS_PIXEL_EXACT
193,180,1489,2105,BFCCB5C923F87A787BA1A99182691CFD4BD8757E1F7378A89EEC1FD76006D020,BFCCB5C923F87A787BA1A99182691CFD4BD8757E1F7378A89EEC1FD76006D020,true,true,0,0.000000000,PASS_PIXEL_EXACT
194,180,1489,2105,F1AE5DDDE4B3AC0BAFC36C3401EEB8DF38CF48D62531D818FD7CE7DC9C01169F,F1AE5DDDE4B3AC0BAFC36C3401EEB8DF38CF48D62531D818FD7CE7DC9C01169F,true,true,0,0.000000000,PASS_PIXEL_EXACT
195,180,1489,2105,B623B50844B252CCD62A8659410C4F59ACD6A657EB3099C0D7EC9E5B119B41FD,B623B50844B252CCD62A8659410C4F59ACD6A657EB3099C0D7EC9E5B119B41FD,true,true,0,0.000000000,PASS_PIXEL_EXACT
196,180,1489,2105,D0FEEEB82A210309F344378EE9CB6CAD2C46843DD89B7184B22306771670D3D6,D0FEEEB82A210309F344378EE9CB6CAD2C46843DD89B7184B22306771670D3D6,true,true,0,0.000000000,PASS_PIXEL_EXACT
197,180,1489,2105,FC2E9646FF56B2D984AEAAB8FBC276675BC9D5E031AE3950CA6EF2D089FF0227,FC2E9646FF56B2D984AEAAB8FBC276675BC9D5E031AE3950CA6EF2D089FF0227,true,true,0,0.000000000,PASS_PIXEL_EXACT
198,180,1489,2105,EF438BA73F2CAAE2EE4065814CAC5CD8D7EE4A5BC733042D03FFE13DF4F637F1,EF438BA73F2CAAE2EE4065814CAC5CD8D7EE4A5BC733042D03FFE13DF4F637F1,true,true,0,0.000000000,PASS_PIXEL_EXACT
199,180,1489,2105,8D584C0B73048BF1F5B075413B1829EA666278F6E14FF15813F45FC44CB6701B,8D584C0B73048BF1F5B075413B1829EA666278F6E14FF15813F45FC44CB6701B,true,true,0,0.000000000,PASS_PIXEL_EXACT
200,180,1489,2105,B274D6E664C849A46A8FC1FE3C9A71C018BC7CC0AB4FB1192A925CCC4AB8A6F2,B274D6E664C849A46A8FC1FE3C9A71C018BC7CC0AB4FB1192A925CCC4AB8A6F2,true,true,0,0.000000000,PASS_PIXEL_EXACT
201,180,1489,2105,F0906DBFE6849060FABCF50FEFAB99FD2D953899554859D277FB7CB557582A7E,F0906DBFE6849060FABCF50FEFAB99FD2D953899554859D277FB7CB557582A7E,true,true,0,0.000000000,PASS_PIXEL_EXACT
202,180,1489,2105,8A8AE9F661C7309BE9F69437BBDB18AC5F2F0D6BEDF0D34F36FCEADD87201025,8A8AE9F661C7309BE9F69437BBDB18AC5F2F0D6BEDF0D34F36FCEADD87201025,true,true,0,0.000000000,PASS_PIXEL_EXACT
203,180,1489,2105,D58A61CFB102C8D6F2A5CD2E198EF523D7D4B553D10CA6822924C11A309D137E,D58A61CFB102C8D6F2A5CD2E198EF523D7D4B553D10CA6822924C11A309D137E,true,true,0,0.000000000,PASS_PIXEL_EXACT
204,180,1489,2105,9E00C9ADB8B9A693DC6C74B87EEF2AE71494FACFB73CADCC9D268A498BBF2E2E,9E00C9ADB8B9A693DC6C74B87EEF2AE71494FACFB73CADCC9D268A498BBF2E2E,true,true,0,0.000000000,PASS_PIXEL_EXACT
205,180,1489,2105,83856FB79D23ADA2A521D684500E27FEF28C9CB2982EAE7CAF34BCE7F684E9F5,83856FB79D23ADA2A521D684500E27FEF28C9CB2982EAE7CAF34BCE7F684E9F5,true,true,0,0.000000000,PASS_PIXEL_EXACT
206,180,1489,2105,FF5FEB5375152D5AEAA4A3DEFDBD5E70242F89D0F0FCCEC28BA42F2501875039,FF5FEB5375152D5AEAA4A3DEFDBD5E70242F89D0F0FCCEC28BA42F2501875039,true,true,0,0.000000000,PASS_PIXEL_EXACT
207,180,1489,2105,A34930371D56D5D9F733EF9576E9381139B1985C0B3BA239B8A3F18E6E9FAFF0,A34930371D56D5D9F733EF9576E9381139B1985C0B3BA239B8A3F18E6E9FAFF0,true,true,0,0.000000000,PASS_PIXEL_EXACT
208,180,1489,2105,DE4E9E56E1C45B37916A4A1E62FDD18B6ED39AEFC700E25A4F2A450AADFFEAA7,DE4E9E56E1C45B37916A4A1E62FDD18B6ED39AEFC700E25A4F2A450AADFFEAA7,true,true,0,0.000000000,PASS_PIXEL_EXACT
209,180,1489,2105,DCA13F346B0E13545AEC3CEE22D42653918B996B154411237DA71B995C214AAE,DCA13F346B0E13545AEC3CEE22D42653918B996B154411237DA71B995C214AAE,true,true,0,0.000000000,PASS_PIXEL_EXACT
210,180,1489,2105,4D1FC4F0D4F47DE31C382B3B7CA948257993FE432BD620EFEBB7563D5D6FAF3E,4D1FC4F0D4F47DE31C382B3B7CA948257993FE432BD620EFEBB7563D5D6FAF3E,true,true,0,0.000000000,PASS_PIXEL_EXACT
211,180,1489,2105,E67F1DE6F7450358C6DB5298518E2EB596FC567C051FBAF9A88EC5B0F2D2693D,E67F1DE6F7450358C6DB5298518E2EB596FC567C051FBAF9A88EC5B0F2D2693D,true,true,0,0.000000000,PASS_PIXEL_EXACT
212,180,1489,2105,DA37485113D3C80B3DB35C6B641A7762F42E2D59410368CC1EA8D16B46CFE288,DA37485113D3C80B3DB35C6B641A7762F42E2D59410368CC1EA8D16B46CFE288,true,true,0,0.000000000,PASS_PIXEL_EXACT
213,180,1489,2105,083F69EE6DC11F9C7D69B50233C4B63DA7001B53D58C686A3B9820F999AFA8CD,083F69EE6DC11F9C7D69B50233C4B63DA7001B53D58C686A3B9820F999AFA8CD,true,true,0,0.000000000,PASS_PIXEL_EXACT
214,180,1489,2105,F761D800B7FF19B5F42B4D5D76FE3650E64654903ECA6920F7984BB5FB856930,F761D800B7FF19B5F42B4D5D76FE3650E64654903ECA6920F7984BB5FB856930,true,true,0,0.000000000,PASS_PIXEL_EXACT
215,180,1489,2105,F8B6876A1235EFEFB53F3666EC01C2E580AC150DAE40F6DFF50924916931F490,F8B6876A1235EFEFB53F3666EC01C2E580AC150DAE40F6DFF50924916931F490,true,true,0,0.000000000,PASS_PIXEL_EXACT
216,180,1489,2105,DC00F8ACD54084779A96B6A7090DAD58A637763F1B7DA2D0BBB2A2836C80D550,DC00F8ACD54084779A96B6A7090DAD58A637763F1B7DA2D0BBB2A2836C80D550,true,true,0,0.000000000,PASS_PIXEL_EXACT
217,180,1489,2105,4493CB97B2C64CE180D7B6D09BB276B339A3F3B1F967B1954390AC7B9074ABEB,4493CB97B2C64CE180D7B6D09BB276B339A3F3B1F967B1954390AC7B9074ABEB,true,true,0,0.000000000,PASS_PIXEL_EXACT
