manifest_id,relative_path,absolute_path,source_use_label,language_bucket,file_role,extension,byte_count,sha256,source_use_label_note
CJK-PACKAGE-FILE-20260705-0064,source-files/simplified_chinese/GooduckZ__Linear-Algebra-for-ZJUCKC/讲义/专题/第二十七讲 线性代数与多元微积分.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\GooduckZ__Linear-Algebra-for-ZJUCKC\讲义\专题\第二十七讲 线性代数与多元微积分.tex,native-source-body,simplified_chinese,literal external source body,.tex,517,43236415D543748677FEB313FEA1A72116CDE039092EB5B1D53E5FDF54F8CDAA,non-empty external source body
CJK-PACKAGE-FILE-20260705-0065,source-files/simplified_chinese/GooduckZ__Linear-Algebra-for-ZJUCKC/讲义/专题/第二十八讲 线性代数与统计学.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\GooduckZ__Linear-Algebra-for-ZJUCKC\讲义\专题\第二十八讲 线性代数与统计学.tex,native-source-body,simplified_chinese,literal external source body,.tex,1200,0E05F16060C3F75300F759D46664EFD8F237892168FDC76E1AA767275B4788BF,non-empty external source body
CJK-PACKAGE-FILE-20260705-0066,source-files/simplified_chinese/GooduckZ__Linear-Algebra-for-ZJUCKC/讲义/专题/第二十六讲 线性代数与解析几何基础.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\GooduckZ__Linear-Algebra-for-ZJUCKC\讲义\专题\第二十六讲 线性代数与解析几何基础.tex,native-source-body,simplified_chinese,literal external source body,.tex,10145,C6DB20BD692B44CBE5C1E0F1BFD55296388440E26CBCF8BD0186898817002D6C,non-empty external source body
CJK-PACKAGE-FILE-20260705-0067,source-files/simplified_chinese/GooduckZ__Linear-Algebra-for-ZJUCKC/讲义/线性代数荣誉课辅学讲义.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\GooduckZ__Linear-Algebra-for-ZJUCKC\讲义\线性代数荣誉课辅学讲义.tex,native-source-body,simplified_chinese,literal external source body,.tex,4369,50F6299EFEF2D089FD59EA5AE270247CB32F79D0B8A152FC863C6ADC58E58076,non-empty external source body
CJK-PACKAGE-FILE-20260705-0068,source-files/simplified_chinese/Kfj2006__Algebra_notes/chapters/chapter1.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\Kfj2006__Algebra_notes\chapters\chapter1.tex,native-source-body,simplified_chinese,literal external source body,.tex,11816,4C3F749B7F766D402DAB38B594494207F3C4F8ADC7853772CAFDF5A2D3B4EB47,non-empty external source body
CJK-PACKAGE-FILE-20260705-0069,source-files/simplified_chinese/Kfj2006__Algebra_notes/chapters/chapter2.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\Kfj2006__Algebra_notes\chapters\chapter2.tex,native-source-body,simplified_chinese,literal external source body,.tex,23502,E56FF73AAF14BD7AA2B4CDFE336F95DB6355FDD3C12984B6A10B544791D624DE,non-empty external source body
CJK-PACKAGE-FILE-20260705-0070,source-files/simplified_chinese/Kfj2006__Algebra_notes/chapters/chapter3.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\Kfj2006__Algebra_notes\chapters\chapter3.tex,native-source-body,simplified_chinese,literal external source body,.tex,29931,03A3165EF039EE1EA3458FA2513C32AE146DD0D3000D61B5F5484CB517A2B3DB,non-empty external source body
CJK-PACKAGE-FILE-20260705-0071,source-files/simplified_chinese/Kfj2006__Algebra_notes/chapters/chapter4.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\Kfj2006__Algebra_notes\chapters\chapter4.tex,native-source-body,simplified_chinese,literal external source body,.tex,28240,A3C6A1C24E5E550E9DE04EDD98D2BA8D132FD2FF6FEDDC300F09677EB48E6219,non-empty external source body
CJK-PACKAGE-FILE-20260705-0072,source-files/simplified_chinese/yhwu-is__Linear-Algebra-Left-Undone/讲义/专题/21 线性代数与几何.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\yhwu-is__Linear-Algebra-Left-Undone\讲义\专题\21 线性代数与几何.tex,native-source-body,simplified_chinese,literal external source body,.tex,56487,AED9641906AF5887BEBBFB1BB3337D1C3973A833E18F27AF7A351C53FCEF7AB0,non-empty external source body
CJK-PACKAGE-FILE-20260705-0073,source-files/simplified_chinese/yhwu-is__Linear-Algebra-Left-Undone/讲义/专题/24 线性代数与微积分.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\yhwu-is__Linear-Algebra-Left-Undone\讲义\专题\24 线性代数与微积分.tex,native-source-body,simplified_chinese,literal external source body,.tex,77050,FA3DE29430871EED80E6CDC4490EF109719F4894490F2CF74030F8CE98A4686A,non-empty external source body
CJK-PACKAGE-FILE-20260705-0074,source-files/simplified_chinese/yhwu-is__Linear-Algebra-Left-Undone/讲义/专题/25 线性代数与最优化问题.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\yhwu-is__Linear-Algebra-Left-Undone\讲义\专题\25 线性代数与最优化问题.tex,native-source-body,simplified_chinese,literal external source body,.tex,500,F6879ADD78ECCE44CB37FD1C77FA4911F9D631B27F4D637BEA1C9640CB0F3920,non-empty external source body
CJK-PACKAGE-FILE-20260705-0075,source-files/simplified_chinese/yhwu-is__Linear-Algebra-Left-Undone/讲义/其它/未竟专题14 范畴论视角下的线性代数.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\yhwu-is__Linear-Algebra-Left-Undone\讲义\其它\未竟专题14 范畴论视角下的线性代数.tex,native-source-body,simplified_chinese,literal external source body,.tex,24520,E5759D46388B4BDA6208760996DBF311C1750352B97DC676DC9E73CA57C13353,non-empty external source body
CJK-PACKAGE-FILE-20260705-0076,source-files/simplified_chinese/zhcosin__algebra-notes/abstract-algebra/group-section.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\zhcosin__algebra-notes\abstract-algebra\group-section.tex,native-source-body,simplified_chinese,literal external source body,.tex,5960,F037EC5B7FDB6B5C3797E4BA84373F232BFA3483A050A4AF653D08ABAA6C03E7,non-empty external source body
CJK-PACKAGE-FILE-20260705-0077,source-files/simplified_chinese/zhcosin__algebra-notes/abstract-algebra/group.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\zhcosin__algebra-notes\abstract-algebra\group.tex,native-source-body,simplified_chinese,literal external source body,.tex,165,44B01AEDA361617A0E4BD39793E64130B4495B724714B7D9BB4241622C2A625B,non-empty external source body
CJK-PACKAGE-FILE-20260705-0078,source-files/simplified_chinese/zhcosin__algebra-notes/linear-algebra/determinant.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\zhcosin__algebra-notes\linear-algebra\determinant.tex,native-source-body,simplified_chinese,literal external source body,.tex,18228,1E7360E5865153900E7AA18B6CD17238DBEC4416D164AD895B98C1FDCACAB089,non-empty external source body
CJK-PACKAGE-FILE-20260705-0079,source-files/simplified_chinese/zhcosin__algebra-notes/linear-algebra/linear-algebra.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\zhcosin__algebra-notes\linear-algebra\linear-algebra.tex,native-source-body,simplified_chinese,literal external source body,.tex,218,69120941BF8352CDAF9C6F22ED42E53172410A142C7901918550CD08DA5A3B36,non-empty external source body
CJK-PACKAGE-FILE-20260705-0080,SOURCE_BODIES.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\SOURCE_BODIES.csv,native-source-body,cjk,manifest or checksum support,.csv,91459,6C66E84C092E016976C8B9EE890FCB12ABDBA0658C1295DAFCBCA2BAFB17E996,non-empty external source body
CJK-PACKAGE-FILE-20260705-0081,SOURCE_BODIES.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\SOURCE_BODIES.json,native-source-body,cjk,manifest or checksum support,.json,148121,AC03D6CC702500EF606C1F7475EE04A6570F258F1E8E8376D6D86436AB047D60,non-empty external source body
