unit_id,source_start_line,source_end_line,source_chars,source_sha256,target_start_line,target_end_line,target_chars,target_sha256,target_document_sha256,status,review_evidence,notes
P34,16312,18335,125667,244C787B9186F773D176E6724D67BAF08C8B00C0D303565187070928F252B580,14968,16908,125902,E9E11E4549249EDD51237B37874AC08E4FC10E8D483D7FD4E6237670487C99FD,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p20_34_source_reconciliation_v3.csv#unit_id=P34; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, notes, and canonical register checked.; finding=All three Paper 34 installments remain complete and the repaired quotient-ideal notation remains intact; the determinant Primfunktion is now polinomio irreducible, while Restklassenring passages remain factor-ring language.","All three Paper 34 installments remain complete and the repaired quotient-ideal notation remains intact; the determinant Primfunktion is now polinomio irreducible, while Restklassenring passages remain factor-ring language."
P35,18336,18599,33102,6769280871EA0257D7C63DB265F3111EC30A777B278F1DDBD77BBD1DF78DED47,16909,17092,30392,B35BB71862D0ABFFC9CBF236B254C978730B693AE5325E804E6BC1B4A592794A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p35_42_source_reconciliation.csv#unit_id=P35; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, and logical notes checked.; finding=R823 prose, formulas, and endnotes reconciled; the Russian-summary derivative family is correctly rendered as f'_i(x); all 12 logical notes are represented; four ring-sense occurrences of Polynombereich are now consistently translated as anillo de polinomios or anillo polinómico.","R823 prose, formulas, and endnotes reconciled; the Russian-summary derivative family is correctly rendered as f'_i(x); all 12 logical notes are represented; four ring-sense occurrences of Polynombereich are now consistently translated as anillo de polinomios or anillo polinómico."
P36,18600,18613,635,9474842663DE42505D0239DA2ABA1FBF22048ECC89A8D042C3403F69F549C7A6,17093,17104,608,C672359D57E23B5DA742C0A789402EA441A05716A31E4C7C0B308C7D6849D308,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p35_42_source_reconciliation.csv#unit_id=P36; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, and logical notes checked.; finding=The short notice was checked line by line: title, publication line, and complete sentence are present; the source has no notes or formulas.","The short notice was checked line by line: title, publication line, and complete sentence are present; the source has no notes or formulas."
P37,18614,18805,21895,B0C9C13740BAC244C673F60846542569FA296315A80F6261340E2BE5031EBBD3,17105,17291,22173,2D1449B6557E6903B148E47453B2B3861BE3C08F8C4FEB2E4ACD0C4269B16D19,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p35_42_source_reconciliation.csv#unit_id=P37; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, and logical notes checked.; finding=The theorem/proof sequence and formulas were reconciled line by line; all 12 logical notes are represented and no source display is omitted.",The theorem/proof sequence and formulas were reconciled line by line; all 12 logical notes are represented and no source display is omitted.
P38,18806,19026,26456,33744951A70FE09D570135D0FC12076EFE0EDDA74DE3AD9CE4DF1A336B4B3E28,17292,17491,26061,AE687C0BAB383110788516DC090BD4937B169FB1CAE748672EFA934BF1C62F91,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p35_42_source_reconciliation.csv#unit_id=P38; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, and logical notes checked.; finding=All 14 logical notes and the complete reduction/theorem sequence are represented; non-title residual German Satz labels were normalized to Spanish while the German bibliographic title was preserved.",All 14 logical notes and the complete reduction/theorem sequence are represented; non-title residual German Satz labels were normalized to Spanish while the German bibliographic title was preserved.
P39,19027,19121,18504,A0068835CFBA8F0CFC85D4E8A86E3EA022B83846D7051EE5F90652256E9DE8F3,17492,17607,16973,D67BC46B4D251CAD0E811E06E572DA2EF6CC0B4B4A98557D5C668E4AEE022FA5,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p35_42_source_reconciliation.csv#unit_id=P39; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, and logical notes checked.; finding=All five numbered source displays and all 13 logical notes are represented; the external theorem label in the citation was localized and no source content is omitted.",All five numbered source displays and all 13 logical notes are represented; the external theorem label in the citation was localized and no source content is omitted.
P40,19122,19769,82546,7965805D3A75C3354C85BC7A3E4725F07BF869A8833FC19D74E32BE369427937,17608,18434,82515,F2CCA042F91DE22B47B015B0EB19BBD79D677EF283B495ACCD711D577E78D52F,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p35_42_source_reconciliation.csv#unit_id=P40; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, and logical notes checked.; finding=The complete operator/formula sequence and all 22 logical notes were reconciled; the Theta/H actions and barred complementary operators in (2), (2a), and (2a*) were repaired.","The complete operator/formula sequence and all 22 logical notes were reconciled; the Theta/H actions and barred complementary operators in (2), (2a), and (2a*) were repaired."
P41,19770,19923,26771,FE2C2B22C884DF204DA733A90594668855D0930C1DD822B527D46ADA5BB695E6,18435,18683,26348,49E5EF4C89E738F66FB8B2BD92802DB8AC785315D85EC17DD2081A137CD05F43,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p35_42_source_reconciliation.csv#unit_id=P41; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, and logical notes checked.; finding=Previously condensed passages were restored: author line, notes 1-16, Brauer-class discussion, general crossed-representation theorem, ideal lemmas, and cyclic normalization; all 16 logical notes are present.","Previously condensed passages were restored: author line, notes 1-16, Brauer-class discussion, general crossed-representation theorem, ideal lemmas, and cyclic normalization; all 16 logical notes are present."
P42,19924,20156,23721,B6BB3A6267BA8495FC19914A72768351E4923B13374634701AF3CBDE659883CC,18684,18976,24772,7CBE2DC73FF679CD4643033C2844B2BF53B443D5AE921E0E130EE9D7225052B2,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_p35_42_source_reconciliation.csv#unit_id=P42; method=Manual bilingual source-delta review against the exact R823 paper unit; prose, formulas, headings, and logical notes checked.; finding=Missing proofs and notes 1-12 were restored; complementary-module tildes, theorem 4 coefficient direction, section references, and the localization term anillo de cocientes respecto de p were repaired; all 12 logical notes and 47 structural blocks are represented.","Missing proofs and notes 1-12 were restored; complementary-module tildes, theorem 4 coefficient direction, section references, and the localization term anillo de cocientes respecto de p were repaired; all 12 logical notes and 47 structural blocks are represented."
P43,20157,20984,88817,ACC81DC3D9303A6D2D358506AFF477EBFA10B6CDA0F251210461462F31F3511F,18977,19790,91380,74ED14F6A27F278AE071C92C36D69F0B45B109DF5218C7E66F5F81BF15CA843D,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_root_p43_source_reconciliation.csv#unit_id=P43; method=Full bilingual replacement review against R823 lines 20157--20984, divided into introduction/sections 1--2, sections 3--5, and sections 6--7; theorem/proof/remark sequence, every paragraph, formulas, tags, and source notes checked before integration, followed by a canonical-Spanish terminology pass.; finding=The former 0.45-length RA10 condensation was removed and replaced by the complete seven-section paper. Exact structural accounting is 51 paragraphs, 108 displays, 1,446 inline-math chunks, 26 source-note macros, and six tags on both sides. The final language pass distinguishes anillo de cocientes from anillo de clases residuales; renders Primfunktion mod p as polinomio irreducible módulo p; normalizes Modulbasis, Polynombereich, Basiselement, and Basispolynom by mathematical sense; and records Hauptordnung as historical orden principal with a one-time modern gloss. The source-qualified editorial sentence and the two unsupported Unicode em dashes were removed/repaired.","The former 0.45-length RA10 condensation was removed and replaced by the complete seven-section paper. Exact structural accounting is 51 paragraphs, 108 displays, 1,446 inline-math chunks, 26 source-note macros, and six tags on both sides. The final language pass distinguishes anillo de cocientes from anillo de clases residuales; renders Primfunktion mod p as polinomio irreducible módulo p; normalizes Modulbasis, Polynombereich, Basiselement, and Basispolynom by mathematical sense; and records Hauptordnung as historical orden principal with a one-time modern gloss. The source-qualified editorial sentence and the two unsupported Unicode em dashes were removed/repaired."
BOOK_TITLE_INTRO,20985,21060,4784,EE0961B423D3DE5325AFF57DDE559CE64817FBE1CB8F1D1A1B290BC9ECA020F6,19791,19867,5034,81E70F2C68C5556E74110D7B0FE0E1E3F97574A0E45FF5F133401353C9A71922,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_TITLE_INTRO; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; title page, credits, semester, redactor, six chapters, all 31 internal contents entries with page references, and Introduction checked.; finding=Credits and complete source-structured internal contents are present. Repaired five sense/register faults in contents entries: Fortsetzungssatz as teorema de prolongación; restored cuerpos in cuerpos de extensión no conmutativos; normalized maximal de Galois; rendered im Minimalen as en el caso minimal; and aligned Spezialisierung auf with especialización a. The Introduction is complete; formulas, headings, chapter grouping, and page references are preserved.","Credits and complete source-structured internal contents are present. Repaired five sense/register faults in contents entries: Fortsetzungssatz as teorema de prolongación; restored cuerpos in cuerpos de extensión no conmutativos; normalized maximal de Galois; rendered im Minimalen as en el caso minimal; and aligned Spezialisierung auf with especialización a. The Introduction is complete; formulas, headings, chapter grouping, and page references are preserved."
BOOK_S01,21061,21088,1835,0F1710DAE06E6F55E55E84904AD8D5FA0789C3C56A057E9FBB43F955A34A3A04,19868,19895,1702,1C0E463D97EDA9AE38011FB1386F2BED3E8A43790ACCC91A94B5948CE53E5F70,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S01; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; heading, definitions, products, arrows, and example checked.; finding=Direct and reciprocal representations, antihomomorphic product order, opposite-ring construction, and transpose-matrix example are complete and mathematically aligned; no repair was required.","Direct and reciprocal representations, antihomomorphic product order, opposite-ring construction, and transpose-matrix example are complete and mathematically aligned; no repair was required."
BOOK_S02,21089,21098,964,A3AA3EFEEBF94086BDD3A6D87D8387541EE1B354E9984A08E363C6B6D174D800,19896,19905,973,3CBE105F07C52B8B6E6B9D72273983E7E76E7E5481FF423D1D3A1BAB319F5D65,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S02; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; equivalence relation, conjugation formula, and representation classes checked.; finding=Equivalence under an invertible change of basis and the conjugate representation formulas are complete. The Spanish membership notation C in D is a mathematically necessary clarification of the source's apparent subset-sign typo; no repair was required.",Equivalence under an invertible change of basis and the conjugate representation formulas are complete. The Spanish membership notation C in D is a mathematically necessary clarification of the source's apparent subset-sign typo; no repair was required.
BOOK_S03,21099,21116,1426,9D7E0692722A3C86C224ABA3F486F10586059EADB62DD25263CCC512368ED72F,19906,19923,1338,1D56E46A5E2105009A762F8F66856DECA3BC4F7C2AF2FE92FDD006A75A5705E5,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S03; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; direct and reciprocal module definitions, scalar laws, and coordinate action checked.; finding=Both module constructions and all displayed scalar identities are represented. Stars retained in the reciprocal formulas consistently resolve two local source typographical inconsistencies; no semantic omission or repair was required.",Both module constructions and all displayed scalar identities are represented. Stars retained in the reciprocal formulas consistently resolve two local source typographical inconsistencies; no semantic omission or repair was required.
BOOK_S04,21117,21259,7171,7D170972E675BDA90D9FFE5BD14EEA8CB4A45384BB27624AAEA3E75774B65E9F,19924,20084,6548,F46F3C252804E494F846F526BBDE74249015D090B208F331FACAC9C7368CF5CF,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S04; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; basis constructions, matrix correspondences, all displayed addition/product identities, converse constructions, and equivalence argument checked.; finding=Restored the omitted source display d(x_1,...,x_n)=(x_1,...,x_n)D before the addition/product calculations. With that repair, the direct and reciprocal representation-module correspondences, reciprocal order, change-of-basis formulas, and equivalence criterion are complete and source-aligned.","Restored the omitted source display d(x_1,...,x_n)=(x_1,...,x_n)D before the addition/product calculations. With that repair, the direct and reciprocal representation-module correspondences, reciprocal order, change-of-basis formulas, and equivalence criterion are complete and source-aligned."
BOOK_S05,21260,21290,1683,9B15D32A1EAAC8559A1C2D077821BCFAEEFD5F289EEA74311DC3242A44E3CA12,20085,20119,1608,120931F380D76A7ED5FE6728BF3591EA92487C9387E375AA06D9451BA3F67F2A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S05; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; scalar extension, basis/multiplication rules, natural embedding, and representation extension checked.; finding=The extended system Omega o, its basis and multiplication laws, unit convention, natural embedding, and extended representation are complete. Distinct indices i and j in the target correct an evident duplicated-index source typo; no repair was required.","The extended system Omega o, its basis and multiplication laws, unit convention, natural embedding, and extended representation are complete. Distinct indices i and j in the target correct an evident duplicated-index source typo; no repair was required."
BOOK_S06,21291,21308,2228,9EF0D3E1622FF6557C044C0A4C5DDC9EAC099EC276993FC182F566E3C9C8D0FD,20120,20143,2069,28E0401363CCE079D0E18131853FBFA5F800DE4523E3C504C6EF743D27641E22,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S06; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; theorem, quotient decomposition, irreducible components, degrees, and homomorphisms checked.; finding=The irreducible representations of a commutative hypercomplex system, decomposition into fields, one-dimensionality, uniqueness, and homomorphism interpretation are all present and source-aligned; no repair was required.","The irreducible representations of a commutative hypercomplex system, decomposition into fields, one-dimensionality, uniqueness, and homomorphism interpretation are all present and source-aligned; no repair was required."
BOOK_S07,21309,21320,1639,4603A4471E23543D64144118C8372A6BBCFDF381947634A7E8E19BAF0F7C7008,20144,20155,1543,66406ED2FE221AA522047590BC23EFB90CFFA88F4EFA42918A4A28DCEE9254FB,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S07; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; first/second-kind isomorphisms, complete reducibility criterion, and primitive-element discussion checked.; finding=The classification by action on the coefficient field, the iff statement for complete reducibility, and the asymmetry/primitive-element explanation are complete and source-aligned; no repair was required.","The classification by action on the coefficient field, the iff statement for complete reducibility, and the asymmetry/primitive-element explanation are complete and source-aligned; no repair was required."
BOOK_S08,21321,21326,949,B4DAFAEC7F654C8D0F9B1FCACBBEA48943BF1288F517E443190AB32F7DB1821E,20156,20167,960,FCBD314A1E18803FE1F2295C48308B34F9BA2B9063C5BA605F87BB7F05E48106,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S08; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; splitting-field definition, irreducible factors, embeddings, and minimality checked.; finding=The splitting field construction, coefficient-field embeddings, distinct irreducible factors, and minimal splitting-field conclusion are complete and source-aligned; no repair was required.","The splitting field construction, coefficient-field embeddings, distinct irreducible factors, and minimal splitting-field conclusion are complete and source-aligned; no repair was required."
BOOK_S09,21327,21330,585,F211164EECD2A61F4C92FD0FE2B6C74D8C750A17D358D73E7C9924F9A0C7E683,20168,20177,519,7CA99676680FDA3E199630D48CBD0DB9F6B55D968AB10C2188DF88D0C71560A8,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S09; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; Theta_i embeddings, S_i construction, and inverse correspondence checked.; finding=The formula S_i=Theta_i Theta_1^{-1}, the resulting isomorphisms from Z_1 to Z_i, and the converse construction are complete and source-aligned; no repair was required.","The formula S_i=Theta_i Theta_1^{-1}, the resulting isomorphisms from Z_1 to Z_i, and the converse construction are complete and source-aligned; no repair was required."
BOOK_S10,21331,21334,603,CFB51D0781491EFB0C7D02C6F8DC4197292F337DDF76D57B3A9DB8A0E78EB00D,20178,20181,557,73451903CB39634002AD39E51D19712EC4B86BE458F7B8F1F6325CABB611B428,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_title_s01_10_source_reconciliation.csv#unit_id=BOOK_S10; method=Line-by-line German/Spanish reconciliation against the exact live R823 slice; closure under products/inverses and Galois-group conclusion checked.; finding=The extension of coefficient-field isomorphisms, closure under composition and inversion, and identification as the Galois group are complete and source-aligned; no repair was required.","The extension of coefficient-field isomorphisms, closure under composition and inversion, and identification as the Galois group are complete and source-aligned; no repair was required."
BOOK_S11,21335,21437,6839,2C2495D9984090E992033A5F3BF73ACD4DD376D556EE599F06790AB424B110A7,20182,20319,6338,00FE77C73FF03836894D09D1534C371448DC1FE87011AD50954452CAD04B706B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S11; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S11 slice; headings, both theorem directions, every display, and the full proof checked.; finding=The fundamental Galois correspondence, the t-fold prolongation lemma, the E_nu/e_nu decomposition and degree argument, and the invariant-component proof are complete and semantically source-aligned; no repair was required.","The fundamental Galois correspondence, the t-fold prolongation lemma, the E_nu/e_nu decomposition and degree argument, and the invariant-component proof are complete and semantically source-aligned; no repair was required."
BOOK_S12,21438,21487,1710,0DE90FA0B01B8173AB1FCFFB4992CD1ADFB70EA53B1E556AA65B485BE8672251,20320,20379,1461,D5198828E3B2DC4D404BC759C219DE1C8FED88758A2A12F312D99ECAF00C6004,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S12; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S12 slice; heading, prose, matrices, and all displayed identities checked.; finding=The fixed-basis construction, first-kind assumption, coefficient identities, inverse zeta/varrho matrices, complementary-basis statement, and different reference are all represented; the shorter target uses compact matrix ellipses and combines the two orthogonality equations into one display without omission, so no repair was required.","The fixed-basis construction, first-kind assumption, coefficient identities, inverse zeta/varrho matrices, complementary-basis statement, and different reference are all represented; the shorter target uses compact matrix ellipses and combines the two orthogonality equations into one display without omission, so no repair was required."
BOOK_S13,21488,21545,3403,71BDCA7347EC8DD465D8F776DB8A9EF5EBE0AA208FC62F4174928C7B3ABE96CB,20380,20467,3505,106883759C21B5D7991A0037DB3E04796E7FACAF71E703F7B8B20A7AD5BFE08B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S13; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S13 slice; hypotheses, proof, centered theorem, degree formulas, and terminal argument checked.; finding=The noncoincident-unit setup, finite S-module decomposition of TE, general prolongation theorem, all E_nu degree relations, and exclusion of the remaining irreducible representations are complete and source-aligned; no repair was required.","The noncoincident-unit setup, finite S-module decomposition of TE, general prolongation theorem, all E_nu degree relations, and exclusion of the remaining irreducible representations are complete and source-aligned; no repair was required."
BOOK_S14,21546,21591,1889,D3C277C5446D4E9D00767A54B5AF30E3E9BCC61EFAAB03DF84D82FB1BF262F3F,20468,20514,1929,020B3B38251C6FA94AF20E528E41B99A1320F7CBEDE6DD3BE951CCC1DBD6D94E,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S14; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S14 slice; definition, radical criterion, ideal calculations, and all displays checked.; finding=The group-ring definition, complete-reducibility criterion, bilateral ideal generated by the group sum, nilpotence calculation, and scope of the converse are all faithfully represented; no repair was required.","The group-ring definition, complete-reducibility criterion, bilateral ideal generated by the group sum, nilpotence calculation, and scope of the converse are all faithfully represented; no repair was required."
BOOK_S15,21592,21639,3587,A43E44A38C07A4AE8130BDD20BD2934F1767E207A7400C448D20A6B51F1E7D12,20515,20559,3774,4A378E97564BDC89F5B74E210AB449F306F6A910C2CEB94574B006FC9F30337F,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S15; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S15 slice; theorem, proof, parenthetical qualification, character construction, and formulas checked.; finding=The h irreducible representations of an abelian group ring, cyclic-factor/root-of-unity count, principal-character module, coefficient equality, and E=(1/h) sum a_i formula are complete and semantically aligned; no repair was required.","The h irreducible representations of an abelian group ring, cyclic-factor/root-of-unity count, principal-character module, coefficient equality, and E=(1/h) sum a_i formula are complete and semantically aligned; no repair was required."
BOOK_S16,21640,21667,774,10DBC2FFCE7020D4C1805EC3C5DA0B2A70155F8C57A8B0768CD9F4DDC7529EA9,20560,20587,837,1BF214B2C515357219F8CCEC2051C8A4DA64D3C83877B7AD8B38EEDAD701E0FC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S16; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S16 slice; every displayed character identity and concluding statement checked.; finding=The e_i/Theta_i orthogonality relations, specialization to the principal component, and character-sum formula with values h and 0 are present and source-aligned; no repair was required.","The e_i/Theta_i orthogonality relations, specialization to the principal component, and character-sum formula with values h and 0 are present and source-aligned; no repair was required."
BOOK_S17,21668,21791,7542,5BD5FB78048B1AED062F963670A517A4556FD4AFD7B8AC456DCA661584A92376,20588,20708,7724,E8831E330CD0BBF9FB9B0C43C179E346C172909D36D3236C4C6B0C6BE514C61B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S17; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S17 slice; dual-group construction, both correspondence directions, proof, and final character relation checked.; finding=The character-group product and explicit isomorphism A-hat to A, invariant-domain/invariance-group definitions, two-part subgroup correspondence, dual reinterpretation, and sum over all characters are complete and semantically source-aligned; no repair was required.","The character-group product and explicit isomorphism A-hat to A, invariant-domain/invariance-group definitions, two-part subgroup correspondence, dual reinterpretation, and sum over all characters are complete and semantically source-aligned; no repair was required."
BOOK_S18,21792,21938,5519,D84013CB2CFB8C505455DE434FDCBD3E9FAD110766543A7AFE55A101A6165BE5,20709,20855,5641,F37BB059535A046C9554EAB2F091E6867C9EA014ED1D4784E567A4FFE8E25E89,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S18; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S18 slice; invariant-field setup, descent lemma, basis construction, and equations (1)-(3) checked.; finding=The inner-automorphism center observation, invariant submodule theorem, intersection preliminary result, completion of bases, coefficient comparison, and conclusion gamma z_i=z_i are all complete and source-aligned; no repair was required.","The inner-automorphism center observation, invariant submodule theorem, intersection preliminary result, completion of bases, coefficient comparison, and conclusion gamma z_i=z_i are all complete and source-aligned; no repair was required."
