unit_id,target_start_line,target_end_line,target_chars,target_utf8_bytes,target_sha256,target_document_sha256,target_root_tex,start_excerpt
BOOK_S26,22190,22245,3769,3804,A5E5BD9BEDB51ADD09AF8817F19B258100063B3D9E6B2203627A9DB8C55BFDD0,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 26. Multiplicación de las representaciones cruzadas}\label{multiplikation-der-verschraenkten-darstellungen}
BOOK_S27,22246,22406,9647,9727,526A239F2233908FCE84EB2CBBDECE4FD0BD78BB195F5E683A772788F01F0818,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 27. Representación de los $\mathfrak K_r$ como productos cruzados}
BOOK_S28,22407,22538,10421,10476,DABCD2125EBAF3060FF17E163A1935D8916461D3091731B6FD7938F54A7EB4A6,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 28. Teorema del producto para sistemas de factores}\label{produktsatz-fuer-faktorensysteme}
BOOK_S29,22539,22565,1782,1802,8C636F6BF3F13ABCC9DA7944A82FC6B0B2E5AD15A8F0885DE3AEEF70E0562AD6,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 29. Teorema del género principal en lo minimal}\label{hauptgeschlechtssatz-im-minimalen}
BOOK_S30,22566,22651,4767,4811,E00C5721C1D6FC6115CAD684C8C6716675C31BB3C71301FBBC7D404FF9A39401,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 30. Especialización a cuerpos de descomposición cíclicos}\label{spezialisierung-auf-zyklische-zerfaellungskoerper}
BOOK_S31,22652,22697,4349,4414,08515C44F7F5C7A732EB79978174069E180F6CD1C35D8ADA7AD5909AFF5E1FBC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{§ 31. Aplicaciones del caso especial cíclico}\label{anwendungen-des-zyklischen-spezialfalles}
POST45_MAIN,22698,22849,13706,13850,5C9882E7E055F1F81DF1F281A31C319A55A39AC8ACB9534678318857C1CDE7C9,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\subsection*{Condiciones necesarias y suficientes de multiplicidad para el teorema fundamental de Noether sobre las funciones algebraicas.}\label{notwendige-und
POST45_NOETHER_SUPPLEMENT,22850,22942,7469,7535,FC76AF4212F0DB58C199E5F762ECE51804A107F4BA373980D2B21E0B03B31CBB,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,"\subsection*{Suplemento, en colaboración con E. Noether\srcfn{13)}{La interpretación ideal-teórica se debe a E. Noether; la demostración subyacente de (5) y (6)"
BIBLIOGRAPHY,22943,22998,5654,5741,89B17EF6FF163909B8F7AA9446DE6FE75574188BEFD8B86C684630E68923A2DC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\begin{center}{\Large\bfseries Bibliografía}\end{center}
SHORT_NOTICES,22999,23018,1484,1503,1CD1CD4AA0B91476D7380CF3EFD413ED2553CDA422E50144265DF5EFD2369702,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\begin{center}{\Large\bfseries Lista de comunicaciones breves y reseñas bibliográficas de Emmy Noether}\end{center}
BOOK_REVIEWS,23019,23028,984,990,125F22CF971A4E399C080C8453978E42FFC291B6056B70C00C7B5FF9BD6B0DED,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\begin{center}\emph{Reseñas bibliográficas publicadas en los Jahresberichte der Deutschen Mathematiker-Vereinigung}\end{center}
BOOKS_WITH_NOETHER,23029,23037,622,628,BD68F2E2A1DCA6320DF283B923D53442D6A6E93B3E772FCB8DA4B4B474C8FECB,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex,\begin{center}\emph{Libros realizados con la colaboración de Emmy Noether}\end{center}
