entity_id,corpus_id,volume_id,kind,parent_id,source_number,source_page_id,physical_page,printed_page,source_span_id,fr_diplomatic_label,fr_corrected_label,en_label,authority_source_id,authority_sha256,status,decision_id,notes
ILL-CCD:LNM239:FM:TP:IMPRINT,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_imprint,ILL-CCD:LNM239:FM:TP,1971,illusie:I:pdf:p002-p018,3,I,ILL-SP-239-003-06,Springer-Verlag — Berlin · Heidelberg · New York 1971,Springer-Verlag — Berlin · Heidelberg · New York 1971,Springer-Verlag — Berlin · Heidelberg · New York 1971,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0002,
ILL-CCD:LNM239:FM:TP:DGM:p003:d01,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_device,ILL-CCD:LNM239:FM:TP,d01,illusie:I:pdf:p002-p018,3,I,ILL-SP-239-003-07,Emblème Springer,Emblème Springer,Springer device,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-NORM-20260804-0002,Native TeX reconstruction; non-mathematical.
ILL-CCD:LNM239:FM:TP:OVR,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,holding_copy_overlay,ILL-CCD:LNM239:FM:TP,copy-specific,illusie:I:pdf:p002-p018,3,I,ILL-SP-239-003-08,Annotations non auctoriales,Annotations non auctoriales,Non-authorial holding-copy overlays,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified_source_only,ILL-NORM-20260804-0002,"£3.19; 61 0075552 9; barcode bars; TELEPEN. Bound as evidence and omitted from both editions."
ILL-CCD:LNM239:FM:CP,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,copyright_page,ILL-CCD:LNM239:FM:FRONT,II,illusie:I:pdf:p002-p018,4,II,ILL-SP-239-004-01,Page de copyright,Page de copyright,Copyright page,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0003,Language-neutral root for physical p.4.
ILL-CCD:LNM239:FM:CP:AMS,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,subject_classification,ILL-CCD:LNM239:FM:CP,1970,illusie:I:pdf:p002-p018,4,II,ILL-SP-239-004-02,"13 D 10; 14 F 10; 14 F 20; 18 G 10; 18 G 30; 18 H 20; 57 D 20","13 D 10; 14 F 10; 14 F 20; 18 G 10; 18 G 30; 18 H 20; 57 D 20","13 D 10; 14 F 10; 14 F 20; 18 G 10; 18 G 30; 18 H 20; 57 D 20",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0003,AMS Subject Classifications 1970.
ILL-CCD:LNM239:FM:CP:ISBN,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,isbn_statement,ILL-CCD:LNM239:FM:CP,ISBN,illusie:I:pdf:p002-p018,4,II,ILL-SP-239-004-03,3-540-05686-6; 0-387-05686-6,3-540-05686-6; 0-387-05686-6,3-540-05686-6; 0-387-05686-6,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0003,
ILL-CCD:LNM239:FM:CP:LEGAL,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,copyright_notice,ILL-CCD:LNM239:FM:CP,§54,illusie:I:pdf:p002-p018,4,II,ILL-SP-239-004-04,Notice de copyright,Notice de copyright,Copyright notice,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0003,Publisher text is already English and remains identity pass-through.
ILL-CCD:LNM239:FM:CP:IMPRINT,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publisher_imprint,ILL-CCD:LNM239:FM:CP,1971,illusie:I:pdf:p002-p018,4,II,ILL-SP-239-004-05,Springer-Verlag 1971,Springer-Verlag 1971,Springer-Verlag 1971,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0003,Includes Library of Congress card number 79-182233 and Printed in Germany.
ILL-CCD:LNM239:FM:CP:PRINTER,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,printer_credit,ILL-CCD:LNM239:FM:CP,Offsetdruck,illusie:I:pdf:p002-p018,4,II,ILL-SP-239-004-06,"Julius Beltz, Hemsbach/Bergstr.","Julius Beltz, Hemsbach/Bergstr.","Julius Beltz, Hemsbach/Bergstr.",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0003,
ILL-CCD:LNM239:FM:CP:OVR,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,holding_copy_overlay,ILL-CCD:LNM239:FM:CP,copy-specific,illusie:I:pdf:p002-p018,4,II,ILL-SP-239-004-07,Matériel de bibliothèque non auctorial,Matériel de bibliothèque non auctorial,Non-authorial library material,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified_source_only,ILL-NORM-20260804-0003,Bookplate crest accession marks stamps and handwriting omitted from both editions.
ILL-CCD:LNM239:FM:DED,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,dedication_page,ILL-CCD:LNM239:FM:FRONT,III,illusie:I:pdf:p002-p018,5,III,ILL-SP-239-005-01,Dédicace,Dédicace,Dedication,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0004,Language-neutral page unit.
ILL-CCD:LNM239:FM:DED:TEXT,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,dedication,ILL-CCD:LNM239:FM:DED,A MES PARENTS,illusie:I:pdf:p002-p018,5,III,ILL-SP-239-005-02,A MES PARENTS,A MES PARENTS,TO MY PARENTS,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0006,Printed unaccented capital A is preserved in both French source layers.
ILL-CCD:LNM239:FM:IV,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,blank_preliminary_page,ILL-CCD:LNM239:FM:FRONT,IV,illusie:I:pdf:p002-p018,6,IV,ILL-SP-239-006-01,Page blanche préliminaire,Page blanche préliminaire,Blank preliminary page,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-NORM-20260804-0005,Reader page is intentionally blank to preserve the underlying leaf and pagination.
ILL-CCD:LNM239:FM:IV:IA,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,digitization_insert,ILL-CCD:LNM239:FM:IV,2024,illusie:I:pdf:p002-p018,6,IV,ILL-SP-239-006-02,Encart de numérisation Internet Archive,Encart de numérisation Internet Archive,Internet Archive digitization insert,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified_source_only,ILL-NORM-20260804-0005,Repository workflow material is preserved only in authority evidence and excluded from both editions.
ILL-CCD:LNM239:FM:TOC,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,table_of_contents,ILL-CCD:LNM239:FM:FRONT,V–VII,illusie:I:pdf:p002-p018,7-9,V–VII,ILL-SP-239-007-01,Table des matières,Table des matières,Table of contents,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0006,Complete 72-unit volume outline is in outline.csv.
ILL-CCD:LNM239:FM:TOC:V,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,table_of_contents_page,ILL-CCD:LNM239:FM:TOC,V,illusie:I:pdf:p002-p018,7,V,ILL-SP-239-007-01,Table des matières — page V,Table des matières — page V,Table of contents — page V,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0006,Introduction through Chapter I section 4.3.
ILL-CCD:LNM239:FM:TOC:VI,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,table_of_contents_page,ILL-CCD:LNM239:FM:TOC,VI,illusie:I:pdf:p002-p018,8,VI,ILL-SP-239-008-01,Table des matières — page VI,Table des matières — page VI,Table of contents — page VI,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0006,Chapters II and III.
ILL-CCD:LNM239:FM:TOC:VII,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,table_of_contents_page,ILL-CCD:LNM239:FM:TOC,VII,illusie:I:pdf:p002-p018,9,VII,ILL-SP-239-009-01,Table des matières — page VII,Table des matières — page VII,Table of contents — page VII,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0006,Chapters IV and V bibliography and indexes.
ILL-CCD:LNM239:FM:VIII,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,blank_preliminary_page,ILL-CCD:LNM239:FM:FRONT,VIII,illusie:I:pdf:p002-p018,10,VIII,ILL-SP-239-010-01,Page blanche préliminaire,Page blanche préliminaire,Blank preliminary page,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-NORM-20260804-0007,Reverse-side bleed-through is source-carrier evidence and not page text.
ILL-CCD:LNM239:INTRO,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,introduction,ILL-CCD:LNM239:VOL,Introduction,illusie:I:pdf:p002-p018,11-15,IX-XIII,ILL-SP-239-011-01,Introduction,Introduction,Introduction,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0012,Stable outline ID reused; physical pp.11-15 are directly verified and the Introduction is complete.
ILL-CCD:LNM239:INTRO:p011,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,introduction_page,ILL-CCD:LNM239:INTRO,IX,illusie:I:pdf:p002-p018,11,IX,ILL-SP-239-011-01,Introduction — page IX,Introduction — page IX,Introduction — page IX,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0008,First introduction page.
ILL-CCD:LNM239:INTRO:p011:p1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p011,1,illusie:I:pdf:p002-p018,11,IX,ILL-SP-239-011-02,Objet du travail et applications aux groupes de Barsotti-Tate,Objet du travail et applications aux groupes de Barsotti-Tate,Purpose of the work and applications to Barsotti-Tate groups,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0010,Includes André Quillen Grothendieck and Messing references.
ILL-CCD:LNM239:INTRO:p011:p2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p011,2,illusie:I:pdf:p002-p018,11,IX,ILL-SP-239-011-03,Annonce du contenu des chapitres,Annonce du contenu des chapitres,Announcement of the chapter overview,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0010,Short transition paragraph.
ILL-CCD:LNM239:INTRO:p011:p3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p011,3,illusie:I:pdf:p002-p018,11,IX,ILL-SP-239-011-04,Résumé du chapitre I,Résumé du chapitre I,Overview of Chapter I,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0010,Includes Whitehead Verdier and Quillen references and inline notation.
ILL-CCD:LNM239:INTRO:p011:n1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_note,ILL-CCD:LNM239:INTRO:p011,1,illusie:I:pdf:p002-p018,11,IX,ILL-SP-239-011-05,Référence à A. Grothendieck,Référence à A. Grothendieck,A. Grothendieck reference,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0010,Cristaux et modules de Dieudonné and Collège de France courses.
ILL-CCD:LNM239:INTRO:p011:n2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_note,ILL-CCD:LNM239:INTRO:p011,2,illusie:I:pdf:p002-p018,11,IX,ILL-SP-239-011-06,Référence à W. Messing,Référence à W. Messing,W. Messing reference,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0010,Princeton thesis listed as forthcoming.
ILL-CCD:LNM239:INTRO:p012,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,introduction_page,ILL-CCD:LNM239:INTRO,X,illusie:I:pdf:p002-p018,12,X,ILL-SP-239-012-01,Introduction — page X,Introduction — page X,Introduction — page X,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0009,Second introduction page.
ILL-CCD:LNM239:INTRO:p012:p1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p012,1,illusie:I:pdf:p002-p018,12,X,ILL-SP-239-012-02,Résumé du chapitre II et triangle de transitivité,Résumé du chapitre II et triangle de transitivité,Overview of Chapter II and the transitivity triangle,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0011,Includes the cotangent complex functoriality base change and citation locator [25] 5.1.
ILL-CCD:LNM239:INTRO:p012:d1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,diagram,ILL-CCD:LNM239:INTRO:p012:p1,unnumbered,illusie:I:pdf:p002-p018,12,X,ILL-SP-239-012-03,Triangle de transitivité,Triangle de transitivité,Transitivity triangle,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0009,Native TikZ reconstruction with the three source nodes and cyclic arrows.
ILL-CCD:LNM239:INTRO:p012:p2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p012,2,illusie:I:pdf:p002-p018,12,X,ILL-SP-239-012-04,Résumé du chapitre III,Résumé du chapitre III,Overview of Chapter III,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0011,Includes hyper-Ext truncation deformation obstruction and citations [17] and [16].
ILL-CCD:LNM239:INTRO:p012:p3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p012,3,illusie:I:pdf:p002-p018,12-13,X-XI,ILL-SP-239-012-05,Résumé des chapitres IV et V,Résumé des chapitres IV et V,Overview of Chapters IV and V,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0012,Paragraph spans physical pp.12-13; p.13 carrier child closes the paragraph; both source spacing defects remain independently logged.
ILL-CCD:LNM239:INTRO:p013,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,introduction_page,ILL-CCD:LNM239:INTRO,XI,illusie:I:pdf:p002-p018,13,XI,ILL-SP-239-013-01,Introduction — page XI,Introduction — page XI,Introduction — page XI,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0010,Third introduction page.
ILL-CCD:LNM239:INTRO:p013:p1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph_continuation_fragment,ILL-CCD:LNM239:INTRO:p012:p3,3-cont,illusie:I:pdf:p002-p018,13,XI,ILL-SP-239-013-02,Fin du résumé des chapitres IV et V,Fin du résumé des chapitres IV et V,Conclusion of the overview of Chapters IV and V,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0012,Physical carrier child of the paragraph beginning on p.12; it is not a competing paragraph identity.
ILL-CCD:LNM239:INTRO:p013:p2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p013,2,illusie:I:pdf:p002-p018,13,XI,ILL-SP-239-013-03,Résumé du chapitre VI,Résumé du chapitre VI,Overview of Chapter VI,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0012,Includes SGA 4 and SGA 7 locators and note calls 3 and 4.
ILL-CCD:LNM239:INTRO:p013:p3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p013,3,illusie:I:pdf:p002-p018,13-14,XI-XII,ILL-SP-239-013-04,Résumé du chapitre VII,Résumé du chapitre VII,Overview of Chapter VII,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0013,Paragraph spans physical pp.13-14; the p.14 carrier child closes it.
ILL-CCD:LNM239:INTRO:p014,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,introduction_page,ILL-CCD:LNM239:INTRO,XII,illusie:I:pdf:p002-p018,14,XII,ILL-SP-239-014-01,Introduction — page XII,Introduction — page XII,Introduction — page XII,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0011,Fourth introduction page.
ILL-CCD:LNM239:INTRO:p014:p1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph_continuation_fragment,ILL-CCD:LNM239:INTRO:p013:p3,3-cont,illusie:I:pdf:p002-p018,14,XII,ILL-SP-239-014-02,Fin du résumé du chapitre VII,Fin du résumé du chapitre VII,Conclusion of the overview of Chapter VII,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0013,Physical carrier child of the paragraph beginning on p.13; it is not a competing paragraph identity.
ILL-CCD:LNM239:INTRO:p014:p2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p014,2,illusie:I:pdf:p002-p018,14,XII,ILL-SP-239-014-03,Résumé du chapitre VIII,Résumé du chapitre VIII,Overview of Chapter VIII,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0013,Formal groupoid cohomology local complete intersections and de Rham/crystalline relations.
ILL-CCD:LNM239:INTRO:p014:p3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:INTRO:p014,3,illusie:I:pdf:p002-p018,14,XII,ILL-SP-239-014-04,Résumés des chapitres I à V aux Comptes-Rendus,Résumés des chapitres I à V aux Comptes-Rendus,Summaries of Chapters I through V in the Comptes Rendus,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0013,Calls note 9 and the double-star consultation note.
ILL-CCD:LNM239:INTRO:p014:n6,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_note,ILL-CCD:LNM239:INTRO:p014:p1,6,illusie:I:pdf:p002-p018,14,XII,ILL-SP-239-014-05,Référence aux lettres de Grothendieck,Référence aux lettres de Grothendieck,Grothendieck letters reference,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0013,Letters to Giraud and Illusie with exact printed dates.
ILL-CCD:LNM239:INTRO:p014:n7,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_note,ILL-CCD:LNM239:INTRO:p014:p1,7,illusie:I:pdf:p002-p018,14,XII,ILL-SP-239-014-06,Référence à Mazur et Roberts,Référence à Mazur et Roberts,Mazur and Roberts reference,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0013,Local Euler Characteristics Inventiones 9 pages 201-234.
ILL-CCD:LNM239:INTRO:p014:n8,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_note,ILL-CCD:LNM239:INTRO:p014:p2,8,illusie:I:pdf:p002-p018,14,XII,ILL-SP-239-014-07,Référence à P. Berthelot,Référence à P. Berthelot,P. Berthelot reference,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0013,Thesis listed as forthcoming.
ILL-CCD:LNM239:INTRO:p014:n9,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_note,ILL-CCD:LNM239:INTRO:p014:p3,9,illusie:I:pdf:p002-p018,14,XII,ILL-SP-239-014-08,Références aux quatre Notes de L. Illusie,Références aux quatre Notes de L. Illusie,L. Illusie's four Comptes Rendus notes,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0013,Two titles with two page ranges each in volume 268.
ILL-CCD:LNM239:INTRO:p014:nss,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,consultation_note,ILL-CCD:LNM239:INTRO:p014:p3,**,illusie:I:pdf:p002-p018,14,XII,ILL-SP-239-014-09,Note sur le résumé multigraphié d'Orsay,Note sur le résumé multigraphié d'Orsay,Note on the Orsay mimeographed summary,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0013,The summary is recorded only in the form printed here; no later identity is invented.
ILL-CCD:LNM239:INTRO:p015,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,introduction_page,ILL-CCD:LNM239:INTRO,XIII,illusie:I:pdf:p002-p018,15,XIII,ILL-SP-239-015-01,Introduction — page XIII,Introduction — page XIII,Introduction — page XIII,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0012,Fifth and terminal Introduction page.
ILL-CCD:LNM239:INTRO:p015:p1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,acknowledgement_paragraph,ILL-CCD:LNM239:INTRO:p015,1,illusie:I:pdf:p002-p018,15,XIII,ILL-SP-239-015-02,Remerciements aux conseillers et au séminaire,Remerciements aux conseillers et au séminaire,Acknowledgements to advisers and seminar participants,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0014,"Acknowledges Grothendieck, Deligne, Breen, Quillen, Verdier, and the M. I. T. seminar participants."
ILL-CCD:LNM239:INTRO:p015:p2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,acknowledgement_paragraph,ILL-CCD:LNM239:INTRO:p015,2,illusie:I:pdf:p002-p018,15,XIII,ILL-SP-239-015-03,Remerciements au Jury de thèse,Remerciements au Jury de thèse,Acknowledgements to the thesis committee,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0014,"Acknowledges Cartan, Serre, and Demazure with the roles printed in the source."
ILL-CCD:LNM239:INTRO:p015:p3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,acknowledgement_paragraph,ILL-CCD:LNM239:INTRO:p015,3,illusie:I:pdf:p002-p018,15,XIII,ILL-SP-239-015-04,Remerciement à Madame Michon,Remerciement à Madame Michon,Acknowledgement to Madame Michon,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0014,Manuscript-preparation acknowledgement.
ILL-CCD:LNM239:FM:XIV,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,blank_preliminary_page,ILL-CCD:LNM239:VOL,XIV,illusie:I:pdf:p002-p018,16,XIV,ILL-SP-239-016-01,Page préliminaire blanche XIV,Page préliminaire blanche XIV,Blank preliminary page XIV,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0013,Direct authority shows no page numeral or text; paper tone bleed-through and a scan speck are carrier artifacts.
ILL-CCD:LNM239:INTRO:p013:ns,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,publication_note,ILL-CCD:LNM239:INTRO:p013:p2,*,illusie:I:pdf:p002-p018,13,XI,ILL-SP-239-013-05,Note sur la publication des chapitres VI à VIII,Note sur la publication des chapitres VI à VIII,Publication note for Chapters VI through VIII,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0012,Historical announcement of the second volume; linked to the bounded LNM 283 volume target.
ILL-CCD:LNM239:INTRO:p013:n3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_note,ILL-CCD:LNM239:INTRO:p013:p2,3,illusie:I:pdf:p002-p018,13,XI,ILL-SP-239-013-06,Référence à S. Mac-Lane,Référence à S. Mac-Lane,S. Mac-Lane reference,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0012,Explicit 1956 Louvain reference with page range 55-80.
ILL-CCD:LNM239:INTRO:p013:n4,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_note,ILL-CCD:LNM239:INTRO:p013:p2,4,illusie:I:pdf:p002-p018,13,XI,ILL-SP-239-013-07,Référence à L. Breen,Référence à L. Breen,L. Breen reference,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0012,Work in preparation; no later bibliographic identity is invented.
ILL-CCD:LNM239:INTRO:p013:n5,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,author_note,ILL-CCD:LNM239:INTRO:p013:p3,5,illusie:I:pdf:p002-p018,13,XI,ILL-SP-239-013-08,Référence à M. F. Atiyah,Référence à M. F. Atiyah,M. F. Atiyah reference,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0012,Explicit Mexico Symposium 1958 reference.
ILL-CCD:LNM239:FM:XV,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,preliminary_page,ILL-CCD:LNM239:VOL,XV,illusie:I:pdf:p002-p018,17,XV,ILL-SP-239-017-01,Page préliminaire XV,Page préliminaire XV,Preliminary page XV,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0014,"Prerequisites, chapter guide, and standard conventions."
