review_sequence,occurrence_id,term_id,concept,language,source_candidate_sense_ids,surface_query,normalization_group,logical_source_id,record_id,source_sha256,license_status,locator_path,line_number,quote,quote_sha256,source_domain,source_evidence_tier,row_review_decision,support_sense_ids,held_candidate_sense_ids,adverse_targets,support_event_count,adverse_event_count,hold_event_count,review_events_json,reason_code,review_note,evidence_context_class,evidence_family_ids,family_roles,preexisting_review_refs,deduplication_status,review_report,review_report_sha256,review_authority,promotion_status,human_observation_count,pilot_claim
28,OCC-73A947AF2651DA1A,T57,right,pt,T57-S1 | T57-S2,direita,T57:pt:direita,WIKI-pt-616487-72002999,WIKIHTML-PT-616487-72002999,617BB2A637B1825FD72E43A97AF276FD07F7D54DE85991FD2FC6001E545F693F,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-616487-72002999.txt,268,-módulo à direita,8FC509BBD50054A6F768ED8AC4F22CFF2D18461EBED62809F6E9DC1FD4F1B7F4,module_theory,mechanical_context_candidate,accepted_sense_match,T57-S1,,,1,0,0,"[{""event_id"":""REV-OCC-73A947AF2651DA1A-SUPPORT-T57-S1"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_MODULE_LABEL"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_MODULE_LABEL,the surrounding definition identifies a right module.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
29,OCC-B9379584C8875EAB,T57,right,gl,T57-S1 | T57-S2,dereita,T57:gl:dereita,WIKI-gl-167091-7442913,WIKIHTML-GL-167091-7442913,28C3F8ABDB18EA7B77A8B611E3169A2B4AE4FE09037FD1272E9C06217ABE6307,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-167091-7442913.txt,1063,"contén unha proposición, mentres que a columna da dereita contén unha breve explicación de como a proposición correspondente na columna da …",E879159A4732DBFD7423D1D01EE8A2659C5050B0BB6EFA21252DFFCA937E71CE,proof_register,mechanical_context_candidate,accepted_sense_match,T57-S2,,T57-S1,1,1,0,"[{""event_id"":""REV-OCC-B9379584C8875EAB-SUPPORT-T57-S2"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S2"",""target"":""T57-S2"",""reason_code"":""RIGHT_COLUMN_POSITION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-B9379584C8875EAB-ADVERSE-T57-S1"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_COLUMN_POSITION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_COLUMN_POSITION,`columna da dereita` is the right-hand explanatory column.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
30,OCC-67D5FF34CAC908C5,T57,right,gl,T57-S1 | T57-S2,dereita,T57:gl:dereita,WIKI-gl-169282-7404099,WIKIHTML-GL-169282-7404099,D7EFD0780ABE7DAA443CCE280D946E0B5B19EAD4BFB770B89197D4AB30718C5B,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-169282-7404099.txt,625,grupo e as arestas corresponden á multiplicación pola dereita do grupo.,BEEA1AC93E5BCB914BD97FBDE52B38B743993987AE732F54E6B02A59836403AA,group_theory,mechanical_context_candidate,accepted_sense_match,T57-S1,,,1,0,0,"[{""event_id"":""REV-OCC-67D5FF34CAC908C5-SUPPORT-T57-S1"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_GROUP_MULTIPLICATION_PARALLEL"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_GROUP_MULTIPLICATION_PARALLEL,edges correspond to multiplication on the right in the group.,running_body_semantic_match_internal,FAM-T57-PT-GL-CAYLEY-PARALLEL,galician_parallel,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
31,OCC-3F84F261FBCF80AA,T57,right,gl,T57-S1 | T57-S2,dereita,T57:gl:dereita,WIKI-gl-209642-6945035,WIKIHTML-GL-209642-6945035,639F9C1386FDC1626745B699311EE87DCE516D423567DC8FF13AAA2B6FC75338,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209642-6945035.txt,845,"esquerda é ideal (bilátero) e todo ideal pola dereita é tamén ideal (bilátero). Así pois, só hai que estudar os ideais …",A7BE67970BF841C1B6B466E12F313CA091421B6FC49EC3A99D97497612E0DFB4,field_theory,mechanical_context_candidate,accepted_sense_match,T57-S1,,,1,0,0,"[{""event_id"":""REV-OCC-3F84F261FBCF80AA-SUPPORT-T57-S1"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_IDEAL_SIDE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_IDEAL_SIDE,the sentence explicitly compares right ideals with two-sided ideals.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
32,OCC-F94E815F59E44F35,T57,right,it,T57-S1 | T57-S2,destra,T57:it:destra,TRANSFER-hexwell_university_notes/it/algebra/forigo/algebra.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,TRANSFER-0021,A1DB1D48D3C1A5AAE7426E8218D7EDB93A49CDD7297F61A861EDA292CEFD829E,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,280,"(o totale a sinistra, duale della totalità a destra (suriettività)) se associa ad ogni elemento di $A$ almeno un elemento di …",26BDFE991DEBE583D5A16BAE107E26CB4153DE052BDE4F9836731D93D8CA122A,abstract_algebra,mechanical_context_candidate,rejected_adverse,,,T57-S1 | T57-form-admission,0,2,0,"[{""event_id"":""REV-OCC-F94E815F59E44F35-ADVERSE-T57-S1"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_TOTAL_RELATION_NOT_ACTION_SIDE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-F94E815F59E44F35-ADVERSE-T57-form-admission"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":"""",""target"":""T57-form-admission"",""reason_code"":""RIGHT_TOTAL_RELATION_NOT_ACTION_SIDE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_TOTAL_RELATION_NOT_ACTION_SIDE,"`totalità a destra` names the surjectivity-side property of a relation, a technical sense absent from T57.",wrong_sense_running_body,FAM-T57-T58-IT-RELATION-TOTALITY-DUAL,right_total_relation,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
33,OCC-EA9A502BC472ECCD,T57,right,it,T57-S1 | T57-S2,destra,T57:it:destra,TRANSFER-hexwell_university_notes/it/analisi1/analisi.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,TRANSFER-0022,8186F77B0B0B05762CFF120E0292BEE283439B63EF2CC666F8B6539670B4A829,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,385,\subsection{Intervallo semi-aperto a destra di estremi $a$ e $b$},E4E0281418BDAB4CE3F905AE4AA60B05C6726D7BA5764DFAE162E0640619E825,analysis,mechanical_context_candidate,accepted_sense_match,T57-S2,,T57-S1,1,1,0,"[{""event_id"":""REV-OCC-EA9A502BC472ECCD-SUPPORT-T57-S2"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S2"",""target"":""T57-S2"",""reason_code"":""RIGHT_SEMIOPEN_INTERVAL"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-EA9A502BC472ECCD-ADVERSE-T57-S1"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_SEMIOPEN_INTERVAL"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_SEMIOPEN_INTERVAL,the interval is semi-open on the right.,running_body_semantic_match_internal,FAM-T57-T58-IT-SEMIOPEN-DUAL,right_semiopen_heading,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
34,OCC-3A448D165A56F077,T57,right,it,T57-S1 | T57-S2,destra,T57:it:destra,WIKI-it-63266-146300127,WIKIHTML-IT-63266-146300127,E591880DF409832715E0F38F54C64C707FA32391DCB309B9FFDBBE6CD715A898,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\it\WIKIHTML-63266-146300127.txt,223,sono scritti a destra degli elementi di,B814AE53A3AE22F02088B8485EBAE0E0A772FED5000EEE277121D2E72FAC2AD7,module_theory,mechanical_context_candidate,accepted_sense_match,T57-S1,,,1,0,0,"[{""event_id"":""REV-OCC-3A448D165A56F077-SUPPORT-T57-S1"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""RIGHT_SCALAR_PLACEMENT_AND_ACTION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RIGHT_SCALAR_PLACEMENT_AND_ACTION,scalars are written on the right of module elements in the explicit right-module discussion.,running_body_semantic_match_internal,FAM-T57-T58-IT-BIMODULE-SHARED,right_context,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
35,OCC-44BE84B2FA05EBE8,T57,right,ro,T57-S1 | T57-S2,dreapta,T57:ro:dreapta,WIKI-ro-2398153-17567738,WIKIHTML-RO-2398153-17567738,7EA192CF87FA81183609981BF8355DFB8959286D9FB95B0D3DF535B071B2FB1B,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-2398153-17567738.txt,1443,"simetrie”. Aceste elemente pot fi un punct, o dreaptă sau un plan în raport cu care se efectuează operația de simetrie. …",E2FA4B2FEE0F2E6935D16E618D53D515F178A4510633EFDFE42D42DBF2789F98,group_theory,mechanical_context_candidate,rejected_adverse,,,T57-form-admission,0,1,0,"[{""event_id"":""REV-OCC-44BE84B2FA05EBE8-ADVERSE-T57-form-admission"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":"""",""target"":""T57-form-admission"",""reason_code"":""GEOMETRIC_LINE_HOMOGRAPH"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",GEOMETRIC_LINE_HOMOGRAPH,`o dreaptă` is a geometric line serving as a symmetry locus.,wrong_sense_running_body,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
36,OCC-278E8BA674E87D7A,T57,right,rm,T57-S1 | T57-S2,dretg,T57:rm:dretg,CURATED-RM-RG-GRCH-AP1G-2021-M1,CURATED-RM-RG-GRCH-AP1G-2021-M1,388B920FC0B3D4D2B55F5157FB85ADE4A3F3B2032A9CB9D16FE1065F99B86ABE,unresolved_no_explicit_reuse_grant,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_curated\rm-rg\gr_ch_AP1G_2021\AP21_1G_M1_RG.txt,198,4) In currider d'orientaziun sa mova mintgamai a dretg ora sin trais tschancuns:,67E636716070679A62D609EDE9897B6AF6A9ED90BA0A4F5B2BD1ABFE3A467C8B,mathematics_education,mechanical_context_candidate,accepted_sense_match,T57-S2,,T57-S1,1,1,0,"[{""event_id"":""REV-OCC-278E8BA674E87D7A-SUPPORT-T57-S2"",""event_type"":""support"",""term_id"":""T57"",""sense_id"":""T57-S2"",""target"":""T57-S2"",""reason_code"":""STRAIGHT_DIRECTION_DUAL_JUDGMENT"",""counting_status"":""dedupe_only_preexisting"",""preexisting_review_ref"":""RMJ-003""},{""event_id"":""REV-OCC-278E8BA674E87D7A-ADVERSE-T57-S1"",""event_type"":""adverse"",""term_id"":""T57"",""sense_id"":""T57-S1"",""target"":""T57-S1"",""reason_code"":""STRAIGHT_DIRECTION_DUAL_JUDGMENT"",""counting_status"":""dedupe_only_preexisting"",""preexisting_review_ref"":""RMJ-002""}]",STRAIGHT_DIRECTION_DUAL_JUDGMENT,`a dretg ora` means straight ahead. This exactly agrees with existing judgments RMJ-002 (reject/adverse T57-S1) and RMJ-003 (accept T57-S2); integrate by occurrence ID without creating a second witness.,preexisting_review_cross_reference_dedupe_only,PREEXISTING-RM-T57-DUAL-JUDGMENT,dedupe_only_cross_reference,RMJ-002 | RMJ-003,preexisting_dual_judgment_reference_only_no_new_evidence,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
37,OCC-CE524CB088A6C7B5,T58,left,es,T58-S1 | T58-S2,izquierda,T58:es:izquierda,TRANSFER-1312.6798v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_1312_6798v1/1312.6798v1_uqc.tex,TRANSFER-0025,0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_1312_6798v1\1312.6798v1_uqc.tex,78,anillo noetheriano y $M$ un m\'{o}dulo (por la izquierda o,29B389BAA8D82021E24C643C37BEFD9DA1E5E9AB597E422D7A45499F96EF028E,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T58-S1,,,1,0,0,"[{""event_id"":""REV-OCC-CE524CB088A6C7B5-SUPPORT-T58-S1"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_MODULE_SIDE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_MODULE_SIDE,`módulo (por la izquierda o por la derecha)` explicitly assigns the scalar-action side.,running_body_semantic_match_internal,FAM-T57-T58-ES-MODULE-SIDE-SHARED,left_term_same_phrase,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
38,OCC-46D82BDC8791E698,T58,left,es,T58-S1 | T58-S2,izquierda,T58:es:izquierda,TRANSFER-2209.02110v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2209_02110v1/2209.02110v1_monoides.tex,TRANSFER-0026,DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2209_02110v1\2209.02110v1_monoides.tex,468,"el funtor $Ens_{Q}\to Ens $ tiene una adjunta izquierda. En particular, si S y T son Q-conjuntos, entonces Q actúa en …",7843F1686F9F2499A73370DD6D53E9CF31B04554BBB1A911D4E1B94C5DBAF18B,mathematics_mixed,mechanical_context_candidate,rejected_adverse,,,T58-S1 | T58-form-admission,0,2,0,"[{""event_id"":""REV-OCC-46D82BDC8791E698-ADVERSE-T58-S1"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_ADJOINT_NOT_LEFT_ACTION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-46D82BDC8791E698-ADVERSE-T58-form-admission"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":"""",""target"":""T58-form-admission"",""reason_code"":""LEFT_ADJOINT_NOT_LEFT_ACTION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_ADJOINT_NOT_LEFT_ACTION,"`adjunta izquierda` is a left adjoint, not an action side or ordinary left direction.",wrong_sense_running_body,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
39,OCC-EFE180E652EBC54E,T58,left,es,T58-S1 | T58-S2,izquierda,T58:es:izquierda,TRANSFER-2307.03598v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2307_03598v1/2307.03598v1_Paper_D-modulos_CNMXXII.tex,TRANSFER-0027,7CB92E7F60B1657B88128CDAF1166DC71BC39C2919F392981DF454661E28FF20,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2307_03598v1\2307.03598v1_Paper_D-modulos_CNMXXII.tex,379,que distinguir entre la categor�a de $D(n)$-m�dulos a izquierda y a derecha. Para efectos de las definiciones que se dar�n en …,24D5FFA01A59733C35240F4CCD2AD5285345DD5A184CA5C620BC6D39F97FC6C6,module_theory,mechanical_context_candidate,accepted_sense_match,T58-S1,,,1,0,0,"[{""event_id"":""REV-OCC-EFE180E652EBC54E-SUPPORT-T58-S1"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_D_MODULE_CATEGORY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_D_MODULE_CATEGORY,the text distinguishes left and right D(n)-module categories.,running_body_semantic_match_internal,FAM-T57-T58-ES-DMODULE-SHARED,left_term_same_line,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
40,OCC-FE6B2B1215338C43,T58,left,fr,T58-S1 | T58-S2,gauche,T58:fr:gauche,TRANSFER-0911.2903v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex,TRANSFER-0001,73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex,1049,comporte le coefficient $g_{ij}$ dans son coin inf\'erieur gauche.,942A77BF6616FC4D0D315C0E71D7AAF596DFB6722404621E69B48A7575CB3DD8,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T58-S2,,T58-S1,1,1,0,"[{""event_id"":""REV-OCC-FE6B2B1215338C43-SUPPORT-T58-S2"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S2"",""target"":""T58-S2"",""reason_code"":""LOWER_LEFT_MATRIX_CORNER"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-FE6B2B1215338C43-ADVERSE-T58-S1"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LOWER_LEFT_MATRIX_CORNER"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LOWER_LEFT_MATRIX_CORNER,`coin inférieur gauche` is the lower-left matrix corner.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
41,OCC-436D687BA4AA821D,T58,left,fr,T58-S1 | T58-S2,gauche,T58:fr:gauche,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre2.tex,TRANSFER-0007,F94DCBA4304BABE70B5AD846902B1FBC8927025CF7E74E91C774AD62157F67AD,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre2.tex,21,$\Gamma$ est un groupe fini qui agit (à gauche) sur $\g \otimes S$ par $k$-automorphismes (d'algèbre de Lie).,17665D0F87396AAFA4172F11E0C61D4AA311D24B50AFC71713D206ADBE41BF44,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T58-S1,,,1,0,0,"[{""event_id"":""REV-OCC-436D687BA4AA821D-SUPPORT-T58-S1"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_GROUP_ACTION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_GROUP_ACTION,the finite group explicitly acts on the left.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
42,OCC-E752384B132C223A,T58,left,fr,T58-S1 | T58-S2,gauche,T58:fr:gauche,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre3.tex,TRANSFER-0008,1F95C04BE1959DDAEC3AF3566D9F39D38B815C88FCFBA1BDCA0BBCDE5D88D63E,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre3.tex,296,\Q_\Q$ obtenu comme l'image de la multiplication à gauche des éléments de $\Q \oplus \Q$ (placés en colonnes) par la matrice …,E57A0275AFA1534260B1E0B0D7154A24B206CD80B15D7CA582AA65E57135ED29,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T58-S1,,,1,0,0,"[{""event_id"":""REV-OCC-E752384B132C223A-SUPPORT-T58-S1"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_MATRIX_MULTIPLICATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_MATRIX_MULTIPLICATION,column vectors are multiplied on the left by the displayed matrix.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
43,OCC-54CF9AF0D281BB33,T58,left,pt,T58-S1 | T58-S2,esquerdo,T58:pt:esquerdo,WIKI-pt-193830-71904594,WIKIHTML-PT-193830-71904594,681C1360B30519250BF7E45563DEB80F345FD7145DCAF36ECAEF89C00712C5D0,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-193830-71904594.txt,1177,"óbvios. A operação de reflexão troca o lado esquerdo com o direito, como se cada ponto tivesse percorrido perpendicularmente o plano …",6174669FF1A20B7560F40549CF14AB5886C87B85964DF68F4FA69C2074315907,group_theory,mechanical_context_candidate,accepted_sense_match,T58-S2,,T58-S1,1,1,0,"[{""event_id"":""REV-OCC-54CF9AF0D281BB33-SUPPORT-T58-S2"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S2"",""target"":""T58-S2"",""reason_code"":""LEFT_RIGHT_REFLECTION_DIRECTION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-54CF9AF0D281BB33-ADVERSE-T58-S1"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_RIGHT_REFLECTION_DIRECTION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_RIGHT_REFLECTION_DIRECTION,reflection swaps the left side with the right side.,running_body_semantic_match_internal,FAM-PT-GROUP-ARTICLE-SHARED-DOCUMENT,T58_context,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
