probe_id,platform,target_language_or_access_target,query,source_url,http_status,result_count,local_metadata_path,metadata_sha256,header_metadata_path,header_sha256,evidence_type,topic_language_tags,top_metadata_summary,license_or_access_signal,source_gate_decision,gap_or_blocker_note,promotion_allowed
R9-R2-Q-008-Zenodo,Zenodo,Afar/Qafar,afar mathematics qafar,https://zenodo.org/api/records?q=afar+mathematics+qafar&size=5,200,49741,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_zenodo_afar_mathematics_qafar.json,1FC5D7008D404B5C3FDF3670E37CA5CB100069C5EB9C6252886E88C93136DAC8,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_zenodo_afar_mathematics_qafar_headers.json,4FAE7C58840B8F0A6380FBD948DFCBA5ADB71557FAD182789198E203BB15F38A,record_search_metadata,mathematics; Afar; Qafar,"A generalized Dai-Liao type CG-method with a new monotone line search for unconstrained optimization|license=cc-by-4.0|url=None ; Psychometric Properties of the Family and Friends Social Support Scale (AFA-R) in Peruvian University Students|license=cc-by-4.0|url=None ; Danakilia dinicolai Stiassny, Marchi & Lamboj, 2010, new species|license=cc-zero|url=None",metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-008-InternetArchive,InternetArchive,Afar/Qafar,afar mathematics qafar,https://archive.org/advancedsearch.php?q=afar+mathematics+qafar&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_internetarchive_afar_mathematics_qafar.json,45A1DA989873CC6B9BAAFF2B6A1E1B25A9D7927F3F64871B322CBDA3CF50016F,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-008_internetarchive_afar_mathematics_qafar_headers.json,219C09E22DAF512E0D7C361A10C22EB98B5865822F7C39C87FCCFF957F0B024C,advancedsearch_metadata,mathematics; Afar; Qafar,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-009-GitHub,GitHub,Yoruba,yoruba mathematics dataset,https://api.github.com/search/repositories?q=yoruba+mathematics+dataset&per_page=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_github_yoruba_mathematics_dataset.json,4AF480B8EE5B87B369A76C49BD22C9A783908272EBFFBE97898F8AB0F0772A5F,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_github_yoruba_mathematics_dataset_headers.json,48BD5188B0DE4CE714AC90154A4D9831DFF3A17440F07B7A4B3858327E61FC59,repository_search_metadata,mathematics; dataset; Yoruba,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-009-HuggingFace,HuggingFace,Yoruba,yoruba mathematics dataset,https://huggingface.co/api/datasets?search=yoruba+mathematics+dataset&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_huggingface_yoruba_mathematics_dataset.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_huggingface_yoruba_mathematics_dataset_headers.json,084A965F4F9BA2D820A44A4C0EC576C38A616E769823D75AA2133EA1EE147024,dataset_search_metadata,mathematics; dataset; Yoruba,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-009-Zenodo,Zenodo,Yoruba,yoruba mathematics dataset,https://zenodo.org/api/records?q=yoruba+mathematics+dataset&size=5,200,301860,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_zenodo_yoruba_mathematics_dataset.json,1CE4126468CE4C061286CAFC53D09674591D473802943DA2A470CA318DC2325E,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_zenodo_yoruba_mathematics_dataset_headers.json,6E4F2AF5A69886CE90CDAC7F42D8EBCC28CB34F9E744C98C08C548964C282D4F,record_search_metadata,mathematics; dataset; Yoruba,Effect of Mother's Tongue on Secondary School Students' Achievement in Mathematics in Federal Capital Territory (FCT) Abuja|license=cc-by-4.0|url=None ; Yoruba Voice dataset|license=cc-by-4.0|url=None ; ASR dataset - Yoruba|license=cc-by-4.0|url=None,metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-009-InternetArchive,InternetArchive,Yoruba,yoruba mathematics dataset,https://archive.org/advancedsearch.php?q=yoruba+mathematics+dataset&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_internetarchive_yoruba_mathematics_dataset.json,FA6D2300B03E088DDFE11F75D5F9E0F04E49A2207731D86BF8B4425C09808B13,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-009_internetarchive_yoruba_mathematics_dataset_headers.json,56A81F9F83E22EE81ABE1CD66D09DBE969235C3BB3430B3D3703804D7FCEA79D,advancedsearch_metadata,mathematics; dataset; Yoruba,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-010-GitHub,GitHub,Wolof,wolof mathematics dataset,https://api.github.com/search/repositories?q=wolof+mathematics+dataset&per_page=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_github_wolof_mathematics_dataset.json,4AF480B8EE5B87B369A76C49BD22C9A783908272EBFFBE97898F8AB0F0772A5F,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_github_wolof_mathematics_dataset_headers.json,19541EC097C8F24E917AE067A1A9C0205DE44A4269CD2253B7299C0FEFBEE954,repository_search_metadata,mathematics; dataset; Wolof,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-010-HuggingFace,HuggingFace,Wolof,wolof mathematics dataset,https://huggingface.co/api/datasets?search=wolof+mathematics+dataset&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_huggingface_wolof_mathematics_dataset.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_huggingface_wolof_mathematics_dataset_headers.json,E6A598C2052156919B0F559373E3F7992AA1E4E5C1C93451A1680BAC9CE049C3,dataset_search_metadata,mathematics; dataset; Wolof,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-010-Zenodo,Zenodo,Wolof,wolof mathematics dataset,https://zenodo.org/api/records?q=wolof+mathematics+dataset&size=5,200,301137,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_zenodo_wolof_mathematics_dataset.json,C8519A2FD3013FA438A3EE48074C6E88EF95DD456C916EEBC35C987CF9EA70EF,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_zenodo_wolof_mathematics_dataset_headers.json,AC19FA2E7EBF0D6F4B12F9754EACE8860B825FC9ACA036AE1A42119453E43FCE,record_search_metadata,mathematics; dataset; Wolof,WOLOF TTS(Text To Speech) Data|license=cc-by-4.0|url=None ; COMPRISE_Data11_M-NER_V1.0|license=cc-by-4.0|url=None ; Ajami Handwritten Text Recognition Dataset|license=cc-by-4.0|url=None,metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-010-InternetArchive,InternetArchive,Wolof,wolof mathematics dataset,https://archive.org/advancedsearch.php?q=wolof+mathematics+dataset&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_internetarchive_wolof_mathematics_dataset.json,ABF57B320E5F65EA35E95EEDF5ECE4CDF6A664B1CA3429D95C196D2AEA5CC72F,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-010_internetarchive_wolof_mathematics_dataset_headers.json,425E2469609905FDFFF63ED21237A928F60B3B0AA533CD7189A9C38FC31C61D5,advancedsearch_metadata,mathematics; dataset; Wolof,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-011-GitHub,GitHub,Akan/Twi,twi mathematics dataset,https://api.github.com/search/repositories?q=twi+mathematics+dataset&per_page=5,403,http_error,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_github_twi_mathematics_dataset.json,94CB5C4B8325A2BC1C7BBEEF5B4AD28274FE39544E8BA335B6977A690E1577EC,,,repository_search_metadata,mathematics; dataset; Twi; Akan,HTTPError:rate limit exceeded,error metadata only; no access or license signal admitted,blocked_http_error,metadata endpoint returned an HTTP error; no raw bodies captured,false
R9-R2-Q-011-HuggingFace,HuggingFace,Akan/Twi,twi mathematics dataset,https://huggingface.co/api/datasets?search=twi+mathematics+dataset&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_huggingface_twi_mathematics_dataset.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_huggingface_twi_mathematics_dataset_headers.json,84E7735E0416D8C4A04CAA2C9F18DA1A97D1889EDD13C0CE3A19972D7A5EA11E,dataset_search_metadata,mathematics; dataset; Twi; Akan,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-011-Zenodo,Zenodo,Akan/Twi,twi mathematics dataset,https://zenodo.org/api/records?q=twi+mathematics+dataset&size=5,200,301284,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_zenodo_twi_mathematics_dataset.json,3A9C2B81FF0922FF6E504DCA8EEDCA947D5D0A423CDB634AB9D67B18E116754B,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_zenodo_twi_mathematics_dataset_headers.json,9E8FA642701618E9CACD1B64ECE188CE9271F2128B0703EEEB152FA834989D2E,record_search_metadata,mathematics; dataset; Twi; Akan,"ELECTRICAL RESISTANCE MEASUREMENTS OF CARBON FIBRE REINFORCED POLYMER (CFRP) MATERIALS. MEASUREMENT TECHNIQUES, METHODS AND PITFALLS TO AVOID: A CASE STUDY|license=cc-by-4.0|url=None ; Time to Digital Converter (TDC) implementation in FPGA and PC interfacing software|license=cc-by-4.0|url=None ; Effect of primer and sealant in refill friction stir spot welded joints on strength and fatigue behaviour of aluminium alloy|license=cc-by-4.0|url=None",metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-011-InternetArchive,InternetArchive,Akan/Twi,twi mathematics dataset,https://archive.org/advancedsearch.php?q=twi+mathematics+dataset&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_internetarchive_twi_mathematics_dataset.json,F0240A14941BA1D10A6BE181992DE2F400B17CAC3603E0B0F622702C834D3BF8,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-011_internetarchive_twi_mathematics_dataset_headers.json,9E97F319D242504558DC3531F85B4CCF32C73CFF3855719684AF389252D738FE,advancedsearch_metadata,mathematics; dataset; Twi; Akan,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-012-GitHub,GitHub,Fulfulde/Fulani,fulfulde mathematics fulani,https://api.github.com/search/repositories?q=fulfulde+mathematics+fulani&per_page=5,403,http_error,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_github_fulfulde_mathematics_fulani.json,B1F7D4EF3B0AF4C3AD0E6048C3AE7CE671D67BD728D5D571BADF915C0A1F6FD5,,,repository_search_metadata,mathematics; Fulfulde; Fulani,HTTPError:rate limit exceeded,error metadata only; no access or license signal admitted,blocked_http_error,metadata endpoint returned an HTTP error; no raw bodies captured,false
R9-R2-Q-012-HuggingFace,HuggingFace,Fulfulde/Fulani,fulfulde mathematics fulani,https://huggingface.co/api/datasets?search=fulfulde+mathematics+fulani&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_huggingface_fulfulde_mathematics_fulani.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_huggingface_fulfulde_mathematics_fulani_headers.json,BA60226326074A5E9FEF8121BDBB4C9B523FB5D1AE0447A047106A118D492B87,dataset_search_metadata,mathematics; Fulfulde; Fulani,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-012-Zenodo,Zenodo,Fulfulde/Fulani,fulfulde mathematics fulani,https://zenodo.org/api/records?q=fulfulde+mathematics+fulani&size=5,200,49475,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_zenodo_fulfulde_mathematics_fulani.json,F2E56F541CEC477FFDF6539AAE61283C6125C0C8C68ECED42ADDC377F93BC83E,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_zenodo_fulfulde_mathematics_fulani_headers.json,C03434FF30DD1787A1F0536950D931650CBBF49152430B3534F0DA04EE39C072,record_search_metadata,mathematics; Fulfulde; Fulani,The Role of Hausa in the Endangerment of Fulfulde: A Case Study of Tsaure Fulani of Kano State|license=cc-by-4.0|url=None ; L'impact de la téléphonie mobile sur le fulfulde du Cameroun septentrional|license=cc-by-4.0|url=None ; METAPHORICAL CONCEPTULIZATIONS OF  ANGER IN ENGLISH AND FULFULDE|license=cc-by-4.0|url=None,metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-012-InternetArchive,InternetArchive,Fulfulde/Fulani,fulfulde mathematics fulani,https://archive.org/advancedsearch.php?q=fulfulde+mathematics+fulani&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_internetarchive_fulfulde_mathematics_fulani.json,797BACD0F4528EE48AF29482ACFB0D9761702638CB0C4C349E4559233BA6CDA2,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-012_internetarchive_fulfulde_mathematics_fulani_headers.json,059360A1D4F117980F2BFC4BC03F73A941AF887ECAFE041B059081EE710CEF64,advancedsearch_metadata,mathematics; Fulfulde; Fulani,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-013-GitHub,GitHub,Mandinka/Manding,mandinka mathematics manding,https://api.github.com/search/repositories?q=mandinka+mathematics+manding&per_page=5,403,http_error,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_github_mandinka_mathematics_manding.json,741500AE08474F6C2E8ECD99C96936E30F330BE1A427A4B427898952FA31B54A,,,repository_search_metadata,mathematics; Mandinka; Manding,HTTPError:rate limit exceeded,error metadata only; no access or license signal admitted,blocked_http_error,metadata endpoint returned an HTTP error; no raw bodies captured,false
R9-R2-Q-013-HuggingFace,HuggingFace,Mandinka/Manding,mandinka mathematics manding,https://huggingface.co/api/datasets?search=mandinka+mathematics+manding&limit=5,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_huggingface_mandinka_mathematics_manding.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_huggingface_mandinka_mathematics_manding_headers.json,26CBD847B66F0571BC3E641FEFC815A187D526A1EEB4BEBF492A9B526E045FDD,dataset_search_metadata,mathematics; Mandinka; Manding,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-013-Zenodo,Zenodo,Mandinka/Manding,mandinka mathematics manding,https://zenodo.org/api/records?q=mandinka+mathematics+manding&size=5,200,49281,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_zenodo_mandinka_mathematics_manding.json,80068675F397F92B8146968B991EA3870DB42292410DEFF979327FDD67BC251E,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_zenodo_mandinka_mathematics_manding_headers.json,E850986D0BA865F407A3B968D25B9AA52EAC3C9EF1273AB091801E8AD5094ECB,record_search_metadata,mathematics; Mandinka; Manding,Map of the Manding language continuum|license=cc-by-4.0|url=None ; Stress Management Practices of School Heads as Antecedent of Instructional Competence of Teachers|license=cc-by-4.0|url=None ; COMPLEXITIES AND STRATEGIES IN TEACHING ENGLISH IN A MULTILINGUAL CLASSROOM|license=cc-by-4.0|url=None,metadata-only; inspect candidate license/access fields before any body capture,candidate_metadata_found_requires_manual_gate,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
R9-R2-Q-013-InternetArchive,InternetArchive,Mandinka/Manding,mandinka mathematics manding,https://archive.org/advancedsearch.php?q=mandinka+mathematics+manding&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=licenseurl&fl%5B%5D=date&fl%5B%5D=subject&fl%5B%5D=language&rows=5&page=1&output=json,200,0,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_internetarchive_mandinka_mathematics_manding.json,659BDC39EFFC766E0E4C83E7D7BBF3B6311C2FBB05E3D1D377EA674F18D4A4FE,work/source_canon_witnesses/20260704_r9_archive_probe_round2/R9-R2-Q-013_internetarchive_mandinka_mathematics_manding_headers.json,83B788FFF47AA9AFB06EF43A8BFFECDEE608DA449602FA8B539656814E603902,advancedsearch_metadata,mathematics; Mandinka; Manding,no top items,empty/zero-result metadata only,explicit_gap_or_no_result_metadata,metadata-only; no raw source/data/PDF bodies captured; candidates require license/language/source-domain review before source-canon use,false
