"PackageNumber","Kind","PathCount","Bytes","SamplePath"
"406","noether_session_output_package","34","646999","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE406_20260705T042655_ROLLING_DELTA_AFTER_PACKAGE405/NOETHER_SESSION_OUTPUT_PACKAGE406_MANIFEST.csv"
"407","noether_session_output_package","24","367380","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE407_20260705T042824_ROLLING_DELTA_AFTER_PACKAGE406/NOETHER_SESSION_OUTPUT_PACKAGE407_MANIFEST.csv"
"408","noether_session_output_package","21","79591","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE408_20260705T042935_ROLLING_DELTA_AFTER_PACKAGE407/NOETHER_SESSION_OUTPUT_PACKAGE408_MANIFEST.csv"
"409","generic_package_reference","2","40618","publish_staging/interlanguage-methodology/20260705_noether_pc_package409/Noether_PC_Interlanguage_Package409_RollingDelta_20260705.zip"
"409","noether_session_output_package","20","131923","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE409_20260705T043042_ROLLING_DELTA_AFTER_PACKAGE408/NOETHER_SESSION_OUTPUT_PACKAGE409_MANIFEST.csv"
"409","pending_zenodo_upload_package","1","1107","manifests/pending-zenodo-uploads/20260705_noether_pc_package409_interlanguage_refresh.json"
"409","source_intake_manifest_package","2","4394","manifests/source-intake/20260705_noether_pc_package409_import.json"
"410","noether_session_output_package","33","187644","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE410_20260705T043149_ROLLING_DELTA_AFTER_PACKAGE409/NOETHER_SESSION_OUTPUT_PACKAGE410_MANIFEST.csv"
"411","noether_session_output_package","46","176563","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE411_20260705T043325_ROLLING_DELTA_AFTER_PACKAGE410/NOETHER_SESSION_OUTPUT_PACKAGE411_MANIFEST.csv"
"412","noether_session_output_package","34","121358","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE412_20260705T043440_ROLLING_DELTA_AFTER_PACKAGE411/NOETHER_SESSION_OUTPUT_PACKAGE412_MANIFEST.csv"
"413","noether_session_output_package","26","190862","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE413_20260705T043837_ROLLING_DELTA_AFTER_PACKAGE412/NOETHER_SESSION_OUTPUT_PACKAGE413_MANIFEST.csv"
"414","noether_session_output_package","26","243322","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE414_20260705T043952_ROLLING_DELTA_AFTER_PACKAGE413/NOETHER_SESSION_OUTPUT_PACKAGE414_MANIFEST.csv"
"415","noether_session_output_package","22","200699","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE415_20260705T044054_ROLLING_DELTA_AFTER_PACKAGE414/NOETHER_SESSION_OUTPUT_PACKAGE415_MANIFEST.csv"
"416","noether_session_output_package","20","101846","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE416_20260705T044154_ROLLING_DELTA_AFTER_PACKAGE415/NOETHER_SESSION_OUTPUT_PACKAGE416_MANIFEST.csv"
"417","noether_session_output_package","32","222680","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE417_20260705T044301_ROLLING_DELTA_AFTER_PACKAGE416/NOETHER_SESSION_OUTPUT_PACKAGE417_MANIFEST.csv"
"418","noether_session_output_package","55","1929434","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE418_20260705T044415_ROLLING_DELTA_AFTER_PACKAGE417/NOETHER_SESSION_OUTPUT_PACKAGE418_MANIFEST.csv"
"419","noether_session_output_package","51","1918730","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE419_20260705T044525_ROLLING_DELTA_AFTER_PACKAGE418/NOETHER_SESSION_OUTPUT_PACKAGE419_MANIFEST.csv"
"420","noether_session_output_package","23","217049","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE420_20260705T044634_ROLLING_DELTA_AFTER_PACKAGE419/NOETHER_SESSION_OUTPUT_PACKAGE420_MANIFEST.csv"
"421","noether_session_output_package","22","147342","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE421_20260705T044736_ROLLING_DELTA_AFTER_PACKAGE420/NOETHER_SESSION_OUTPUT_PACKAGE421_MANIFEST.csv"
"422","noether_session_output_package","21","58660","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE422_20260705T044843_ROLLING_DELTA_AFTER_PACKAGE421/NOETHER_SESSION_OUTPUT_PACKAGE422_MANIFEST.csv"
"423","noether_session_output_package","21","67142","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE423_20260705T045250_ROLLING_DELTA_AFTER_PACKAGE422/NOETHER_SESSION_OUTPUT_PACKAGE423_MANIFEST.csv"
"424","noether_session_output_package","27","269696","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE424_20260705T045428_ROLLING_DELTA_AFTER_PACKAGE423/NOETHER_SESSION_OUTPUT_PACKAGE424_MANIFEST.csv"
"425","noether_session_output_package","35","527723","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE425_20260705T045544_ROLLING_DELTA_AFTER_PACKAGE424/NOETHER_SESSION_OUTPUT_PACKAGE425_MANIFEST.csv"
"426","noether_session_output_package","28","397317","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE426_20260705T045656_ROLLING_DELTA_AFTER_PACKAGE425/NOETHER_SESSION_OUTPUT_PACKAGE426_MANIFEST.csv"
"427","noether_session_output_package","30","369811","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE427_20260705T045759_ROLLING_DELTA_AFTER_PACKAGE426/NOETHER_SESSION_OUTPUT_PACKAGE427_MANIFEST.csv"
"428","noether_session_output_package","35","359042","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE428_20260705T045900_ROLLING_DELTA_AFTER_PACKAGE427/NOETHER_SESSION_OUTPUT_PACKAGE428_MANIFEST.csv"
"429","noether_session_output_package","22","80684","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE429_20260705T045955_ROLLING_DELTA_AFTER_PACKAGE428/NOETHER_SESSION_OUTPUT_PACKAGE429_MANIFEST.csv"
"430","generic_package_reference","2","17102","publish_staging/interlanguage-methodology/20260705_noether_pc_package430/Noether_PC_Interlanguage_Package430_RollingDelta_20260705.zip"
"430","noether_session_output_package","34","322891","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE430_20260705T050351_ROLLING_DELTA_AFTER_PACKAGE429/NOETHER_SESSION_OUTPUT_PACKAGE430_MANIFEST.csv"
"430","pending_zenodo_upload_package","1","1270","manifests/pending-zenodo-uploads/20260705_noether_pc_package430_interlanguage_refresh.json"
"430","source_intake_manifest_package","1","1227","manifests/source-intake/20260705_noether_pc_package430_import.md"
"431","generic_package_reference","2","135248","publish_staging/interlanguage-methodology/20260705_noether_pc_package431/Noether_PC_Interlanguage_Package431_RollingDelta_20260705.zip"
"431","noether_session_output_package","33","817749","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE431_20260705T050455_ROLLING_DELTA_AFTER_PACKAGE430/NOETHER_SESSION_OUTPUT_PACKAGE431_MANIFEST.csv"
"431","pending_zenodo_upload_package","1","1349","manifests/pending-zenodo-uploads/20260705_noether_pc_package431_interlanguage_refresh.json"
"431","source_intake_manifest_package","1","1352","manifests/source-intake/20260705_noether_pc_package431_import.md"
"432","noether_session_output_package","130","3956234","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE432_20260705T051318_ROLLING_DELTA_AFTER_PACKAGE431/NOETHER_SESSION_OUTPUT_PACKAGE432_MANIFEST.csv"
"432","pending_zenodo_upload_package","1","1145","manifests/pending-zenodo-uploads/20260705_noether_pc_package432_interlanguage_refresh.json"
"432","source_intake_manifest_package","2","2777","manifests/source-intake/20260705_noether_pc_package432_import.json"
"433","noether_session_output_package","144","4061530","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE433_20260705T054930_ROLLING_DELTA_AFTER_PACKAGE432/NOETHER_SESSION_OUTPUT_PACKAGE433_MANIFEST.csv"
"434","noether_session_output_package","34","500488","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE434_20260705T055105_ROLLING_DELTA_AFTER_PACKAGE433/NOETHER_SESSION_OUTPUT_PACKAGE434_MANIFEST.csv"
"435","noether_session_output_package","33","268090","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE435_20260705T055215_ROLLING_DELTA_AFTER_PACKAGE434/NOETHER_SESSION_OUTPUT_PACKAGE435_MANIFEST.csv"
"436","noether_session_output_package","30","235021","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE436_20260705T055323_ROLLING_DELTA_AFTER_PACKAGE435/NOETHER_SESSION_OUTPUT_PACKAGE436_MANIFEST.csv"
"437","noether_session_output_package","26","296199","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE437_20260705T055422_ROLLING_DELTA_AFTER_PACKAGE436/NOETHER_SESSION_OUTPUT_PACKAGE437_MANIFEST.csv"
"438","noether_session_output_package","39","267585","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE438_20260705T055517_ROLLING_DELTA_AFTER_PACKAGE437/NOETHER_SESSION_OUTPUT_PACKAGE438_MANIFEST.csv"
"439","noether_session_output_package","36","146120","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE439_20260705T055616_ROLLING_DELTA_AFTER_PACKAGE438/NOETHER_SESSION_OUTPUT_PACKAGE439_MANIFEST.csv"
"440","noether_session_output_package","17","16936","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE440_20260705T055807_ROLLING_DELTA_AFTER_PACKAGE439/NOETHER_SESSION_OUTPUT_PACKAGE440_MANIFEST.csv"
"441","noether_session_output_package","20","43240","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE441_20260705T055907_ROLLING_DELTA_AFTER_PACKAGE440/NOETHER_SESSION_OUTPUT_PACKAGE441_MANIFEST.csv"
"442","noether_session_output_package","24","157085","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE442_20260705T060328_ROLLING_DELTA_AFTER_PACKAGE441/NOETHER_SESSION_OUTPUT_PACKAGE442_MANIFEST.csv"
"443","noether_session_output_package","22","227488","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE443_20260705T060425_ROLLING_DELTA_AFTER_PACKAGE442/NOETHER_SESSION_OUTPUT_PACKAGE443_MANIFEST.csv"
"444","noether_session_output_package","21","125326","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE444_20260705T060656_ROLLING_DELTA_AFTER_PACKAGE443/NOETHER_SESSION_OUTPUT_PACKAGE444_MANIFEST.csv"
"445","noether_session_output_package","20","38015","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE445_20260705T060835_ROLLING_DELTA_AFTER_PACKAGE444/NOETHER_SESSION_OUTPUT_PACKAGE445_MANIFEST.csv"
"446","noether_session_output_package","19","54654","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE446_20260705T060957_ROLLING_DELTA_AFTER_PACKAGE445/NOETHER_SESSION_OUTPUT_PACKAGE446_MANIFEST.csv"
"447","noether_session_output_package","24","181376","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE447_20260705T061117_ROLLING_DELTA_AFTER_PACKAGE446/NOETHER_SESSION_OUTPUT_PACKAGE447_MANIFEST.csv"
"448","noether_session_output_package","25","194943","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE448_20260705T061229_ROLLING_DELTA_AFTER_PACKAGE447/NOETHER_SESSION_OUTPUT_PACKAGE448_MANIFEST.csv"
"449","noether_session_output_package","40","632730","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE449_20260705T061345_ROLLING_DELTA_AFTER_PACKAGE448/NOETHER_SESSION_OUTPUT_PACKAGE449_MANIFEST.csv"
"450","noether_session_output_package","43","735769","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE450_20260705T061458_ROLLING_DELTA_AFTER_PACKAGE449/NOETHER_SESSION_OUTPUT_PACKAGE450_MANIFEST.csv"
"451","noether_session_output_package","29","607665","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE451_20260705T061619_ROLLING_DELTA_AFTER_PACKAGE450/NOETHER_SESSION_OUTPUT_PACKAGE451_MANIFEST.csv"
"452","noether_session_output_package","26","497350","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE452_20260705T061739_ROLLING_DELTA_AFTER_PACKAGE451/NOETHER_SESSION_OUTPUT_PACKAGE452_MANIFEST.csv"
"453","noether_session_output_package","30","191271","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE453_20260705T061859_ROLLING_DELTA_AFTER_PACKAGE452/NOETHER_SESSION_OUTPUT_PACKAGE453_MANIFEST.csv"
"454","noether_session_output_package","33","302599","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE454_20260705T062026_ROLLING_DELTA_AFTER_PACKAGE453/NOETHER_SESSION_OUTPUT_PACKAGE454_MANIFEST.csv"
"455","noether_session_output_package","21","112553","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE455_20260705T062149_ROLLING_DELTA_AFTER_PACKAGE454/NOETHER_SESSION_OUTPUT_PACKAGE455_MANIFEST.csv"
"456","noether_session_output_package","25","117078","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE456_20260705T062306_ROLLING_DELTA_AFTER_PACKAGE455/NOETHER_SESSION_OUTPUT_PACKAGE456_MANIFEST.csv"
"457","noether_session_output_package","31","225703","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE457_20260705T062447_ROLLING_DELTA_AFTER_PACKAGE456/NOETHER_SESSION_OUTPUT_PACKAGE457_MANIFEST.csv"
"458","noether_session_output_package","37","1058397","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE458_20260705T062547_ROLLING_DELTA_AFTER_PACKAGE457/NOETHER_SESSION_OUTPUT_PACKAGE458_MANIFEST.csv"
"459","noether_session_output_package","51","2415806","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE459_20260705T062757_ROLLING_DELTA_AFTER_PACKAGE458/NOETHER_SESSION_OUTPUT_PACKAGE459_MANIFEST.csv"
"460","noether_session_output_package","39","1513034","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE460_20260705T062930_ROLLING_DELTA_AFTER_PACKAGE459/NOETHER_SESSION_OUTPUT_PACKAGE460_MANIFEST.csv"
"461","noether_session_output_package","24","230446","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE461_20260705T063051_ROLLING_DELTA_AFTER_PACKAGE460/NOETHER_SESSION_OUTPUT_PACKAGE461_MANIFEST.csv"
"462","noether_session_output_package","26","264392","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE462_20260705T063226_ROLLING_DELTA_AFTER_PACKAGE461/NOETHER_SESSION_OUTPUT_PACKAGE462_MANIFEST.csv"
"463","noether_session_output_package","22","82273","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE463_20260705T063343_ROLLING_DELTA_AFTER_PACKAGE462/NOETHER_SESSION_OUTPUT_PACKAGE463_MANIFEST.csv"
"464","noether_session_output_package","35","483012","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE464_20260705T063523_ROLLING_DELTA_AFTER_PACKAGE463/NOETHER_SESSION_OUTPUT_PACKAGE464_MANIFEST.csv"
"465","noether_session_output_package","34","492649","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE465_20260705T063911_ROLLING_DELTA_AFTER_PACKAGE464/NOETHER_SESSION_OUTPUT_PACKAGE465_MANIFEST.csv"
"466","noether_session_output_package","19","64664","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE466_20260705T064037_ROLLING_DELTA_AFTER_PACKAGE465/NOETHER_SESSION_OUTPUT_PACKAGE466_MANIFEST.csv"
"467","noether_session_output_package","23","155014","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE467_20260705T064201_ROLLING_DELTA_AFTER_PACKAGE466/NOETHER_SESSION_OUTPUT_PACKAGE467_MANIFEST.csv"
"468","noether_session_output_package","24","129466","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE468_20260705T064406_ROLLING_DELTA_AFTER_PACKAGE467/NOETHER_SESSION_OUTPUT_PACKAGE468_MANIFEST.csv"
"469","noether_session_output_package","21","85970","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE469_20260705T064429_ROLLING_DELTA_AFTER_PACKAGE468/NOETHER_SESSION_OUTPUT_PACKAGE469_MANIFEST.csv"
"470","noether_session_output_package","20","153331","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE470_20260705T064523_ROLLING_DELTA_AFTER_PACKAGE469/NOETHER_SESSION_OUTPUT_PACKAGE470_MANIFEST.csv"
"471","noether_session_output_package","35","136560","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE471_20260705T064632_ROLLING_DELTA_AFTER_PACKAGE470/NOETHER_SESSION_OUTPUT_PACKAGE471_MANIFEST.csv"
"472","noether_session_output_package","35","580696","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE472_20260705T064654_ROLLING_DELTA_AFTER_PACKAGE471/NOETHER_SESSION_OUTPUT_PACKAGE472_MANIFEST.csv"
"473","noether_session_output_package","26","1171702","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE473_20260705T064830_ROLLING_DELTA_AFTER_PACKAGE472/NOETHER_SESSION_OUTPUT_PACKAGE473_MANIFEST.csv"
"474","noether_session_output_package","25","691502","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE474_20260705T065500_ROLLING_DELTA_AFTER_PACKAGE473/NOETHER_SESSION_OUTPUT_PACKAGE474_MANIFEST.csv"
"475","noether_session_output_package","20","83793","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE475_20260705T065609_ROLLING_DELTA_AFTER_PACKAGE474/NOETHER_SESSION_OUTPUT_PACKAGE475_MANIFEST.csv"
"476","noether_session_output_package","21","171728","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE476_20260705T065842_ROLLING_DELTA_AFTER_PACKAGE475/NOETHER_SESSION_OUTPUT_PACKAGE476_MANIFEST.csv"
"477","noether_session_output_package","22","233895","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE477_20260705T065954_ROLLING_DELTA_AFTER_PACKAGE476/NOETHER_SESSION_OUTPUT_PACKAGE477_MANIFEST.csv"
"478","noether_session_output_package","26","157617","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE478_20260705T070109_ROLLING_DELTA_AFTER_PACKAGE477/NOETHER_SESSION_OUTPUT_PACKAGE478_MANIFEST.csv"
"479","noether_session_output_package","17","37666","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE479_20260705T070140_ROLLING_DELTA_AFTER_PACKAGE478/NOETHER_SESSION_OUTPUT_PACKAGE479_MANIFEST.csv"
"480","noether_session_output_package","19","81686","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE480_20260705T070202_ROLLING_DELTA_AFTER_PACKAGE479/NOETHER_SESSION_OUTPUT_PACKAGE480_MANIFEST.csv"
"481","noether_session_output_package","22","52717","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE481_20260705T070249_ROLLING_DELTA_AFTER_PACKAGE480/NOETHER_SESSION_OUTPUT_PACKAGE481_MANIFEST.csv"
"482","noether_session_output_package","29","315793","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE482_20260705T070356_ROLLING_DELTA_AFTER_PACKAGE481/NOETHER_SESSION_OUTPUT_PACKAGE482_MANIFEST.csv"
"483","noether_session_output_package","43","765789","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE483_20260705T070442_ROLLING_DELTA_AFTER_PACKAGE482/NOETHER_SESSION_OUTPUT_PACKAGE483_MANIFEST.csv"
"484","noether_session_output_package","42","613909","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE484_20260705T070548_ROLLING_DELTA_AFTER_PACKAGE483/NOETHER_SESSION_OUTPUT_PACKAGE484_MANIFEST.csv"
"485","noether_session_output_package","22","124418","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE485_20260705T070609_ROLLING_DELTA_AFTER_PACKAGE484/NOETHER_SESSION_OUTPUT_PACKAGE485_MANIFEST.csv"
"486","noether_session_output_package","25","396808","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE486_20260705T070655_ROLLING_DELTA_AFTER_PACKAGE485/NOETHER_SESSION_OUTPUT_PACKAGE486_MANIFEST.csv"
"487","noether_session_output_package","24","499690","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE487_20260705T070805_ROLLING_DELTA_AFTER_PACKAGE486/NOETHER_SESSION_OUTPUT_PACKAGE487_MANIFEST.csv"
"488","noether_session_output_package","18","122379","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE488_20260705T070822_ROLLING_DELTA_AFTER_PACKAGE487/NOETHER_SESSION_OUTPUT_PACKAGE488_MANIFEST.csv"
"489","noether_session_output_package","25","47048","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE489_20260705T071016_ROLLING_DELTA_AFTER_PACKAGE488/NOETHER_SESSION_OUTPUT_PACKAGE489_MANIFEST.csv"
"489","pending_zenodo_upload_package","1","821","manifests/pending-zenodo-uploads/20260705_noether_pc_package489_interlanguage_refresh.json"
"489","source_intake_manifest_package","2","2006","manifests/source-intake/20260705_noether_pc_package489.json"
"490","noether_session_output_package","36","482387","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE490_20260705T071129_ROLLING_DELTA_AFTER_PACKAGE489/NOETHER_SESSION_OUTPUT_PACKAGE490_MANIFEST.csv"
"491","noether_session_output_package","30","464102","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE491_20260705T071236_ROLLING_DELTA_AFTER_PACKAGE490/NOETHER_SESSION_OUTPUT_PACKAGE491_MANIFEST.csv"
"492","noether_session_output_package","52","3174236","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE492_20260705T071321_ROLLING_DELTA_AFTER_PACKAGE491/NOETHER_SESSION_OUTPUT_PACKAGE492_MANIFEST.csv"
"493","noether_session_output_package","59","3343195","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE493_20260705T071439_ROLLING_DELTA_AFTER_PACKAGE492/NOETHER_SESSION_OUTPUT_PACKAGE493_MANIFEST.csv"
"494","noether_session_output_package","53","2050781","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE494_20260705T071554_ROLLING_DELTA_AFTER_PACKAGE493/NOETHER_SESSION_OUTPUT_PACKAGE494_MANIFEST.csv"
"495","noether_session_output_package","45","1966035","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE495_20260705T071707_ROLLING_DELTA_AFTER_PACKAGE494/NOETHER_SESSION_OUTPUT_PACKAGE495_MANIFEST.csv"
"496","noether_session_output_package","23","156215","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE496_20260705T071943_ROLLING_DELTA_AFTER_PACKAGE495/NOETHER_SESSION_OUTPUT_PACKAGE496_MANIFEST.csv"
"497","noether_session_output_package","27","282695","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE497_20260705T072058_ROLLING_DELTA_AFTER_PACKAGE496/NOETHER_SESSION_OUTPUT_PACKAGE497_MANIFEST.csv"
"498","noether_session_output_package","23","168427","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE498_20260705T072200_ROLLING_DELTA_AFTER_PACKAGE497/NOETHER_SESSION_OUTPUT_PACKAGE498_MANIFEST.csv"
"499","noether_session_output_package","21","73233","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE499_20260705T072248_ROLLING_DELTA_AFTER_PACKAGE498/NOETHER_SESSION_OUTPUT_PACKAGE499_MANIFEST.csv"
