"witness_id","target_family","language_access_target","source_title","source_format","source_url","local_path","bytes","sha256","text_or_aux_local_path","text_or_aux_sha256","video_or_dynamic_routes","source_archive_status","license_permission_signal","topic_language_access_tags","evidence_tier","ethics_authority_note","allowed_current_use","blocked_before","source_csv"
"DGS-CAT-003","Signed language","DGS","Sign2MINT category count: Chemie","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","Keep as neighboring MINT category context only.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CAT-004","Signed language","DGS","Sign2MINT category count: Geowissenschaft","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","Keep as neighboring MINT category context only.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CAT-005","Signed language","DGS","Sign2MINT category count: Informatik","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","Keep as neighboring MINT category context only.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CAT-006","Signed language","DGS","Sign2MINT category count: Mathematik","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","Use as primary DGS math category review route candidate.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CAT-007","Signed language","DGS","Sign2MINT category count: Medizin","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","Keep as neighboring MINT category context only.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CAT-008","Signed language","DGS","Sign2MINT category count: Physik","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","Keep as neighboring MINT category context only.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-001","Signed language","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:704)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Median/15390698211663808%3A704","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","1929","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-002","Signed language","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:705)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Median/15390698211663808%3A705","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","1929","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-003","Signed language","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:763)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Stochastik/15390698211663808%3A763","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","1807","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-004","Signed language","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:764)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Stochastik/15390698211663808%3A764","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","1807","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-005","Signed language","DGS","Sign2MINT candidate entry pointer: Mathematik (5750242766511595:666)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Mathematik/5750242766511595%3A666","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Mathematik_20260701T193000Z.json","950","a0ecdb0a757b490b98cfebb08d4a540bbfdafa3b54fb6f1eee718a4e3cf6fae2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-006","Signed language","DGS","Sign2MINT candidate entry pointer: Statistik (15390698211663808:762)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Statistik/15390698211663808%3A762","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Statistik_20260701T193000Z.json","941","63de55a4f6b334540f0334242799d8d31e65900d8d452dda2620ce8f0f59ce17","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-007","Signed language","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:770)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Summe/15390698211663808%3A770","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","1881","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-008","Signed language","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:771)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Summe/15390698211663808%3A771","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","1881","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-009","Signed language","DGS","Sign2MINT candidate entry pointer: Funktion (5750242766511595:651)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Funktion/5750242766511595%3A651","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Funktion_20260701T193000Z.json","900","cc55e31013ec46bebd18d59c1b31bdd8389b4b4ce8bf0bfb31c50b132ee5180a","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-010","Signed language","DGS","Sign2MINT candidate entry pointer: Gleichung (5750242766511595:1695)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Gleichung/5750242766511595%3A1695","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Gleichung_20260701T193000Z.json","754","de53208395d8a12ac96d95d5d7db10f079d3f12d8b340ad9b6e55bb0bef3ef19","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Scope caution: keep out of math packet unless reviewer confirms relevance.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-011","Signed language","DGS","Sign2MINT candidate entry pointer: Algorithmus (14548230564932464:479)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Algorithmus/14548230564932464%3A479","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","2027","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Scope caution: keep out of math packet unless reviewer confirms relevance.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-CON-012","Signed language","DGS","Sign2MINT candidate entry pointer: Algorithmus (15390698211663808:610)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Algorithmus/15390698211663808%3A610","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","2027","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","Candidate for DGS mathematics reviewer/source-owner return.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-GOE-V-001","Signed language","DGS","Goettingen DGS math video route: E3.1 Summen und Summenzeiche","dynamic/API/source/video metadata","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/828e21a3e80e1086e4d238f1c9e1c1fd/127?v=E3.1_Summen_und_Summenzeiche.mp4","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 video route metadata only; media/reuse and reviewer gates missing","Preserve as link/route evidence pending source-owner media return.","video pointer and media question only","no copied video, no derived still, no accepted sign, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-GOE-V-002","Signed language","DGS","Goettingen DGS math video route: 2024 Learning Nuggets video","dynamic/API/source/video metadata","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/e853f1b675b287975acdea6f83872c93/127?v=2024_Learning_Nuggets_Video_.mp4","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 video route metadata only; media/reuse and reviewer gates missing","Preserve as link/route evidence pending source-owner media return.","video pointer and media question only","no copied video, no derived still, no accepted sign, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-SAR-001","Signed language","DGS","Sign2MINT app shell plus runtime/polyfills/main/styles assets","dynamic/API/source/video metadata","https://sign2mint.de/page/about","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 captured app/source route; T3 API route metadata; T4 DGS reviewer/source-owner return and T5 media/reuse missing","Use captured backend constants to stage a DGS source-owner/reviewer request.","dynamic route evidence and API resolver planning only","no accepted DGS sign, copied video/media, SWU promotion, translation, constructed surface, or pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-SAR-002","Signed language","DGS","Sign2MINT sign-count category cache","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 captured JSON route; category metadata only; reviewer/source-owner return missing","Use Mathematics category count as prioritization evidence, not as lexical authority.","category-count evidence for prioritizing DGS MINT route review","no category row becomes an accepted sign source; no media copy, translation, surface, or pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-SAR-003","Signed language","DGS","Sign2MINT signSearch targeted math/statistics probe set","dynamic/API/source/video metadata","https://api.sign2mint.de/dictionaryService/v1/signSearch","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_api_probe_summary_20260701T193000Z.json","10366","82e9f703689a0eb1dcec80d6f270749cad50d24efea301c027591272c10cf519","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 captured API summary; term metadata only; no video/sign acceptance","Select candidate concept pointers for DGS reviewer/source-owner request after source route is confirmed.","candidate API pointer rows for DGS reviewer queue design","no accepted sign, no copied API prose/media, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-SAR-004","Signed language","DGS","Sign2MINT dictionaryEntry selected detail probe set","dynamic/API/source/video metadata","https://api.sign2mint.de/dictionaryService/v1/dictionaryEntry","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_dictionary_entry_probe_summary_20260701T193000Z.json","11262","69e607de10d1cd5e7996594900e8924f35bb4e6f019c2906b391e2175b057926","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 captured API summary; video metadata present; DGS reviewer and media/reuse gates missing","Split variants and context rows before any DGS sign review.","entry/video route pointer metadata only","no accepted sign, no copied video/thumbnail, no SWU promotion, no translation, no constructed surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-SAR-005","Signed language","DGS","Sign2MINT selected video/thumbnail route HEAD metadata","dynamic/API/source/video metadata","https://cdn.openmind-server.de/sign2mint/video/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_media_route_head_metadata_20260701T193000Z.json","8406","11ad6d5f12c39fb69a5c1d6e5cb8eb0002e66fae02f425a67de2c76a67fe8c07","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 route metadata only; T5 media/reuse clearance missing","Ask source owner/media contact what link/embed/screenshot/copy modes are allowed.","media URL existence and size/type metadata only","no copied video, no copied thumbnail, no stills, no accepted signs, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-SAR-006","Signed language","DGS","Fachgebaerdenlexikon specialist/vocational sign dictionary comparator","dynamic/API/source/video metadata","https://fachgebaerdenlexikon.de/de/home/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_fachgebaerdenlexikon_home.html","34635","261169328c17c2d61d52c6f8e229e35413dc4e74b8ff222866c20e62390b79bc","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 captured comparator locator; DGS/STEM scope not established","Use only as comparator unless exact math/science rows are found and reviewed.","comparator/source-context pointer only","no STEM concept acceptance, no copied video/media, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
