slug,pdf,page,png,width,height,mean_gray,stddev_gray,black_fraction,trim_box,trim_x,trim_y,trim_area_fraction,blankish,dark_or_inverted
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,252,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00252.png,745,1053,0.99875,0.02711,0.00284,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band02,00_pdf__gauss_werke_band02.pdf,253,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band02\page_00253.png,745,1053,0.99787,0.03696,0.00458,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,1,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00001.png,745,1053,0.99826,0.03251,0.00429,396x64+0+0,0,0,0.03231,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,2,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00002.png,745,1053,0.99478,0.05486,0.01306,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,3,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00003.png,745,1053,0.9901,0.07411,0.02541,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,4,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00004.png,745,1053,0.94609,0.16329,0.14809,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,5,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00005.png,745,1053,0.9493,0.15365,0.14613,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,14,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00014.png,745,1053,0.95002,0.15346,0.14247,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,28,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00028.png,745,1053,0.99369,0.05798,0.0165,568x955+0+0,0,0,0.69146,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,41,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00041.png,745,1053,0.99204,0.06405,0.02147,568x955+0+0,0,0,0.69146,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,54,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00054.png,745,1053,0.99135,0.06856,0.02238,568x955+0+0,0,0,0.69146,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,68,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00068.png,690,925,0.96551,0.14909,0.07116,513x765+0+0,0,0,0.61488,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,81,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00081.png,690,925,0.96864,0.13737,0.07142,593x764+0+0,0,0,0.70983,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,94,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00094.png,745,1053,0.96856,0.12434,0.08955,567x908+0+0,0,0,0.65627,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,108,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00108.png,745,1053,0.99587,0.04609,0.01191,567x911+0+0,0,0,0.65844,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,121,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00121.png,745,1053,0.94529,0.15958,0.15634,612x908+0+0,0,0,0.70836,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,134,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00134.png,745,1053,0.97675,0.10742,0.06685,568x960+0+0,0,0,0.69508,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,148,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00148.png,745,1053,0.96594,0.13636,0.08382,568x908+0+0,0,0,0.65743,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,161,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00161.png,745,1053,0.98088,0.10262,0.0479,567x908+0+0,0,0,0.65627,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,174,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00174.png,745,1053,0.96801,0.13223,0.07932,566x912+0+0,0,0,0.658,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,188,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00188.png,745,1053,0.97356,0.11598,0.07352,588x907+0+0,0,0,0.67983,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,201,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00201.png,745,1053,0.98942,0.07643,0.02856,568x336+0+0,0,0,0.24328,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,214,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00214.png,745,1053,0.97227,0.11713,0.07873,569x958+0+0,0,0,0.69485,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,228,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00228.png,745,1053,0.98424,0.09148,0.04118,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,241,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00241.png,745,1053,0.98425,0.09108,0.04273,568x943+0+0,0,0,0.68277,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,254,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00254.png,745,1053,0.98447,0.0895,0.04324,568x943+0+0,0,0,0.68277,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,268,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00268.png,745,1053,0.97865,0.10357,0.06012,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,281,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00281.png,745,1053,0.98194,0.09603,0.04981,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,294,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00294.png,745,1053,0.9955,0.04868,0.01222,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,308,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00308.png,745,1053,0.98458,0.08744,0.04344,568x956+0+0,0,0,0.69218,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,317,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00317.png,745,1053,0.95739,0.14637,0.11654,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,318,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00318.png,745,1053,0.97769,0.10932,0.05959,568x956+0+0,0,0,0.69218,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,319,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00319.png,745,1053,0.97625,0.1138,0.06238,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,320,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00320.png,745,1053,0.98841,0.07737,0.03187,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band03,00_pdf__gauss_werke_band03.pdf,321,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band03\page_00321.png,745,1053,0.98557,0.08669,0.03955,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,1,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00001.png,603,886,0.99728,0.0406,0.0067,396x131+0+0,0,0,0.0971,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,2,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00002.png,603,886,0.99324,0.06266,0.01738,436x328+0+0,0,0,0.26768,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,3,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00003.png,603,886,1.0,0.0,0.0,1x1+1+1,1,1,0.0,True,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,4,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00004.png,603,886,0.99946,0.01789,0.00095,444x16+0+0,0,0,0.0133,True,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,5,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00005.png,603,886,0.98673,0.0857,0.03563,407x435+0+0,0,0,0.33138,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,20,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00020.png,603,886,0.95776,0.14281,0.11818,451x752+0+0,0,0,0.63481,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,40,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00040.png,603,886,0.96427,0.13243,0.09993,444x753+0+0,0,0,0.62579,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,59,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00059.png,745,1053,0.99312,0.05999,0.01907,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,79,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00079.png,745,1053,0.98572,0.08552,0.03996,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,98,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00098.png,745,1053,0.99765,0.0361,0.006,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,117,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00117.png,745,1053,0.98425,0.09169,0.04256,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,137,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00137.png,449,567,0.96996,0.11648,0.09191,375x549+0+0,0,0,0.80868,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,156,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00156.png,745,1053,0.98623,0.08894,0.03413,568x914+0+0,0,0,0.66177,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,175,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00175.png,745,1053,0.95791,0.14194,0.12046,568x850+0+0,0,0,0.61544,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,195,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00195.png,745,1053,0.96599,0.13753,0.08204,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,214,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00214.png,745,1053,0.98087,0.09937,0.0526,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,233,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00233.png,745,1053,0.96772,0.12621,0.09041,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,253,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00253.png,745,1053,0.95068,0.15548,0.13642,574x922+0+0,0,0,0.67462,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,272,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00272.png,745,1053,0.95544,0.15688,0.10431,568x945+0+0,0,0,0.68422,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,292,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00292.png,745,1053,0.99818,0.03127,0.00468,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,311,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00311.png,745,1053,0.98508,0.08953,0.03894,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,330,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00330.png,745,1053,0.98563,0.08805,0.03754,568x914+0+0,0,0,0.66177,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,350,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00350.png,745,1053,0.98645,0.08829,0.0346,566x910+0+0,0,0,0.65656,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,369,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00369.png,745,1053,0.98767,0.08391,0.032,377x909+0+0,0,0,0.43684,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,389,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00389.png,745,1053,0.99038,0.07446,0.02448,271x910+0+0,0,0,0.31436,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,408,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00408.png,745,1053,0.98973,0.0755,0.02683,416x911+0+0,0,0,0.48309,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,427,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00427.png,745,1053,0.97373,0.11487,0.07361,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,447,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00447.png,745,1053,0.98181,0.09705,0.05026,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,462,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00462.png,745,1053,0.94665,0.1583,0.15159,569x958+0+0,0,0,0.69485,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,463,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00463.png,745,1053,0.96486,0.13216,0.09782,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,464,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00464.png,745,1053,0.97056,0.12031,0.08418,569x958+0+0,0,0,0.69485,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,465,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00465.png,745,1053,0.97405,0.12035,0.06729,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band07,00_pdf__gauss_werke_band07.pdf,466,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band07\page_00466.png,745,1053,0.97053,0.12003,0.08517,569x958+0+0,0,0,0.69485,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,1,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00001.png,745,1053,0.98988,0.08091,0.02266,437x724+0+0,0,0,0.40331,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,2,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00002.png,745,1053,0.99848,0.03074,0.0036,340x70+0+0,0,0,0.03034,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,3,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00003.png,745,1053,0.99462,0.0565,0.01371,375x345+0+0,0,0,0.16492,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,4,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00004.png,745,1053,0.94449,0.16314,0.15562,588x957+0+0,0,0,0.71731,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,5,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00005.png,745,1053,0.94783,0.15619,0.14937,588x958+0+0,0,0,0.71806,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,15,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00015.png,745,1053,0.95173,0.15085,0.13801,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,28,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00028.png,745,1053,0.97168,0.12137,0.07659,657x911+0+0,0,0,0.76296,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,42,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00042.png,745,1053,0.97569,0.10984,0.06891,657x912+0+0,0,0,0.76379,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,55,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00055.png,745,1053,0.96786,0.12688,0.09216,568x912+0+0,0,0,0.66033,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,69,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00069.png,745,1053,0.98574,0.08476,0.03921,599x914+0+0,0,0,0.69789,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,83,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00083.png,745,1053,0.99767,0.03473,0.00663,470x912+0+0,0,0,0.5464,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,96,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00096.png,745,1053,0.99589,0.04817,0.01061,568x909+0+0,0,0,0.65815,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,110,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00110.png,745,1053,0.98532,0.08857,0.03871,568x957+0+0,0,0,0.69291,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,123,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00123.png,745,1053,0.97595,0.1095,0.06791,568x958+0+0,0,0,0.69363,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,137,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00137.png,745,1053,0.9732,0.11742,0.0741,567x911+0+0,0,0,0.65844,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,150,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00150.png,745,1053,0.99647,0.04269,0.01017,567x909+0+0,0,0,0.657,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,164,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00164.png,745,1053,0.97908,0.10684,0.05578,566x914+0+0,0,0,0.65944,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,178,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00178.png,745,1053,0.98877,0.07849,0.02981,454x910+0+0,0,0,0.52664,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,191,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00191.png,745,1053,0.97389,0.11399,0.07454,567x910+0+0,0,0,0.65772,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,205,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00205.png,745,1053,0.96813,0.12889,0.08608,568x910+0+0,0,0,0.65888,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,218,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00218.png,745,1053,0.96473,0.13058,0.10106,567x908+0+0,0,0,0.65627,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,232,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00232.png,745,1053,0.9592,0.14068,0.11569,567x909+0+0,0,0,0.657,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,245,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00245.png,745,1053,0.97147,0.12387,0.07226,456x914+0+0,0,0,0.53128,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,259,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00259.png,745,1053,0.97692,0.11226,0.05977,567x912+0+0,0,0,0.65916,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,273,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00273.png,745,1053,0.97214,0.1225,0.07333,595x914+0+0,0,0,0.69323,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,286,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00286.png,745,1053,0.99811,0.03127,0.00544,566x908+0+0,0,0,0.65512,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,300,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00300.png,745,1053,0.98226,0.09416,0.0507,657x909+0+0,0,0,0.76128,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,313,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00313.png,745,1053,0.95857,0.13638,0.12744,590x913+0+0,0,0,0.68665,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,323,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00323.png,745,1053,0.98563,0.08244,0.04402,656x910+0+0,0,0,0.76096,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,324,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00324.png,745,1053,0.968,0.12054,0.09894,640x909+0+0,0,0,0.74158,False,False
00_pdf__gauss_werke_band11_part1,00_pdf__gauss_werke_band11_part1.pdf,325,manuscript_translation_project\release_candidates\gauss_author_current_strict_audit\sample_pages\00_pdf__gauss_werke_band11_part1\page_00325.png,745,1053,0.96813,0.11792,0.10191,657x910+0+0,0,0,0.76212,False,False
