"branch_head","language_gate","concept","target_rendering","term_alternatives_or_register_notes","formula_neighboring_usage_note","source_context_locator","source_resolution_status","boundary"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-2:line-4:utf16-50","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-2:line-17:utf16-17","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-2:line-18:utf16-67","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-2:line-23:utf16-1","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-2:line-25:utf16-60","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-2:line-27:utf16-26","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-2:line-29:utf16-41","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-2:line-30:utf16-53","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-2:line-31:utf16-37","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-6:line-9:utf16-38","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-6:line-14:utf16-38","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-6:line-30:utf16-47","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-6:line-32:utf16-41","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-10:line-3:utf16-44","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-10:line-5:utf16-37","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-10:line-9:utf16-43","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-10:line-11:utf16-5","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-10:line-13:utf16-87","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-10:line-15:utf16-35","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-10:line-17:utf16-56","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-10:line-19:utf16-66","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-10:line-21:utf16-52","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-4:line-1:utf16-42","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-4:line-1:utf16-55","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-4:line-13:utf16-74","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-4:line-15:utf16-18","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-4:line-23:utf16-4","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-4:line-25:utf16-26","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-4:line-34:utf16-75","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-4:line-34:utf16-88","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-5:line-1:utf16-108","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-5:line-13:utf16-28","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-5:line-14:utf16-36","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-5:line-15:utf16-1","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-5:line-15:utf16-90","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-6:utf16-11","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-7:utf16-63","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-8:utf16-1","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-10:utf16-55","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-6:line-10:utf16-19","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-13:utf16-33","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-17:utf16-71","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-18:utf16-75","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-19:utf16-28","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring","حلقه","source form only; no accepted terminology claim","Use only with the exact source context row.","pdf-page-6:line-19:utf16-107","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal","ایدهآل","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-20:utf16-83","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ar","linear algebra","الجبر الخطي","جبر خطي; الجبر الخطي","Keep Latin variables and formulas such as Ax=b or V inside LTR/math spans; Arabic phrase sits outside formula tokens.","linear algebra","unresolved-source-context-blocker","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ar","Noetherian ring","حلقة نوثرية","حلقة نوثرية; الحلقات النويثرية; حلقة ناظمية only where the source itself uses that register","When R is named next to Arabic text, keep R in math/LTR isolation and avoid reshaping formulas around Arabic punctuation.","ring, ideal, Noetherian ring","unresolved-source-context-blocker","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","linear algebra","جبر خطی","جبر خطی; جبر برداری only if a source row independently supports it","Use Persian RTL prose around unchanged LTR formulas; do not Persianize variable names such as A, x, V unless source context does.","linear algebra","unresolved-source-context-blocker","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring / module / ideal / Noetherian","حلقه / مدول / ایده‌آل / نوتری","حلقه; مدول; ایده‌آل; ایده آل; جبر نوتری","For R-modules, keep the hyphen or math notation stable: R-مدول or مدول روی R according to local source context.","ring, module, ideal, Noetherian algebra","unresolved-source-context-blocker","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","prs_AF","linear algebra","جبر خطی","الجبر خطی; جبر خطی","Dari RTL prose should keep formulas and course codes LTR; do not import Iran-only register without a Dari source row.","Dari linear algebra and algebra course/book witnesses","unresolved-source-context-blocker","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","tg_Cyrl_TJ","linear algebra / vector space / matrix","алгебраи хаттӣ / фазои векторӣ / матритса","алгебраи хаттӣ; фазои векторӣ; матритса; вектор","Tajik Cyrillic prose is LTR; formula-neighboring caution is mostly about preserving math notation, not bidi shaping.","Tajik Cyrillic linear algebra","unresolved-source-context-blocker","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","tg_Cyrl_TJ","ring / field","ҳалқа / майдон","ҳалқа; майдон","Keep R, K, F and displayed algebra notation unchanged next to Cyrillic prose.","Tajik algebra, ring, field","unresolved-source-context-blocker","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ug_Arab","Noetherian ring / left Noetherian ring / right Noetherian ring","نوئېتېر ھالقىسى / سول نوئېتېر ھالقىسى / ئوڭ نوئېتېر ھالقىسى","نوئېتېر ھالقىسى; سول نوئېتېر ھالقىسى; ئوڭ نوئېتېر ھالقىسى; ھالقا","Uyghur Arabic-script prose is RTL; keep R and chain-condition formulas in LTR/math spans.","Uyghur Arabic-script Noetherian/ring terminology","unresolved-source-context-blocker","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview","لکیری الجبرا","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","technical-prose-context; preserve Urdu RTL script around LTR formula/math tokens.","line 2; 30 exact-context matches","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview","سمتیہ","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 12; 136 exact-context matches","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview","فضاء","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 12; 5 exact-context matches","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview","ویژہ","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 14; 20 exact-context matches","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview","ویژہ قدر","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 14; 1 exact-context matches","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview","ویژہ سمتیہ","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 14; 1 exact-context matches","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","linear algebra foundations","مصفوفہ","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 3; 115 exact-context matches","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","linear algebra","لکیری الجبرا","lakiri aljabra","technical-prose/context-title","UR-WB-LA-000-E001","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","simultaneous linear equations system","متواقت لکیری مساوات کا نظام","mutawaqat lakiri musawat ka nizam","chapter-index formula/definition neighboring candidate","UR-WB-LA-000-E002","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","vector space","سمتیہ فضاء","samtia faza","formula/definition neighboring candidate","UR-WB-LA-003-E003","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","inner product space","اندرونی حاصل ضرب فضاء","andaruni hasil-e-zarb faza","formula/definition neighboring candidate","UR-WB-LA-005-E001","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","eigenvalue","ویژہ قدر","wezha qadar","formula/definition neighboring candidate","UR-WB-LA-006-E003","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","eigenvector","ویژہ سمتیہ","wezha samtia","formula/definition neighboring candidate","UR-WB-LA-006-E004","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","eigenspace","ویژہ فضاء","wezha faza","formula/definition neighboring candidate","UR-WB-LA-006-E006","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","linear transformation / transformation","استحالہ","istihala","formula/definition neighboring candidate","UR-WB-LA-004-E001","resolved-source-context","term/register and formula-neighboring support only; no accepted terminology"
