"branch_head_active","previous_branch_head","carry_forward_type","direct_r7_body_change_at_212dfb","branch_effect","c7fb_delta_direct_r7_body_change","c7fb_delta_effect","ledger_id","row_id","ledger_type","allowed_use","blocked_or_adverse_use","source_context","status","boundary"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-SINGAPORE-MOE-01","BS-SINGAPORE-MOE-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_extracted_Malay_mathematics_term_list","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-SINGAPORE-SEAB-01","BS-SINGAPORE-SEAB-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_Malay_math_term_or_course_overlap","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-SINGAPORE-SEAB-02","BS-SINGAPORE-SEAB-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_Malay_math_terminology","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-SINGAPORE-SEAB-03","BS-SINGAPORE-SEAB-03","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_term_authority","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-COMP-MABBIM-01","COMP-MABBIM-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: not_Brunei_or_Singapore_local_adoption_evidence","comparator_only_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-SRC-PKG-01","SEA-SRC-PKG-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: not_mathematics_or_algebra_terminology_authority","source_package_context_body_not_math_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-SRC-PKG-02","SEA-SRC-PKG-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: not_mathematics_or_algebra_terminology_authority","source_package_context_body_not_math_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-FIL-TAG-01","SEA-FIL-TAG-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: glossary_not_higher_algebra_proof_text","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-FIL-TAG-02","SEA-FIL-TAG-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: lower_grade_glossary_not_higher_algebra_proof_text","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-CEB-01","SEA-CEB-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: landing_page_for_lower_math_not_higher_algebra","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-CEB-02","SEA-CEB-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: landing_page_for_lower_math_not_higher_algebra","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-HIL-01","SEA-HIL-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: listing_only_not_exact_math_text","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-WAR-01","SEA-WAR-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: context_paper_not_terminology_or_higher_algebra","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-ILO-01","SEA-ILO-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: context_page_not_higher_algebra_text","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-BIK-01","SEA-BIK-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: language_material_only_not_math","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-LAO-01","SEA-LAO-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: primary_textbook_portal_not_higher_algebra","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-LAO-02","SEA-LAO-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: platform_listing_not_exact_source_text","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-SHAN-01","SEA-SHAN-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: language_textbook_only_not_math","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-ZHUANG-GAP-01","SEA-ZHUANG-GAP-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_direct_Zhuang_math_or_STEM_source_found_in_pass","gap_no_body_not_copied","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-HMONG-01","SEA-HMONG-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: HTTP_403_no_content_captured","gap_no_body_not_copied","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-HMONG-02","SEA-HMONG-02","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: lower_grade_glossary_not_higher_algebra","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-MIEN-01","SEA-MIEN-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: language_resource_only_not_math","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-KHMER-GAP-01","SEA-KHMER-GAP-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: expired_certificate_no_content_captured","gap_no_body_not_copied","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-KHMER-01","SEA-KHMER-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: book_index_not_exact_higher_algebra_text","title_listing_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-MON-GAP-01","SEA-MON-GAP-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_math_source_found_in_pass","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-SANTALI-01","SEA-SANTALI-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: textbook_listing_not_exact_higher_algebra_text","title_listing_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-MI-SOURCE-GAP-01","MI-SOURCE-GAP-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: no_TeX_LaTeX_arXiv_eprint_source_archive_found_for_algebra_witnesses","gap_no_body_not_copied","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-BS-SINGAPORE-GAP-01","BS-SINGAPORE-GAP-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: MOE_SEAB_routes_captured_but_no_exact_Malay_math_terms_or_overlap","gap_no_body_not_copied","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-SEA-SOURCE-GAP-01","SEA-SOURCE-GAP-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: pass2_sources_are_glossary_context_listing_or_failed_rows_not_higher_algebra_proof_sources","gap_no_body_not_copied","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-REC-KHMER-KOSALMATH-HTML-01","REC-KHMER-KOSALMATH-HTML-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: Recovered route page; exact higher-algebra/proof source gate still missing.","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-REC-KHMER-KOSALMATH-PDF-01","REC-KHMER-KOSALMATH-PDF-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: PDF body captured, but dictionary/glossary body only; not source-gated higher-algebra proof support.","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-REC-KHMER-MATHDICT-HTML-01","REC-KHMER-MATHDICT-HTML-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: Online dictionary page captured; still not exact higher-algebra proof source.","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-REC-SINGAPORE-MOE-HTML-01","REC-SINGAPORE-MOE-HTML-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: Official route captured, but no exact Malay higher-algebra terminology body found.","route_context_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-REC-C2-ID-INVARIANT-UKITORAJA-01","REC-C2-ID-INVARIANT-UKITORAJA-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: Contains teori invarian in a group-history context; not a Noether invariant-theory proof body.","source_return_body_requires_exact_topic_gate","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-REC-C2-ID-ELEMDIV-UNG-TOC-01","REC-C2-ID-ELEMDIV-UNG-TOC-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: Contains title row DEKOMPOSISI MODUL PROJEKTIF ... GELANGGANG PEMBAGI ELEMENTER; no article body located in this file.","title_listing_body_not_translation_authority","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
