manifest_id,language_code,script,language_group,source_body_class,source_kind,original_path,package_relative_path,sha256,bytes,duplicate_of_manifest_id,license_access_signal,topic_tags,provenance_note,separation_note,false_output_guard,created_utc
S06-RTL-0050,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_cayley_hamilton_pdf.pdf,native-source-bodies\ar\0050_damascus_cayley_hamilton_pdf.pdf,01e37f125a62322451388f068e71bbf7e28f0448f1a112f62252e821e65ec6d4,619610,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0051,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_prufer_ring_article_page.html,native-source-bodies\ar\0051_damascus_prufer_ring_article_page.html,1f9ffe7a3d264d1cdb0e12ee1d598cbab13153ce25d8369a636bac5d7fb7ea51,33753,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0052,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_prufer_ring_pdf.first5.txt,ocr-witnesses\ar\0052_damascus_prufer_ring_pdf.first5.txt,d2591f598ed3e9822d018e550fe8b97e465d004ecd4fb2a3f61c3e3490639785,13912,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0053,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_prufer_ring_pdf.pdf,native-source-bodies\ar\0053_damascus_prufer_ring_pdf.pdf,8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4,433859,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0055,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_matrix_article_page.html,native-source-bodies\ar\0055_fezzan_matrix_article_page.html,c9e52711143888580351a554729aecc755172c12b47c04889d822fedb922bee3,30330,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0056,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_matrix_pdf_citation_url.pdf,native-source-bodies\ar\0056_fezzan_matrix_pdf_citation_url.pdf,971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15,536609,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0057,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_matrix_pdf.first5.txt,ocr-witnesses\ar\0057_fezzan_matrix_pdf.first5.txt,a023652067eff99a54396bb736b933b489e7aa947bafe932613b103d6ef1d215,21516,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0058,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_matrix_pdf.pdf,,971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15,536609,S06-RTL-0056,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0059,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_public_rights_file_52.first5.txt,ocr-witnesses\ar\0059_fezzan_public_rights_file_52.first5.txt,068ab2149f0733a98f289ca317c4fbcc74dbc48c0b1f2b9bafd6801a1103fcef,4377,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0060,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\shamra_invariance_download_probe.html,native-source-bodies\ar\0060_shamra_invariance_download_probe.html,be1305ed064a7704cbc8c2f5222c95ebccdf61f5edafeea9418e7cf280848aeb,80,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0061,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\shamra_invariance_metadata_page.html,native-source-bodies\ar\0061_shamra_invariance_metadata_page.html,7850c9cf3bbbff0df2f678b87008c06fb36049f82e8c830cc2cc28038a27fb8b,236526,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;invariant-or-representation-adjacent;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0062,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\shamra_invariance_show_pdf_probe.html,native-source-bodies\ar\0062_shamra_invariance_show_pdf_probe.html,5a2d14ee71c92cccbfd2341077e696471b6ab247bd6f26da5f9121782c0a4620,155134,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0063,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T072800Z_arabic_hindawi_structured_text_probe\downloads\hindawi_numbers.fulltext.txt,ocr-witnesses\ar\0063_hindawi_numbers.fulltext.txt,e3e4d9864402ff5f2a4a0dd785d2afc791379d6ba13b9eccff0e2dadcbe48e7c,517760,,publisher-download-access-signal-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0064,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T072800Z_arabic_hindawi_structured_text_probe\downloads\hindawi_numbers.pdf,native-source-bodies\ar\0064_hindawi_numbers.pdf,9cb2e39b9eeed600169e8e585f03b971000010c6ba6ce05a1ff925ece1a6007f,5263323,,publisher-download-access-signal-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0065,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T072800Z_arabic_hindawi_structured_text_probe\downloads\hindawi_what_is_the_use.fulltext.txt,ocr-witnesses\ar\0065_hindawi_what_is_the_use.fulltext.txt,e08c5125c3c06e5d23dd6ef74d15a0510c4b64f9275ae53afa6830f67e460f86,1341653,,publisher-download-access-signal-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0066,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T072800Z_arabic_hindawi_structured_text_probe\downloads\hindawi_what_is_the_use.pdf,native-source-bodies\ar\0066_hindawi_what_is_the_use.pdf,02fbed157f08bc88993b16e881d5af0ef0235ef13aa615a950ed36d9ecb4c5c4,20543647,,publisher-download-access-signal-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0067,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\damascus_module_representation_article_page.html,native-source-bodies\ar\0067_damascus_module_representation_article_page.html,34b3604079ffc0584287f5bdd4b51f67e24f0475b95968a4d2cd0313a62faa5c,38960,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0068,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\damascus_module_representation_pdf.pdf,native-source-bodies\ar\0068_damascus_module_representation_pdf.pdf,58c1254fc8f2f7d3c8c6018e2f889b444d631ce212de371d9bb560da9ec69b2d,811098,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0069,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\damascus_module_representation_pdf.textcheck.txt,ocr-witnesses\ar\0069_damascus_module_representation_pdf.textcheck.txt,7193d398dfa06c56026f6821d0b40d871e168b51da1ee9ec99c1ce4fa31f25f1,39947,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;invariant-or-representation-adjacent;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0070,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\ens_kouba_alg411.pdf,native-source-bodies\ar\0070_ens_kouba_alg411.pdf,97281366546ba5019a01b7212659af3c0999bf55fb0629215076f9368768b29b,127286,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0071,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\ens_kouba_alg411.textcheck.txt,ocr-witnesses\ar\0071_ens_kouba_alg411.textcheck.txt,9d031ccb8b18ea2c6ce27ed4e2bc849ab0f348c1319af9b8261a17bc1cbcda34,16926,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0072,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\svu_mathematical_algebra.pdf,native-source-bodies\ar\0072_svu_mathematical_algebra.pdf,9d96c60e5a2a47e668b805c7c599a0d7ded1bebb174e2eb141e68e6825676930,3639819,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0073,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\svu_mathematical_algebra.textcheck.txt,ocr-witnesses\ar\0073_svu_mathematical_algebra.textcheck.txt,ea5f38ec57fb15f629f0032a0dd6fdd010d3e087d565069e64435b85470165f2,701866,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0074,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\syriamath_structures2_ring_homomorphism.pdf,native-source-bodies\ar\0074_syriamath_structures2_ring_homomorphism.pdf,35519d9abfbcf427125ecb8985f4832eddb8f425a9f3022e78b26d9f7d9c9ab2,7397057,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0075,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\syriamath_structures2_ring_homomorphism.textcheck.txt,ocr-witnesses\ar\0075_syriamath_structures2_ring_homomorphism.textcheck.txt,54b8da5463aa44406006d2f5296f5710971a4419371f8f05b0397b6530a1d14c,74516,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0076,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T113500Z_arabic_homomorphism_isomorphism_probe\downloads\yarmouk_bsc_math_curriculum.pdf,native-source-bodies\ar\0076_yarmouk_bsc_math_curriculum.pdf,32683e7c2a22b2a0f5e360a5e6159c443af341092ad40aaa43ea62f78a5a337e,60,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0077,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T124900Z_arabic_invariant_source_body_recheck\downloads\almanhal_invariant_phrase_page.html,native-source-bodies\ar\0077_almanhal_invariant_phrase_page.html,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0078,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T124900Z_arabic_invariant_source_body_recheck\downloads\researchgate_invariant_theory_sections_probe.html,native-source-bodies\ar\0078_researchgate_invariant_theory_sections_probe.html,2620b98bf76b8e804ce5dd6af9dcc757e171901332b55cd7b0c04ae07be7a829,80,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian;invariant-or-representation-adjacent,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0079,ar,Arab,arabic,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T124900Z_arabic_invariant_source_body_recheck\downloads\shamra_invariance_metadata_refresh.html,native-source-bodies\ar\0079_shamra_invariance_metadata_refresh.html,fcb3fc4924fcc1e56db48119d1c5504b5cb2b74fe60f5905a6fcd28c5b91d0e4,236526,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian;invariant-or-representation-adjacent;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0080,ar,Arab,arabic,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T132600Z_arabic_ring_homomorphism_curriculum_probe\downloads\anbar_mathematics_arabic_program.pdf,native-source-bodies\ar\0080_anbar_mathematics_arabic_program.pdf,7bf438273ab5d3a3aac5a7c53f79db0527d1aa7766a1ef0bf606e9733608ef55,3785287,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0081,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T132600Z_arabic_ring_homomorphism_curriculum_probe\downloads\anbar_mathematics_arabic_program.pdftotext.err.txt,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,S06-RTL-0077,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;course-bibliographic-or-metadata;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0082,ar,Arab,arabic,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T132600Z_arabic_ring_homomorphism_curriculum_probe\downloads\anbar_mathematics_arabic_program.textcheck.txt,ocr-witnesses\ar\0082_anbar_mathematics_arabic_program.textcheck.txt,7978a60d748e695a1e8ac1dcc0d4a7a2f02d2406eb159f7c9faace48739ddc6f,495181,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;course-bibliographic-or-metadata;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
