audit_id,component_relpath,upstream_line,visible_locator_tex,normalized_locator,scope,section_context,context_cue,external_basis,audit_class,candidate_id,candidate_pattern_kind,candidate_visible_reference_tex,resolution_status,resolved_target_id,link_inserted
locator-audit-00384,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2581,2.5,2.5,e01,expose,,,candidate_covered,reference-candidate-00331,bare_locator,2.5,resolved,sga6.e01.prop.2-5,yes
locator-audit-00385,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2590,1.2,1.2,e01,expose,,,candidate_covered,reference-candidate-00332,parenthesized_locator,(1.2),resolved,sga6.e01.sec.1.2,yes
locator-audit-00386,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2590,1.2,1.2,e01,expose,,,candidate_covered,reference-candidate-00333,parenthesized_locator,(1.2),resolved,sga6.e01.sec.1.2,yes
locator-audit-00387,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2594,2.11,2.11,e01,expose,,,candidate_covered,reference-candidate-00334,bare_locator,2.11,resolved,sga6.e01.prop.2-11,yes
locator-audit-00388,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2596,2.11,2.11,e01,expose,,,candidate_covered,reference-candidate-00335,bare_locator,2.11,resolved,sga6.e01.prop.2-11,yes
locator-audit-00389,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2596,2.13,2.13,e01,expose,,,candidate_covered,reference-candidate-00336,parenthesized_locator,(2.13),resolved,sga6.e01.prop.2-13,yes
locator-audit-00390,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2600,1.3,1.3,e01,expose,,,candidate_covered,reference-candidate-00337,bare_locator,1.3,resolved,sga6.e01.sec.1.3,yes
locator-audit-00391,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2600,2.6,2.6,e01,expose,,,candidate_covered,reference-candidate-00338,parenthesized_locator,(2.6),resolved,sga6.e01.schol.2-6,yes
locator-audit-00392,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2600,2.14,2.14,e01,expose,,,candidate_covered,reference-candidate-00339,parenthesized_locator,(2.14),resolved,sga6.e01.cor.2-14,yes
locator-audit-00393,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2608,6.4,6.4,e01,expose,,external_work_context,candidate_covered,reference-candidate-00340,roman_locator,IV 6.4,external,,no
locator-audit-00394,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2669,2.13,2.13,e01,expose,,,candidate_covered,reference-candidate-00341,parenthesized_locator,(2.13),resolved,sga6.e01.prop.2-13,yes
locator-audit-00395,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2677,2.12,2.12,e01,expose,,,candidate_covered,reference-candidate-00342,parenthesized_locator,(2.12),resolved,sga6.e01.prop.2-12,yes
locator-audit-00396,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2677,2.13,2.13,e01,expose,,,candidate_covered,reference-candidate-00343,parenthesized_locator,(2.13),resolved,sga6.e01.prop.2-13,yes
locator-audit-00397,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2681,2.16,2.16,e01,expose,,,candidate_covered,reference-candidate-00344,parenthesized_locator,(2.16),resolved,sga6.e01.cor.2-16,yes
locator-audit-00398,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2691,2.6,2.6,e01,expose,,,candidate_covered,reference-candidate-00345,parenthesized_locator,(2.6),resolved,sga6.e01.schol.2-6,yes
locator-audit-00399,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2715,2.5,2.5,e01,expose,,,candidate_covered,reference-candidate-00346,parenthesized_locator,(2.5),resolved,sga6.e01.prop.2-5,yes
locator-audit-00400,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2715,2.10,2.10,e01,expose,,,candidate_covered,reference-candidate-00347,bare_locator,2.10,resolved,sga6.e01.prop.2-10,yes
locator-audit-00401,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2719,2.0,2.0,e01,3,,,candidate_covered,reference-candidate-00348,parenthesized_locator,(2.0),resolved,sga6.e01.para.2-0,yes
locator-audit-00402,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2725,1.2,1.2,e01,3,,,candidate_covered,reference-candidate-00349,parenthesized_locator,(1.2),resolved,sga6.e01.sec.1.2,yes
locator-audit-00403,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2787,2.5,2.5,e01,3,,,candidate_covered,reference-candidate-00350,bare_locator,2.5,resolved,sga6.e01.prop.2-5,yes
locator-audit-00404,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2799,3.3,3.3,e01,3,,,candidate_covered,reference-candidate-00351,parenthesized_locator,(3.3),resolved,sga6.e01.lem.3-3,yes
locator-audit-00405,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2809,2.0,2.0,e01,3,,,candidate_covered,reference-candidate-00352,parenthesized_locator,(2.0),resolved,sga6.e01.para.2-0,yes
locator-audit-00406,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2815,2.8,2.8,e01,3,,,candidate_covered,reference-candidate-00353,parenthesized_locator,(2.8),resolved,sga6.e01.def.2-8,yes
locator-audit-00407,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2829,3.4,3.4,e01,3,,,candidate_covered,reference-candidate-00354,parenthesized_locator,(3.4),resolved,sga6.e01.cor.3-4,yes
locator-audit-00408,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2829,2.11,2.11,e01,3,,,candidate_covered,reference-candidate-00355,bare_locator,2.11,resolved,sga6.e01.prop.2-11,yes
locator-audit-00409,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2831,1.3,1.3,e01,3,,,candidate_covered,reference-candidate-00356,bare_locator,1.3,resolved,sga6.e01.sec.1.3,yes
locator-audit-00410,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2831,2.15,2.15,e01,3,,,candidate_covered,reference-candidate-00357,parenthesized_locator,(2.15),resolved,sga6.e01.ex.2-15,yes
locator-audit-00411,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2833,2.1,2.1,e01,3,,external_work_context,candidate_covered,reference-candidate-00358,roman_locator,IX 2.1,external,,no
locator-audit-00412,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2839,5.3.1,5.3.1,e01,3,,external_work_context,candidate_covered,reference-candidate-00359,bare_locator,5.3.1,external,,no
locator-audit-00413,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2858,2.1,2.1,e01,3,,,candidate_covered,reference-candidate-00360,parenthesized_locator,(2.1),resolved,sga6.e01.def.2-1,yes
locator-audit-00414,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2877,7.1.2,7.1.2,e01,3,,,candidate_covered,reference-candidate-00362,parenthesized_locator,(7.1.2),resolved,sga6.e01.prop.7-1-2,yes
locator-audit-00415,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2879,7.8,7.8,e01,3,,external_work_context,candidate_covered,reference-candidate-00363,roman_locator,VIII 7.8,external,,no
locator-audit-00416,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2888,2.22,2.22,e01,3,,,candidate_covered,reference-candidate-00364,bare_locator,2.22,resolved,sga6.e01.prop.3-7,yes
locator-audit-00417,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2898,1.1,1.1,e01,4,,,candidate_covered,reference-candidate-00365,parenthesized_locator,(1.1),resolved,sga6.e01.sec.1.1,yes
locator-audit-00418,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2898,1.2,1.2,e01,4,,,candidate_covered,reference-candidate-00366,parenthesized_locator,(1.2),resolved,sga6.e01.sec.1.2,yes
locator-audit-00419,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2904,2.1,2.1,e01,4,,,candidate_covered,reference-candidate-00367,parenthesized_locator,(2.1),resolved,sga6.e01.def.2-1,yes
locator-audit-00420,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2955,4.1,4.1,e01,4,,,candidate_covered,reference-candidate-00368,parenthesized_locator,(4.1),resolved,sga6.e01.lem.4-1,yes
locator-audit-00421,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2963,4.2,4.2,e01,4,,,candidate_covered,reference-candidate-00369,parenthesized_locator,(4.2),resolved,sga6.e01.cor.4-2,yes
locator-audit-00422,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2965,7.1,7.1,e01,4,,external_work_context,candidate_covered,reference-candidate-00370,roman_locator,VI 7.1,external,,no
locator-audit-00423,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2965,4.3,4.3,e01,4,,,candidate_covered,reference-candidate-00371,parenthesized_locator,(4.3),resolved,sga6.e01.cor.4-3,yes
locator-audit-00424,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2981,4.4,4.4,e01,4,,,candidate_covered,reference-candidate-00373,parenthesized_locator,(4.4),resolved,sga6.e01.schol.4-4,yes
locator-audit-00425,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2996,2.1,2.1,e01,4,,external_citation_context,candidate_covered,reference-candidate-00374,parenthesized_locator,(2.1),external,,no
locator-audit-00426,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2996,4.3,4.3,e01,4,,,candidate_covered,reference-candidate-00375,parenthesized_locator,(4.3),resolved,sga6.e01.cor.4-3,yes
locator-audit-00427,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3006,4.0,4.0,e01,4,,,candidate_covered,reference-candidate-00376,parenthesized_locator,(4.0),resolved,sga6.e01.para.4-0,yes
locator-audit-00428,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3006,1.3.1,1.3.1,e01,4,,,candidate_covered,reference-candidate-00377,parenthesized_locator,(1.3.1),resolved,sga6.e01.lem.1-3-1,yes
locator-audit-00429,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3006,2.15,2.15,e01,4,,,candidate_covered,reference-candidate-00378,parenthesized_locator,(2.15),resolved,sga6.e01.ex.2-15,yes
locator-audit-00430,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3006,2.15.1,2.15.1,e01,4,,,candidate_covered,reference-candidate-00379,parenthesized_locator,(2.15.1),resolved,sga6.e01.lem.2-15-1,yes
locator-audit-00431,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3008,4.8,4.8,e01,4,,,candidate_covered,reference-candidate-00380,named_object,Example (4.8),resolved,sga6.e01.ex.4-8,yes
locator-audit-00432,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3010,1.1.4,1.1.4,e01,4,,,candidate_covered,reference-candidate-00381,parenthesized_locator,(1.1.4),resolved,sga6.e01.para.1-1-4,yes
locator-audit-00433,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3018,1.1.3,1.1.3,e01,4,,,candidate_covered,reference-candidate-00382,parenthesized_locator,(1.1.3),resolved,sga6.e01.para.1-1-3,yes
locator-audit-00434,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3018,2.2.4,2.2.4,e01,4,,,candidate_covered,reference-candidate-00383,roman_locator,II 2.2.4,external,,no
locator-audit-00435,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3036,4.6,4.6,e01,4,,,candidate_covered,reference-candidate-00384,parenthesized_locator,(4.6),resolved,sga6.e01.cor.4-6,yes
locator-audit-00436,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3036,4.7,4.7,e01,4,,,candidate_covered,reference-candidate-00385,named_object,definition (4.7),resolved,sga6.e01.def.4-7,yes
locator-audit-00437,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3036,4.9,4.9,e01,4,,,candidate_covered,reference-candidate-00386,parenthesized_locator,(4.9),resolved,sga6.e01.notation.4-9,yes
locator-audit-00438,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3058,4.10,4.10,e01,4,,,candidate_covered,reference-candidate-00387,parenthesized_locator,(4.10),resolved,sga6.e01.prop.4-10,yes
locator-audit-00439,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3060,4.10,4.10,e01,4,,,candidate_covered,reference-candidate-00388,parenthesized_locator,(4.10),resolved,sga6.e01.prop.4-10,yes
locator-audit-00440,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3068,4.7,4.7,e01,4,,,candidate_covered,reference-candidate-00389,parenthesized_locator,(4.7),resolved,sga6.e01.def.4-7,yes
locator-audit-00441,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3074,2.6,2.6,e01,4,,,candidate_covered,reference-candidate-00390,parenthesized_locator,(2.6),resolved,sga6.e01.schol.2-6,yes
locator-audit-00442,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3083,4.10,4.10,e01,4,,,candidate_covered,reference-candidate-00391,parenthesized_locator,(4.10),resolved,sga6.e01.prop.4-10,yes
locator-audit-00443,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3137,2.7,2.7,e01,expose,,,candidate_covered,reference-candidate-00392,parenthesized_locator,(2.7),resolved,sga6.e01.prop.2-7,yes
locator-audit-00444,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3142,4.2,4.2,e01,expose,,external_bracket_citation_context,candidate_covered,reference-candidate-00393,bare_locator,4.2,external,,no
locator-audit-00445,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3150,4.7,4.7,e01,expose,,,candidate_covered,reference-candidate-00394,parenthesized_locator,(4.7),resolved,sga6.e01.def.4-7,yes
locator-audit-00446,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3169,4.7,4.7,e01,expose,,,candidate_covered,reference-candidate-00395,parenthesized_locator,(4.7),resolved,sga6.e01.def.4-7,yes
locator-audit-00447,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3169,4.13,4.13,e01,expose,,,candidate_covered,reference-candidate-00396,parenthesized_locator,(4.13),resolved,sga6.e01.lem.4-13,yes
locator-audit-00448,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3171,4.14,4.14,e01,expose,,,candidate_covered,reference-candidate-00397,parenthesized_locator,(4.14),resolved,sga6.e01.cor.4-14,yes
locator-audit-00449,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3177,4.11,4.11,e01,expose,,,candidate_covered,reference-candidate-00398,parenthesized_locator,(4.11),resolved,sga6.e01.complement.4-11,yes
locator-audit-00450,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3177,2.11,2.11,e01,expose,,,candidate_covered,reference-candidate-00399,parenthesized_locator,(2.11),resolved,sga6.e01.prop.2-11,yes
locator-audit-00451,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3185,4.11,4.11,e01,expose,,,candidate_covered,reference-candidate-00400,parenthesized_locator,(4.11),resolved,sga6.e01.complement.4-11,yes
locator-audit-00452,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3185,4.13,4.13,e01,expose,,,candidate_covered,reference-candidate-00401,parenthesized_locator,(4.13),resolved,sga6.e01.lem.4-13,yes
locator-audit-00453,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3194,4.11,4.11,e01,expose,,,candidate_covered,reference-candidate-00402,parenthesized_locator,(4.11),resolved,sga6.e01.complement.4-11,yes
locator-audit-00454,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3194,2.12,2.12,e01,expose,,,candidate_covered,reference-candidate-00403,parenthesized_locator,(2.12),resolved,sga6.e01.prop.2-12,yes
locator-audit-00455,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3194,2.10,2.10,e01,expose,,,candidate_covered,reference-candidate-00404,bare_locator,2.10,resolved,sga6.e01.prop.2-10,yes
locator-audit-00456,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3194,4.16,4.16,e01,expose,,,candidate_covered,reference-candidate-00405,parenthesized_locator,(4.16),resolved,sga6.e01.lem.4-16,yes
locator-audit-00457,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3196,4.0,4.0,e01,expose,,,candidate_covered,reference-candidate-00406,parenthesized_locator,(4.0),resolved,sga6.e01.para.4-0,yes
locator-audit-00458,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3200,2.13,2.13,e01,expose,,,candidate_covered,reference-candidate-00407,parenthesized_locator,(2.13),resolved,sga6.e01.prop.2-13,yes
locator-audit-00459,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3207,4.10,4.10,e01,expose,,,candidate_covered,reference-candidate-00408,parenthesized_locator,(4.10),resolved,sga6.e01.prop.4-10,yes
locator-audit-00460,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3221,4.11,4.11,e01,expose,,,candidate_covered,reference-candidate-00409,parenthesized_locator,(4.11),resolved,sga6.e01.complement.4-11,yes
locator-audit-00461,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3223,2.16,2.16,e01,expose,,,candidate_covered,reference-candidate-00410,parenthesized_locator,(2.16),resolved,sga6.e01.cor.2-16,yes
locator-audit-00462,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3229,4.18,4.18,e01,expose,,,candidate_covered,reference-candidate-00411,parenthesized_locator,(4.18),resolved,sga6.e01.prop.4-18,yes
locator-audit-00463,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3260,4.19,4.19,e01,expose,,,candidate_covered,reference-candidate-00412,parenthesized_locator,(4.19),resolved,sga6.e01.cor.4-19,yes
locator-audit-00464,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3276,3.3,3.3,e01,5,,,candidate_covered,reference-candidate-00413,parenthesized_locator,(3.3),resolved,sga6.e01.lem.3-3,yes
locator-audit-00465,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3289,4.16,4.16,e01,5,,,candidate_covered,reference-candidate-00414,parenthesized_locator,(4.16),resolved,sga6.e01.lem.4-16,yes
locator-audit-00466,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3289,5.1,5.1,e01,5,,external_citation_context,candidate_covered,reference-candidate-00415,parenthesized_locator,(5.1),external,,no
locator-audit-00467,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3300,5.1,5.1,e01,5,,,candidate_covered,reference-candidate-00416,parenthesized_locator,(5.1),resolved,sga6.e01.prop.5-1,yes
locator-audit-00468,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3306,5.1,5.1,e01,5,,,candidate_covered,reference-candidate-00417,parenthesized_locator,(5.1),resolved,sga6.e01.prop.5-1,yes
locator-audit-00469,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3306,1.1.4,1.1.4,e01,5,,,candidate_covered,reference-candidate-00418,parenthesized_locator,(1.1.4),resolved,sga6.e01.para.1-1-4,yes
locator-audit-00470,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3315,1.7,1.7,e01,5,,external_work_context,candidate_covered,reference-candidate-00419,roman_locator,VI 1.7,external,,no
locator-audit-00471,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3317,2.16,2.16,e01,5,,,candidate_covered,reference-candidate-00420,parenthesized_locator,(2.16),resolved,sga6.e01.cor.2-16,yes
locator-audit-00472,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3323,5.1,5.1,e01,5,,,candidate_covered,reference-candidate-00421,locator_subitem,(5.1 (i)),resolved,sga6.e01.prop.5-1,yes
locator-audit-00473,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3348,5.1,5.1,e01,5,,,candidate_covered,reference-candidate-00422,locator_subitem,(5.1(ii)),resolved,sga6.e01.prop.5-1,yes
locator-audit-00474,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3350,2.16.2,2.16.2,e01,5,,,candidate_covered,reference-candidate-00423,parenthesized_locator,(2.16.2),resolved,sga6.e01.exercise.2-16-2,yes
locator-audit-00475,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3367,5.0,5.0,e01,5,,,candidate_covered,reference-candidate-00424,parenthesized_locator,(5.0),resolved,sga6.e01.para.5-0,yes
locator-audit-00476,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3371,4.8,4.8,e01,5,,,candidate_covered,reference-candidate-00425,parenthesized_locator,(4.8),resolved,sga6.e01.ex.4-8,yes
locator-audit-00477,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3372,2.15,2.15,e01,5,,,candidate_covered,reference-candidate-00426,parenthesized_locator,(2.15),resolved,sga6.e01.ex.2-15,yes
locator-audit-00478,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3372,5.2,5.2,e01,5,,,candidate_covered,reference-candidate-00427,parenthesized_locator,(5.2),resolved,sga6.e01.def.5-2,yes
locator-audit-00479,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3376,4.8,4.8,e01,5,,,candidate_covered,reference-candidate-00428,parenthesized_locator,(4.8),resolved,sga6.e01.ex.4-8,yes
locator-audit-00480,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3376,2.15,2.15,e01,5,,,candidate_covered,reference-candidate-00429,parenthesized_locator,(2.15),resolved,sga6.e01.ex.2-15,yes
locator-audit-00481,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3376,5.2,5.2,e01,5,,,candidate_covered,reference-candidate-00430,parenthesized_locator,(5.2),resolved,sga6.e01.def.5-2,yes
locator-audit-00482,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3381,5.8.2.1,5.8.2.1,e01,5,,,structural_definition_or_tag,,,,,,
locator-audit-00483,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3406,5.8.2.1,5.8.2.1,e01,5,,,candidate_covered,reference-candidate-00431,parenthesized_locator,(5.8.2.1),resolved,sga6.e01.eq.5-8-2-1,yes
locator-audit-00484,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3408,5.8,5.8,e01,5,,,candidate_covered,reference-candidate-00432,parenthesized_locator,(5.8),resolved,sga6.e01.thm.5-8,yes
locator-audit-00485,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3416,1.3.1,1.3.1,e01,5,,,candidate_covered,reference-candidate-00433,parenthesized_locator,(1.3.1),resolved,sga6.e01.lem.1-3-1,yes
locator-audit-00486,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3424,3.17.1,3.17.1,e01,5,,,candidate_covered,reference-candidate-00434,parenthesized_locator,(3.17.1),resolved,sga6.e01.eq.5-8-2-1,yes
locator-audit-00487,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3432,5.8.2,5.8.2,e01,5,,,candidate_covered,reference-candidate-00435,parenthesized_locator,(5.8.2),resolved,sga6.e01.lem.5-8-2,yes
locator-audit-00488,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3434,5.8,5.8,e01,5,,,candidate_covered,reference-candidate-00436,parenthesized_locator,(5.8),resolved,sga6.e01.thm.5-8,yes
locator-audit-00489,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3442,5.1.1,5.1.1,e01,5,,,candidate_covered,reference-candidate-00437,parenthesized_locator,(5.1.1),resolved,sga6.e01.lem.5-1-1,yes
locator-audit-00490,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3449,2.6,2.6,e01,5,,,candidate_covered,reference-candidate-00438,parenthesized_locator,(2.6),resolved,sga6.e01.schol.2-6,yes
locator-audit-00491,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3449,2.9,2.9,e01,5,,,candidate_covered,reference-candidate-00439,parenthesized_locator,(2.9),resolved,sga6.e01.prop.2-9,yes
locator-audit-00492,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3449,5.8.3,5.8.3,e01,5,,,candidate_covered,reference-candidate-00440,parenthesized_locator,(5.8.3),resolved,sga6.e01.lem.5-8-3,yes
locator-audit-00493,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3451,2.5,2.5,e01,5,,,candidate_covered,reference-candidate-00441,parenthesized_locator,(2.5),resolved,sga6.e01.prop.2-5,yes
locator-audit-00494,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3453,5.5,5.5,e01,5,,,candidate_covered,reference-candidate-00442,parenthesized_locator,(5.5),resolved,sga6.e01.para.5-5,yes
locator-audit-00495,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3453,2.16.1,2.16.1,e01,5,,,candidate_covered,reference-candidate-00443,bare_locator,2.16.1,resolved,sga6.e01.cor.2-16-1,yes
locator-audit-00496,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3453,5.3,5.3,e01,5,,,candidate_covered,reference-candidate-00444,parenthesized_locator,(5.3),resolved,sga6.e01.para.5-3,yes
locator-audit-00497,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3461,2.6,2.6,e01,5,,external_work_context,candidate_covered,reference-candidate-00445,roman_locator,VI 2.6,external,,no
locator-audit-00498,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,3461,17.2.8,17.2.8,e01,5,,external_work_context,candidate_covered,reference-candidate-00446,bare_locator,17.2.8,external,,no
