language_code,language_name,repo,path,payload_relative_path,blob_url,raw_url,repo_license_spdx,repo_license_url,bytes,sha256,language_evidence_terms,topic_tags
hr,Croatian,Headary/maturita,cj/sources/spolecenstvo_prstenu.tex,latex_payload/hr/Headary_maturita/cj/sources/spolecenstvo_prstenu.tex,https://github.com/Headary/maturita/blob/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/spolecenstvo_prstenu.tex,https://raw.githubusercontent.com/Headary/maturita/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/spolecenstvo_prstenu.tex,GPL-3.0,,10036,6B90B0A19350398DBC738EC892997C6D630CC50DEBEA7F2B96D76E2A9E335270,prsten,ring
hr,Croatian,Hendrix-CS/programming-team,reference/Hendrix-comprog-reference.tex,latex_payload/hr/Hendrix-CS_programming-team/reference/Hendrix-comprog-reference.tex,https://github.com/Hendrix-CS/programming-team/blob/9e077035b97a13e6179053f0f5c46cff69ae499a/reference/Hendrix-comprog-reference.tex,https://raw.githubusercontent.com/Hendrix-CS/programming-team/9e077035b97a13e6179053f0f5c46cff69ae499a/reference/Hendrix-comprog-reference.tex,CC-BY-SA-4.0,,137024,EDD14665A7095E1800A0E33B6BA5029CFF18999DC0D6ADF02FB1C488A76086C3,prsten; modul; algebra; prsteni,algebra;ring;module;group;field;invariant
hr,Croatian,Hendrix-CS/programming-team,_site/reference/Hendrix-comprog-reference.tex,latex_payload/hr/Hendrix-CS_programming-team/site/reference/Hendrix-comprog-reference.tex,https://github.com/Hendrix-CS/programming-team/blob/9e077035b97a13e6179053f0f5c46cff69ae499a/_site/reference/Hendrix-comprog-reference.tex,https://raw.githubusercontent.com/Hendrix-CS/programming-team/9e077035b97a13e6179053f0f5c46cff69ae499a/_site/reference/Hendrix-comprog-reference.tex,CC-BY-SA-4.0,,137024,EDD14665A7095E1800A0E33B6BA5029CFF18999DC0D6ADF02FB1C488A76086C3,prsten; modul; algebra; prsteni,algebra;ring;module;group;field;invariant
bs,Bosnian,Headary/maturita,cj/sources/spolecenstvo_prstenu.tex,latex_payload/bs/Headary_maturita/cj/sources/spolecenstvo_prstenu.tex,https://github.com/Headary/maturita/blob/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/spolecenstvo_prstenu.tex,https://raw.githubusercontent.com/Headary/maturita/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/spolecenstvo_prstenu.tex,GPL-3.0,,10036,6B90B0A19350398DBC738EC892997C6D630CC50DEBEA7F2B96D76E2A9E335270,prsten,ring
bs,Bosnian,karel-brinda/tp-zpevnik,songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,latex_payload/bs/karel-brinda_tp-zpevnik/songs/01_folk/Greenhorni_Rovnou_tady_rovnou.tex,https://github.com/karel-brinda/tp-zpevnik/blob/ec865f2d68879a9f5ff8d62038efb7aabc21af63/songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,https://raw.githubusercontent.com/karel-brinda/tp-zpevnik/ec865f2d68879a9f5ff8d62038efb7aabc21af63/songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,MIT,,513,D3307981763FEB87E136278DBD8C9FAE75AA0CBAEACBFBAA7D937425B7949D7C,prsten,ring
bs,Bosnian,bornagojsic/dismat2,zadace/dz09/main.tex,latex_payload/bs/bornagojsic_dismat2/zadace/dz09/main.tex,https://github.com/bornagojsic/dismat2/blob/8bc283e3dcf3b37b9c50f311260357873bb2e79e/zadace/dz09/main.tex,https://raw.githubusercontent.com/bornagojsic/dismat2/8bc283e3dcf3b37b9c50f311260357873bb2e79e/zadace/dz09/main.tex,MIT,,18669,9725FBB076D17BD47ED4F9A97537692BA62AC935F24F67C52D0AA815187F2ECE,prsten; grupa; polje; dokaz,ring;group;field
bs,Bosnian,f-hluchnik/zpevnik,pisnicky/svatebnikosile.tex,latex_payload/bs/f-hluchnik_zpevnik/pisnicky/svatebnikosile.tex,https://github.com/f-hluchnik/zpevnik/blob/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/svatebnikosile.tex,https://raw.githubusercontent.com/f-hluchnik/zpevnik/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/svatebnikosile.tex,APACHE-2.0,,1158,2765DA1B75D9457D84556AA4D8FF7D8DC8C534354D511B6163A777522DFCB1D6,prsten,ring
bs,Bosnian,nevenjovanovic/grcka-morfologija,citanka/grcmorf2poglavlja/tlg0059.tlg030.perseus-grc2:2.359-2.360.tex,latex_payload/bs/nevenjovanovic_grcka-morfologija/citanka/grcmorf2poglavlja/tlg0059.tlg030.perseus-grc2_2.359-2.360.tex,https://github.com/nevenjovanovic/grcka-morfologija/blob/410206f4cde25d416ca9bf106b99355d8e3d48d1/citanka/grcmorf2poglavlja/tlg0059.tlg030.perseus-grc2:2.359-2.360.tex,https://raw.githubusercontent.com/nevenjovanovic/grcka-morfologija/410206f4cde25d416ca9bf106b99355d8e3d48d1/citanka/grcmorf2poglavlja/tlg0059.tlg030.perseus-grc2:2.359-2.360.tex,CC-BY-4.0,,15609,2F123EC765C7A0A74FC5AF7F2FAF886D2F14E29BC131F22F8721ADEA18AD766C,prsten,ring
bs,Bosnian,CZDanol/AnotherCraft,master_thesis_CZ/diplomka-01-chapters.tex,latex_payload/bs/CZDanol_AnotherCraft/master_thesis_CZ/diplomka-01-chapters.tex,https://github.com/CZDanol/AnotherCraft/blob/04aab344dd00ef0e583fb6cddd834af0801bc594/master_thesis_CZ/diplomka-01-chapters.tex,https://raw.githubusercontent.com/CZDanol/AnotherCraft/04aab344dd00ef0e583fb6cddd834af0801bc594/master_thesis_CZ/diplomka-01-chapters.tex,APACHE-2.0,,164865,0DF6316ADE233CF7B275CEF4770E9E028A93897378DA66FC7609480404BF3AA3,prsten,ring;group;field
cnr,Montenegrin,Headary/maturita,cj/sources/spolecenstvo_prstenu.tex,latex_payload/cnr/Headary_maturita/cj/sources/spolecenstvo_prstenu.tex,https://github.com/Headary/maturita/blob/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/spolecenstvo_prstenu.tex,https://raw.githubusercontent.com/Headary/maturita/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/spolecenstvo_prstenu.tex,GPL-3.0,,10036,6B90B0A19350398DBC738EC892997C6D630CC50DEBEA7F2B96D76E2A9E335270,prsten,ring
cnr,Montenegrin,karel-brinda/tp-zpevnik,songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,latex_payload/cnr/karel-brinda_tp-zpevnik/songs/01_folk/Greenhorni_Rovnou_tady_rovnou.tex,https://github.com/karel-brinda/tp-zpevnik/blob/ec865f2d68879a9f5ff8d62038efb7aabc21af63/songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,https://raw.githubusercontent.com/karel-brinda/tp-zpevnik/ec865f2d68879a9f5ff8d62038efb7aabc21af63/songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,MIT,,513,D3307981763FEB87E136278DBD8C9FAE75AA0CBAEACBFBAA7D937425B7949D7C,prsten,ring
cnr,Montenegrin,bornagojsic/dismat2,zadace/dz09/main.tex,latex_payload/cnr/bornagojsic_dismat2/zadace/dz09/main.tex,https://github.com/bornagojsic/dismat2/blob/8bc283e3dcf3b37b9c50f311260357873bb2e79e/zadace/dz09/main.tex,https://raw.githubusercontent.com/bornagojsic/dismat2/8bc283e3dcf3b37b9c50f311260357873bb2e79e/zadace/dz09/main.tex,MIT,,18669,9725FBB076D17BD47ED4F9A97537692BA62AC935F24F67C52D0AA815187F2ECE,prsten; grupa; polje,ring;group;field
cnr,Montenegrin,f-hluchnik/zpevnik,pisnicky/svatebnikosile.tex,latex_payload/cnr/f-hluchnik_zpevnik/pisnicky/svatebnikosile.tex,https://github.com/f-hluchnik/zpevnik/blob/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/svatebnikosile.tex,https://raw.githubusercontent.com/f-hluchnik/zpevnik/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/svatebnikosile.tex,APACHE-2.0,,1158,2765DA1B75D9457D84556AA4D8FF7D8DC8C534354D511B6163A777522DFCB1D6,prsten,ring
cnr,Montenegrin,nevenjovanovic/grcka-morfologija,citanka/grcmorf2poglavlja/tlg0059.tlg030.perseus-grc2:2.359-2.360.tex,latex_payload/cnr/nevenjovanovic_grcka-morfologija/citanka/grcmorf2poglavlja/tlg0059.tlg030.perseus-grc2_2.359-2.360.tex,https://github.com/nevenjovanovic/grcka-morfologija/blob/410206f4cde25d416ca9bf106b99355d8e3d48d1/citanka/grcmorf2poglavlja/tlg0059.tlg030.perseus-grc2:2.359-2.360.tex,https://raw.githubusercontent.com/nevenjovanovic/grcka-morfologija/410206f4cde25d416ca9bf106b99355d8e3d48d1/citanka/grcmorf2poglavlja/tlg0059.tlg030.perseus-grc2:2.359-2.360.tex,CC-BY-4.0,,15609,2F123EC765C7A0A74FC5AF7F2FAF886D2F14E29BC131F22F8721ADEA18AD766C,prsten,ring
cnr,Montenegrin,CZDanol/AnotherCraft,master_thesis_CZ/diplomka-01-chapters.tex,latex_payload/cnr/CZDanol_AnotherCraft/master_thesis_CZ/diplomka-01-chapters.tex,https://github.com/CZDanol/AnotherCraft/blob/04aab344dd00ef0e583fb6cddd834af0801bc594/master_thesis_CZ/diplomka-01-chapters.tex,https://raw.githubusercontent.com/CZDanol/AnotherCraft/04aab344dd00ef0e583fb6cddd834af0801bc594/master_thesis_CZ/diplomka-01-chapters.tex,APACHE-2.0,,164865,0DF6316ADE233CF7B275CEF4770E9E028A93897378DA66FC7609480404BF3AA3,prsten,ring;group;field
bg,Bulgarian,v--/se2018,topics/03/index.tex,latex_payload/bg/v--_se2018/topics/03/index.tex,https://github.com/v--/se2018/blob/9c26f56ecedb0745b41dca34aa35beb08ce3e967/topics/03/index.tex,https://raw.githubusercontent.com/v--/se2018/9c26f56ecedb0745b41dca34aa35beb08ce3e967/topics/03/index.tex,CC0-1.0,,39036,36B9A368D1F975084A7928FE064C5C132092FB0470C6566D47A815F84C693DD7,алгебра; пръстен; поле; теорема; доказателство,algebra;ring;group;field
bg,Bulgarian,boki1/tex-doc-template,src/main.tex,latex_payload/bg/boki1_tex-doc-template/src/main.tex,https://github.com/boki1/tex-doc-template/blob/5e94198815288da4104721b80c1e32615f7039c2/src/main.tex,https://raw.githubusercontent.com/boki1/tex-doc-template/5e94198815288da4104721b80c1e32615f7039c2/src/main.tex,MIT,,2462,4D6A533D1C69532D1E280FDD05BBD6D36976175E41574503BEB816AEAAFFB6C5,пръстен; поле; теорема; доказателство,ring;field
bg,Bulgarian,NoHomey/logic-programming-2019-2020,ex1/ex1.tex,latex_payload/bg/NoHomey_logic-programming-2019-2020/ex1/ex1.tex,https://github.com/NoHomey/logic-programming-2019-2020/blob/d510e100af52119f78e9ea7ca647b41925fbffd9/ex1/ex1.tex,https://raw.githubusercontent.com/NoHomey/logic-programming-2019-2020/d510e100af52119f78e9ea7ca647b41925fbffd9/ex1/ex1.tex,MIT,,31972,4C152399E210151FFBD7B4F9FFD82A65C43D179ADEEE96C67EAB2A32220679CE,пръстен,ring
bg,Bulgarian,v--/notebook,text/rings.tex,latex_payload/bg/v--_notebook/text/rings.tex,https://github.com/v--/notebook/blob/b766e051700a23f512d408a9bb75d1e79b1f31a6/text/rings.tex,https://raw.githubusercontent.com/v--/notebook/b766e051700a23f512d408a9bb75d1e79b1f31a6/text/rings.tex,CC0-1.0,,81064,4F05A24B5E93B45EDFAAE7449BF00B91993410D766B4B31040578B220315906D,алгебра; пръстен; модул; поле; пръстени,algebra;ring;module;group;field
bg,Bulgarian,v--/notebook,text/semiring_ideals.tex,latex_payload/bg/v--_notebook/text/semiring_ideals.tex,https://github.com/v--/notebook/blob/b766e051700a23f512d408a9bb75d1e79b1f31a6/text/semiring_ideals.tex,https://raw.githubusercontent.com/v--/notebook/b766e051700a23f512d408a9bb75d1e79b1f31a6/text/semiring_ideals.tex,CC0-1.0,,44874,1FA1E535BC221F454B1190205120F82BA56E3C553F8C474009D4CC22ECC0BBF5,алгебра; пръстен,algebra;ring;module;group
mk,Macedonian,ristic-ac/Matematika-DAS,seminarski/poglavlja/telo/poglavlje3-implementacija.tex,latex_payload/mk/ristic-ac_Matematika-DAS/seminarski/poglavlja/telo/poglavlje3-implementacija.tex,https://github.com/ristic-ac/Matematika-DAS/blob/fce12a2c4be07de34a83399a6aeae97601feb0a0/seminarski/poglavlja/telo/poglavlje3-implementacija.tex,https://raw.githubusercontent.com/ristic-ac/Matematika-DAS/fce12a2c4be07de34a83399a6aeae97601feb0a0/seminarski/poglavlja/telo/poglavlje3-implementacija.tex,MIT,,50045,7FDC2F6EE6115A1A1E5850EF801EFAD95466DCFEC64AEDA6851C20F70975B0DF,прстен,ring;group
be,Belarusian,Harrix/Harrix-LaTeXDocumentTemplate,_Example2.tex,latex_payload/be/Harrix_Harrix-LaTeXDocumentTemplate/Example2.tex,https://github.com/Harrix/Harrix-LaTeXDocumentTemplate/blob/d40cace3015156e2fa542a037912eecc360d5d72/_Example2.tex,https://raw.githubusercontent.com/Harrix/Harrix-LaTeXDocumentTemplate/d40cace3015156e2fa542a037912eecc360d5d72/_Example2.tex,MIT,,5429,78F212FC603755BD80D3DFE908D06144ECB869103852447ADCD787C6812B92FD,модуль,module
be,Belarusian,BlackSamorez/mipt_lab,1.3.2/Koltakov_M/main.tex,latex_payload/be/BlackSamorez_mipt_lab/1.3.2/Koltakov_M/main.tex,https://github.com/BlackSamorez/mipt_lab/blob/28ed244b8239c1536d0b1a8baf15b8c74ae8789f/1.3.2/Koltakov_M/main.tex,https://raw.githubusercontent.com/BlackSamorez/mipt_lab/28ed244b8239c1536d0b1a8baf15b8c74ae8789f/1.3.2/Koltakov_M/main.tex,APACHE-2.0,,9450,CC13CD0BF17F8D751A76066FD8E5C0C4FD8BA07CFC5E2EBF9B3875872BA4C009,модуль,module
be,Belarusian,KevaTeam/ctf-attack-defense,report/referat.tex,latex_payload/be/KevaTeam_ctf-attack-defense/report/referat.tex,https://github.com/KevaTeam/ctf-attack-defense/blob/aaca66b3aa166819b918e1484d49bc6291581115/report/referat.tex,https://raw.githubusercontent.com/KevaTeam/ctf-attack-defense/aaca66b3aa166819b918e1484d49bc6291581115/report/referat.tex,GPL-3.0,,1941,1C503A81FD9AD953195506E7353226213CB52046D05BD311DB96932D56467DB2,модуль,module
be,Belarusian,Harrix/Harrix-LaTeXDocumentTemplate,_Example1.tex,latex_payload/be/Harrix_Harrix-LaTeXDocumentTemplate/Example1.tex,https://github.com/Harrix/Harrix-LaTeXDocumentTemplate/blob/d40cace3015156e2fa542a037912eecc360d5d72/_Example1.tex,https://raw.githubusercontent.com/Harrix/Harrix-LaTeXDocumentTemplate/d40cace3015156e2fa542a037912eecc360d5d72/_Example1.tex,MIT,,439,226E3F6D4AA91E89DD01DE41C43491B1F7CADA6EF84987650EA41DEB31A3F340,модуль,module
be,Belarusian,isagila/tesc,02/MA/SI/09.tex,latex_payload/be/isagila_tesc/02/MA/SI/09.tex,https://github.com/isagila/tesc/blob/4f7d99b11f7f1ebdc13c7a3a09d4594d42214733/02/MA/SI/09.tex,https://raw.githubusercontent.com/isagila/tesc/4f7d99b11f7f1ebdc13c7a3a09d4594d42214733/02/MA/SI/09.tex,MIT,,4414,35BC903313322B991E7D97CD4775DBFD43A439FDCE8A1318BF3A1470EE1DF706,модуль,module
be,Belarusian,BlackSamorez/mipt_lab,3.4.1/Joker_B/3.4.1.tex,latex_payload/be/BlackSamorez_mipt_lab/3.4.1/Joker_B/3.4.1.tex,https://github.com/BlackSamorez/mipt_lab/blob/28ed244b8239c1536d0b1a8baf15b8c74ae8789f/3.4.1/Joker_B/3.4.1.tex,https://raw.githubusercontent.com/BlackSamorez/mipt_lab/28ed244b8239c1536d0b1a8baf15b8c74ae8789f/3.4.1/Joker_B/3.4.1.tex,APACHE-2.0,,22944,D9375BB65A369C8CEA6879BAB3A172C53B416C4702DF6A4A29565F02AAB10BD5,модуль; поле,ring;module;field
be,Belarusian,BlackSamorez/mipt_lab,3.2.6/Ivanov_K/326.tex,latex_payload/be/BlackSamorez_mipt_lab/3.2.6/Ivanov_K/326.tex,https://github.com/BlackSamorez/mipt_lab/blob/28ed244b8239c1536d0b1a8baf15b8c74ae8789f/3.2.6/Ivanov_K/326.tex,https://raw.githubusercontent.com/BlackSamorez/mipt_lab/28ed244b8239c1536d0b1a8baf15b8c74ae8789f/3.2.6/Ivanov_K/326.tex,APACHE-2.0,,26338,622E74C0EDDE690219F71E24B61DEF0B7E5DBDE98FCCF2B9E9BCA3DF767A80BB,модуль; поле,ring;module;group;field
be,Belarusian,GOS-Book/GOS-Book.github.io,include/macros.tex,latex_payload/be/GOS-Book_GOS-Book.github.io/include/macros.tex,https://github.com/GOS-Book/GOS-Book.github.io/blob/d458bbef0376116a5bc762ced40bc92a0e9c10a6/include/macros.tex,https://raw.githubusercontent.com/GOS-Book/GOS-Book.github.io/d458bbef0376116a5bc762ced40bc92a0e9c10a6/include/macros.tex,MIT,,3967,18BCE3D81786147F213A9B82C393B1B52EE6CF7E209936167F214D9AC511C2C0,модуль,module
be,Belarusian,isagila/tesc,01/MA/01/13.tex,latex_payload/be/isagila_tesc/01/MA/01/13.tex,https://github.com/isagila/tesc/blob/4f7d99b11f7f1ebdc13c7a3a09d4594d42214733/01/MA/01/13.tex,https://raw.githubusercontent.com/isagila/tesc/4f7d99b11f7f1ebdc13c7a3a09d4594d42214733/01/MA/01/13.tex,MIT,,2962,1E83CA95E96317523494B8F26FB7C89ECF9677C363C872E3C9B1A0D11E968F30,модуль,module
be,Belarusian,Harrix/Harrix-LaTeXDocumentTemplate,_Example3.tex,latex_payload/be/Harrix_Harrix-LaTeXDocumentTemplate/Example3.tex,https://github.com/Harrix/Harrix-LaTeXDocumentTemplate/blob/d40cace3015156e2fa542a037912eecc360d5d72/_Example3.tex,https://raw.githubusercontent.com/Harrix/Harrix-LaTeXDocumentTemplate/d40cace3015156e2fa542a037912eecc360d5d72/_Example3.tex,MIT,,1112,DE7B6AEA87FA9010281EC5B1E89E4E98F89C935101BA8FCE71598ABFCFDFE5F1,модуль,module
be,Belarusian,isagila/tesc,02/MA/SI/23.tex,latex_payload/be/isagila_tesc/02/MA/SI/23.tex,https://github.com/isagila/tesc/blob/4f7d99b11f7f1ebdc13c7a3a09d4594d42214733/02/MA/SI/23.tex,https://raw.githubusercontent.com/isagila/tesc/4f7d99b11f7f1ebdc13c7a3a09d4594d42214733/02/MA/SI/23.tex,MIT,,2341,E1F2D79DE0575AFF64FAA9A862A357FEB6EF72DFF0BBC041D3510F101849E2E8,модуль,module
hsb,Upper Sorbian,szymbaramichal/WasteFree,docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,latex_payload/hsb/szymbaramichal_WasteFree/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,https://github.com/szymbaramichal/WasteFree/blob/5f0d8b2c6ba317268524453cea75e27bdce9d8c0/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,https://raw.githubusercontent.com/szymbaramichal/WasteFree/5f0d8b2c6ba317268524453cea75e27bdce9d8c0/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,MIT,,69850,8DFBABB7222FC1FDC480762AAE836B79208033AE15871516CF4E62906D81001F,modul; grupa; inwariant,ring;module;group;invariant
hsb,Upper Sorbian,ousidus/magisterka-2026,tekst/chapters/3-theoretical.tex,latex_payload/hsb/ousidus_magisterka-2026/tekst/chapters/3-theoretical.tex,https://github.com/ousidus/magisterka-2026/blob/44e77e8161eb07c6f418991dc8b6c5e33220f2ef/tekst/chapters/3-theoretical.tex,https://raw.githubusercontent.com/ousidus/magisterka-2026/44e77e8161eb07c6f418991dc8b6c5e33220f2ef/tekst/chapters/3-theoretical.tex,CC-BY-4.0,,8262,F135A89FBF6BC69801AC2133F9C9877ECB9593E8F068BFD95E807769797FD9F7,inwariant,ring;invariant
hsb,Upper Sorbian,platadawid/wastefreecloud_refactoring,docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,latex_payload/hsb/platadawid_wastefreecloud_refactoring/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,https://github.com/platadawid/wastefreecloud_refactoring/blob/a59294b6e24dfe7ec662a634ec55ddac77142f58/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,https://raw.githubusercontent.com/platadawid/wastefreecloud_refactoring/a59294b6e24dfe7ec662a634ec55ddac77142f58/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,MIT,,69850,8DFBABB7222FC1FDC480762AAE836B79208033AE15871516CF4E62906D81001F,modul; grupa; inwariant,ring;module;group;invariant
dsb,Lower Sorbian,ousidus/magisterka-2026,tekst/chapters/3-theoretical.tex,latex_payload/dsb/ousidus_magisterka-2026/tekst/chapters/3-theoretical.tex,https://github.com/ousidus/magisterka-2026/blob/44e77e8161eb07c6f418991dc8b6c5e33220f2ef/tekst/chapters/3-theoretical.tex,https://raw.githubusercontent.com/ousidus/magisterka-2026/44e77e8161eb07c6f418991dc8b6c5e33220f2ef/tekst/chapters/3-theoretical.tex,CC-BY-4.0,,8262,F135A89FBF6BC69801AC2133F9C9877ECB9593E8F068BFD95E807769797FD9F7,inwariant,ring;invariant
dsb,Lower Sorbian,szymbaramichal/WasteFree,docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,latex_payload/dsb/szymbaramichal_WasteFree/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,https://github.com/szymbaramichal/WasteFree/blob/5f0d8b2c6ba317268524453cea75e27bdce9d8c0/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,https://raw.githubusercontent.com/szymbaramichal/WasteFree/5f0d8b2c6ba317268524453cea75e27bdce9d8c0/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,MIT,,69850,8DFBABB7222FC1FDC480762AAE836B79208033AE15871516CF4E62906D81001F,modul; grupa; inwariant,ring;module;group;invariant
dsb,Lower Sorbian,platadawid/wastefreecloud_refactoring,docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,latex_payload/dsb/platadawid_wastefreecloud_refactoring/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,https://github.com/platadawid/wastefreecloud_refactoring/blob/a59294b6e24dfe7ec662a634ec55ddac77142f58/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,https://raw.githubusercontent.com/platadawid/wastefreecloud_refactoring/a59294b6e24dfe7ec662a634ec55ddac77142f58/docs/dokumentacja_projektowa/dokumentacja_projektowa.tex,MIT,,69850,8DFBABB7222FC1FDC480762AAE836B79208033AE15871516CF4E62906D81001F,modul; grupa; inwariant,ring;module;group;invariant
dsb,Lower Sorbian,zenwor/silabus,matematika/matematika.tex,latex_payload/dsb/zenwor_silabus/matematika/matematika.tex,https://github.com/zenwor/silabus/blob/b60496515dfdd49660e3b441c3311a17a45a1bdf/matematika/matematika.tex,https://raw.githubusercontent.com/zenwor/silabus/b60496515dfdd49660e3b441c3311a17a45a1bdf/matematika/matematika.tex,MIT,,515,8040D5C722B2EECCE7799C788A4646482C5F450DA9D3AE178087568FE00647A4,algebra; matematika,algebra
dsb,Lower Sorbian,anjaaaj/anjarac,2-matematika.tex,latex_payload/dsb/anjaaaj_anjarac/2-matematika.tex,https://github.com/anjaaaj/anjarac/blob/e8f0c1c9508167151af4c604ea8e4a5e79098a84/2-matematika.tex,https://raw.githubusercontent.com/anjaaaj/anjarac/e8f0c1c9508167151af4c604ea8e4a5e79098a84/2-matematika.tex,MIT,,12354,C6ECDC49BFEE43C578F9ACEAFD7EE87BF2E4DEB881E4C4AEE84279EA628D77AC,matematika,ring
dsb,Lower Sorbian,dirsulaiman/skripsi,skripsi.tex,latex_payload/dsb/dirsulaiman_skripsi/skripsi.tex,https://github.com/dirsulaiman/skripsi/blob/1d0620952654e39e9d1b95b3f20422f8284eb5a5/skripsi.tex,https://raw.githubusercontent.com/dirsulaiman/skripsi/1d0620952654e39e9d1b95b3f20422f8284eb5a5/skripsi.tex,BSD-3-CLAUSE,,3970,EEB795BF26C76F1BACB791FCC3153894E0504AA778515761642DD9FA736A1255,matematika,ring
dsb,Lower Sorbian,ajienator/template-skripsi-latex-ilkom,abstrak.tex,latex_payload/dsb/ajienator_template-skripsi-latex-ilkom/abstrak.tex,https://github.com/ajienator/template-skripsi-latex-ilkom/blob/1f61b81ac5a4b871e9ddfe51b9b312c8a024c99b/abstrak.tex,https://raw.githubusercontent.com/ajienator/template-skripsi-latex-ilkom/1f61b81ac5a4b871e9ddfe51b9b312c8a024c99b/abstrak.tex,MIT,,1653,E25605DE7AADF07DEFA19A9B66C94E4965A9DD2CF5B22ABB8725F497E1347619,matematika,
dsb,Lower Sorbian,AndrewMathas/WebQuiz,doc/examples/index-cz.tex,latex_payload/dsb/AndrewMathas_WebQuiz/doc/examples/index-cz.tex,https://github.com/AndrewMathas/WebQuiz/blob/016b1cea0dcc1fa387a12a67114e173d2db43c5c/doc/examples/index-cz.tex,https://raw.githubusercontent.com/AndrewMathas/WebQuiz/016b1cea0dcc1fa387a12a67114e173d2db43c5c/doc/examples/index-cz.tex,GPL-3.0,,516,01B3ADEC042D52948ABF19F7534EF1B292DB9396B14E06387F0FC02BF6CA73ED,matematika,
dsb,Lower Sorbian,2black0/Template-LaTeX-Tugas-Akhir-Sarjana-Terapan-UNY,Project/untouch/xx-preambles.tex,latex_payload/dsb/2black0_Template-LaTeX-Tugas-Akhir-Sarjana-Terapan-UNY/Project/untouch/xx-preambles.tex,https://github.com/2black0/Template-LaTeX-Tugas-Akhir-Sarjana-Terapan-UNY/blob/5c3c27556c7084c52b5c09e1e9633c86615a1c5d/Project/untouch/xx-preambles.tex,https://raw.githubusercontent.com/2black0/Template-LaTeX-Tugas-Akhir-Sarjana-Terapan-UNY/5c3c27556c7084c52b5c09e1e9633c86615a1c5d/Project/untouch/xx-preambles.tex,MIT,,7571,411D7974E1C654DC10859787A6E28E572D9A5E1C6A93F94618A286516195F08A,matematika,ring
dsb,Lower Sorbian,josefdolezal/fit-cvut,FI-FIL/fi-fil.tex,latex_payload/dsb/josefdolezal_fit-cvut/FI-FIL/fi-fil.tex,https://github.com/josefdolezal/fit-cvut/blob/6b6abea4232b946246d33290718d6c5007926b63/FI-FIL/fi-fil.tex,https://raw.githubusercontent.com/josefdolezal/fit-cvut/6b6abea4232b946246d33290718d6c5007926b63/FI-FIL/fi-fil.tex,MIT,,8320,0085B3934467A30C08FCF74CA8C22EB05F4E5B36A2A1A48ACAE9DB539FDB0887,matematika,field
dsb,Lower Sorbian,BukuInformatika/python,OVERVIEW.docx.tex,latex_payload/dsb/BukuInformatika_python/OVERVIEW.docx.tex,https://github.com/BukuInformatika/python/blob/96da0798049fad06d24a68fe06cf6772463b6e0d/OVERVIEW.docx.tex,https://raw.githubusercontent.com/BukuInformatika/python/96da0798049fad06d24a68fe06cf6772463b6e0d/OVERVIEW.docx.tex,AGPL-3.0,,9857,98F235120D5F3D8DF236A1B48A57403460C573FA90C0A65BC0F1551D861119ED,modul; matematika,ring;module
dsb,Lower Sorbian,paolobrasolin/tex-dicISCZ,introduction/zkratky.tex,latex_payload/dsb/paolobrasolin_tex-dicISCZ/introduction/zkratky.tex,https://github.com/paolobrasolin/tex-dicISCZ/blob/41cb62aa8de2859539e6bd0d811b767222a8588a/introduction/zkratky.tex,https://raw.githubusercontent.com/paolobrasolin/tex-dicISCZ/41cb62aa8de2859539e6bd0d811b767222a8588a/introduction/zkratky.tex,GPL-3.0,,5019,3BCA1B50BBEE1601BBB0B85C3BA038660BDAEDCE2F0B00A6C6CB4ACC4CF1D10B,matematika,
