"PackageNumber","PackageRoot","Classification","FileCount","TotalBytes","BodyExtensionCount","SourceBodyWitnessSignalCount","PdfCount","TexFamilyCount","ZipCount","ManifestHashSignalCount","LogbookHeartbeatSignalCount","TextDataCount"
"436","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE436_20260705T055323_ROLLING_DELTA_AFTER_PACKAGE435","body-or-source-bearing","13","91598","0","3","0","0","0","4","0","13"
"437","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE437_20260705T055422_ROLLING_DELTA_AFTER_PACKAGE436","body-or-source-bearing","12","131025","0","3","0","0","0","3","0","12"
"438","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE438_20260705T055517_ROLLING_DELTA_AFTER_PACKAGE437","metadata-log-manifest-only","9","154179","0","0","0","0","0","3","2","9"
"439","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE439_20260705T055616_ROLLING_DELTA_AFTER_PACKAGE438","body-or-source-bearing","25","107165","0","4","0","0","0","21","1","25"
"440","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE440_20260705T055807_ROLLING_DELTA_AFTER_PACKAGE439","metadata-log-manifest-only","6","6207","0","0","0","0","0","3","0","6"
"441","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE441_20260705T055907_ROLLING_DELTA_AFTER_PACKAGE440","metadata-log-manifest-only","6","6204","0","0","0","0","0","3","0","6"
"442","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE442_20260705T060328_ROLLING_DELTA_AFTER_PACKAGE441","metadata-log-manifest-only","9","32514","0","0","0","0","0","3","0","9"
"443","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE443_20260705T060425_ROLLING_DELTA_AFTER_PACKAGE442","metadata-log-manifest-only","10","118139","0","0","0","0","0","6","1","10"
"444","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE444_20260705T060656_ROLLING_DELTA_AFTER_PACKAGE443","metadata-log-manifest-only","7","101257","0","0","0","0","0","3","1","7"
"445","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE445_20260705T060835_ROLLING_DELTA_AFTER_PACKAGE444","metadata-log-manifest-only","9","20793","0","0","0","0","0","6","0","9"
"446","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE446_20260705T060957_ROLLING_DELTA_AFTER_PACKAGE445","metadata-log-manifest-only","6","10181","0","0","0","0","0","3","0","6"
"447","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE447_20260705T061117_ROLLING_DELTA_AFTER_PACKAGE446","body-or-source-bearing","8","35974","0","2","0","0","0","3","0","8"
"448","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE448_20260705T061229_ROLLING_DELTA_AFTER_PACKAGE447","body-or-source-bearing","11","130888","0","2","0","0","0","3","1","11"
"449","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE449_20260705T061345_ROLLING_DELTA_AFTER_PACKAGE448","body-or-source-bearing","9","54849","0","2","0","0","0","4","0","9"
"450","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE450_20260705T061458_ROLLING_DELTA_AFTER_PACKAGE449","body-or-source-bearing","26","571607","0","20","0","0","0","3","0","26"
"451","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE451_20260705T061619_ROLLING_DELTA_AFTER_PACKAGE450","body-or-source-bearing","12","131201","0","6","0","0","0","4","0","12"
"452","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE452_20260705T061739_ROLLING_DELTA_AFTER_PACKAGE451","body-or-source-bearing","12","465531","0","3","0","0","0","7","2","12"
"453","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE453_20260705T061859_ROLLING_DELTA_AFTER_PACKAGE452","metadata-log-manifest-only","6","4858","0","0","0","0","0","3","0","6"
"454","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE454_20260705T062026_ROLLING_DELTA_AFTER_PACKAGE453","body-or-source-bearing","19","183237","0","13","0","0","0","8","0","19"
"455","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE455_20260705T062149_ROLLING_DELTA_AFTER_PACKAGE454","body-or-source-bearing","9","97889","0","1","0","0","0","4","2","9"
"456","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE456_20260705T062306_ROLLING_DELTA_AFTER_PACKAGE455","metadata-log-manifest-only","7","7969","0","0","0","0","0","4","0","7"
"457","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE457_20260705T062447_ROLLING_DELTA_AFTER_PACKAGE456","metadata-log-manifest-only","13","105671","0","0","0","0","0","5","0","13"
"458","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE458_20260705T062547_ROLLING_DELTA_AFTER_PACKAGE457","metadata-log-manifest-only","13","105816","0","0","0","0","0","5","0","13"
"459","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE459_20260705T062757_ROLLING_DELTA_AFTER_PACKAGE458","body-or-source-bearing","19","938213","0","13","0","0","0","5","4","19"
"460","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE460_20260705T062930_ROLLING_DELTA_AFTER_PACKAGE459","body-or-source-bearing","27","1453261","0","21","0","0","0","12","4","26"
"461","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE461_20260705T063051_ROLLING_DELTA_AFTER_PACKAGE460","body-or-source-bearing","7","17288","0","1","0","0","0","3","0","7"
"462","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE462_20260705T063226_ROLLING_DELTA_AFTER_PACKAGE461","body-or-source-bearing","12","201099","0","6","0","0","0","3","1","12"
"463","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE463_20260705T063343_ROLLING_DELTA_AFTER_PACKAGE462","body-or-source-bearing","9","51824","0","2","0","0","0","6","0","9"
"464","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE464_20260705T063523_ROLLING_DELTA_AFTER_PACKAGE463","metadata-log-manifest-only","8","23723","0","0","0","0","0","3","0","8"
"465","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE465_20260705T063911_ROLLING_DELTA_AFTER_PACKAGE464","body-or-source-bearing","22","454572","0","5","0","0","0","4","1","22"
"466","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE466_20260705T064037_ROLLING_DELTA_AFTER_PACKAGE465","metadata-log-manifest-only","7","12188","0","0","0","0","0","3","0","7"
"467","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE467_20260705T064201_ROLLING_DELTA_AFTER_PACKAGE466","metadata-log-manifest-only","7","49200","0","0","0","0","0","3","1","7"
"468","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE468_20260705T064406_ROLLING_DELTA_AFTER_PACKAGE467","body-or-source-bearing","11","102616","0","1","0","0","0","6","0","11"
"469","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE469_20260705T064429_ROLLING_DELTA_AFTER_PACKAGE468","metadata-log-manifest-only","8","17592","0","0","0","0","0","3","0","8"
"470","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE470_20260705T064523_ROLLING_DELTA_AFTER_PACKAGE469","body-or-source-bearing","8","63544","0","2","0","0","0","3","0","8"
"471","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE471_20260705T064632_ROLLING_DELTA_AFTER_PACKAGE470","metadata-log-manifest-only","7","84771","0","0","0","0","0","3","1","7"
"472","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE472_20260705T064654_ROLLING_DELTA_AFTER_PACKAGE471","body-or-source-bearing","23","48471","0","4","0","0","0","20","1","23"
"473","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE473_20260705T064830_ROLLING_DELTA_AFTER_PACKAGE472","metadata-log-manifest-only","7","502227","0","0","0","0","0","3","0","7"
"474","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE474_20260705T065500_ROLLING_DELTA_AFTER_PACKAGE473","metadata-log-manifest-only","14","666133","0","0","0","0","0","5","2","13"
"475","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE475_20260705T065609_ROLLING_DELTA_AFTER_PACKAGE474","metadata-log-manifest-only","6","12525","0","0","0","0","0","3","0","6"
"476","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE476_20260705T065842_ROLLING_DELTA_AFTER_PACKAGE475","metadata-log-manifest-only","9","60425","0","0","0","0","0","3","0","9"
"477","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE477_20260705T065954_ROLLING_DELTA_AFTER_PACKAGE476","metadata-log-manifest-only","7","105138","0","0","0","0","0","3","1","7"
"478","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE478_20260705T070109_ROLLING_DELTA_AFTER_PACKAGE477","metadata-log-manifest-only","10","125477","0","0","0","0","0","6","1","10"
"479","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE479_20260705T070140_ROLLING_DELTA_AFTER_PACKAGE478","metadata-log-manifest-only","6","4765","0","0","0","0","0","3","0","6"
"480","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE480_20260705T070202_ROLLING_DELTA_AFTER_PACKAGE479","metadata-log-manifest-only","6","29818","0","0","0","0","0","3","0","6"
"481","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE481_20260705T070249_ROLLING_DELTA_AFTER_PACKAGE480","body-or-source-bearing","8","23733","0","2","0","0","0","3","0","8"
"482","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE482_20260705T070356_ROLLING_DELTA_AFTER_PACKAGE481","body-or-source-bearing","9","22726","0","1","0","0","0","4","0","9"
"483","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE483_20260705T070442_ROLLING_DELTA_AFTER_PACKAGE482","body-or-source-bearing","15","287004","0","8","0","0","0","3","1","15"
"484","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE484_20260705T070548_ROLLING_DELTA_AFTER_PACKAGE483","body-or-source-bearing","23","461556","0","16","0","0","0","4","0","23"
"485","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE485_20260705T070609_ROLLING_DELTA_AFTER_PACKAGE484","body-or-source-bearing","9","100649","0","3","0","0","0","3","0","9"
"486","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE486_20260705T070655_ROLLING_DELTA_AFTER_PACKAGE485","body-or-source-bearing","8","17373","0","2","0","0","0","3","0","8"
"487","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE487_20260705T070805_ROLLING_DELTA_AFTER_PACKAGE486","body-or-source-bearing","12","374595","0","4","0","0","0","8","1","12"
"488","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE488_20260705T070822_ROLLING_DELTA_AFTER_PACKAGE487","metadata-log-manifest-only","7","114177","0","0","0","0","0","3","1","7"
"489","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE489_20260705T071016_ROLLING_DELTA_AFTER_PACKAGE488","metadata-log-manifest-only","6","4902","0","0","0","0","0","3","0","6"
"490","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE490_20260705T071129_ROLLING_DELTA_AFTER_PACKAGE489","metadata-log-manifest-only","14","38926","0","0","0","0","0","11","0","14"
"491","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE491_20260705T071236_ROLLING_DELTA_AFTER_PACKAGE490","body-or-source-bearing","17","422687","0","2","0","0","0","12","0","17"
"492","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE492_20260705T071321_ROLLING_DELTA_AFTER_PACKAGE491","body-or-source-bearing","8","19634","0","1","0","0","0","4","0","8"
"493","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE493_20260705T071439_ROLLING_DELTA_AFTER_PACKAGE492","body-or-source-bearing","39","3149434","0","32","0","0","0","14","9","39"
"494","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE494_20260705T071554_ROLLING_DELTA_AFTER_PACKAGE493","metadata-log-manifest-only","15","134501","0","0","0","0","0","7","0","15"
"495","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE495_20260705T071707_ROLLING_DELTA_AFTER_PACKAGE494","body-or-source-bearing","33","1898526","0","20","0","0","0","14","4","33"
"496","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE496_20260705T071943_ROLLING_DELTA_AFTER_PACKAGE495","body-or-source-bearing","7","18397","0","1","0","0","0","3","0","7"
"497","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE497_20260705T072058_ROLLING_DELTA_AFTER_PACKAGE496","body-or-source-bearing","11","134492","0","4","0","0","0","3","0","11"
"498","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE498_20260705T072200_ROLLING_DELTA_AFTER_PACKAGE497","body-or-source-bearing","11","138540","0","3","0","0","0","6","1","11"
"499","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE499_20260705T072248_ROLLING_DELTA_AFTER_PACKAGE498","metadata-log-manifest-only","7","20155","0","0","0","0","0","3","0","7"
"500","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE500_20260705T072400_ROLLING_DELTA_AFTER_PACKAGE499","body-or-source-bearing","9","49814","0","1","0","0","0","4","0","9"
"501","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE501_20260705T072516_ROLLING_DELTA_AFTER_PACKAGE500","body-or-source-bearing","13","166070","0","2","0","0","0","5","1","13"
"502","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE502_20260705T072628_ROLLING_DELTA_AFTER_PACKAGE501","body-or-source-bearing","7","21478","0","1","0","0","0","3","0","7"
"503","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE503_20260705T073018_ROLLING_DELTA_AFTER_PACKAGE502","metadata-log-manifest-only","9","68565","0","0","0","0","0","5","0","9"
"504","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE504_20260705T073521_ROLLING_DELTA_AFTER_PACKAGE503","metadata-log-manifest-only","9","524520","0","0","0","0","0","3","0","9"
"505","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE505_20260705T073703_ROLLING_DELTA_AFTER_PACKAGE504","body-or-source-bearing","9","152302","0","2","0","0","0","3","1","9"
"506","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE506_20260705T073830_ROLLING_DELTA_AFTER_PACKAGE505","body-or-source-bearing","24","51770","0","4","0","0","0","21","1","24"
"507","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE507_20260705T074022_ROLLING_DELTA_AFTER_PACKAGE506","body-or-source-bearing","8","15833","0","2","0","0","0","3","0","8"
"508","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE508_20260705T074146_ROLLING_DELTA_AFTER_PACKAGE507","metadata-log-manifest-only","11","257930","0","0","0","0","0","3","0","11"
"509","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE509_20260705T074302_ROLLING_DELTA_AFTER_PACKAGE508","metadata-log-manifest-only","9","214544","0","0","0","0","0","3","3","8"
"510","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE510_20260705T074420_ROLLING_DELTA_AFTER_PACKAGE509","metadata-log-manifest-only","12","94710","0","0","0","0","0","8","0","12"
"511","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE511_20260705T074535_ROLLING_DELTA_AFTER_PACKAGE510","body-or-source-bearing","8","20608","0","2","0","0","0","3","0","8"
"512","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE512_20260705T074647_ROLLING_DELTA_AFTER_PACKAGE511","body-or-source-bearing","7","5251","0","1","0","0","0","4","0","7"
"627","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE627_20260705T162957_ROLLING_DELTA_AFTER_PACKAGE626","metadata-log-manifest-only","9","46783","0","0","0","0","0","6","0","9"
"628","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE628_20260705T163100_ROLLING_DELTA_AFTER_PACKAGE627","metadata-log-manifest-only","7","547642","0","0","0","0","0","3","0","7"
"629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE629_20260705T163214_ROLLING_DELTA_AFTER_PACKAGE628","body-or-source-bearing","21","332013","0","3","0","0","0","9","3","21"
"630","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE630_20260705T163319_ROLLING_DELTA_AFTER_PACKAGE629","metadata-log-manifest-only","10","155505","0","0","0","0","0","6","1","10"
"631","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE631_20260705T163730_ROLLING_DELTA_AFTER_PACKAGE630","body-or-source-bearing","14","500058","0","3","0","0","0","7","1","14"
"632","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE632_20260705T164734_ROLLING_DELTA_AFTER_PACKAGE631","body-or-source-bearing","12","208897","0","2","0","0","0","4","1","12"
"633","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE633_20260705T170919_ROLLING_DELTA_AFTER_PACKAGE632","body-or-source-bearing","138","3564078","0","29","0","0","0","60","16","137"
"634","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE634_20260705T171259_ROLLING_DELTA_AFTER_PACKAGE633","body-or-source-bearing","114","6521617","0","25","0","0","0","32","10","113"
"635","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE635_20260705T171504_ROLLING_DELTA_AFTER_PACKAGE634","body-or-source-bearing","55","1275685","0","15","0","0","0","35","5","55"
"636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE636_20260705T171719_ROLLING_DELTA_AFTER_PACKAGE635","body-or-source-bearing","101","2309030","0","30","0","0","0","15","5","101"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","metadata-log-manifest-only","10","606878","0","0","0","0","0","3","0","10"
