authority_boundary,branch_path,csv_row_count,frontier,generated_utc,git_blob,local_source_body_path,mode,object_type,old_path,payload_group,previous_frontier,sequence,sha256,size_bytes,source_link_status,source_use_label,status
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/EXACT_BLOCKER_RECOVERY_ROWS_C033F393.csv,3,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,75b5de9cafbb46836f27d89cb864e68626b6ec41,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0039_75b5de9caf_EXACT_BLOCKER_RECOVERY_ROWS_C033F393.csv,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,39,55AE6677A49A58551B724AE909B893B886860A26A682E624C1A285366829B141,858,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/MANIFEST.csv,9,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,6185d70e49b99d4619ee0497536169b181539792,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0040_6185d70e49_MANIFEST.csv,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,40,3B6216A49A2D6560BA53CD7D9E8F912429D06A6D0A58EA1AFE0D0FAD21BDAEEB,995,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/PARENT_PACKET_VISIBILITY_INVENTORY_C033F393.csv,2,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,43c5cdbf58c9dcdf54a15433b7fc7fc6781554fa,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0041_43c5cdbf58_PARENT_PACKET_VISIBILITY_INVENTORY_C033F393.csv,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,41,B2A027AEBFD93F12934483AD17B8410B2C07D3387BD96ADB6DE812914D3A57B6,465,branch_blob_extracted_to_local_source_body_by_object_id,manifest_hash_validation;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/README.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,41c18acfc6f481404261a77e1263c9997f113440,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0042_41c18acfc6_README.md,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,42,C5C1C9C6B14014DAAF70BD392D7CAB26B9FE4FDA2CB3B24D5EF63840D6CBA918,3805,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/SHA256SUMS.txt,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,48b5c54c488d7a53b9eae810c71a85b57807e1b1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0043_48b5c54c48_SHA256SUMS.txt,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,43,AC654E6E7FDF1BCB83A762699ADE73A60F7D622D25ACDBE2A7483ECAD3CB5EBE,928,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_C033F393.csv,3,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,c93daab564f4994cf206d2e94bc8b2bd002ed596,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0044_c93daab564_SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_C033F393.csv,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,44,C3C1F798049F646E731AD40E303A87C620A01B362980CD52A2CF3BCD6B87C4A9,887,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/SUMMARY.json,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,0a94e9cfac94c14d9fd15237533ab40545668236,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0045_0a94e9cfac_SUMMARY.json,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,45,41B06AEAA15D647BC4537494C8BD7A89EA45B007F51CB2EDCE340437DC238CB3,1051,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/A55A9D0F_B3_HANDOFF_BOUNDARIES_20260707.csv,3,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,d09b5c0812b8786cb34d312e037557e4fa3b3457,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0046_d09b5c0812_A55A9D0F_B3_HANDOFF_BOUNDARIES_20260707.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,46,39BF8F5D35F0C9472E4E576356857B53F2FB75D93348E5F378745B051F316A78,1762,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/A55A9D0F_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv,6,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,a7fdd4f1bc566364faec99acfd02dcbdb81679f1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0047_a7fdd4f1bc_A55A9D0F_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,47,4F711D28E98E56D0A0136B11C49F35402D31FAC4DF17F92F85684586723EC427,4674,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/A55A9D0F_ROUTE_PACKET_APPLICATION_ROWS_20260707.csv,4,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,e601f05fd76a9afd9928f5800f2d72d828feeb8e,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0048_e601f05fd7_A55A9D0F_ROUTE_PACKET_APPLICATION_ROWS_20260707.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,48,2595FBD9F72605547879560A168D5ECBC876E41D8ECDCA05659D42D7D33DDA1F,3681,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/A55A9D0F_SAME_FRONTIER_DEDUP_ROWS_20260707.csv,1,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,f7fffd496fcb44c942c5c322d56864cb3e87935f,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0049_f7fffd496f_A55A9D0F_SAME_FRONTIER_DEDUP_ROWS_20260707.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,49,39CE02D8EE339B6034341126265E95546D7E820F3D74DFA20EC4C6FCBDF238A9,1203,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;manifest_hash_validation;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/A55A9D0F_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv,5,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,f6d0d20ceeaf003bd8ed8f5cf8833cdb89abf361,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0050_f6d0d20cee_A55A9D0F_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,50,2A1FB54D2F629A40069CBAEEABA780E44E69659C71E29ADCD112C75F55529CD6,4566,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;branch_weighting;marginal_intelligibility;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/ACTIVE_SESSION_STATE.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,fbcb225c4157c58181cdb6cbf9a718bc38c1a476,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0051_fbcb225c41_ACTIVE_SESSION_STATE.md,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,51,3DD8907B428F5DF70992052EF957E6E2B58199EF1CDBE9B99E1DB3F8432F82C4,1191,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/B3_UPLOADER_READY_SUMMARY_A55A9D0F.csv,1,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,0f568aa6ef214bb0d725efcc88ca8650bdea59d1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0052_0f568aa6ef_B3_UPLOADER_READY_SUMMARY_A55A9D0F.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,52,AB8485E5BC9FA0A979491D95D9DCB765B56160B59CB7F5FDFEAEB0D2C0DABE22,667,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/DRAFT_NONCANONICAL_PRETRANSLATION_INTERLINEAR_ROWS_A55A9D0F.csv,9,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,2383b186efd4c40e0cebc18eee31a81399bdc3be,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0053_2383b186ef_DRAFT_NONCANONICAL_PRETRANSLATION_INTERLINEAR_ROWS_A55A9D0F.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,53,3AB91FDFFD0F995FE5647AF5E6715326C6FF5976038C77B1721BFF63E6951D79,8505,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;normalization_marker;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_A55A9D0F.csv,10,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,cebc1cf06bfc88bc3bb76b4daeb062707d6af23a,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0054_cebc1cf06b_EXACT_BLOCKERS_AND_RECOVERY_ROWS_A55A9D0F.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,54,71EDEBAC58968E4E9A73B9AD24415926473E0318A09E3C8E52B08F6CA984D865,9333,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/FABLE_FORMAL_OBJECT_CARRYFORWARD_A55A9D0F.csv,11,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,9bd77cf621ea4aee24a8b59cf60039b87e20febd,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0055_9bd77cf621_FABLE_FORMAL_OBJECT_CARRYFORWARD_A55A9D0F.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,55,302DAFA2D6D12644496B22248014D432510CF76F1BED773CD0AC437A5F79D100,5921,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;branch_weighting;marginal_intelligibility;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/FABLE_REQUIREMENTS_ACKNOWLEDGED_20260707.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,e9d8ddc17460afa66a5068826230582ae01f47b9,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0056_e9d8ddc174_FABLE_REQUIREMENTS_ACKNOWLEDGED_20260707.md,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,56,39626FB1B28359709B1FBE2ECFB115D2B8C59CE1EF1AE78C8F75A14782C667A1,1121,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;branch_weighting;marginal_intelligibility;normalization_marker;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/FRONTIER_DELTA_A55A9D0F.csv,2,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,054756a1b7008242f06a4a93c2753549ab91fa3f,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0057_054756a1b7_FRONTIER_DELTA_A55A9D0F.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,57,3CCE9A0F92206E1CD2917F3DFF41A71A1B8E11491EFC30D1C37AFBBB4C9541EF,1554,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/HEARTBEAT_20260707.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,9d31fd242c5927b8aca80597f6a38a3553520a6c,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0058_9d31fd242c_HEARTBEAT_20260707.md,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,58,CC317D32A9BEBA96D72CA281A9D10B438FA4FB95C435CF762730F11337EFF4C0,1447,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;normalization_marker;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/MANIFEST.csv,31,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,b9fee695a565d6e833b545e208a5499c5aa37c5d,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0059_b9fee695a5_MANIFEST.csv,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,59,84D331F18F10471775228AE344F8550CE8559C2A2070277AEFE139D1C3BD9B0C,5522,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;branch_weighting;marginal_intelligibility;normalization_marker;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/README.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,eba28c63600f9cecb40e238d729188e614b21475,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0060_eba28c6360_README.md,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,60,5C72B7AB212E0F3318649DBD1456AC6CBD0B705407F311283802E08F6C184758,2271,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;normalization_marker;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707/PERSIANATE_TAJIK_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SESSION_LOGBOOK_20260707.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,e46b3ec135fcf14dea3f19329d90c790096f7626,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0061_e46b3ec135_SESSION_LOGBOOK_20260707.md,100644,blob,,persianate_tajik_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,61,434C331A890F81102386A1C09F82FCBB8F2F5B6A840FD6FDC2A3F4EE62D37CCB,1449,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
