b3_action,claim_boundary,frontier,generated_utc,handoff_type,path
"package/upload as source-use authority evidence, not approval",source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,ledger,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\BRANCH_CHANGED_PATHS_18BBB185_TO_4065F6A4.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0037_85334ef3e4_BRANCH_COMPARE_FILES_1FA37D6D_TO_C033F393.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0038_d46cbed881_BRANCH_COMPARE_SUMMARY_C033F393.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0039_75b5de9caf_EXACT_BLOCKER_RECOVERY_ROWS_C033F393.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0040_6185d70e49_MANIFEST.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0041_43c5cdbf58_PARENT_PACKET_VISIBILITY_INVENTORY_C033F393.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0042_41c18acfc6_README.md
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0043_48b5c54c48_SHA256SUMS.txt
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0044_c93daab564_SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_C033F393.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0045_0a94e9cfac_SUMMARY.json
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0046_d09b5c0812_A55A9D0F_B3_HANDOFF_BOUNDARIES_20260707.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0047_a7fdd4f1bc_A55A9D0F_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0048_e601f05fd7_A55A9D0F_ROUTE_PACKET_APPLICATION_ROWS_20260707.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0049_f7fffd496f_A55A9D0F_SAME_FRONTIER_DEDUP_ROWS_20260707.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0050_f6d0d20cee_A55A9D0F_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0051_fbcb225c41_ACTIVE_SESSION_STATE.md
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0052_0f568aa6ef_B3_UPLOADER_READY_SUMMARY_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0053_2383b186ef_DRAFT_NONCANONICAL_PRETRANSLATION_INTERLINEAR_ROWS_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0054_cebc1cf06b_EXACT_BLOCKERS_AND_RECOVERY_ROWS_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0055_9bd77cf621_FABLE_FORMAL_OBJECT_CARRYFORWARD_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0056_e9d8ddc174_FABLE_REQUIREMENTS_ACKNOWLEDGED_20260707.md
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0057_054756a1b7_FRONTIER_DELTA_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0058_9d31fd242c_HEARTBEAT_20260707.md
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0059_b9fee695a5_MANIFEST.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0060_eba28c6360_README.md
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0061_e46b3ec135_SESSION_LOGBOOK_20260707.md
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0062_d683b2f7f1_SHA256SUMS.txt
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0063_df192d730d_SHA256_VERIFICATION_20260707.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0064_fdeca157c0_SOURCE_USE_GAP_ADVERSE_FABLE_LEDGER_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0065_7437f6d7ef_SOURCE_WITNESS_SUBSET_BY_SUBLANE_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0066_af5e50ee05_SUBLANE_SOURCE_CONTEXT_MANUAL_REVIEW_NOTES_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0067_cefcff9d51_SUMMARY_COUNTS_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0068_f2727a43a4_TG_CYRL_TJ_SOURCE_DISCOVERY_ONLY_ROWS_A55A9D0F.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0069_64680b5495_adverse_evidence.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0070_c491c02b74_branch_weight_ledger.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0071_3a66927376_do_not_use.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0072_31140c01d4_forms.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0073_44e9a9a767_languages.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0074_12ce3bff50_lexemes.jsonl
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0075_124b9085a0_marginal_intelligibility.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0076_36cdbda24b_rules_acknowledgement.md
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0077_14980b4aac_source_documents.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0078_796bf43d26_source_use_ledger.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0079_06fd2ec888_word_weights.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0080_2fe02cd919_B3_UPLOADER_READY_SUMMARY.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0081_a5def825cb_MANIFEST.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0082_c022572906_PACKAGE_VALIDATION.json
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0083_f417b79a69_R3_18BBB185_BRANCH_COMMITS_FROM_7B34EC91.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0084_8b5414c63a_R3_18BBB185_BRANCH_DELTA_FROM_7B34EC91.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0085_57c4beded1_R3_18BBB185_BRANCH_FRONTIER_VERIFICATION.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0086_610fc78562_R3_18BBB185_BRANCH_VISIBLE_INPUT_COPY_LEDGER.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0087_bb47ea4e02_R3_18BBB185_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv
retain object-id body copy with ledger row,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,source_body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0088_c044521e29_R3_18BBB185_FABLE_ADVERSE_BOUNDARY_LEDGER.csv
