"current_head_context","prior_frontier_context","carried_from_branch_context","term_id","language_lane","english_concept","draft_target_rendering","draft_status","source_body_status","source_locator_count","source_context_note","formula_neighboring_usage_note","term_alternatives_or_register_note","interlinear_or_linguistic_scaffold","source_gate","current_head_delta_effect","source_use_label","b3_action","boundary"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0001","spanish","algebra","álgebra","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-014; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","normalize diacritics for search but preserve target orthography and modifiers in drafts | use generated drafts as scaffolds and controls as controls only","DE: Algebra / noncommutative algebra | EN: algebra | SPANISH: álgebra | PRETRANS-SCAFFOLD[spanish]: EN=algebra => target-draft=álgebra; risk=AFF-014; AFF-015; status=generated-draft_standard_source_gate","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0002","spanish","Hilbert basis","base de Hilbert","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","7","Risk ids: AFF-008; AFF-015 Line-hash locators recorded: 7 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","require direct theorem-source row or explicit local context | use generated drafts as scaffolds and controls as controls only","DE: Hilbertsches Theorem / Modulbasis / Basissaetze | EN: Hilbert basis | SPANISH: base de Hilbert | PRETRANS-SCAFFOLD[spanish]: EN=Hilbert basis => target-draft=base de Hilbert; risk=AFF-008; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0003","spanish","localization","localización","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","German source uses Quotientenring/localized notation rather than literal Lokalisierung. Risk ids: AFF-007; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","algebraic localization only with multiplicative-set/ring/module context | use generated drafts as scaffolds and controls as controls only","DE: Quotientenring / localized quotient-ring construction | EN: localization | SPANISH: localización | PRETRANS-SCAFFOLD[spanish]: EN=localization => target-draft=localización; risk=AFF-007; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0004","spanish","Hilbert basis theorem","teorema de la base de Hilbert","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","7","Risk ids: AFF-008; AFF-015 Line-hash locators recorded: 7 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","require direct theorem-source row or explicit local context | use generated drafts as scaffolds and controls as controls only","DE: Hilbertsches Theorem / theorem on module bases | EN: Hilbert basis theorem | SPANISH: teorema de la base de Hilbert | PRETRANS-SCAFFOLD[spanish]: EN=Hilbert basis theorem => target-draft=teorema de la base de Hilbert; risk=AFF-008; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0005","spanish","commutative algebra","álgebra conmutativa","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-014; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","normalize diacritics for search but preserve target orthography and modifiers in drafts | use generated drafts as scaffolds and controls as controls only","DE: kommutative Algebra | EN: commutative algebra | SPANISH: álgebra conmutativa | PRETRANS-SCAFFOLD[spanish]: EN=commutative algebra => target-draft=álgebra conmutativa; risk=AFF-014; AFF-015; status=generated-draft_standard_source_gate","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0006","spanish","field","cuerpo","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Spanish campo not used in this corpus slice. Risk ids: AFF-003; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep corps/cuerpo/Körper algebra-field evidence separate from ordinary field/campo/champ | use generated drafts as scaffolds and controls as controls only","DE: Koerper | EN: field | SPANISH: cuerpo | PRETRANS-SCAFFOLD[spanish]: EN=field => target-draft=cuerpo; risk=AFF-003; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0007","spanish","finitely generated","finitamente generado","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Modern Spanish phrase used for finite-basis/finitely generated contexts; not a literal rendering of every endlich phrase. Risk ids: AFF-013; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep phrase-level source notes and alternatives | use generated drafts as scaffolds and controls as controls only","DE: endliche Basis / finitely generated modern scaffold | EN: finitely generated | SPANISH: finitamente generado | PRETRANS-SCAFFOLD[spanish]: EN=finitely generated => target-draft=finitamente generado; risk=AFF-013; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0008","spanish","module","módulo","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-005; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","use algebraic-module only with algebraic context; keep compound modifiers bound | use generated drafts as scaffolds and controls as controls only","DE: Modul | EN: module | SPANISH: módulo | PRETRANS-SCAFFOLD[spanish]: EN=module => target-draft=módulo; risk=AFF-005; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0009","spanish","quotient module","módulo cociente","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Restklassenmodul rendered as módulo cociente / módulo de clases residuales. Risk ids: AFF-005; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","use algebraic-module only with algebraic context; keep compound modifiers bound | use generated drafts as scaffolds and controls as controls only","DE: Restklassenmodul / M/U | EN: quotient module | SPANISH: módulo cociente | PRETRANS-SCAFFOLD[spanish]: EN=quotient module => target-draft=módulo cociente; risk=AFF-005; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0011","spanish","submodule","submódulo","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-005; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","use algebraic-module only with algebraic context; keep compound modifiers bound | use generated drafts as scaffolds and controls as controls only","DE: Untermodul | EN: submodule | SPANISH: submódulo | PRETRANS-SCAFFOLD[spanish]: EN=submodule => target-draft=submódulo; risk=AFF-005; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0012","spanish","automorphism","automorfismo","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near morphism/representation notation; preserve the -morphism or representation register and avoid over-normalizing historical prose. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","DE: Automorphismenring / Automorphismen | EN: automorphism | SPANISH: automorfismo | PRETRANS-SCAFFOLD[spanish]: EN=automorphism => target-draft=automorfismo; risk=AFF-010; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0013","spanish","endomorphism","endomorfismo","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","German source uses Homomorphismus-in-sich / Homomorphismen in sich; audited English control renders this as endomorphism(s). Draft only; keep German historical wording visible to reviewers. Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near Homomorphismus-in-sich wording; keep the historical German anchor visible when using endomorphism in draft. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","DE: Homomorphismus in sich / Homomorphismen in sich | EN: endomorphism | SPANISH: endomorfismo | PRETRANS-SCAFFOLD[spanish]: EN=endomorphism => target-draft=endomorfismo; risk=AFF-010; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0014","spanish","homomorphism","homomorfismo","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","DE: Homomorphismus | EN: homomorphism | SPANISH: homomorfismo | PRETRANS-SCAFFOLD[spanish]: EN=homomorphism => target-draft=homomorfismo; risk=AFF-010; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0015","spanish","isomorphism","isomorfismo","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","DE: isomorph / Isomorphismus | EN: isomorphism | SPANISH: isomorfismo | PRETRANS-SCAFFOLD[spanish]: EN=isomorphism => target-draft=isomorfismo; risk=AFF-010; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0016","spanish","Noetherian ring","anillo noetheriano","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","5","Modern Noetherian term anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep eponym adjective and Noetherian-ring scope separate | use generated drafts as scaffolds and controls as controls only","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian ring | SPANISH: anillo noetheriano | PRETRANS-SCAFFOLD[spanish]: EN=Noetherian ring => target-draft=anillo noetheriano; risk=AFF-009; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0017","spanish","Noetherian","noetheriano","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","5","Modern Noetherian adjective anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep eponym adjective and Noetherian-ring scope separate | use generated drafts as scaffolds and controls as controls only","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian | SPANISH: noetheriano | PRETRANS-SCAFFOLD[spanish]: EN=Noetherian => target-draft=noetheriano; risk=AFF-009; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0018","spanish","irreducible","irreducible","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-011; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","bind adjective to representation when the source row requires the compound | use generated drafts as scaffolds and controls as controls only","DE: irreduzibel | EN: irreducible | SPANISH: irreducible | PRETRANS-SCAFFOLD[spanish]: EN=irreducible => target-draft=irreducible; risk=AFF-011; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0019","spanish","representation","representación","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-006; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","use generated drafts as scaffolds and controls as controls only | use only with group/module/action formula context or explicit representation-theory source","DE: Darstellung | EN: representation | SPANISH: representación | PRETRANS-SCAFFOLD[spanish]: EN=representation => target-draft=representación; risk=AFF-006; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0020","spanish","irreducible representation","representación irreducible","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Covered through reducible/irreducible representation class contexts; needs specialist review. Risk ids: AFF-006; AFF-011; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","bind adjective to representation when the source row requires the compound | use generated drafts as scaffolds and controls as controls only | use only with group/module/action formula context or explicit representation-theory source","DE: irreduzible Darstellungsklasse / Darstellung | EN: irreducible representation | SPANISH: representación irreducible | PRETRANS-SCAFFOLD[spanish]: EN=irreducible representation => target-draft=representación irreducible; risk=AFF-006; AFF-011; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0021","spanish","semisimple","semisimple","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","German anchors for vollständig reduzibel / Halbeinfacher Ring are exact; local Spanish tight search found no exact ring/representation phrase strong enough to remove manual review. Use completamente reducible in direct prose; semisimple only as modern register label pending specialist/native review. Risk ids: AFF-012; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near reducibility/direct-sum register; direct prose should prefer complete reducibility language, with semisimple retained only as a modern register label when flagged. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","treat as fixed algebraic adjective pending reviewer confirmation | use generated drafts as scaffolds and controls as controls only","DE: vollstaendig reduzibel / halbeinfach | EN: semisimple | SPANISH: semisimple | PRETRANS-SCAFFOLD[spanish]: EN=semisimple => target-draft=semisimple; risk=AFF-012; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
