source_id,relative_path,source_role,document_order,reachable_from_master,bytes_before,sha256_before,bytes_after,sha256_after,action_count,change_status
sga4.source.0092,04/04_English.tex,expose_wrapper,92,true,2967,D6AE7101E19B311CB8D6AB90FD9A2941FEC06CFFA948780113387A1E7FC4CE48,2996,33E36C03CE57D4FE409956E4F6B9BC4ED976CC075F12DABCFA4B8753CBF71970,2,planned_changed
sga4.source.0093,04/drafts/SGA4_IV_LINES_31_187_English.texfrag,translation_fragment,93,true,7521,57AD56A7A8E739D41330BBB6DCB7D3278ED69838EF11E866684049BB9F8B53F4,7570,14CCAC01F3A02A486C8EDC095C6FCEF312894B7B1DD4A5E8B20C91CB568FBDB3,2,planned_changed
sga4.source.0094,04/drafts/SGA4_IV_LINES_188_382_English.texfrag,translation_fragment,94,true,9766,543B9BDDFD51438E8023E439627D0CCDDC16D7CD3BE2ADC9D8696D3D36BB278A,9788,B7AAD9D998BE124A30F4AA3308FD616CD80C812E579663FF41841D60AE33685F,1,planned_changed
sga4.source.0095,04/drafts/SGA4_IV_LINES_383_536_English.texfrag,translation_fragment,95,true,7395,C435364C30A3DEF5259FF0F7004009F0C50C795AA4B7F9D9EC4C99ABB62F5379,7419,7DF90EC8E214BB4A39051CC66499C83B5288A7CC9A0665964A5F0A06F314E34C,1,planned_changed
sga4.source.0096,04/drafts/SGA4_IV_LINES_537_947_English.texfrag,translation_fragment,96,true,22218,C2BC5BEAE79DBEBB21207113BEF7FE2219B75AE93E1BBE54FA664D43C9D2F9D4,22294,CF23ADD8E5B1E62E3C34F6666678065F9FDABE2A54DE41BF5992ABE933D526CB,3,planned_changed
sga4.source.0097,04/drafts/SGA4_IV_LINES_948_1319_English.texfrag,translation_fragment,97,true,17329,931B73059F443F2D536B45A7BC54C19A7ABACC619F728DCADC2B2CC1553B3E32,17570,87440C41AE91CC249FEC67798E572265AF145DEC6618E4A82C87A7DB4B73092C,7,planned_changed
sga4.source.0098,04/drafts/SGA4_IV_LINES_1320_1659_English.texfrag,translation_fragment,98,true,14544,48290B577E7966753C2987E4527BB0151EC93983CC2EC08813EEBEEC37D33772,14671,93B0B68E072EC80181AF6DA193F930E9F633FEA42E8914A47BFA1CDB75F51F02,3,planned_changed
sga4.source.0099,04/drafts/SGA4_IV_LINES_1660_1806_English.texfrag,translation_fragment,99,true,6334,1072EEC767AB41A8441E5081A545108ECC33A67C68979BD3927CD9F67BD3DDC8,6378,E1ED597A54A1BD210F7D95F0D612EB79C6CDE9DAD2AB6BFFB68A038572C975E0,1,planned_changed
sga4.source.0100,04/drafts/SGA4_IV_LINES_1807_1981_English.texfrag,translation_fragment,100,true,8048,CC72CE10D061D45750ED056062809AB7D29210C6AD4E663E000AEFB163D491F9,8182,494B147CDDE453A5706100A7E0DFFE7E1FCCEC34D211E331E5A3FEA6DE55110C,4,planned_changed
sga4.source.0101,04/drafts/SGA4_IV_LINES_1982_2188_English.texfrag,translation_fragment,101,true,9318,CF239CEE7CD4E6D9B26463FDBF7BA6E0B16EAA0677671BBEF0E3F0CCD6F4DCA7,9371,FCFB24313CCF54A6E9EB455BDF8BF9CF3A5535C563E53F6AD5BBCED2590AD77A,2,planned_changed
sga4.source.0102,04/drafts/SGA4_IV_LINES_2189_2354_English.texfrag,translation_fragment,102,true,7519,63D1F1D848572343E40F4C92CE82DBD86925DF96CD0A557EABA915345D3352A6,7594,887DBD54C8D35322D9852B609D53CB37E4BCD0AEC31E42FDEC84EB8E76F28974,2,planned_changed
sga4.source.0103,04/drafts/SGA4_IV_LINES_2355_2641_English.texfrag,translation_fragment,103,true,12428,69F3B75E03DA9AE9925112165110F702318F177D3AC37B5C75E26E192B9B7F4E,12428,69F3B75E03DA9AE9925112165110F702318F177D3AC37B5C75E26E192B9B7F4E,0,unchanged
sga4.source.0104,04/drafts/SGA4_IV_LINES_2642_2987_English.texfrag,translation_fragment,104,true,14567,A8F2B730793BC88E19E22E5F460ACC851C2C5A1DE64DDA7157C7EF4B46032047,14593,3E9BE5E264AD907F0BBA2312E888608F10FBDE9BBF6311B0BC650DDF421A241A,1,planned_changed
sga4.source.0105,04/drafts/SGA4_IV_LINES_2988_3412_English.texfrag,translation_fragment,105,true,18960,529431B8DA8728A51212B911E0F52FD67999942CF7FE0EBCD5CA0FE49A975707,19005,488E50ED42F9C7EDFC7C5A7F1C1970D8AD3DB311E64353DD2098DF461331D8AB,1,planned_changed
sga4.source.0106,04/drafts/SGA4_IV_LINES_3413_3631_English.texfrag,translation_fragment,106,true,9921,FEFEA21206D583B70068DA68B2BDC95C4B442F96468A4D2E9AE3CD4C18296B1B,9990,CA470698D667FCF4B1AD9BAC81E898F0F9489A126DF0FB3824859ED1ED6D25D7,2,planned_changed
sga4.source.0107,04/drafts/SGA4_IV_LINES_3632_3863_English.texfrag,translation_fragment,107,true,10243,1848B315C6F7E0AF567DD4FCE9687BA800171B86B6A8AA546352CDBAD569CA66,10243,1848B315C6F7E0AF567DD4FCE9687BA800171B86B6A8AA546352CDBAD569CA66,0,unchanged
sga4.source.0108,04/drafts/SGA4_IV_LINES_3864_4120_English.texfrag,translation_fragment,108,true,13071,3A99B74054398923EAFF5BBDBA9B832B403B73C9A39831CEE5FCB2B368C70674,13095,F474FAFE559CF0BFE95954544606380317EAC7E535FCD08EFB8173C36B42E5DE,1,planned_changed
sga4.source.0109,04/drafts/SGA4_IV_LINES_4121_4475_English.texfrag,translation_fragment,109,true,17348,B6E2AA83C0AC275A51FEB51BBE14038415AF7376D08A77D3CEBEC2408AB8384D,17348,B6E2AA83C0AC275A51FEB51BBE14038415AF7376D08A77D3CEBEC2408AB8384D,0,unchanged
sga4.source.0110,04/drafts/SGA4_IV_LINES_4476_4830_English.texfrag,translation_fragment,110,true,17489,B008BA435F40351393A61C0AA0B2B9E6251B83CDD789A05305082E01A2791FFE,17536,46B1A86F3DDF23BECD7A2FAADADF935710A50F8837B5226AF1A2DB1DBD972A00,1,planned_changed
sga4.source.0111,04/drafts/SGA4_IV_LINES_4831_5055_English.texfrag,translation_fragment,111,true,10947,567D3AE3BBED62D91402CC79BA06847EEF3092353C2C8A409CA2A274A482A880,10947,567D3AE3BBED62D91402CC79BA06847EEF3092353C2C8A409CA2A274A482A880,0,unchanged
sga4.source.0112,04/drafts/SGA4_IV_LINES_5056_5253_English.texfrag,translation_fragment,112,true,9006,5983630532C07B16429049D4499B9B20E4D5152B87FCB6A36BAC09F63F75CB38,9006,5983630532C07B16429049D4499B9B20E4D5152B87FCB6A36BAC09F63F75CB38,0,unchanged
sga4.source.0113,04/drafts/SGA4_IV_LINES_5254_5490_English.texfrag,translation_fragment,113,true,11278,30AB9E2811A68A9680684404E35E92983F267A36553BCA61D99DA962950D2E45,11352,AB6C2E8B568BAFD24740F90CD51CDC0F06A61A228F5B957D1B8B659C9212C34B,3,planned_changed
sga4.source.0114,04/drafts/SGA4_IV_LINES_5491_5778_English.texfrag,translation_fragment,114,true,13423,D2B3C94FE202104C967B3796B5C8E12E91F6751CC98FB5FC037A673573AD076D,13622,608FFD26CC2B9956562B038CDEADF9A5A70A3E95AA576DDB80FA78DC248F22E8,8,planned_changed
sga4.source.0115,04/drafts/SGA4_IV_LINES_5779_6107_English.texfrag,translation_fragment,115,true,16633,13818FB7802EBF7199FCB122614BDD31838FA29926216B87A839022D4A262B21,16703,98251D46411CFBFF82C09B4DFBCEBD92EC0AFC4B55D321F959E5E11F4AC47462,2,planned_changed
sga4.source.0116,04/drafts/SGA4_IV_LINES_6108_6401_English.texfrag,translation_fragment,116,true,12664,F32BA99CD735840B2C819AB14170977EEE86969837B0043133EDE580C7D2DD96,12815,3A8754495BADB73858BBAF13FA5D1EE29563B74048651D826A9BA9070C011AB3,4,planned_changed
sga4.source.0117,04/drafts/SGA4_IV_LINES_6402_6597_English.texfrag,translation_fragment,117,true,8949,2B9C579AE7961B49CFC1143BFF42F8B359B0DE27125FFF502E50D3B22EE5908A,8992,7E60764C78C73AA765D45394CD72D5AAEF9A2287C964CA40A8BC0278E44D07F1,2,planned_changed
sga4.source.0118,04/drafts/SGA4_IV_LINES_6598_6787_English.texfrag,translation_fragment,118,true,8748,A9F53D8C387F78C6AFDC5AAA7485C91A4881347C3892D859580E43D663E3B177,8894,B6B60A5982F5BD9851177BCAA2C414E81B6FF82C4BEBD9B144BCB81B73472DD5,5,planned_changed
sga4.source.0119,04/drafts/SGA4_IV_LINES_6788_7070_English.texfrag,translation_fragment,119,true,12936,D320DEE87C9FE85B540D31E5688ABF48759520D16204E8004775D344B0AB6E97,13008,A212A2E6747D0CB13F7D08CC89A335EDDA079618DD9B6B08A64BCFA470E57ADE,2,planned_changed
sga4.source.0120,04/drafts/SGA4_IV_LINES_7071_7243_English.texfrag,translation_fragment,120,true,6387,612954AF83334FE81A795483DE6899CA7E60A1FF0F0BEEADC8161197BC4EFDD2,6432,3461CFEBA6DA996DCAB5CD91B0AEC59AD13D5A8E97892B1EC48DEBDFCDBCCDD6,1,planned_changed
sga4.source.0121,04/drafts/SGA4_IV_LINES_7244_7443_English.texfrag,translation_fragment,121,true,9964,EBB40AF1D1FE714B4B3456A814C86AB2B2CD4A5B36EB6A2B84E2F3DBC61CB1CD,9964,EBB40AF1D1FE714B4B3456A814C86AB2B2CD4A5B36EB6A2B84E2F3DBC61CB1CD,0,unchanged
sga4.source.0122,04/drafts/SGA4_IV_LINES_7444_7700_English.texfrag,translation_fragment,122,true,11639,372DEE0AF6F616D9017BC27025042F5ED4AB3A58D438678FB048F8E7AB366534,11664,19E1ED46C06A347749F4BCCE16A4ABACA507435C4FF8F5026541A0DA000D88D8,1,planned_changed
sga4.source.0123,04/drafts/SGA4_IV_LINES_7701_7780_English.texfrag,translation_fragment,123,true,3550,B7073A27C4F1197919EFD424A71725BA60F81FF4F4722EC8669ADE8A171F951A,3575,A6EE90E1B28FED63841C76CE649DB656A424EB88213EC3BA3453005C59E2966B,1,planned_changed
sga4.source.0124,04/drafts/SGA4_IV_LINES_7781_8025_English.texfrag,translation_fragment,124,true,12212,A6F6C76B63E022B39B1BA8FA6C9BCFBEF9A11CA24720484EA9B88B92F31BF1A6,12327,AEE45D573EEFEFA0922510BCA95FE0B0233A024F49E3BD8621AF13FA13F3B9CE,4,planned_changed
sga4.source.0125,04/drafts/SGA4_IV_LINES_8026_8245_English.texfrag,translation_fragment,125,true,11539,7DD228EA5FB5DEE7E4F744B4F31A052DF4090BC226F731370D3454CFC8F0C17E,11539,7DD228EA5FB5DEE7E4F744B4F31A052DF4090BC226F731370D3454CFC8F0C17E,0,unchanged
sga4.source.0126,04/drafts/SGA4_IV_LINES_8246_8573_English.texfrag,translation_fragment,126,true,13622,8DEB40FFD1AAAED80BA2EF60F66E179D013737657BD8495D42C3D46CC506FD5F,13645,6D7B15FE242967B127F959CAAD6DD7CF7F2EB2829CD7B1E30325934C9B3179AB,1,planned_changed
sga4.source.0127,04/drafts/SGA4_IV_LINES_8574_8831_English.texfrag,translation_fragment,127,true,13055,DC5C0D700065FE9F6AF36D7CE482C7150034466D0B87E0008423D63BA0BA6358,13130,C418F644B20448285B89AF783552FAB074DA2044637E017B32536765E9E3964C,3,planned_changed
sga4.source.0128,04/drafts/SGA4_IV_LINES_8832_9247_English.texfrag,translation_fragment,128,true,19131,7CA6AC3B8822B5B740AE8BFBCA398CDA289C96C8FA2CA5F9C49DB9897DCDE940,19674,F878BAD1D27DD9DCCDD04474026C69E8B7A818161ED0545476A3D61046B11B2B,16,planned_changed
sga4.source.0129,04/drafts/SGA4_IV_LINES_9248_9593_English.texfrag,translation_fragment,129,true,15302,359B71C5A76CDF81CB41BEEE0E93D612629A731D02E305BFDBA7E3D95A5F6225,15905,AE700C3F795D8466EBAAA962F2F0410475F9ADB436953C562571FD4969ABDFCB,15,planned_changed
sga4.source.0130,04/drafts/SGA4_IV_LINES_9594_9852_English.texfrag,translation_fragment,130,true,10828,1B0A298F6E5090A2E944935EE5A6AC33E55849321D88EA4DCD61A0B07EB90E4D,11251,95D5C653FD7A749936F975A89A775EFFCC3925EAD9D4CEAE2750EBC6C8C7DF2E,11,planned_changed
sga4.source.0131,05/05_English.tex,expose_wrapper,131,true,1740,3FF8888548FF23F8CEC7C27FAF811F6829E13248086DC7AE4BD1198AF29EE1F1,1768,2411E8317316F44EB6CBBFA2D5F1DE981436CB24AD5FB60113AEAEBDE0200DC4,2,planned_changed
sga4.source.0132,05/drafts/SGA4_V_LINES_57_369_English.texfrag,translation_fragment,132,true,13399,CDB14270FE127EE3F4FBB09F6D67DC4DB21714AF2441045A1BBAEA90382770FF,13442,34E22D0A81F32E04DB3DDD0114AB1E2410DBE4FE3C16D82E33B2161BD284587F,2,planned_changed
sga4.source.0133,05/drafts/SGA4_V_LINES_370_602_English.texfrag,translation_fragment,133,true,10341,E3B291E489F9B29C2CB3F35B477349ED8B267EE0EE9F12C9A4775C45295AB9AB,10716,2E90F647753541BA5D4E64473423C42E1B1211412A1DE70284792EE1B64C56EA,15,planned_changed
sga4.source.0134,05/drafts/SGA4_V_LINES_603_925_English.texfrag,translation_fragment,134,true,14845,BAFB5E559B9AE10A8460ED08C82E95A643A898785B07BB3A2966CC88EB2689DD,15303,84D0A7DAA4C1C62BA97E6906F7961C5B2C1A310100600A1F4CB54F66F88EE82F,18,planned_changed
sga4.source.0135,05/drafts/SGA4_V_LINES_926_1361_English.texfrag,translation_fragment,135,true,20219,AE6D71B8C73B4AC3DB36AF2ABEB928B21BC518EB4A9D13AE2D3E48FF9E87817E,20272,D66D4D215C8F7F131A26469A2F02F339771A7F7B54300D8FC685BF4315CC8531,2,planned_changed
sga4.source.0136,05/drafts/SGA4_V_LINES_1362_1552_English.texfrag,translation_fragment,136,true,8338,FF03B306FA249403F092B3494DB7AA503DAF404DA74DE3423767DF8A0B9272F0,8561,9788390D7980DED6204A9D890D94D8D294928D2E19052DFA0B2177F9DF7DC422,8,planned_changed
sga4.source.0137,05/drafts/SGA4_V_LINES_1553_1946_English.texfrag,translation_fragment,137,true,16823,FC8DDB257B4DD26D2534B09022BF6B65D42A43749D588FD30254C7FE71C34274,16918,049FD8A96A79602C1CCA7E142D22007EDF916B5C863E80D830D85DE5AA4B7C56,4,planned_changed
sga4.source.0138,05/drafts/SGA4_V_LINES_1947_2047_English.texfrag,translation_fragment,138,true,4038,89393BB60C20E5A068838B0311842B9CD6857D847094BB988676EAE2AF0F6390,4038,89393BB60C20E5A068838B0311842B9CD6857D847094BB988676EAE2AF0F6390,0,unchanged
sga4.source.0139,05/drafts/SGA4_V_LINES_2048_2300_English.texfrag,translation_fragment,139,true,10882,146836150AD1F373CFB97AF93070F7A0984A6638F72542B694D252D9F1FFFCA9,11163,1D641DBB00A7AC88DBBFE29F9B1E8D0ED6553B4E8B4DF95B800D9814F0D37424,7,planned_changed
sga4.source.0140,05/drafts/SGA4_V_LINES_2301_2629_English.texfrag,translation_fragment,140,true,14617,8FFDEBC9AC8BBCA124C1E387BB2C462B484DA218BF83290D6E6B7CCAEAD16255,15069,4044A9DF4A64680998EE6598D0952D8716FCABA179221BB10731799A34779AFB,11,planned_changed
sga4.source.0141,05/drafts/SGA4_V_LINES_2630_2810_English.texfrag,translation_fragment,141,true,8050,B6BFB28204D54244ED06CFB128499859F387FEBF2FEE03C476E54D49AE9AF0F0,8206,75B63C7B410574D888D28FB626EAD9218659472C6B2F3F741E8840E626B207A2,7,planned_changed
sga4.source.0142,05/drafts/SGA4_V_LINES_2811_3070_English.texfrag,translation_fragment,142,true,10383,CB5E4B75993B79B832388CB077706475E46C89B2C6FF7B9EBACFFA07F7FB9D7A,10448,8C74217E7AA73CA402DCCBEA94BEAE646884E096DA26A517C451BFA0AFB14471,3,planned_changed
sga4.source.0143,05/drafts/SGA4_V_LINES_3071_3430_English.texfrag,translation_fragment,143,true,12666,1F456103E67C982458F79ADF25691E267470AD03C58CE33772BA97C79BE11A39,12689,CD9F00220F9BC4C48EA407AFBC5A1066F7823E400D8E41EDF23E45132A66617A,1,planned_changed
sga4.source.0144,05/drafts/SGA4_V_LINES_3431_3814_English.texfrag,translation_fragment,144,true,14230,650307AC034B10F5E924210A05DF7B2AB15A0BA1F7F12A19850752B7858D3359,14274,DE127D41C2B5A0D2EDDE1DB7F8144B100E9CBE624F81608D7A05D46BE4786F48,2,planned_changed
sga4.source.0145,05/drafts/SGA4_V_LINES_3815_4065_English.texfrag,translation_fragment,145,true,9642,A153906880701EAB0A3E7C927F466FD1636FB82BE5E0D2CCAB7987E7D3E3CDD1,9642,A153906880701EAB0A3E7C927F466FD1636FB82BE5E0D2CCAB7987E7D3E3CDD1,0,unchanged
sga4.source.0146,05/drafts/SGA4_V_LINES_4066_4380_English.texfrag,translation_fragment,146,true,11368,0D06890A3C988D173DA9BFCBBC1F6F10FB10EFD165778E0E65B73DA610771717,11466,65D6A85D082D5E5CEEF2AEC85E1B484EE18420F436A06714800C13E507F1A99A,4,planned_changed
sga4.source.0147,05/drafts/SGA4_V_LINES_4381_4410_English.texfrag,translation_fragment,147,true,1654,22A61A6755C4DA37B83328CFE0EB1E4D15FDF0126FB0D015F892349D881E8AA6,1654,22A61A6755C4DA37B83328CFE0EB1E4D15FDF0126FB0D015F892349D881E8AA6,0,unchanged
sga4.source.0148,05bis/05bis_English.tex,expose_wrapper,148,true,2034,6B79B67049A6EC47123B1E4FB47222268A27A6F410B118F366ADFF2478FA73B7,2065,AF1129950B77DCD75BFECE1857252E1BFD6C1C5B3C6AB20DE53C9AB23F45B0F4,2,planned_changed
sga4.source.0149,05bis/drafts/SGA4_VBIS_LINES_59_205_English.texfrag,translation_fragment,149,true,6552,7C6DCF93635C892D279DF88992F8DB931725779E62F5724F5EAD6AB7177C52C3,6644,14BF4040CEE89A62123AE598577BCA68D16F70F3F9F5E3FEA7502F49F101BD88,3,planned_changed
sga4.source.0150,05bis/drafts/SGA4_VBIS_LINES_206_516_English.texfrag,translation_fragment,150,true,13107,B8299CF5CE414DC4480AFF4796A3F7256150E315261D10E04FD73C4651A04A04,13171,CE124C9CE20CFB7070ECAB591A21EADFE299EB4137B1026310B46F369F6D542B,2,planned_changed
sga4.source.0151,05bis/drafts/SGA4_VBIS_LINES_517_829_English.texfrag,translation_fragment,151,true,14582,F4EB4BEAD4D54670BC12AF082C6840838E96F4D738334D7AB7C0BAB8143854FD,14712,940883B780D5AA572127F5F272AADFF41CCF94042F74C941F1BD54FC2321033E,5,planned_changed
sga4.source.0152,05bis/drafts/SGA4_VBIS_LINES_830_1073_English.texfrag,translation_fragment,152,true,10417,24ADC3D77D586A952E3E4331F597FF6DD65DFACE92D6ADE6551F3318ACE4EF9A,10449,E0826BFDD70FE2D3BBF08595A389FE3B7C4DF07980FD18C2060B8921DF01EB1F,1,planned_changed
sga4.source.0153,05bis/drafts/SGA4_VBIS_LINES_1074_1378_English.texfrag,translation_fragment,153,true,13688,820FBCAFB5F268BDEDC1E8F6089AD0489B573125217540B0D826225188822419,13778,E1F2A4D64A8E7301FCB4659A1383164CA36BBAAFC714DF57786978CADFE72321,2,planned_changed
sga4.source.0154,05bis/drafts/SGA4_VBIS_LINES_1379_1421_English.texfrag,translation_fragment,154,true,1942,F3CF648546AA48781243C6F6B2EDEDA60DEFBF49EAA1F3E0658F47D8EEA29409,2021,0BFA8502E35A7B932F1E90037DC4A1E4C4DB03BEE5FDDE8CF1D53625A44AA253,2,planned_changed
sga4.source.0155,05bis/drafts/SGA4_VBIS_LINES_1422_1690_English.texfrag,translation_fragment,155,true,13252,993BA881A1DE78018B53977251F02EF801222A9AFEBDD860CCB2639044E97809,13329,5919ACE6FA7ACEF0400FDF648D3C4D9631A27515092763E69F5532E1CBE68415,3,planned_changed
sga4.source.0156,05bis/drafts/SGA4_VBIS_LINES_1691_1929_English.texfrag,translation_fragment,156,true,10285,A6F148CF90D7FBF0CD89CC8962DB8ECEE189F8DD25AC6B9DF48F1BA1637A04C8,10312,9AF618AEDAE2EDAD4E1204EB5B0BB943A09F75037537A51EB6A492DD0324766C,1,planned_changed
sga4.source.0157,05bis/drafts/SGA4_VBIS_LINES_1930_2298_English.texfrag,translation_fragment,157,true,15058,FE0FADEAF8F008B710731C64A95B3EA5E7907312A1FD1966D86A02055369F7E7,15112,82A4C2FD079DB80FF14DD694450AC1B8C2D93BD4338EE5F7BE1CEA2BFF8DC64E,2,planned_changed
sga4.source.0158,05bis/drafts/SGA4_VBIS_LINES_2299_2585_English.texfrag,translation_fragment,158,true,12260,C0FB0B487143EEA4E01B3185E020C145969213F68B67221C1F97E19169C6E771,12314,3475C04B3F1B4D75CE4DEB091F22C13C0ACCBEE51BC09B1FCAA379E6C31A6848,2,planned_changed
sga4.source.0159,05bis/drafts/SGA4_VBIS_LINES_2586_2816_English.texfrag,translation_fragment,159,true,8437,59284046AC7036E961F9086BC3476258217F8D6123D5DAD780D0B89BFF4C8296,8437,59284046AC7036E961F9086BC3476258217F8D6123D5DAD780D0B89BFF4C8296,0,unchanged
sga4.source.0160,05bis/drafts/SGA4_VBIS_LINES_2817_2992_English.texfrag,translation_fragment,160,true,8165,DA617A8F2F219E21D56EE89A5BB92527C61B86437B3403BD704EBD1BCA80CA23,8239,E4AD2A5AD841F0A31BA41A3CE2E430CD827561FFD154472ED6DBD0EC579D4BA0,3,planned_changed
sga4.source.0161,05bis/drafts/SGA4_VBIS_LINES_2993_3150_English.texfrag,translation_fragment,161,true,6810,1EE0A928AEC9445968018BE1372CCEE70EE93D79F6E926FEDBF92362E8BD5D58,6856,0EE54BF26CF82A165DF80D429460F83B3EA8E1DA7654B6DED8356B18AC05598C,2,planned_changed
sga4.source.0162,05bis/drafts/SGA4_VBIS_LINES_3151_3452_English.texfrag,translation_fragment,162,true,10740,CE6FCDB92D337DC8FDF5F976FACA5381B94B33A6222FE38762868A99BFE57553,10740,CE6FCDB92D337DC8FDF5F976FACA5381B94B33A6222FE38762868A99BFE57553,0,unchanged
sga4.source.0163,05bis/drafts/SGA4_VBIS_LINES_3453_3612_English.texfrag,translation_fragment,163,true,7134,A4432A1575026C7A72F708647130D8F70CFF9603A990B389F3AB83667183B9B6,7134,A4432A1575026C7A72F708647130D8F70CFF9603A990B389F3AB83667183B9B6,0,unchanged
sga4.source.0164,05bis/drafts/SGA4_VBIS_LINES_3613_3730_English.texfrag,translation_fragment,164,true,4949,F0538C4CF6DCE89142EA86CEBE43CF16485077A74D59A9CD6B08D012A331970A,4949,F0538C4CF6DCE89142EA86CEBE43CF16485077A74D59A9CD6B08D012A331970A,0,unchanged
sga4.source.0165,05bis/drafts/SGA4_VBIS_LINES_3731_3755_English.texfrag,translation_fragment,165,true,1324,5F9B8E64555D368A277416FD60638C84C14860B9607F2AF878173A9AE1C6CD68,1324,5F9B8E64555D368A277416FD60638C84C14860B9607F2AF878173A9AE1C6CD68,0,unchanged
sga4.source.0166,06/06_English.tex,expose_wrapper,166,true,2562,C67006BDD5AA9798D3687272C8C3C6467C7E0EA320D064BE8FD7030F426193DC,2591,B8ABF30AD64E89F97C9B97C4A3F6D88D4772F70BC335C1EC62076DC25049EDE6,2,planned_changed
sga4.source.0167,06/drafts/SGA4_VI_LINES_44_390_English.texfrag,translation_fragment,167,true,17595,B9DEB61534B61DE047B1D626DD2BA29B2A76E98830C62BF120E06A780AA16EAF,17893,C4B9AF3FE083462A5C8FB58AD49399FB3C2B0F81242CF7E328632CB73FB865E3,13,planned_changed
sga4.source.0168,06/drafts/SGA4_VI_LINES_391_677_English.texfrag,translation_fragment,168,true,14981,1EE1DFB88192F024BA211B12D716B4AD82DB35EDBFF4DB85D3A62BE8F60B1C80,15059,5BFBBEF1700EEE5BAA76298792BDAC58DD736D47FECF250F1FA2216EAC15B5A0,3,planned_changed
sga4.source.0169,06/drafts/SGA4_VI_LINES_678_1095_English.texfrag,translation_fragment,169,true,20499,F372887610EB85855F0CBC8574841A3E4375F601BE94CBDFD02C14F6C3855CD3,20842,A6EE74B4FAB34ECA48592EABE120EFC1B2C7AD42938BF0E2166E0A7706E8005C,15,planned_changed
sga4.source.0170,06/drafts/SGA4_VI_LINES_1096_1382_English.texfrag,translation_fragment,170,true,14997,5943C1F4A297BC8DB8B3578B8AB52856C6A24C5542D7A693C03BE9064CEFAAA6,15155,70ABEB0125CE5F0C36685420D460AFC01936675BD39A296B1D0D26AFBDDEE615,6,planned_changed
sga4.source.0171,06/drafts/SGA4_VI_LINES_1383_1678_English.texfrag,translation_fragment,171,true,16168,C2C2D38BDBD760DBB36B33514F38D487FBEBCB4E614CE4607009429DCF85C342,16221,EA7264F243D69B7B2676AB686039DCD403BCF1709609D2421BF25B804E66EF75,2,planned_changed
sga4.source.0172,06/drafts/SGA4_VI_LINES_1679_2073_English.texfrag,translation_fragment,172,true,19511,692CCB3FD9ED699D9C8E9DE6920C93AE027FB7F0D6D06FCC4676B535DCD62FB7,19791,9949F98DB5E50F30C65AFC9F1AEA305D287266EBD3B54687C0B1139E9240593B,11,planned_changed
sga4.source.0173,06/drafts/SGA4_VI_LINES_2074_2418_English.texfrag,translation_fragment,173,true,17114,45A24A240CA804C473710003756985FCE10837F601EE4C8C9627F6855E1CFFC8,17518,82A9244D57ABA4236E58810A7A4491C7A6F2708DF031D61C83AAC60D47CA1405,16,planned_changed
sga4.source.0174,06/drafts/SGA4_VI_LINES_2419_2936_English.texfrag,translation_fragment,174,true,24581,2BDE2010644EED18CF55C6D4F109EA648227044D773810BE373CC7E7ECF888EC,25299,6EFA1730E7E2946D9CC96B83FB68884829B678AFF78276584D02DEF330B6D54B,24,planned_changed
sga4.source.0175,06/drafts/SGA4_VI_LINES_2937_3239_English.texfrag,translation_fragment,175,true,14809,C3F1AD61ED564F68DDBCBAE96B8FE1B93D176166BFBF18D51A6F398FB67C5DCE,14950,650CC673F96F189041270B353B1E974E0CC41F1B052C3AEC292CA9E6627CCE9A,5,planned_changed
sga4.source.0176,06/drafts/SGA4_VI_LINES_3240_3413_English.texfrag,translation_fragment,176,true,9386,682134367D1AE0EBA3A2688CBFF3E1ED2008CF18FCF2EBF5FCDB8FFCCEED119C,9601,005D2D12FB91DE5C14578A4E0599292E134704116610912F5D573621A27B9F28,10,planned_changed
sga4.source.0177,06/drafts/SGA4_VI_LINES_3414_3872_English.texfrag,translation_fragment,177,true,16025,2F6E6187177A44B37FD431AF9030563D255B81F0FEF86F8699A84776AED887F3,16209,9671E424B3D08245A07FF7459857382904314665514AE6E0DE9BB20B81C8DB93,8,planned_changed
sga4.source.0178,06/drafts/SGA4_VI_LINES_3873_4230_English.texfrag,translation_fragment,178,true,16447,3098D780FC14C5277FF0DF74ED3688CCC90A1E354A4199082D5709C9E10E0CD2,17138,378E51A7E61A12BBFD06314D9096C9815E798C273C2B3A1F2FEFC3E9FE8E82EE,19,planned_changed
sga4.source.0179,06/drafts/SGA4_VI_LINES_4231_4582_English.texfrag,translation_fragment,179,true,18001,7BDB74B861AE2783B913D56102AD5718D83C3DDF11993982185CD16E20BA0CF5,18355,52843F5D8292E518434DF6D0FA427457C7AAE9E0EFB344473E0939DF9BBEB1E1,13,planned_changed
sga4.source.0180,06/drafts/SGA4_VI_LINES_4583_4929_English.texfrag,translation_fragment,180,true,16560,6612A9E1142D1B8B0913F7F517AAB819E94266F1CD41020C6D42F14A507DDE36,17410,105D16FA997121D671CA5AE6EB4B50B0B066072F69756E31775E3F2E511E1EA1,30,planned_changed
sga4.source.0181,06/drafts/SGA4_VI_LINES_4930_5251_English.texfrag,translation_fragment,181,true,16055,2CF2B71F00AA5F2ACC5A8126CB30BD104FD9B9C6F22DC089CCD482B03DB011B8,16221,F467B3E7D1026B7953AE2FB239A1ADFB7207DFA38E3B5FED3D5F9B8FD8B98502,6,planned_changed
