language	page	predecessor_page	disposition	raster_sha256	width	height	text_sha256	text_characters
EN	345	331	PREDECESSOR_EXACT_RASTER_AND_TEXT	82D18F8B53D181954F19AE7A4BAEB79F1FA4587803D216A72B083DB65A08098E	596	842	0899D3B576685FFD84D6244116C7F9692162D33EC619F3C9679D7203F03C49CB	2014
EN	346	332	PREDECESSOR_EXACT_RASTER_AND_TEXT	4E88BD4A00F7A610C991C2988081779E8D5AB826275031C0E7059DE89AAE9E8C	596	842	869D03DEAC2FCA84A2386C7065418CA312CD0B613669BEF2245D503F7D7F2701	1398
EN	347	333	PREDECESSOR_EXACT_RASTER_AND_TEXT	9850926604949D6C9C75E5AB3312863F73482169A96676007FDCDEA43B8D4817	596	842	D3E7D11403739081F15DC4677525C672D15628943D7CD0015CD1C12C58DC8C1C	2146
EN	348	334	PREDECESSOR_EXACT_RASTER_AND_TEXT	D4F26B48865172F642964B04BECD7B3253413639641EFA124D15002B69BAA56B	596	842	B9003B080D3FFCE34C6A958BED1E41BE0D8E687FF6A87C449ACCE1B6D9026350	1889
EN	349	335	PREDECESSOR_EXACT_RASTER_AND_TEXT	5FB24F5A732EC2C39DFF19E8BCC5C8167732ADBFE70E177D6507292B8E9526E0	596	842	D4B41F480D641427B9CEBD54EA25EA48E63AD1B20A3B2CAF938E711580B8E8FE	1860
EN	350	336	PREDECESSOR_EXACT_RASTER_AND_TEXT	418603BE728B03603D271E69438A59E8F7122E94445D0AFABEEFEB9331E4B953	596	842	567D1E26268BB2A94F53E97FB83247D5294AC603641AE840687B6A7EF69925A9	1597
EN	351	337	PREDECESSOR_EXACT_RASTER_AND_TEXT	95230FBE1EBD9A03F9A94831A3230549890AB022F1185238E84BE523669E04B8	596	842	32945891A5B7B65F2266468460F36624C29A62EE82E650E3B13C89DAF10A3A72	1511
EN	352	338	PREDECESSOR_EXACT_RASTER_AND_TEXT	46B68E4F0C191697CE79AF8C7D78DFBC0981E54B753D0EA38EDB9DA085CB386E	596	842	D046635C3C70CBA24EE228C7B8BDDFCE961AD9810E869BD0229AFCB8FB51169C	2165
EN	353	339	PREDECESSOR_EXACT_RASTER_AND_TEXT	92D3D617188860AB4C8AA7C5CF4293744EA2CDED3741E88C77E73171528D6DFF	596	842	31B8906842287601AA5C5E1CEF5E51CCF9DB8CBB70251E8C797B5FF2D9CEA7C1	1909
EN	354	340	PREDECESSOR_EXACT_RASTER_AND_TEXT	06C7022AB47EAA113949E404ED6C30AE176090163BE0DE14DD6E2DF889A56B2A	596	842	B639E959CD1029404AFFB0A9D4159BA9950EFF5F2EB0B94506E581D5A6191DA5	2175
EN	355	341	PREDECESSOR_EXACT_RASTER_AND_TEXT	618529BD37A6D6192B71C63E36004B849910A91701810309CDD30D64D0A7B582	596	842	70A594E269E22A3B86F1042F3A12CAFE4EFE0CF4E2B7099D13B97E897077E9EC	1735
EN	356	342	PREDECESSOR_EXACT_RASTER_AND_TEXT	54D56B8A3D85E95F721ACFA8468969C63517F1EB134365A9C39CAC6F8DCE2D2C	596	842	B69EBFF327B4449C33C28189E5812B2B4BA1BF267C17D242A1DB8EB53DA38C8E	1626
EN	357	343	PREDECESSOR_EXACT_RASTER_AND_TEXT	A9EC25DD3EFBBF276C444D325D0B6BD2C6BF66A7D3A175C75C1D35232F69AA2B	596	842	81B68CD18F7F4CC1CDEF0946FB81DE8F2D5D6D2F4A0899A8E72F707F596A8E82	2269
EN	358	344	PREDECESSOR_EXACT_RASTER_AND_TEXT	2F2C955170CB542687B7AB1DE1D449402E4ACA4F7E37B2DE16BFD0A3CCF34524	596	842	CD1BCBA608643D5DF895EF9D0AE7752306D07B2F1731F5E51507E2B059B5533A	1778
EN	359	345	PREDECESSOR_EXACT_RASTER_AND_TEXT	AD0C37474C32635A027808C9ADBA5F9C2D67579653EC4468EB5C7CE33D9F6FEA	596	842	719BE7EF5FF58541E20BCB77E8E622600748547E2081455C4D624D870219C656	2279
EN	360	346	PREDECESSOR_EXACT_RASTER_AND_TEXT	13B202B52843D07177812D552964321227AD120B94D22456438DDA6B773BEE65	596	842	349E0664742B8FC5F8804ED9D58481BCB09A0EA94A0595B627B93F1208AD590D	2008
EN	361	347	PREDECESSOR_EXACT_RASTER_AND_TEXT	08543082DB0E13E8FA92B1FD801072E95215D4BA32034113BF4B4CBE2F7F731E	596	842	86241EC03D6A294A90EB25BA50230ADA50EACCA0AB3AC8484F53A5E93D45E652	2113
EN	362	348	PREDECESSOR_EXACT_RASTER_AND_TEXT	51DCEFF5B72AFAD37E646B6D1EA148DCB19BB0462808E6879C94A6477D2B4945	596	842	FB7BB3EE43B573A1FFA6F29E5C156A3A8162E37CA8B72128C58E6EA87217E545	2304
EN	363	349	PREDECESSOR_EXACT_RASTER_AND_TEXT	982F4DCAD3A5AF4D01DD0D32410604E864835F93C0DABCEBCBF0E7CC18DABB08	596	842	D880F558EF47EA8E1F767C090C6B72BB8F43822AD797B44FB51BF40133BC5D78	1940
EN	364	350	PREDECESSOR_EXACT_RASTER_AND_TEXT	6E8C22E64DB8C7B206D579B583CE578487CC6B0ED26477198619B823D2107332	596	842	1D6E33650CAC5AFB55D54972D9DC78B5BAC50B6D45A9E6B0CE6C75D3043D1608	2723
EN	365	351	PREDECESSOR_EXACT_RASTER_AND_TEXT	C6D973D858BE0F8F7173DCCD2394F0D3854AD8ED757AADB37CCA319A759BED38	596	842	804618F182214F9AD1B9D35125ECF0569D91B9F59E732AA391E3B93B7CC177BB	2140
EN	366	352	PREDECESSOR_EXACT_RASTER_AND_TEXT	6F2FF3128DE31F05CA02A04170EC3C5297DC5B981CA5973F625D0E016451B7A5	596	842	3D21D0C38833363CAA2C4FD12F5ED0B4356BE9310FA4A873EA2D5249A0FCADE1	1568
EN	367	353	PREDECESSOR_EXACT_RASTER_AND_TEXT	82E5CB4DE1EDE909498A7F4EEC83FF7320C6FCEDFD9A1B832EBF39FF12B4785D	596	842	4703712DE709B9893846E55C00E06A112FC9BAAB732C0DA28589164C09212836	2265
EN	368	354	PREDECESSOR_EXACT_RASTER_AND_TEXT	E58D122360A519E58B3EE8528DD30F9934D8CC0A5735AFA39DCAE9DB2CBF3D38	596	842	355C862B9B00E111C1D96E28613E230190818E65A034A05DFA3406C732947416	2014
EN	369	355	PREDECESSOR_EXACT_RASTER_AND_TEXT	A3C5BDB1A0EAF1888800818F0D78F8D28DCFD35D4AB5651DA8B719E6368A1A41	596	842	27895D66CE3B5430FE877AF8FA27D76DC30D83D9BC874B37832B1650216BEA86	1745
EN	370	356	PREDECESSOR_EXACT_RASTER_AND_TEXT	D1773B47F690FBFB4512C0E7ABCB0D82E78DE4FF014BD3FC0EA713CE98506AFC	596	842	1E9EC2DF7CA35C3D80D3AB782A9014F44830D6BDC82459E12829B6CA86B67AFE	1635
EN	371	357	PREDECESSOR_EXACT_RASTER_AND_TEXT	50FB25CD217D83E7973AA8F68E2D30DEBCF532D731C542B293571AB4C1280E89	596	842	AC1DC1A7F86631115DC7D9BC61E0765E1B64733F7A9A3E3C2C9DC28C36B341D3	1332
EN	372	358	PREDECESSOR_EXACT_RASTER_AND_TEXT	47AF6AB2AE51225BAAAAF369998E0431D9E8EE0340606CF230047C8AD61050E2	596	842	61EA044A5D2FE4E3AA6C68C96F1891CBF1D8FA8C255765351FB3C21C970DA51C	1621
EN	373	359	PREDECESSOR_EXACT_RASTER_AND_TEXT	B06F042B72AACCB8856A50771E260937598E20C7EF0FAD73A0BEF96C1404A74B	596	842	F8BC04EBABCA253CAE5C5041E54D18DB228219C93F0227307153C74595A1977E	1750
EN	374	360	PREDECESSOR_EXACT_RASTER_AND_TEXT	5546BA3D93B896C1545C66C6AE221B698C0441A5BE5E859580F1020CA9292B36	596	842	1B91C5A7654099444CF03C19D85E2222D5930EFBD4B5CAE522EA5A2FB6158578	2044
EN	375	361	PREDECESSOR_EXACT_RASTER_AND_TEXT	BFBAE25EAC47EBC3A2025DFFAF0BDFE1A0ADCE2312078BAA92EE059A20B27BFF	596	842	BD4E544DFB413B223CDCBD3E434256DA43A303BB11BB031B4A75C658342F2C18	1585
EN	376	362	PREDECESSOR_EXACT_RASTER_AND_TEXT	D1E8FEE719AD6ED0253C13577C7A25CC87F5B34CF65EAC995EF41E66B95379ED	596	842	51D5B078FCC7D0B6402FAF81D2099A34B55B2BC3BF20A06243BD9ECD0D6E9D10	1587
EN	377	363	PREDECESSOR_EXACT_RASTER_AND_TEXT	C074C2B872221555C42CCF1EF9BC0D36AA9620B36CC948B442E45843B2314D7B	596	842	C1EF857D31B6F580A9A2AF696E205CBE34A49206744A6148033B6B70476B4DF9	1471
EN	378	364	PREDECESSOR_EXACT_RASTER_AND_TEXT	E901DBE1A21A2862B0DE62F99174ECA37AC370548114DFC0FFA7E0BD8FAFED55	596	842	0F2A85B0BB323EBC57C6340A07B13326A667A24CD358C0FD13A46815A80B2D6F	1797
EN	379	365	PREDECESSOR_EXACT_RASTER_AND_TEXT	91ECC73680761C292B66549FFA9C4D9CACEF04A5FE680E57CA3F6F26A0A4A4C6	596	842	965D531C1E9CB1A3399F84E79726060040732043B56B70BF7C61BC8EDCE62BE8	1569
EN	380	366	PREDECESSOR_EXACT_RASTER_AND_TEXT	39E563FB99194D9BFDB31E1A353E5C0C267A946B1F518358B5A55463806E138D	596	842	CCBF8C717C87BA51FCA78BFBACDFBB2836B9788A4BE9A4A01C89FC47ECC0E2F8	1474
EN	381	367	PREDECESSOR_EXACT_RASTER_AND_TEXT	6C3A6771F352505483FB297B08D8B665E378E4FE693D76651978CA16B30ED899	596	842	6A1F0CEC615E0645931F6CF49B9DF35F5A13900F1C09D0C8F8D3E03765C5ACA1	1124
EN	382	368	PREDECESSOR_EXACT_RASTER_AND_TEXT	03C1D58FE9958098B11B1C87D55BBDCB0FAB04D14AAC95988395F9158EAC55DC	596	842	B0A8D895B1041A960E5840726C193393E1B0A93C711340583015206792565378	1332
EN	383	369	PREDECESSOR_EXACT_RASTER_AND_TEXT	78B687D4760CBAC21C57AF831CBE5C764CE2A8BC611568D3898D38BC7AE172B9	596	842	82B2E6C78A796D497093F8562C69CC4B05903AD87DFA6A333AC8680EFFE74E81	1395
EN	384	370	PREDECESSOR_EXACT_RASTER_AND_TEXT	DF43993970CA19048D81C9AA8BC858A4C985F8587556062C57F1D9A1285B651D	596	842	48BD845FDBD03F3560C9FAE8FFBD53168737DA9B4650C1E6FDD30E723667AD41	1569
EN	385	371	PREDECESSOR_EXACT_RASTER_AND_TEXT	DE19750F1BC4DA95802A27A3847517E90BAFA7BFD24EDF18287979C1AB4DC971	596	842	92E97FE43B1B7CD4BDD2AEB3FCA59A9BAEB565A67BAEC477BF1DC6069B274823	1404
EN	386	372	PREDECESSOR_EXACT_RASTER_AND_TEXT	EA264B0F43F21F28F82B6904E1F39443D09B43B4B36EE09BE2AEB2A69CA9EC32	596	842	60F6C57422A495888A3F731542E08D2D7570E0FF8923F3A9DAC9025E4D7AF0EA	1796
EN	387	373	PREDECESSOR_EXACT_RASTER_AND_TEXT	ED0E9263903C01F3EB8B47C420A77A8AB7497F6777CF01BE71E2FC75A5E0B1F8	596	842	28F87A5E0CDC228F7CF2F970E5B702D54C5E1E99CA44335D8E867233B9CFDF35	1687
EN	388	374	PREDECESSOR_EXACT_RASTER_AND_TEXT	A1B84F44E2DD23F38AACCDC5E5A605C84E22F0FC21936E5A0D7754208016312D	596	842	C46D625CD3107B12CDEFB2A324BC0DE26268D9EAD317B7115DDA34834976ACEB	1781
EN	389	375	PREDECESSOR_EXACT_RASTER_AND_TEXT	322C72657BF3E62348779E3C56926E99F5F9536B0C920C577F81655C15C40A7D	596	842	C987B7300E262DBF90D4B9A5038CBD5A95C49219C5D4F87BC68E96137D12D31E	1629
EN	390	376	PREDECESSOR_EXACT_RASTER_AND_TEXT	241E2116E461821F0A81430960C25644E447DD1D141B6D2E8FE37833906EDA83	596	842	47C06BCDE37450B1DC7C3A97A7358021EA23BEA08BCCACA313B00A364B8FB97D	1096
EN	391	377	PREDECESSOR_EXACT_RASTER_AND_TEXT	6B861905C68768BB6100C2A88121B51A54A27CE7AB4EADD15686DF13FC5D8C5F	596	842	3DF5BDFB4F953DF5F56AA0C6C832F54EF9B4E7447DCF5F4E83C1DEF83179130F	1961
EN	392	378	PREDECESSOR_EXACT_RASTER_AND_TEXT	7C5C3ED8F69DBD5A581D827FED473131D296112F1E1D52CB8E4E40DA627FFB1E	596	842	9A1C7E7CE9D5A367784C4C7B4FD49D843D8970BE9503341086DEF7A22D431855	1933
EN	393	379	PREDECESSOR_EXACT_RASTER_AND_TEXT	1674B3EAD61F1F51DA2932BE84C23A345DADFDA72F61A0638206E5D1E8F25F49	596	842	F954855FB3A356A91898100AF582C047048FAB21EAEACB8F9546F977E161FA28	1991
EN	394	380	PREDECESSOR_EXACT_RASTER_AND_TEXT	2485C0ECC6CF2C11ED535C252EEE7EB1858F57065C0119FAB0CDEC7D0915F59F	596	842	3DFB83AC81503F8901B0F3D38D87D2E929B53D4B6D8C152B96FC0F413AD335B5	2151
EN	395	381	PREDECESSOR_EXACT_RASTER_AND_TEXT	417AED6C2FDCECAFFC2EFD438849B18FA187103795469915B159ADEA1FFD189A	596	842	51EC7C03066FCC7EAE665DDB212FA31F2926283BFAF439752EBE40944E0E1107	1729
EN	396	382	PREDECESSOR_EXACT_RASTER_AND_TEXT	67182AA9B52E9B37C2F6F93FB9C625F8D491EAC7FE98D249B91BAD7F04F17320	596	842	0B121C5855745B952629070ACD5D81FD09BFE44FC8D2E4FED4CD4A3AF6F6F792	1783
EN	397	383	PREDECESSOR_EXACT_RASTER_AND_TEXT	E73C9EF25FA2A327266D76E2CA333EB45E986D15AB942843D5459A44BE6FD903	596	842	87DF024BCD005C3E54DDF7C8DAC3181FAA673A95369340638C4B53FA2199E32F	2137
EN	398	384	PREDECESSOR_EXACT_RASTER_AND_TEXT	8B9A6E6A7FA5142B240DD32D5FDEA448F21BE58632B2F3EF6B7D70B730F7E071	596	842	BFD0F19A09850033C6F98D70EFF4D71AAA0FB30147150E3B65C9CDC2E8B81E43	2190
EN	399	385	PREDECESSOR_EXACT_RASTER_AND_TEXT	9D5FE716C37DDE3198F1D7B9E4F29E65E0AD7E6CE27174EF230A1374A8BA8760	596	842	45C400AB77C3F8A0F6C951EB27D2494CE7256214606ECD701D6FE69A435B78AB	1450
EN	400	386	PREDECESSOR_EXACT_RASTER_AND_TEXT	DCF4C16E94ADAB5C0563B6C80893D6B30FE0597C7BE3B654AF373D98D3BB4C47	596	842	2819FD133C539F83080C43074B73F044F12FC4273DB4386313611B503B854009	1562
EN	401	387	PREDECESSOR_EXACT_RASTER_AND_TEXT	600AD009B6CA33161DF7E28D35290497EE0133C4CB4DA829C1F78E9B5ABA7EAE	596	842	5E2480C699A093D9195961135B2A50111E139084F413A9E27D877D67593E4152	1484
EN	402	388	PREDECESSOR_EXACT_RASTER_AND_TEXT	C333A5B87E95C0B50BD7389D76B2E5E5BC49B1A1C0062598596EA261755BE734	596	842	E5F7DB5D508F6BC4D7E47E9EA36AA9F281B77B7FE5E1AD9C1A835E435D606438	1217
EN	403	389	PREDECESSOR_EXACT_RASTER_AND_TEXT	8DF60CE16D8618E8947FE456A57532B21E7C20415632DBA5A8A5838C88CCEC50	596	842	6CA6E34161A294D0163681BD6D1992E767BC6B2FF89E02489F4A16B2971543E4	1246
EN	404	390	PREDECESSOR_EXACT_RASTER_AND_TEXT	CBBD8211F255D5BE1D7510505D000B17C6966B7403DAF20375DE32D0F3BB0872	596	842	7B53E17CE83E9E2AF850DBF7A2C497663BA2EB4546604A8E6E4019CB144F6A27	1309
EN	405	391	PREDECESSOR_EXACT_RASTER_AND_TEXT	0301669E2208BD2CB4B06CA71C735747D28463EFD32A5C55F8225CC09BB40091	596	842	5C9C8375BDBE433912C2A59FB3FF493F4361E5C1504726E5EC97A530AD7B1064	1296
EN	406	392	PREDECESSOR_EXACT_RASTER_AND_TEXT	48CA4E2CBD9D2AF902B09C9286E4006D976859ABC410A0D9881EA97DECEFE7D1	596	842	E314772F64040D12C7D1142FC9E3C3CA6E29C448E9EE3A2EBB2797CBAFA00A32	1494
EN	407	393	PREDECESSOR_EXACT_RASTER_AND_TEXT	D0C346B237563054B01D2F913A41B44EAF0B6043B661B60903B78380197F88E3	596	842	C40C135AFE6AB57746FC1554185BCD3D9FB538C311EBC06FCEE284C53FECEB3B	1408
EN	408	394	PREDECESSOR_EXACT_RASTER_AND_TEXT	3FBCCFDAB276CAF698CC7B5B72D84CBB4EE0A269E61B6CB2BE0B9148DF1AAAB9	596	842	53CA41E2BFDB102216611D5E8F6D0445520D733773D2905D0EF1B61B2E9128FC	1558
EN	409	395	PREDECESSOR_EXACT_RASTER_AND_TEXT	2985A1F435F328341D8846A90AC71532070D19A07F415BA9DE5D7DA195B79E98	596	842	79842C370FB19898B0EADA972D8DEDCC029332866535C9AF64A5336D6683D0E9	1907
EN	410	396	PREDECESSOR_EXACT_RASTER_AND_TEXT	A3ECCB0FAB4E20C40ACC6B837C61445EBCA9EE3778C408B3850FD218922D260B	596	842	D459863BBC0FC946446980218386484B5B066CC620521A90AA066F6DFDAAA25C	1365
EN	411	397	PREDECESSOR_EXACT_RASTER_AND_TEXT	A231AE8A548B45F9183BF88044A8A1B5D944FD8F703BB4D71A937AFE5D9D3613	596	842	A7D3325D6AC146732DE0D0F3DF32410CDD30F639D4B798257565894F8DC02C97	2070
EN	412	398	PREDECESSOR_EXACT_RASTER_AND_TEXT	83133A38ED34837B9FDC04D34454F5B8DF3FF0852294CF47E37B208AE0587501	596	842	277321F9B38D5C2FF64EDF06F211360FB9D794C700FAD43A28893726FCF1A79E	1612
EN	413	399	PREDECESSOR_EXACT_RASTER_AND_TEXT	588361797FB7BDA73C65AEB9EED0CBDAB414087DA2C1558DF9B00FEDE9126ACF	596	842	33B5D63F6A3BB8B529FF03CAD1E037A9DF48E406B7D399541CB95DCB06247484	1321
EN	414	400	PREDECESSOR_EXACT_RASTER_AND_TEXT	FA5D8358C1F61C1FFD3F9CB06C534FA21AB311087E7E2E38706D52ABA18BB38C	596	842	CBAB2E17EB09DF14464F26BEF9CAEFB5FCD46C8BDF9D41F6C92CE0DA130A8620	1880
EN	415	401	PREDECESSOR_EXACT_RASTER_AND_TEXT	304966E7707E884246386DADD0C918370B8E2A19CADAAC256511F79ECE390D7F	596	842	4EC5AC41BC4BA7FA99CEC064819858702C5139614AFA6C7546CFB7FDEDD7FFAE	1492
EN	416	402	PREDECESSOR_EXACT_RASTER_AND_TEXT	35BF718633EB220CABEB3C772C6755296FDE8960CC75782AA0F9D91AF4CCC2EA	596	842	928779855BD712F7E127AB89575B07C4CB6FA9D9BF85F2E7D3E2E38F9CAC75CC	1214
EN	417	403	PREDECESSOR_EXACT_RASTER_AND_TEXT	9C6E25A5B7B4776BCAB5EF18D49A927B9D1E8DFD76F955C15C48AD38FD519014	596	842	3DB876EA6B12C673603187447E2D38837A94A1AE92D0F3F95C8E5A8DD2F8E734	1833
EN	418	404	PREDECESSOR_EXACT_RASTER_AND_TEXT	FB082319A5F80E31CC317EBB6A724865E22E552823DE0B5E4F4189A884340F65	596	842	3775106A18833CB1FF6FE3E3105D0EB536F3337E175A9DFA98FA54A1721D067F	1145
EN	419	405	PREDECESSOR_EXACT_RASTER_AND_TEXT	72A84654817000CB7DA0B6FCC7F1F46FF5CBE96DA703B63E3C47DF00D6C48CDE	596	842	FC0A4EA0E4C07F6186C94AEE45B5D7669A61755F46082C1D3C1E6ADF1A21DF5F	1451
EN	420	406	PREDECESSOR_EXACT_RASTER_AND_TEXT	59828077505BCCE6B0FCBB6D834F876868CACC62BF3098ABADDAE79332DAC7BE	596	842	7F06AD5EAB4858A3EC436E62E19370344F922000D818968863BDA98EAF2635DD	1141
EN	421	407	PREDECESSOR_EXACT_RASTER_AND_TEXT	D8AB9C5625A14D1F71DC1DAC0AE0A72321C64E524048732F107D3C911DDCB740	596	842	33EB1847BF148AB81898273DEAB0523CDB2CB755CC707A21190C2E7DD36A54FC	1950
EN	422	408	PREDECESSOR_EXACT_RASTER_AND_TEXT	3CB06DB57A706352654545B520DC0BC24EE3965D9F7264F415B48E2C9DA11204	596	842	7F5AC42BF6A279EED3B262AB39C1AA011836636FBDFB4E1F1A75A7894D5D5C70	1685
EN	423	409	PREDECESSOR_EXACT_RASTER_AND_TEXT	4CB0EC0473F6D640A6DC7A0762C5D03AFECF2B857FC3E124B17C2FD7FD108226	596	842	DE2C0F258706B5D9B303265B8661C0005F316B912CAE48556FEAB6AF56967675	1593
EN	424	410	PREDECESSOR_EXACT_RASTER_AND_TEXT	2BCBAFE386244309F1EBA4FC43CFB761ED04A9298EA01CE6B32C59F16E72638E	596	842	E4FB3E79CDD19F023091DA5C280AA996F8907C53306915B150B33E3A7B0B2022	1746
EN	425	411	PREDECESSOR_EXACT_RASTER_AND_TEXT	66F3497F72FD304851CADC74B5485623037AA706B3E890EE74E71EA67DE997D5	596	842	BB9D5AD5F1EF34987F6B3BE627A724CC69A7AF5E858A82DD13BD685271DDB90F	1878
EN	426	412	PREDECESSOR_EXACT_RASTER_AND_TEXT	FB9B53D3F7BF036108CAADC39E0F10359B70568CB72334D4412ABEDD296D36EA	596	842	012D56C3F809AE8CFD83D10797DC6C30601D3B2BB1DABA994ED8DBE4A81A3F68	1216
EN	427	413	PREDECESSOR_EXACT_RASTER_AND_TEXT	0B2086B01AF007C0CCF3B039B4F55C11321F9604DF3A0FAE6A4CFB95F44E214C	596	842	BA37773F7B62FED000B299B48D321098626DCFAC510B25E19F62AEBECBF3764C	1249
EN	428	414	PREDECESSOR_EXACT_RASTER_AND_TEXT	64FFE331C412FC77EC9366B99DFCC07ECE5875F11D207F66F178693B2BD9A399	596	842	C74DDE3515DDDA832F4652D4D184AB4F6CEC78A42F1DAD1C453495E413E36E8B	976
EN	429	415	PREDECESSOR_EXACT_RASTER_AND_TEXT	092573C65373AB0371D723C720A7DD2D5D6389BF835387A44413451719423EE6	596	842	E68670EE8B575F539E21D4DCE20A3FFD28398FB7BC33DE96D14EADDEEA43A52A	1349
EN	430	416	PREDECESSOR_EXACT_RASTER_AND_TEXT	C49FEF0F64A3CD6CE9EA37195132723A8701D7875D196E58334551ADBA1495CA	596	842	1F68CB40B73D152812F912ACF75CEBB5C8DC617F637A7D89C05F48E16595BA1E	1143
EN	431	417	PREDECESSOR_EXACT_RASTER_AND_TEXT	33FEC1AE8E5F8DDEBC7138C222BDE39CE30E393ADB9E8019705352AD380B107C	596	842	61643207F87CF4D5D4896EB4BD1388484359355FA84097D8353291A1D6E364FE	2027
EN	432	418	PREDECESSOR_EXACT_RASTER_AND_TEXT	FADBB85A47E1A83A5240F251465B1B321182BD1217DDFCD2A89DE39319A0C839	596	842	044D6C948940DF899CC259BAF0AED3226F800D746B8067E76FA8D1509CF8B1F8	1026
EN	433	419	PREDECESSOR_EXACT_RASTER_AND_TEXT	4EAFEA715CEE819FA2265FDE6660295BF420582962689498B8638DD79E95D53E	596	842	FA40E9796F2FB0627BE6EF999E67B371443E972B3012FC0370A13662775AAFA5	1647
EN	434	420	PREDECESSOR_EXACT_RASTER_AND_TEXT	DF2081ECB22D996C27CA2D9D2227FD139B2C73CAC1BAA3118D9B50CF92C10C30	596	842	71E296A80375123F0A6D94F30E9C6AE63CF5189F30EB12ACDFF16A3881DEFB2E	1802
EN	435	421	PREDECESSOR_EXACT_RASTER_AND_TEXT	948DC1B7786E338FB2480DEEBEBA763DF8873CE8723E3783F89C2C9E01A28E7E	596	842	B2832EBA4CD32D7B972491C269A8D9D111C147D4CE60208B3BAD9C81753B25C5	540
EN	436	422	PREDECESSOR_EXACT_RASTER_AND_TEXT	F91E32A63EC9F38C7FFB6F3FBA9EA8782F2CC6CB2BFA205D9ECDFB79AAC44A72	596	842	2B2D7CB6C18B0407E459897C1BE420EF3A720041A43BB32BB0B32304052EB888	1692
EN	437	423	PREDECESSOR_EXACT_RASTER_AND_TEXT	8C095A870F3898F5203C2D3216164FE7C0601DE738AC9C32BE2E1E16FC2101FB	596	842	B6F548919C15565AA4D965B77DE40515BBDB7C9CF0A810EAAE61843572029F16	1461
EN	438	424	PREDECESSOR_EXACT_RASTER_AND_TEXT	B87B4FA8CE60CC2663E34E9C41478570C2E12C6EF557CA9ED76AF0F588620513	596	842	9F12C92ED9BA20DC52EED288C62F13538C952C038B67F6EE8774DE0D1FBD5864	1618
EN	439	425	PREDECESSOR_EXACT_RASTER_AND_TEXT	BACB74AC77541B3DD16E7A91557451734317AE21CB76FA150D99F0A2D4CA451E	596	842	64E163405AFAFAFDEDBD61F2D5A6E3B429EC4B16ABF2EBA45F21B587780181B6	2371
EN	440	426	PREDECESSOR_EXACT_RASTER_AND_TEXT	4E0FE14CF59E1B548112B60D2DEA8B6EF1420500F43BCB282030BA43BC6EFFAE	596	842	56035755B502FBB881FDA7AF0200FE01F4DA7F0AD9C59905770229F666BFA90A	1889
EN	441	427	PREDECESSOR_EXACT_RASTER_AND_TEXT	B8F74A7D8B3391D2B146560FF806918BB3B69F07800C6D5A5DC1BFCDA9E4B6A8	596	842	62E20DE69DB73CE867F07FEEED029A34A6367D2F45BC233AAACD54AAC3CE67FC	2534
EN	442	428	PREDECESSOR_EXACT_RASTER_AND_TEXT	98475B0C25125D6110575AEAB5E8299A1FE16261E7FE2279D635FA9D9D9080C8	596	842	5512C3F0C9991F91CC1C7DDE1D79BE7330AFFD14957EBCD8BDCC8CDD7BDEDE40	2057
EN	443	429	PREDECESSOR_EXACT_RASTER_AND_TEXT	B2A28D2C2C2E906FC8F53C894D24C91AB7B6C182C36824D329168B354B74B60C	596	842	7B6AF939C9D22833DA14D666CE196882D1EF0DA42771C3ED64307B0C32FA1F85	1697
EN	444	430	PREDECESSOR_EXACT_RASTER_AND_TEXT	867B7B78E4BB71BBF17ED76B3628196CC2096BB4FCDF3EF322FB707B07D40F01	596	842	48C4392A9EDD9E36450D2176D0B152458E3579CB808AD230D84F2ADCA45E32A3	1454
EN	445	431	PREDECESSOR_EXACT_RASTER_AND_TEXT	17B79780608F5AC0DC65AB69E8D2D01E2233ACD45A6E399A02AF08D1F750EA60	596	842	0B1930F6219FC388D9E2B5DE4712DEB6AE0271CB80BE172931227D68169C170A	1718
EN	446	432	PREDECESSOR_EXACT_RASTER_AND_TEXT	0099BA73392E80222D10E21A2F8D11834C56120ACBA0C9B767C8DEE85E83843B	596	842	DE358420409C284E17A20AB254F9BFF3A88CFA61ED974387935FD3F352D72CDC	2362
EN	447	433	PREDECESSOR_EXACT_RASTER_AND_TEXT	D4F3ADED2B6C51468AECA24026873D84BAE8D711C832539D8B04DB3937606E1E	596	842	CDA9B18E94706524AD1C2C495BD5E233232033761BC7A630F7125AED073954D8	1764
EN	448	434	PREDECESSOR_EXACT_RASTER_AND_TEXT	9CF4B68BF2B31FE7016A3FB5EEC817EF7E85380E53F4B9A0B2C4095769D10963	596	842	6B96AF0C6F817F36E98E52462540C0B4F335CD6FE5D7F743ECC6B649BCC42BBA	1967
EN	449	435	PREDECESSOR_EXACT_RASTER_AND_TEXT	959E900D723AFF6D3DD624A4497AC0D82CFE9D9A0250748E813ADE50E822E5C8	596	842	B4EF3E12DF42AC06D7DAF94AAA5F42190D95F61CFE9CE03267C199CF9EE5C181	1824
EN	450	436	PREDECESSOR_EXACT_RASTER_AND_TEXT	DAF3710CFC1A4950377BEE2DC4E996A5ABE0A7636403231C52C3371F44231D0E	596	842	811F1E6A406D2F195CF3126AC5FB9B74FBD1303533A06ABBB8EF678178607FC6	2533
