"lane","register_id","row_kind","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","text_or_ocr_path","license_or_access_signal","sha256_or_other_hash","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","is_html_or_web_fallback","gap_or_blocker_note","evidence_status","upload_policy","non_claim_boundary"
"R2 Pan-Turkic hard-blockers","GCS-TK-002","source_witness","Turkmen","Kömekow B. et al. - Çyzykly algebra we geometriýa","www.kitaphana.net","Turkmen; linear algebra; geometry; TDU","pdf_or_text_fallback","current PDF capture from Kitaphana download endpoint","https://www.kitaphana.net/electronic-book/13","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TK-002_kitaphana_book_13_download.pdf","","copyright/page-host signal; no reusable license found","B438E991D06CBD368EA2036C6B057DFF7021FEDBBE3C6A2AC1619F4126C3FCA6","Turkmen","true","false","true","true","Closes original-PDF gap for prior Kitaphana book-13 page; strong Turkmen algebra publication provenance, but no exact Noetherian-ring or polynomial-ring row. Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","GCS-TT-001","source_witness","Tatar","Фәнни Татарстан 2016 №3 article on a special interpolation polynomial operator","ft.antat.ru","Tatar; exact sciences; interpolation polynomial operator; quadrature formula; Hilbert-kernel integral","pdf_or_text_fallback","current PDF capture","https://ft.antat.ru/uploads/831735a2152a289d13-%D0%A4%D0%A2-2016-3.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TT-001_fanni_tatarstan_2016_3_polynomial_operator.pdf","","journal PDF; no explicit reusable license found","4F41017D8881EE92F24E35B9E0B51806C714104DA4EA77CDF1CFB687FCE19AF3","Tatar","true","false","true","true","Strong Tatar mathematical-publication witness with polynomial-operator content; not a Noetherian-ring or polynomial-ring source row; no TeX/source package. Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","GCS-TT-002","source_witness","Tatar","Фәнни Татарстан 2015 №4 article on generalized interpolation polynomial operator","ft.antat.ru","Tatar; exact sciences; interpolation polynomial operator; polynomial methods","pdf_or_text_fallback","current PDF capture","https://ft.antat.ru/uploads/995865703d9af8983e-%D0%A4%D0%A2-2015-4.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TT-002_fanni_tatarstan_2015_4_interpolation_polynomial.pdf","","journal PDF; no explicit reusable license found","B477297668A5BDC7BDC363566C9BF631BA772A5383E137B4E59E9E1282C7F51F","Tatar","true","false","true","true","Strong Tatar mathematical-publication witness with interpolation-polynomial content; not a Noetherian-ring or polynomial-ring source row; no TeX/source package. Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","GCS-KY-001","source_witness","Kyrgyz","Математикалык терминдердин кыргызча-орусча сөздүгү","new.bizdin.kg","Kyrgyz; mathematical terminology; polynomial; group; field; ring/reference vocabulary","pdf_or_text_fallback","current PDF capture","https://new.bizdin.kg/media/books/Matematikalyk-terminderdin-kyrgyzcha-oruscha-sozdugu-bizdin-kg.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-001_bizdin_math_terms_dictionary.pdf","","no explicit reusable license found","C08431539F106CEDFF6FBA22FEA6D94B88809A6E008924E7D5FF36F0B02D0172","Kyrgyz","true","false","true","true","Direct PDF replacement for prior Scribd-only dictionary surface; stronger Kyrgyz reference provenance, but still dictionary/reference evidence only and not exact Noetherian-ring or polynomial-ring support. Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","GCS-KY-002","source_witness","Kyrgyz","Математикалык маалыматтама сөздүк","www.okuma.kg","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","pdf_or_text_fallback","current PDF capture","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-002_okuma_math_reference_dictionary.pdf","","no explicit reusable license found","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","Kyrgyz","true","false","true","true","Large Kyrgyz mathematical reference PDF; text extraction was thin in local tooling, so retained as PDF provenance, not content support; no exact hard-row support and no TeX/source package. Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","SPG-TT-001","source_witness","Tatar","Дифференциаль исәпләү - Wikipedia","tt.wikipedia.org","Tatar; differential calculus; smooth functions; ring context","html_or_web_fallback","local HTML capture","https://tt.wikipedia.org/wiki/%D0%94%D0%B8%D1%84%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BB%D1%8C_%D0%B8%D1%81%D3%99%D0%BF%D0%BB%D3%99%D2%AF","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-TT-001_tt_wikipedia_differential_calculus_ring_context.html","","captured footer links Creative Commons Attribution-ShareAlike","5F617A67669D38D7D7019E460353D216634D6CA424DA7418A45533D766757B18","Tatar","true","false","false","true","Captures Tatar mathematical article with ring-context text for smooth functions; no source package; no Noetherian-ring or polynomial-ring exact row. Next gate:","usable_source_corpus_witness_no_hard_row_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","SPG-KY-001","source_witness","Kyrgyz","ОШ мамлекеттик университетинин жарчысы. Математика. Физика. Техника №3(1), 2024","mpht-oshsu.com","Kyrgyz; mathematics journal; polynomial functions; Lagrange polynomial; algebra context","source_level_tex_or_archive","PDF plus extracted UTF-8 text","https://mpht-oshsu.com/web/uploads/journals_pdf/3%281%292024.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-KY-001_oshsu_bulletin_3_1_2024_polynomial_context.pdf","","public journal PDF; no reusable license signal found in captured evidence","A5D403008AD97F2F93020DD590F23C7C8B9029BF807D4957D373870D93057B62","Kyrgyz","true","true","true","false","Adds machine-readable Kyrgyz mathematical journal corpus evidence with polynomial/algebra context; no source package; no exact polynomial-ring or Noetherian-ring row. Next gate:","usable_source_corpus_witness_no_hard_row_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","SPG-TK-003","source_witness","Turkmen","Matematika - II / Kitaphana electronic book 2157","kitaphana.net","Turkmen; mathematics; polynomial/base algebra; köpagza","source_level_tex_or_archive","PDF plus extracted UTF-8 text","https://kitaphana.net/electronic-book/2157","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-TK-003_kitaphana_book_2157_download.pdf","","public Kitaphana PDF endpoint; no reusable license signal found in captured evidence","130F081CA7A90ECB9C023F24193ED4D3B4EF79E47B40262A82FCCA8529CF84A0","Turkmen","true","true","true","false","Adds real Turkmen PDF and text extraction with polynomial/base algebra context; no source package; no exact polynomial-ring or Noetherian-ring row. Next gate:","usable_source_corpus_witness_no_hard_row_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","SPG-TK-004","source_witness","Turkmen","Ýokary matematika (analitiki geometriýa we ýokary algebra)","pubhtml5.com","Turkmen; higher mathematics; higher algebra; analytic geometry; Maple examples","html_or_web_fallback","local HTML capture","https://pubhtml5.com/znfx/acte/basic/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-TK-004_pubhtml5_yokary_matematika_algebra_geometry.html","","PubHTML5 hosted flipbook; no reusable license signal found in captured evidence","A43311872EF0AC7CA2C55CA96BC3E01D6E905BBEBE1F0B1F2E114FE3CE49D88E","Turkmen","true","false","false","true","Adds Turkmen higher-algebra publication surface with page-level HTML text; not a TeX/source package; no exact hard-row witness. Next gate:","usable_source_corpus_witness_no_hard_row_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","SPG-UG-001","source_witness","Uyghur","UYGUR.COM page with cohomology ring/module/group entries","wiki.uygur.com","Uyghur; cohomology ring; cohomology module; cohomology group; dictionary/category witness","html_or_web_fallback","local HTML capture","https://wiki.uygur.com/page/4385/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-UG-001_uygur_com_cohomology_ring_module_group_page.html","","captured page shows UYGUR.COM copyright","44C1B9FA109CC50B79582EB28FB908BE87E28960C592D4549969D036E2C3B5D9","Uyghur","true","false","false","true","Adds adjacent Uyghur ring/module/group dictionary corpus evidence only; no source package; no authority/license/native-domain approval. Next gate:","candidate_only_source_corpus_witness_authority_license_review_open","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","SPG-UG-002","source_witness","Uyghur","UYGUR.COM page with semisimple algebraic group and semisimple normed ring entries","wiki.uygur.com","Uyghur; semisimple algebraic group; semisimple ring; dictionary/category witness","html_or_web_fallback","local HTML capture","https://wiki.uygur.com/page/4340/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-UG-002_uygur_com_semisimple_algebraic_group_ring_page.html","","captured page shows UYGUR.COM copyright","713B2FB8BAEBBE2B34B772F9DE8A7FCA03F90470DC598E7A612CF74742C3498F","Uyghur","true","false","false","true","Adds adjacent Uyghur algebraic-group/ring dictionary corpus evidence only; no source package; no authority/license/native-domain approval. Next gate:","candidate_only_source_corpus_witness_authority_license_review_open","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","RSW-TT-001","source_witness","Tatar","Edu.tatar 7 klass algebra educational minimum","edu.tatar.ru","Tatar; algebra; polynomial base; күпбуын","source_level_tex_or_archive","pdf_captured_text_extracted","https://edu.tatar.ru/upload/storage/org112/files/7%20%D0%BA%D0%BB%D0%B0%D1%81%D1%81%20%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-001_edu_tatar_7_class_algebra_minimum.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-001_edu_tatar_7_class_algebra_minimum.txt","no explicit reusable license found in capture","8C6065A51152E3DE7C530C071B19E90FF0B4E3F72C9AC25A5B3501C7CD3A8D78","Tatar","true","true","true","true","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=4 Exact hard-row hits: 0 Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","RSW-TT-002","source_witness","Tatar","Test edu.tatar algebra 7 class program","test-edu.tatar.ru","Tatar; algebra; polynomial base; күпбуын","source_level_tex_or_archive","pdf_captured_text_extracted","https://test-edu.tatar.ru/upload/storage/org1827/files/%D0%90%D0%9B%D0%93%D0%95%D0%91%D0%A0%D0%90%207%20%D0%9A%D0%9B%D0%90%D0%A1%D0%A1.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-002_test_edu_tatar_algebra_7_program.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-002_test_edu_tatar_algebra_7_program.txt","no explicit reusable license found in capture","FF04E65278A2B678F8A46C36783E6F1C0514E5E60EB7C047A38C41E97F6B31C8","Tatar","true","true","true","true","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=10 Exact hard-row hits: 0 Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","RSW-TT-003","source_witness","Tatar","Фәнни Татарстан 2016 №3 mathematical article issue","ft.antat.ru","Tatar; mathematical journal; polynomial/interpolation operator; exact sciences","source_level_tex_or_archive","pdf_captured_text_extracted","https://ft.antat.ru/uploads/831735a2152a289d13-%D0%A4%D0%A2-2016-3.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-003_ft_antat_2016_3.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-003_ft_antat_2016_3.txt","no explicit reusable license found in capture","4F41017D8881EE92F24E35B9E0B51806C714104DA4EA77CDF1CFB687FCE19AF3","Tatar","true","true","true","true","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=1; полиномиаль=4 Exact hard-row hits: 0 Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","RSW-TT-004","source_witness","Tatar","Фәнни Татарстан 2015 №4 mathematical article issue","ft.antat.ru","Tatar; mathematical journal; polynomial/operator context; exact sciences","source_level_tex_or_archive","pdf_captured_text_extracted","https://ft.antat.ru/uploads/995865703d9af8983e-%D0%A4%D0%A2-2015-4.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-004_ft_antat_2015_4.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-004_ft_antat_2015_4.txt","no explicit reusable license found in capture","B477297668A5BDC7BDC363566C9BF631BA772A5383E137B4E59E9E1282C7F51F","Tatar","true","true","true","true","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=1; полиномиаль=7 Exact hard-row hits: 0 Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","RSW-TK-001","source_witness","Turkmen","Kesgitle matematika olimpiada meseleler","kesgitle.edu.tm","Turkmen; mathematics olympiad; polynomial base; köpagza","source_level_tex_or_archive","pdf_captured_text_extracted","https://kesgitle.edu.tm/bookpdf/69517a6e1233c2af1004dbbb3eacd6b2/Annaorazow%20O~Matematikadan%20olimpiada%20%C3%BC%C3%A7in%20mesleler.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-001_kesgitle_matematikadan_olimpiada_meseleler.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-001_kesgitle_matematikadan_olimpiada_meseleler.txt","no explicit reusable license found in capture","29D14DF40716C5043953CA164F372E70328AADC947C042395389060CEE55A205","Turkmen","true","true","true","true","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: köpagza=26; algebra=1 Exact hard-row hits: 0 Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","RSW-TK-002","source_witness","Turkmen","Kitaphana Algebra we elementar matematika book 15","www.kitaphana.net","Turkmen; algebra; elementary mathematics; köpagza","source_level_tex_or_archive","pdf_captured_text_extracted","https://www.kitaphana.net/electronic-book/15","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-002_kitaphana_book_15_algebra_we_elementar_matematika.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-002_kitaphana_book_15_algebra_we_elementar_matematika.txt","no explicit reusable license found in capture","D0EA01430FC3ECCC3F11945D7051D588F9134D5CEE7AE132E2F16008BA3AA0FF","Turkmen","true","true","true","true","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: köpagza=26; algebra=2 Exact hard-row hits: 0 Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","RSW-TK-003","source_witness","Turkmen","Kitaphana Russian-Turkmen mathematical explanatory dictionary book 1403","www.kitaphana.net","Turkmen; mathematical dictionary; algebra; terminology provenance","source_level_tex_or_archive","pdf_captured_text_extracted","https://www.kitaphana.net/electronic-book/1403","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-003_kitaphana_book_1403_russian_turkmen_math_dictionary.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-003_kitaphana_book_1403_russian_turkmen_math_dictionary.txt","no explicit reusable license found in capture","9EAA43426EA30983000CDCF8BF488F336E61267DA83762F8ED84A5E2A6D543DE","Turkmen","true","true","true","true","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: köpagza=42; algebra=36; halka=5 Exact hard-row hits: 0 Next gate:","","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","KYOCR-SRC-001","ocr_source_witness","Kyrgyz","Kaldybaev S.K. Algebra 8 klass","daramet.tm.kg","Kyrgyz; algebra textbook; polynomial base","source_level_tex_or_archive","PDF plus Kyrgyz OCR text","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-KY-002_daramet_algebra_8_klass.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","no explicit reusable license found in capture","3ADF45747524AC0691C659B5AB1568F9AE4DACF3886ECDE92A57AD31E601FBE4","Kyrgyz","true","true","true","false","OCR completed 104/104 pages with kir traineddata, psm6, 150 dpi; no promotion claim Next gate: Exact hard-row scan required before any downstream use","ocr_completed_no_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","KYOCR-SRC-002","ocr_source_witness","Kyrgyz","Математикалык маалыматтама сөздүк","www.okuma.kg","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","source_level_tex_or_archive","PDF plus Kyrgyz OCR text","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-002_okuma_math_reference_dictionary.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","no explicit reusable license found","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","Kyrgyz","true","true","true","false","OCR completed 102/102 pages with kir traineddata, psm6, 150 dpi; no promotion claim Next gate: Exact hard-row scan required before any downstream use","ocr_completed_no_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","UGR-001","exact_candidate_witness","Uyghur","UYGUR.COM Noetherian ring","wiki.uygur.com","Uyghur; Noetherian ring; exact candidate","html_or_web_fallback","html_captured_exact_candidate_scan","https://wiki.uygur.com/noeter_halqisi/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-001_uygur_com_noeter_halqisi.html","","no explicit reusable license found in capture","375857CB9356CDC228BAE2C068BA4CAE5A8A879474C31BEDBC57FE436C906720","Uyghur","true","false","false","true","Phrase hits: Noetherian=2; Polynomial=0; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","candidate_only_no_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","UGR-002","exact_candidate_witness","Uyghur","UYGUR.COM polynomial ring","wiki.uygur.com","Uyghur; polynomial ring; exact candidate","html_or_web_fallback","html_captured_exact_candidate_scan","https://wiki.uygur.com/kop_ezaliq_halqa/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-002_uygur_com_kop_ezaliq_halqa.html","","no explicit reusable license found in capture","9353B832C5FC97BB8E7743E336E4E97AC747F4F74E5AFB99424E9DD7ABA44B17","Uyghur","true","false","false","true","Phrase hits: Noetherian=0; Polynomial=2; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","candidate_only_no_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","UGR-003","exact_candidate_witness","Uyghur","UYGUR.COM left Noetherian ring","wiki.uygur.com","Uyghur; left Noetherian ring; related exact candidate","html_or_web_fallback","html_captured_exact_candidate_scan","https://wiki.uygur.com/sol_noeter_halqisi/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-003_uygur_com_sol_noeter_halqisi.html","","no explicit reusable license found in capture","C1F92403AB1317977C175D778BA742D564598242699AB1A2D2BD81990555F8FC","Uyghur","true","false","false","true","Phrase hits: Noetherian=2; Polynomial=0; LeftNoetherian=2; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","candidate_only_no_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
