structural_id,work_id,unit_type,title,parent_id,order,authority_path,authority_locator,authority_sha256,authority_language,target_count,target_languages,target_locators,completion_state,review_state,publication_state,continuation_cursor,boundary_confidence,ambiguity,decision_ids
CJK-STR-NOE-P37-PARAGRAPH-011,NOE-P37,paragraph,"ergibt Operatorhomomorphismus, der wegen des gleichen Rangs nach \(k\) ein Isomorphismus wird.",CJK-STR-NOE-P37-SECTION-001,33,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 67-67,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 108-108|lines 90-90,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-006,NOE-P37,theorem,Satz 4. Als ganzer Galoismodul ist \(/\) zu einem \([]_\)-Modul aus \(()_k\) -- vom Höchstrang \(n\) -- operatorisomorph. Ebenso ist \(_/_\) zu einem \([]__\)-M,CJK-STR-NOE-P37-SECTION-001,34,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 69-70,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 103-104|lines 100-101,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-007,NOE-P37,theorem,Der in Satz 3 angegebene \(()_k\)-Isomorphismus \(K/k()_k\) ordnet dem \([]_\)-Modul \(/\) einen \([]_\)-Modul vom Rang \(n\) aus \(()_k\) zu. Weiter läßt sich ,CJK-STR-NOE-P37-SECTION-001,35,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 72-72,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 106-106|lines 105-106,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-008,NOE-P37,theorem,"Satz 5. An jeder Stelle \(\), die nicht im Grad \(n\) von \(K/k\) aufgeht, besitzt \(_/_\) eine Normalbasis.Im Fall Abelscher Körper kann dabei die Stelle nach ",CJK-STR-NOE-P37-SECTION-001,36,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 74-75,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 110-111|lines 108-108,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-NOTE-004,NOE-P37,note,Im Fall Abelscher Körper kann dabei die Stelle nach Anmerkung 3 und 5 auch durch den Quotientenring definiert werden.,CJK-STR-NOE-P37-THEOREM-008,37,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 74-75; inline note 1,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 103-104|lines 105-106,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,medium,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-009,NOE-P37,theorem,"Denn nach Satz 1 wird \([]__\) dort maximale Ordnung; die \([]__\)-Moduln vom Rang \(n\) aus \(()_k_\) werden also ganze oder gebrochene Ideale, und zwar Haupti",CJK-STR-NOE-P37-SECTION-001,38,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 77-77,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 130-131|lines 112-113,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-012,NOE-P37,paragraph,"Geht \(\) in \(n\) auf, so kann der \(_/_\) zugeordnete Modul nicht Hauptmodul sein, da in diesem Fall keine Normalbasis existieren kann.",CJK-STR-NOE-P37-SECTION-001,39,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 79-79,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 113-113|lines 98-98,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-010,NOE-P37,theorem,"Zusätzliche Bemerkung zu Satz 3. Aus der in Satz 3 bewiesenen Operatorisomorphie von \(()_k\) zu \(K/k\)Der Beweis setzt offenbar nur voraus, daß \(K\) Galoissc",CJK-STR-NOE-P37-SECTION-001,40,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 81-82,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 185-185|lines 132-133,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-NOTE-005,NOE-P37,note,"Der Beweis setzt offenbar nur voraus, daß \(K\) Galoissch von erster Art über \(k\), und daß \(k\) unendlich viele Elemente besitzt. Diese letzte Einschränkung ",CJK-STR-NOE-P37-THEOREM-010,41,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 81-82; inline note 1,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 110-111|lines 112-113,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,medium,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-NOTE-006,NOE-P37,note,"A. a. O. Der Begriff des Galoismoduls ist von dort abstrahiert. -- Geht die Charakteristik von \(k\) in \(n\) auf, so handelt es sich um Kompositionsreihen nach",CJK-STR-NOE-P37-THEOREM-010,42,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 81-82; inline note 2,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 110-111|lines 112-113,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,medium,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-013,NOE-P37,paragraph,Jede in \(k\) irreduzible Darstellung der Galoisschen Gruppe \(\) von \(K/k\) wird durch einen irreduziblen (rationalen) Galoismodul aus \(K/k\) erzeugt; jede a,CJK-STR-NOE-P37-SECTION-001,43,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 84-84,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 115-115|lines 110-110,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-014,NOE-P37,paragraph,Dabei bedeutet \(Z\) einen \(k\) umfassenden Zerfällungskörper der entsprechenden Komponente des Gruppenrings; \(K_Z/Z\) ist als hyperkomplexes System über \(Z\,CJK-STR-NOE-P37-SECTION-001,44,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 86-86,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 117-117|lines 115-115,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-015,NOE-P37,paragraph,"Die Aussage selbst folgt vermöge der Operatorisomorphie aus der entsprechenden für \(()_k\) bzw. \(()_Z\), wo die irreduziblen Ideale (in bezug auf \(()_k\) bzw",CJK-STR-NOE-P37-SECTION-001,45,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 88-88,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 119-119|lines 117-117,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-016,NOE-P37,paragraph,"Ist \(v_1,,v_t\) Basis eines solchen Galoismoduls, \(S  S\) die entsprechende Darstellung, so gilt also:",CJK-STR-NOE-P37-SECTION-001,46,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 90-90,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 124-124|lines 119-119,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-004,NOE-P37,equation_display,pmatrix\\ v_i^S\\ pmatrix = Spmatrix\\ v_i\\ pmatrix. \],CJK-STR-NOE-P37-SECTION-001,47,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 91-94,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 120-123|lines 122-125,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-017,NOE-P37,paragraph,Das ist die Formulierung von Klein und Speiser.,CJK-STR-NOE-P37-SECTION-001,48,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 95-95,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 128-128|lines 121-121,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-SUBSECTION-003,NOE-P37,subsection,§3. Die Diskriminante als Gruppendeterminante bei Körpern ohne höhere Verzweigung,CJK-STR-NOE-P37-SECTION-001,49,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 97-97,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 126-126|lines 128-128,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-018,NOE-P37,paragraph,"Zur Zerlegung der Diskriminante genügt es bekanntlich, die Zerlegung an den einzelnen Verzweigungsstellen zu betrachten; bei Körpern ohne höhere Verzweigung han",CJK-STR-NOE-P37-SECTION-001,50,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 99-99,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 133-133|lines 126-126,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-011,NOE-P37,theorem,Satz 6. Bei Galoiskörpern \(K/k\) ohne höhere Verzweigung wird die Diskriminante an jeder Verzweigungsstelle gleich dem Quadrat der Gruppendeterminante der Galo,CJK-STR-NOE-P37-SECTION-001,51,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 101-102,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 187-188|lines 187-187,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-019,NOE-P37,paragraph,Denn mit \(w^S\) als Normalbasis wird die Diskriminante \(\) gleich dem Quadrat von,CJK-STR-NOE-P37-SECTION-001,52,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 104-104,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 137-137|lines 130-130,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-005,NOE-P37,equation_display,"D=|w^ST^-1|; S,T. \]",CJK-STR-NOE-P37-SECTION-001,53,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 105-107,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 134-136|lines 136-138,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-020,NOE-P37,paragraph,\(D\) ist aber Gruppendeterminante mit den \(w^S\) an Stelle der Unbestimmten \(x_S\).,CJK-STR-NOE-P37-SECTION-001,54,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 108-108,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 139-139|lines 135-135,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-021,NOE-P37,paragraph,Die Zerlegung in Wurzelzahlen ergibt sich aus Schlüssen von Speiser a. a. O. Sei,CJK-STR-NOE-P37-SECTION-001,55,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 110-110,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 145-145|lines 139-139,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-006,NOE-P37,equation_display,D=D_1^f_1 D_t^f_t bzw. M=f_1M_1++f_tM_t \],CJK-STR-NOE-P37-SECTION-001,56,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 111-115,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 140-144|lines 142-146,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-022,NOE-P37,paragraph,die Zerlegung der Gruppendeterminante bzw. Gruppenmatrix entsprechend den absolut irreduziblen Darstellungen. Bedeutet \(S S\) die \(M_\) entsprechende Darstell,CJK-STR-NOE-P37-SECTION-001,57,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 116-116,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 152-152|lines 141-141,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-007,NOE-P37,equation_display,"M_=_S w^S S,  M_^T^-1=_S w^ST^-1 S =_R w^R R T=M_ T, \]",CJK-STR-NOE-P37-SECTION-001,58,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 117-122,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 146-151|lines 148-153,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-023,NOE-P37,paragraph,und durch Übergang zur Determinante,CJK-STR-NOE-P37-SECTION-001,59,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 123-123,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 156-156|lines 147-147,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-008,NOE-P37,equation_display,D_^T^-1=D_| T|=D__T. \],CJK-STR-NOE-P37-SECTION-001,60,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 124-126,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 153-155|lines 155-157,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-024,NOE-P37,paragraph,Damit sind die \(D_\) als verallgemeinerte Wurzelzahlen erkannt; \(_T\) wird als Determinante von \( T\) gleich einer Einheitswurzel (irreduzible Darstellung de,CJK-STR-NOE-P37-SECTION-001,61,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 127-127,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 160-160|lines 154-154,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-025,NOE-P37,paragraph,"Allgemein liegen die \(D_\) in dem aus \(K_/k_\) dadurch hervorgehenden hyperkomplexen System, daß der Koeffizientenbereich \(k_\) mit dem entsprechenden Charak",CJK-STR-NOE-P37-SECTION-001,62,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 129-129,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 166-166|lines 158-158,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-026,NOE-P37,paragraph,"Um von der Zerlegung der Gruppendeterminante zu derjenigen der Diskriminante überzugehen, wird jeweils eine Darstellung mit ihrer adjungierten zusammengefaßt. B",CJK-STR-NOE-P37-SECTION-001,63,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 131-131,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 168-168|lines 160-160,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-009,NOE-P37,equation_display,"D_^T^-1=D__T,  D_^T^-1=D__T^-1; \]",CJK-STR-NOE-P37-SECTION-001,64,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 132-136,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 161-165|lines 163-167,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-027,NOE-P37,paragraph,"zugleich werden die für Unbestimmte \(x_S\) gebildeten, zu \(,\) gehörigen Determinanten konjugiert-komplex; während allgemein konjugierten Charakteren bei Unbe",CJK-STR-NOE-P37-SECTION-001,65,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 137-137,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 173-173|lines 162-162,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-028,NOE-P37,paragraph,"Setzt man also \(_=D_ D_\), so ist nur der reelle Unterkörper des \(\)-ten Charakters zu adjungieren, und es gilt",CJK-STR-NOE-P37-SECTION-001,66,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 139-139,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 177-177|lines 168-168,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
