"row_id","status","path","classification","r3_source_use_decision"
"delta-086","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-087","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-088","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-089","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_58566B83_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-090","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_58566B83_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-091","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_58566B83_LOCAL_HEAD_NAMED_FILE_HITS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-092","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_58566B83_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-093","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_58566B83_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-094","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_58566B83_PRIOR_PACKAGE_SHA_VERIFY.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-095","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-096","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_58566B83_MUTUAL_WATCH_OBSERVATION.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-097","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_58566B83_SOURCE_USE_CONTINUATION_LEDGER.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-098","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_58566B83_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-099","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_58566B83_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
