visual_id,relative_path,bytes,sha256,parent_pdf_index_0based,parent_pdf_physical_page_1based,book_folio,expose,linked_tex_file,generator_source_class,disposition
SGA7I-VIS-03974,p431b_927b_zoom.png,18741,4545AE0777D121ED8927AD8E5EF29FCA323829B17961586B04FB534384332DB9,431,432,420,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-03975,crop_211_prop2b.png,10452,454D33A12AC510F0F4DD69691DA7955ACAF8372FEE20353426B173368250C9AE,211,212,200,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-03977,w4.png,87081,4555B9AC22C24F4BD5E09CFDD6053C64638EA5D879F973A980F1F349218623F3,303,304,292,VIII,expose_VIII_body.tex,non_image_helper,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-03978,crop_480_n_Ctilde.png,36487,45567B1370B122410715DB64AB69758CFCB8857B6C18551FD1ECECB778763C18,480,481,469,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-03979,crop_159_band4.png,93709,455CD42D7D652DCCFD79B2F27DC68FDDBC380EAE01CEFE89AED379D7C5687B3F,159,160,148,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-03986,crop_385_B1.png,44249,4577F986EC7789A415697B94C6EDA68CC0512C6C5C46B801C97A7556B1DF696B,385,386,374,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-03990,c434_v6.png,42755,4586D4F4FCFEC507F3AC89CEC022F3251806CDE31B80F1AABA6DE1BEFED3F4CA,434,435,423,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-03992,z_328_fn.png,18486,458EB4B1D5E87F22C5FB3E6EFAE7857F87BF04789F873DB8ECDF9065B5649F42,328,329,317,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-03993,c521_f.png,86591,4590D4569BBF1CF0F457CCE8C8C877A929021AC2D59CAE7F93F532C547D6793B,521,522,510,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-03999,crop_152_objets2.png,5914,45A4C465A1954BA9653DE0DF84B7D9E3E21E1F39748A3CFEFFDBBE2B2BCE1FB7,152,153,141,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04000,c332_pour.png,15963,45A4EA84CE9315284F34CEFB550FCE50BB599883D98D87FE80B23B5E4B6EB265,332,333,321,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04001,c167_a.png,92742,45A579B4D25011AB9E541E8C8797797A44C1C830768C01490330C8719E0C0090,167,168,156,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04006,c319_c.png,87444,45C26DAC2B0CADF66D7B41FC9B5E06487C9402AA576BF37B2C6B092830A1209A,319,320,308,VIII,expose_VIII_body.tex,non_image_helper,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04009,displine.png,32530,45C7A1B79CFB85E14C61771A36723D5793BFE9121DEE2BFC98B51D09AAFAFB00,205,206,194,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04011,c293_si.png,5065,45D968EB3AE7890E970D43120F90EB1A2E5F722BB998BF7156AD7F3DAE6A107A,293,294,282,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04012,d533_19b.png,10133,45DBFD385D087E78AC88805128302C588DF35419D0FC5A1C4F2544813219A4BD,533,534,522,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04013,c262_PXQ.png,5384,45DD0B36B4D79358BDA3BAD7401E4D311BE01C2161061B7A18568EDF2C7BDEBE,262,263,251,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04019,c185_b9.png,100730,45F399C25A09A0DD8AFF4DC9981FC3BF5DC4262E773ED13B23C9558C8DE45314,185,186,174,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04020,x_trait.png,11680,45F59444F93F4118F26D3085C5347D0A712B24405FB7E2FC267BA2349331986C,,,,unmapped_front_matter_or_unresolved,,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04024,c477_dim0.png,7818,461CE260084C6F08A7480A2E21E7AB321AB294A52A2135A1C0271D8C9CFF3DE2,477,478,466,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04029,m4.png,17943,462C4CC10A25AF7C39857D407B42798FFC7FD23AF93BDF1B6275D344CC1F3517,462,463,451,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04030,crop_481_v_enfin.png,38019,4641BA5468141E4CC3FDC916B552A5EFB3E86509846F92456F778C99ACA08574,481,482,470,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04032,c306_j.png,45703,464CDC857F2C89ACA4F0A280CF488776D116F45785D4AB5C1E9411ABCEE3CC9F,306,307,295,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04033,c521_b.png,63382,46576D2418978C1D5B0FE52718DC8ADDDF980E1CB7B0EF8AEF176292895BC571,521,522,510,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04034,z_v116.png,43984,465D37F83DC76192DA6D34A10F919AE9B55C7242EC6991DDA427AB0E464848DA,116,117,105,VI,expose_VI_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04035,c177_celle.png,19547,465D64A5063B9A3055C332CBABE07D9BA3B3130D227058A79D1CFDE337BE7DE2,177,178,166,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04037,r268_zr.png,10933,46620B8E6AF6CB4D0C7373B7A051734ECB73292D0F6236EB647D3EB125094818,268,269,257,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04043,c283_head.png,11288,467D86ADF293E7192E3C6036DFB0C5CDBE3899908FD1764FF7EA0B49C1AEBC7C,283,284,272,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04045,c179_f.png,69811,4686EA9ECDDF4C43C0163863DB13CBAE53BD733F032EB9A2381E9C10DE2567BB,179,180,168,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04046,c327_eu.png,11170,469054EDF9597C96E2592884045C8B026B8BB5D981E6A0D1482386B85D86107D,327,328,316,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04048,c532_notes2.png,8622,46970316E5616C768FD66A4A0D5A161569CD5CEFDF61B4377DF12C26A91F96F8,532,533,521,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04049,n256_e.png,10167,46A863C6089F56E81217A76A1F610850C2BF6D17576584960FA5732E01E9E605,256,257,245,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04051,c522_ann.png,13216,46C095FC878C30EFA090B53FB993D3740987CBE4AA12FC0E4A703D277265289C,522,523,511,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04052,t10.png,28952,46C42C8F1334233E68B17F77EFBCB71D85C05E78CF7B54ABC5D897079B1A5A74,455,456,444,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04054,c500_b.png,37645,46C604C5F09C33CB7E0C90C71CCC165C56B3AFCD5F8947730B5F14CB32A2A725,500,501,489,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04056,crop_301_m.png,7635,46CB225151066EE056CFE71EB89AFF5F115C725B024E38C9797087B6F941273A,301,302,290,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04062,c_301_e2.png,11877,46F4A4A41FA5A792FF228D4B7CA23728F1A7E27F379C3D08E2F989E17C9D3A6A,301,302,290,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04067,c410_s.png,22396,470D6170C921D05B393F094351EFE321F1CEF0D1004B36D38DCDA9DA8B844A72,410,411,399,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04070,z_300_p8.png,45809,471B2B3F5A3B2C6BBF990AACE022310827DD6EE7D71C86908901A3FE4FF4DABB,300,301,289,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04072,cm_394_avec2.png,11001,4724600F1F183AE0AC44E8B34F483D1B2BACCBFCEF5DDC214DA0BCF379273A25,394,395,383,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04073,c148_a.png,75375,47261E701210324FE17323C039D085C8FACC33A530E9B4618CD94BFB629EBBE5,148,149,137,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04074,c6_345_n_id.png,7617,4726FCCCDE8C7D782D26E275588BDB7C07B17180B1FD7466E92D63D2786EA179,345,346,334,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04076,x331_elle.png,17020,4735C1BA233AEFAE8AD99BC4F4C2FBCEF71B4C82A16445FD5768D0AE37A6986E,331,332,320,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04080,s256_diag.png,16216,47494BF277F0F5AE0EF5858ADC3C7483CA003F0535F71260CB9EFF7B4B683608,256,257,245,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04086,c402_L3.png,42058,4768B42B8A7EDEEAC97F08CD888F609610223A3A313EE56AF553C0BCCDC9B49C,402,403,391,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04087,z_300_aline3.png,7817,47709C1C186A272615D3C3248160C2348D8A5FBB1B1E787501FF987174F1CDB5,300,301,289,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04090,r13_503.png,14910,477D076C03F261FE3C62ED62B39B2482D4B0C95EB4C5BAE407823796F0374918,13,14,2,I,expose_I_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04091,c_503_d_disp4.png,16517,477F1A06ED2EAB5C4C90CAE5D0A87A99687F184B2D6986B19044DE49D01ED098,503,504,492,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04093,c246_h.png,30107,478A15517803099EF8EF70C761749006D1D01F05F4F0ADDE7936550DC6AF0B32,246,247,235,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04094,c231_d1a.png,6404,4790D97444E8B33AE4603C5663038573275AB9B4101E7886E6D7A3FDEB3CC39C,231,232,220,VIII,expose_VIII_body.tex,source_or_derived_dynamic_input,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04100,p205_head3.png,19721,479E4367649B106C68548CAF0E0B6A20F4FD63262016F7304F9CBBA7F993ED94,205,206,194,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04101,crop_531_SS0.png,20574,479EF899D5C9E486233DE5E1077E12E137A4BC5AA90D40DB25CFF8F724D062F9,531,532,520,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04104,crop_456_disp.png,14541,47ABB1A7FE830887332669188D973F46DE24248BDEC1249856CB26947542B98B,456,457,445,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04105,kc_490_a13.png,9173,47B44E9245EA246DC0D0776D420F0ED395905EE8A61D4E7FE058CB866ADA0F92,490,491,479,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04106,c332_eq113b.png,11765,47B5CA9473423F7CE6775CC45CB878238EB189BB79501C410282EA2509E880E8,332,333,321,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04107,c509_rem.png,25585,47BE8DD2F5D72C2A57AA96F1C7DF3ADDEB686C2526BD98193909B9FBDF3CFA7B,509,510,498,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04108,crop_259_botrow.png,4796,47BF4F93119BB8BB9D5CE1692078A9CEC8D4925F91BF7542CD3954457EEB343F,259,260,248,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04116,c517_h.png,16763,47D9C729A2FFE319EB729DA9D4F14B7242BF3EBEFFCFCED3AA33469D1619BD8B,517,518,506,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04118,z_299_lem2.png,112256,47DEC51F5997500D91B5ACCB8C117653F397B856A87AAC0A7095697011D04C9E,299,300,288,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04119,crop_301_o.png,7806,47E08ABEF6B10BF4E94CB3BCFF86CD5F8DE204CCCEA7ADC013BDB894A4A284BB,301,302,290,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04121,c322_l0.png,20601,47E691898EC64E5B2B75FDB4A04A3C253636B9B419FC032B71AB75ED98D16A5E,322,323,311,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04123,c410_z.png,10693,47ED3705D1FD29278FCC16CC673FE94C5E75C34A88F075A517CB86A687F7272D,410,411,399,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04127,c403_61h.png,31257,47FDA3F76F2FA4F77828DDBD051315BD4857E5740868318BC604C96CBA69E6BB,403,404,392,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04130,z_217_disp1.png,12853,4803D85B332376A3252A8D43513279569EAB7E2CC6D3B354D648031CDE0CAD58,217,218,206,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04133,kc_491_b14.png,5911,480D8B891B6F8B2F5B5DD96D4C058FC1C78FB0966A7A9FBA855282982A01E896,491,492,480,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04134,b2_181.png,16267,480ECBACC85451ECFA12383A3C70A9C7FB237933B0F27DE4500684551F96F2D1,181,182,170,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04139,crop_430_a_923.png,10272,48258D47F77CA39520C6EC15D79EF2E5FA0E05F93FF127D6E7A7F19F6A63F772,430,431,419,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04140,crop_281_c.png,104998,4829330E3EF9D8FAE30A21D2E58817790B15AEAA54FD1908A462B36333F248BE,281,282,270,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04141,crop_308_o_jmU.png,10928,482BC25FD054683C0C25D61BDB4DA327C0AD418FB88B4E6A4959163B98FD7A5E,308,309,297,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04151,crop_207_rel207.png,24697,48694B8E9EDAD436914BCE4AF295E3C7318176203162D1D23B7F24B8E75C9A33,207,208,196,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04156,c424_dig2.png,5987,48902E1D324FCA183ABCB900E6275FCE750A743E56FA42AE3473C477BDFBBAFB,424,425,413,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04158,z330_titleA.png,30858,48A0DA0B73475274DABC2D73250216CC05946560CD4FE3126F80ED6222D18688,330,331,319,IX,expose_IX_body.tex,non_image_helper,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04159,w9d_323_B3bisL.png,5691,48B22BCC60ACC16E2C83641312307642FEBFC9D288C570FF1CC1E53BB9C6019F,323,324,312,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04162,v_Ao.png,18801,48C4CE5A367EB388719EB697B0823C1D721C4C0CA8CE0C22C3030546059389AC,391,392,380,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04165,m6.png,17451,48D5D1DCA79769D88E3F60C4D3129A67AFFFBF1C39AF9387D66EF52EF69E3A3A,462,463,451,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04167,c176_grab1.png,10875,48DAE5479DD53CA8A0321B2BE9ACA986215D7C7E436A90B0E6D98F69D99A646F,176,177,165,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04168,t13.png,17953,48DB6B6D1E9CD34B589D8706BB76C06628F4E475DAC067BD8624DA3251B5665F,13,14,2,I,expose_I_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04169,z194_B_foot2.png,5275,48DD3F9A3C9069E91DC072E33726F402518243DA71C1D0E3F2C64FBD26105BFD,194,195,183,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04171,c512_l7b.png,30281,48ED225A446D8377F5708F0080DE31DEE23D12C223F6A68C584E40FB85970401,512,513,501,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04172,crop_226_disp1.png,95027,48EE247D839F911E7396469F04B3CEB7E1C66E9E937B7A61F54E8799A6DE5CB6,226,227,215,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04174,crop_207_d1b.png,6075,48F1CC05A33F07BC1920346EA97C03A9C06B182A8BFC254DE57B453BC81F04FC,207,208,196,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04175,c246_Ab2.png,10168,48F277A531E2DB9F4881AA2EAC5B5011ED297037C4B5DF7F53E220B121385E4C,246,247,235,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04176,c_503_h_immfer.png,31341,48F837767E1A1A8881698AB4C315384249989FF0FA6FE4558EA8960C578CB7B1,503,504,492,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04177,c208_psi1.png,6893,48FC23AC3F3319277B3BA5AF430E692D4DC9637F9D2A9A4CC84C199D127EF76D,208,209,197,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04179,c436_c.png,75189,49048EE9B508A9563511360030B491DD60A149F404ADFA5A0F5CF55CC12A574C,436,437,425,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04183,s_fait.png,7888,4919A7DBA9082A34DBE6FB712328F81A97005B163461B9E3D6917F99A155E14B,391,392,380,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04185,d294_disp3.png,22025,491FEAAC0D8C8DC895909A78853736828D2ED6110F90FD022503247F5B9CDA07,294,295,283,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04186,d251_ie.png,13676,4925F928009A89F2FB29007F9667062C60AD4508F8D153CAC6CF5B041FA895C0,251,252,240,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04187,c500_c.png,33958,4926022AD5A2CFF2B1C1D27AD9CF5FE809346C75464ED989C409559415FCB415,500,501,489,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04189,c445_b.png,34285,4929CD298569270BF08412006E45A9AE7EC40462E9FAED0DC0B22D8E8CA3F000,445,446,434,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04190,g484_pic.png,21586,492F60DE4B64C21D55BD496A03A861F00E1F25C044AEC9881FF73AAC75F82E7D,484,485,473,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04192,crop_384_gm.png,25090,49362573299BA79058C5BC0BCD5F6096BFF05E94081DD04915F9DCD5380BCEF0,384,385,373,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04194,s_prop.png,19806,4944B25F00F866F35B91B2CB192DA5C96911756463F3D039B2CC5790D115D128,391,392,380,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04196,c262_arrowL.png,8153,4948C83B71C0B832576F1E352AAABE0ACA2F1DF75388123E23350535C75D29F0,262,263,251,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04199,crop_282_e2.png,33101,4955F745E393A5710D61A5E7A934DFE4615338EEB8411F4BCC9C1D20E3F8ED49,282,283,271,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04207,crop_335_d_14.png,79532,498D3BBD33EB707F247ECB259E30C7EC57F5E2973FD963150CF60317807B655D,335,336,324,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04209,c164_138.png,45999,499836F5672571E3D7104A4028F4779016DDCBD54EAC56D15BD80E301D6D42B8,164,165,153,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04210,c415_b5R.png,17801,4999798AE31F78A69AA6A3785E6F5A51BC34842DEB39ED418DCCC0BA273DA080,415,416,404,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04212,z213_hj.png,6053,499AE1D61C808D9BADEAAF5E52FA9D497806B52B25309179A0DE312051C3CA33,213,214,202,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04213,crop_152_eq1.png,30968,499B71907B578A157890DD86DE2EB0A15D18214C6D2B77B440A6209148E22BA4,152,153,141,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04217,w9d_323_f_cest.png,76607,49AB513CC7ED7C9FCEA9C213C9BFDF956A2645122CD1FDF043BC9F7736404863,323,324,312,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04219,crop_201_i.png,25247,49BE1372989A9E2B311A1169344192E864ECE0ABD5736E641CE381FDE688673E,201,202,190,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04220,c283_seq.png,18653,49CF4C59DCF5F0282D0C30C6CD57AAE8FF4E91E32988CB3985C07921C795C18C,283,284,272,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04222,c402_dfn.png,21830,49D0CCD42601DCAE1D5E0FE348F04064670073C363BD61194A8AE764C64FEA38,402,403,391,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04223,p256_minus13.png,47158,49D8FBE4B6494E68826B97C82E163F10E42C86C5A9358064AA726A58F340B402,256,257,245,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04224,u_ul_end.png,5316,49DD5407E2C316D94B8180E0721E8D47D32ABC3E734CA398E79A0100D2DFF6B4,64,65,53,VI,expose_VI_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04226,crop_399_h_head70.png,10190,49E72D2A904EBA0AAD470E17EFF0A11B8F71B91C0283855B3BB3CE785ADAC5CA,399,400,388,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04227,z_300_aline2.png,5763,49EB29B155E19C055FFCAA47570AB4C5942DDB1CFCF0A3C4F2DEF92CB20E111C,300,301,289,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-04228,c340_d.png,86857,49F16DFA9322E01BDB56ACD00A0301325F3DF5CAC6C9796D3B6C5DC5C8926260,340,341,329,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
