"edge_id","source_file","source_line","source_column_1based","expose","reference_scope","visible_text","reference_form","reference_type","destination_stable_id","destination_label","resolution_basis","resolution_status","revision"
"SGA5-EDGE-000365","SGA5_English_sync_workpass.tex","5356","","IIIB","IIIB","(5.2.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00411","sga5:IIIB:equation:5.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000366","SGA5_English_sync_workpass.tex","5364","","IIIB","IIIB","5.4.1","r8_admitted","cued_internal_number","SGA5-TARGET-00422","sga5:IIIB:equation:5.4.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000367","SGA5_English_sync_workpass.tex","5364","","IIIB","IIIB","5.4.2","r8_admitted","cued_internal_number","SGA5-TARGET-00423","sga5:IIIB:equation:5.4.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000368","SGA5_English_sync_workpass.tex","5368","","IIIB","IIIB","(6.2.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00488","sga5:IIIB:equation:6.2.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000369","SGA5_English_sync_workpass.tex","5370","","IIIB","IIIB","5.13","r8_admitted","cued_internal_number","SGA5-TARGET-00477","sga5:IIIB:subsubsection:5.13","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000370","SGA5_English_sync_workpass.tex","5374","","IIIB","IIIB","5.2","r8_admitted","cued_internal_number","SGA5-TARGET-00410","sga5:IIIB:subsubsection:5.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000371","SGA5_English_sync_workpass.tex","5382","","IIIB","IIIB","5.4.2","r8_admitted","cued_internal_number","SGA5-TARGET-00423","sga5:IIIB:equation:5.4.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000372","SGA5_English_sync_workpass.tex","5386","","IIIB","IIIB","(5.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00409","sga5:IIIB:subsubsection:5.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000373","SGA5_English_sync_workpass.tex","5393","","IIIB","IIIB","5.5","r8_admitted","cued_internal_number","SGA5-TARGET-00424","sga5:IIIB:subsubsection:5.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000374","SGA5_English_sync_workpass.tex","5405","","IIIB","IIIB","5.6","r8_admitted","cued_internal_number","SGA5-TARGET-00425","sga5:IIIB:subsubsection:5.6","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000375","SGA5_English_sync_workpass.tex","5433","","IIIB","IIIB","5.6.5","r8_admitted","cued_internal_number","SGA5-TARGET-00430","sga5:IIIB:equation:5.6.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000376","SGA5_English_sync_workpass.tex","5433","","IIIB","IIIB","5.6.5","r8_admitted","cued_internal_number","SGA5-TARGET-00430","sga5:IIIB:equation:5.6.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000377","SGA5_English_sync_workpass.tex","5437","","IIIB","IIIB","(5.6.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00428","sga5:IIIB:equation:5.6.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000378","SGA5_English_sync_workpass.tex","5441","","IIIB","IIIB","formulas 5.7.2","r8_admitted","named_internal_reference","SGA5-TARGET-00434","sga5:IIIB:equation:5.7.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000379","SGA5_English_sync_workpass.tex","5473","","IIIB","IIIB","5.8.4","r8_admitted","cued_internal_number","SGA5-TARGET-00442","sga5:IIIB:equation:5.8.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000380","SGA5_English_sync_workpass.tex","5482","","IIIB","IIIB","5.8.5","r8_admitted","cued_internal_number","SGA5-TARGET-00443","sga5:IIIB:equation:5.8.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000381","SGA5_English_sync_workpass.tex","5487","","IIIB","IIIB","5.3.5","r8_admitted","cued_internal_number","SGA5-TARGET-00419","sga5:IIIB:equation:5.3.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000382","SGA5_English_sync_workpass.tex","5494","","IIIB","IIIB","5.4.2","r8_admitted","cued_internal_number","SGA5-TARGET-00423","sga5:IIIB:equation:5.4.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000383","SGA5_English_sync_workpass.tex","5494","","IIIB","IIIB","5.3.6","r8_admitted","cued_internal_number","SGA5-TARGET-00420","sga5:IIIB:equation:5.3.6","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000384","SGA5_English_sync_workpass.tex","5501","","IIIB","IIIB","5.6.1","r8_admitted","cued_internal_number","SGA5-TARGET-00426","sga5:IIIB:equation:5.6.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000385","SGA5_English_sync_workpass.tex","5501","","IIIB","IIIB","5.6.1","r8_admitted","cued_internal_number","SGA5-TARGET-00426","sga5:IIIB:equation:5.6.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000386","SGA5_English_sync_workpass.tex","5501","","IIIB","IIIB","5.4.2","r8_admitted","cued_internal_number","SGA5-TARGET-00423","sga5:IIIB:equation:5.4.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000387","SGA5_English_sync_workpass.tex","5531","","IIIB","IIIB","(5.8.5)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00443","sga5:IIIB:equation:5.8.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000388","SGA5_English_sync_workpass.tex","5531","","IIIB","IIIB","(5.3.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00417","sga5:IIIB:equation:5.3.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000389","SGA5_English_sync_workpass.tex","5531","","IIIB","IIIB","5.10.1","r8_admitted","cued_internal_number","SGA5-TARGET-00450","sga5:IIIB:equation:5.10.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000390","SGA5_English_sync_workpass.tex","5549","","IIIB","IIIB","(6.7)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00514","sga5:IIIB:subsection:6.7","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000391","SGA5_English_sync_workpass.tex","5562","","IIIB","IIIB","5.10.4","r8_admitted","cued_internal_number","SGA5-TARGET-00453","sga5:IIIB:equation:5.10.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000392","SGA5_English_sync_workpass.tex","5562","","IIIB","IIIB","5.10.1","r8_admitted","cued_internal_number","SGA5-TARGET-00450","sga5:IIIB:equation:5.10.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000393","SGA5_English_sync_workpass.tex","5566","","IIIB","IIIB","(5.4.2)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00423","sga5:IIIB:equation:5.4.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000394","SGA5_English_sync_workpass.tex","5586","","IIIB","IIIB","5.10.7","r8_admitted","cued_internal_number","SGA5-TARGET-00456","sga5:IIIB:equation:5.10.7","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000395","SGA5_English_sync_workpass.tex","5586","","IIIB","IIIB","(5.3.6)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00420","sga5:IIIB:equation:5.3.6","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000396","SGA5_English_sync_workpass.tex","5593","","IIIB","IIIB","5.10.1","r8_admitted","cued_internal_number","SGA5-TARGET-00450","sga5:IIIB:equation:5.10.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000397","SGA5_English_sync_workpass.tex","5593","","IIIB","IIIB","5.10.1","r8_admitted","cued_internal_number","SGA5-TARGET-00450","sga5:IIIB:equation:5.10.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000398","SGA5_English_sync_workpass.tex","5595","","IIIB","IIIB","5.3.5","r8_admitted","cued_internal_number","SGA5-TARGET-00419","sga5:IIIB:equation:5.3.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000399","SGA5_English_sync_workpass.tex","5616","","IIIB","IIIB","5.10.9","r8_admitted","cued_internal_number","SGA5-TARGET-00458","sga5:IIIB:proposition:5.10.9","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000400","SGA5_English_sync_workpass.tex","5623","","IIIB","IIIB","5.10.10","r8_admitted","cued_internal_number","SGA5-TARGET-00459","sga5:IIIB:equation:5.10.10","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000401","SGA5_English_sync_workpass.tex","5630","","IIIB","IIIB","5.10.1","r8_admitted","cued_internal_number","SGA5-TARGET-00450","sga5:IIIB:equation:5.10.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000402","SGA5_English_sync_workpass.tex","5637","","IIIB","IIIB","5.10.2","r8_admitted","cued_internal_number","SGA5-TARGET-00451","sga5:IIIB:equation:5.10.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000403","SGA5_English_sync_workpass.tex","5637","","IIIB","IIIB","5.10.1","r8_admitted","cued_internal_number","SGA5-TARGET-00450","sga5:IIIB:equation:5.10.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000404","SGA5_English_sync_workpass.tex","5640","","IIIB","IIIB","5.10.9","r8_admitted","cued_internal_number","SGA5-TARGET-00458","sga5:IIIB:proposition:5.10.9","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000405","SGA5_English_sync_workpass.tex","5665","","IIIB","IIIB","5.10.11","r8_admitted","cued_internal_number","SGA5-TARGET-00460","sga5:IIIB:corollary:5.10.11","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000406","SGA5_English_sync_workpass.tex","5675","","IIIB","IIIB","5.11.1","r8_admitted","cued_internal_number","SGA5-TARGET-00463","sga5:IIIB:proposition:5.11.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000407","SGA5_English_sync_workpass.tex","5706","","IIIB","IIIB","5.10.11","r8_admitted","cued_internal_number","SGA5-TARGET-00460","sga5:IIIB:corollary:5.10.11","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000408","SGA5_English_sync_workpass.tex","5718","","IIIB","IIIB","5.11.1","r8_admitted","cued_internal_number","SGA5-TARGET-00463","sga5:IIIB:proposition:5.11.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000409","SGA5_English_sync_workpass.tex","5726","","IIIB","IIIB","5.11.4","r8_admitted","cued_internal_number","SGA5-TARGET-00467","sga5:IIIB:equation:5.11.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000410","SGA5_English_sync_workpass.tex","5729","","IIIB","IIIB","5.11.3","r8_admitted","cued_internal_number","SGA5-TARGET-00466","sga5:IIIB:proposition:5.11.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000411","SGA5_English_sync_workpass.tex","5774","","IIIB","IIIB","5.12.2","r8_admitted","cued_internal_number","SGA5-TARGET-00473","sga5:IIIB:equation:5.12.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000412","SGA5_English_sync_workpass.tex","5774","","IIIB","IIIB","(5.6.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00426","sga5:IIIB:equation:5.6.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000413","SGA5_English_sync_workpass.tex","5794","","IIIB","IIIB","5.4.2","r8_admitted","cued_internal_number","SGA5-TARGET-00423","sga5:IIIB:equation:5.4.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000414","SGA5_English_sync_workpass.tex","5798","","IIIB","IIIB","5.3.5","r8_admitted","cued_internal_number","SGA5-TARGET-00419","sga5:IIIB:equation:5.3.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000415","SGA5_English_sync_workpass.tex","5806","","IIIB","XII","Exposé XII","r8_admitted","expose_reference","SGA5-TARGET-00994","sga5:XII:expose:xii","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000416","SGA5_English_sync_workpass.tex","5808","","IIIB","IIIB","5.10","r8_admitted","cued_internal_number","SGA5-TARGET-00449","sga5:IIIB:subsubsection:5.10","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000417","SGA5_English_sync_workpass.tex","5900","","IIIB","IIIB","5.2.3","r8_admitted","cued_internal_number","SGA5-TARGET-00413","sga5:IIIB:equation:5.2.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000418","SGA5_English_sync_workpass.tex","5906","","IIIB","IIIB","6.2.1","r8_admitted","cued_internal_number","SGA5-TARGET-00486","sga5:IIIB:equation:6.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000419","SGA5_English_sync_workpass.tex","5920","","IIIB","IIIB","6.2.2","r8_admitted","cued_internal_number","SGA5-TARGET-00487","sga5:IIIB:equation:6.2.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000420","SGA5_English_sync_workpass.tex","5936","","IIIB","IIIB","6.2.3","r8_admitted","cued_internal_number","SGA5-TARGET-00488","sga5:IIIB:equation:6.2.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000421","SGA5_English_sync_workpass.tex","6007","","IIIB","IIIB","6.4.1","r8_admitted","cued_internal_number","SGA5-TARGET-00494","sga5:IIIB:equation:6.4.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000422","SGA5_English_sync_workpass.tex","6017","","IIIB","IIIB","6.3.2","r8_admitted","cued_internal_number","SGA5-TARGET-00492","sga5:IIIB:equation:6.3.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000423","SGA5_English_sync_workpass.tex","6022","","IIIB","IIIB","6.5.3","r8_admitted","cued_internal_number","SGA5-TARGET-00500","sga5:IIIB:equation:6.5.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000424","SGA5_English_sync_workpass.tex","6029","","IIIB","IIIB","6.4.2","r8_admitted","cued_internal_number","SGA5-TARGET-00495","sga5:IIIB:equation:6.4.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000425","SGA5_English_sync_workpass.tex","6048","","IIIB","IIIB","6.5.3","r8_admitted","cued_internal_number","SGA5-TARGET-00500","sga5:IIIB:equation:6.5.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000426","SGA5_English_sync_workpass.tex","6094","","IIIB","IIIB","6.5.2","r8_admitted","cued_internal_number","SGA5-TARGET-00499","sga5:IIIB:equation:6.5.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000427","SGA5_English_sync_workpass.tex","6094","","IIIB","IIIB","5.8.2","r8_admitted","cued_internal_number","SGA5-TARGET-00440","sga5:IIIB:equation:5.8.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000428","SGA5_English_sync_workpass.tex","6100","","IIIB","IIIB","6.6.1","r8_admitted","cued_internal_number","SGA5-TARGET-00509","sga5:IIIB:equation:6.6.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000429","SGA5_English_sync_workpass.tex","6143","","IIIB","IIIB","(6.5.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00500","sga5:IIIB:equation:6.5.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000430","SGA5_English_sync_workpass.tex","6143","","IIIB","IIIB","5.6.1","r8_admitted","cued_internal_number","SGA5-TARGET-00426","sga5:IIIB:equation:5.6.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000431","SGA5_English_sync_workpass.tex","6143","","IIIB","IIIB","6.5","r8_admitted","cued_internal_number","SGA5-TARGET-00497","sga5:IIIB:subsection:6.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000432","SGA5_English_sync_workpass.tex","6183","","IIIB","IIIB","5.10.6","r8_admitted","cued_internal_number","SGA5-TARGET-00455","sga5:IIIB:proposition:5.10.6","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000433","SGA5_English_sync_workpass.tex","6183","","IIIB","IIIB","(6.5.2)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00499","sga5:IIIB:equation:6.5.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000434","SGA5_English_sync_workpass.tex","6281","","IIIB","IIIB","6.5","r8_admitted","cued_internal_number","SGA5-TARGET-00497","sga5:IIIB:subsection:6.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000435","SGA5_English_sync_workpass.tex","6301","","IIIB","IIIB","6.7.5","r8_admitted","cued_internal_number","SGA5-TARGET-00519","sga5:IIIB:equation:6.7.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000436","SGA5_English_sync_workpass.tex","6317","","IIIB","IIIB","6.7.4","r8_admitted","cued_internal_number","SGA5-TARGET-00518","sga5:IIIB:equation:6.7.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000437","SGA5_English_sync_workpass.tex","6317","","IIIB","IIIB","5.11.3","r8_admitted","cued_internal_number","SGA5-TARGET-00466","sga5:IIIB:proposition:5.11.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000438","SGA5_English_sync_workpass.tex","6342","","IIIB","IIIB","6.11.1","r8_admitted","cued_internal_number","SGA5-TARGET-00532","sga5:IIIB:equation:6.11.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000439","SGA5_English_sync_workpass.tex","6371","","IIIB","IIIB","6.11","r8_admitted","cued_internal_number","SGA5-TARGET-00531","sga5:IIIB:subsection:6.11","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000440","SGA5_English_sync_workpass.tex","6392","","IIIB","IIIB","6.11.5","r8_admitted","cued_internal_number","SGA5-TARGET-00536","sga5:IIIB:equation:6.11.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000441","SGA5_English_sync_workpass.tex","6392","","IIIB","IIIB","6.10.5","r8_admitted","cued_internal_number","SGA5-TARGET-00530","sga5:IIIB:equation:6.10.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000442","SGA5_English_sync_workpass.tex","6403","","IIIB","IIIB","6.11","r8_admitted","cued_internal_number","SGA5-TARGET-00531","sga5:IIIB:subsection:6.11","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000443","SGA5_English_sync_workpass.tex","6456","","IIIB","IIIB","6.12","r8_admitted","cued_internal_number","SGA5-TARGET-00537","sga5:IIIB:proposition:6.12","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000444","SGA5_English_sync_workpass.tex","6560","","IIIB","IIIB","6.14.4","r8_admitted","cued_internal_number","SGA5-TARGET-00545","sga5:IIIB:equation:6.14.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000445","SGA5_English_sync_workpass.tex","6590","","IIIB","IIIB","6.14.6","r8_admitted","cued_internal_number","SGA5-TARGET-00547","sga5:IIIB:equation:6.14.6","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000446","SGA5_English_sync_workpass.tex","6590","","IIIB","IIIB","6.12","r8_admitted","cued_internal_number","SGA5-TARGET-00537","sga5:IIIB:proposition:6.12","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000447","SGA5_English_sync_workpass.tex","6593","","IIIB","IIIB","6.15","r8_admitted","cued_internal_number","SGA5-TARGET-00549","sga5:IIIB:subsection:6.15","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000448","SGA5_English_sync_workpass.tex","6611","","IIIB","IIIB","6.13","r8_admitted","cued_internal_number","SGA5-TARGET-00539","sga5:IIIB:subsection:6.13","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000449","SGA5_English_sync_workpass.tex","6614","","IIIB","IIIB","6.15","r8_admitted","cued_internal_number","SGA5-TARGET-00549","sga5:IIIB:subsection:6.15","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000450","SGA5_English_sync_workpass.tex","6625","","IIIB","IIIB","6.14","r8_admitted","cued_internal_number","SGA5-TARGET-00541","sga5:IIIB:subsection:6.14","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000451","SGA5_English_sync_workpass.tex","6631","","IIIB","IIIB","(5.13.5)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00482","sga5:IIIB:equation:5.13.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000452","SGA5_English_sync_workpass.tex","6652","","IIIB","IIIB","(6.18.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00555","sga5:IIIB:equation:6.18.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000453","SGA5_English_sync_workpass.tex","6655","","IIIB","IIIB","6.11","r8_admitted","cued_internal_number","SGA5-TARGET-00531","sga5:IIIB:subsection:6.11","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000454","SGA5_English_sync_workpass.tex","6678","","IIIB","IIIB","6.18.3","r8_admitted","cued_internal_number","SGA5-TARGET-00557","sga5:IIIB:lemma:6.18.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000455","SGA5_English_sync_workpass.tex","6686","","IIIB","IIIB","6.7.2","r8_admitted","cued_internal_number","SGA5-TARGET-00516","sga5:IIIB:equation:6.7.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000456","SGA5_English_sync_workpass.tex","6765","","IIIB","IIIB","6.21","r8_admitted","cued_internal_number","SGA5-TARGET-00563","sga5:IIIB:proposition:6.21","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000457","SGA5_English_sync_workpass.tex","6786","","IIIB","IIIB","6.21","r8_admitted","cued_internal_number","SGA5-TARGET-00563","sga5:IIIB:proposition:6.21","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000458","SGA5_English_sync_workpass.tex","6802","","IIIB","IIIB","6.21","r8_admitted","cued_internal_number","SGA5-TARGET-00563","sga5:IIIB:proposition:6.21","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000459","SGA5_English_sync_workpass.tex","6806","","IIIB","IIIB","notation 6.20.2","r8_admitted","named_internal_reference_kind_mismatch","SGA5-TARGET-00562","sga5:IIIB:equation:6.20.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000460","SGA5_English_sync_workpass.tex","6806","","IIIB","IIIB","6.14.3","r8_admitted","cued_internal_number","SGA5-TARGET-00544","sga5:IIIB:equation:6.14.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000461","SGA5_English_sync_workpass.tex","6830","","IIIB","IIIB","6.10.4","r8_admitted","cued_internal_number","SGA5-TARGET-00529","sga5:IIIB:equation:6.10.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000462","SGA5_English_sync_workpass.tex","6836","","IIIB","IIIB","6.22.1","r8_admitted","cued_internal_number","SGA5-TARGET-00565","sga5:IIIB:equation:6.22.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000463","SGA5_English_sync_workpass.tex","6842","","IIIB","IIIB","6.10.4","r8_admitted","cued_internal_number","SGA5-TARGET-00529","sga5:IIIB:equation:6.10.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000464","SGA5_English_sync_workpass.tex","6875","","IIIB","IIIB","6.5.3","r8_admitted","cued_internal_number","SGA5-TARGET-00500","sga5:IIIB:equation:6.5.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000465","SGA5_English_sync_workpass.tex","6878","","IIIB","IIIB","6.5.4","r8_admitted","cued_internal_number","SGA5-TARGET-00501","sga5:IIIB:equation:6.5.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000466","SGA5_English_sync_workpass.tex","6902","","IIIB","IIIB","6.23.1","r8_admitted","cued_internal_number","SGA5-TARGET-00567","sga5:IIIB:equation:6.23.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000467","SGA5_English_sync_workpass.tex","6908","","IIIB","IIIB","Formula 6.17.1","r8_admitted","named_internal_reference","SGA5-TARGET-00553","sga5:IIIB:equation:6.17.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000468","SGA5_English_sync_workpass.tex","7019","","V","V","1.2.2","r8_admitted","cued_internal_number","SGA5-TARGET-00579","sga5:V:proposition:1.2.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000469","SGA5_English_sync_workpass.tex","7090","","V","V","Definition 2.2.1","r8_admitted","named_internal_reference","SGA5-TARGET-00587","sga5:V:definition:2.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000470","SGA5_English_sync_workpass.tex","7090","","V","V","Definition 2.2.1","r8_admitted","named_internal_reference","SGA5-TARGET-00587","sga5:V:definition:2.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000471","SGA5_English_sync_workpass.tex","7160","","V","V","2.3.1","r8_admitted","cued_internal_number","SGA5-TARGET-00590","sga5:V:definition:2.3.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000472","SGA5_English_sync_workpass.tex","7177","","V","V","2.1","r8_admitted","cued_internal_number","SGA5-TARGET-00583","sga5:V:subsubsection:2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000473","SGA5_English_sync_workpass.tex","7177","","V","V","2.1","r8_admitted","cued_internal_number","SGA5-TARGET-00583","sga5:V:subsubsection:2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000474","SGA5_English_sync_workpass.tex","7188","","V","V","2.3.1","r8_admitted","cued_internal_number","SGA5-TARGET-00590","sga5:V:definition:2.3.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000475","SGA5_English_sync_workpass.tex","7296","","V","V","(2.3.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00592","sga5:V:subsubsection:2.3.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000476","SGA5_English_sync_workpass.tex","7296","","V","V","(2.4.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00596","sga5:V:proposition:2.4.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000477","SGA5_English_sync_workpass.tex","7340","","V","V","(2.3.4)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00593","sga5:V:subsubsection:2.3.4","preserved_r8_admitted_edge","compiled_resolved","R8"
