stable_id,latex_label,expose,target_kind,displayed_number,title,source_file,source_line,declaration_type,aux_number,pdf_page,status
SGA5-TARGET-00159,sga5:III:subsection:2.1,III,subsection,2.1,2.1,SGA5_English_sync_workpass.tex,2297,subsection,3,46,compiled_resolved
SGA5-TARGET-00160,sga5:III:equation:2.1.1,III,equation,2.1.1,Equation 2.1.1,SGA5_English_sync_workpass.tex,2303,explicit_tag,{2.1.1},46,compiled_resolved
SGA5-TARGET-00161,sga5:III:equation:2.1.2,III,equation,2.1.2,Equation 2.1.2,SGA5_English_sync_workpass.tex,2307,explicit_tag,{2.1.2},46,compiled_resolved
SGA5-TARGET-00162,sga5:III:equation:2.1.3,III,equation,2.1.3,Equation 2.1.3,SGA5_English_sync_workpass.tex,2311,explicit_tag,{2.1.3},46,compiled_resolved
SGA5-TARGET-00163,sga5:III:equation:2.1.4,III,equation,2.1.4,Equation 2.1.4,SGA5_English_sync_workpass.tex,2315,explicit_tag,{2.1.4},46,compiled_resolved
SGA5-TARGET-00164,sga5:III:equation:2.1.5,III,equation,2.1.5,Equation 2.1.5,SGA5_English_sync_workpass.tex,2319,explicit_tag,{2.1.5},46,compiled_resolved
SGA5-TARGET-00165,sga5:III:equation:2.1.6,III,equation,2.1.6,Equation 2.1.6,SGA5_English_sync_workpass.tex,2329,explicit_tag,{2.1.6},46,compiled_resolved
SGA5-TARGET-00166,sga5:III:subsection:2.2,III,subsection,2.2,2.2,SGA5_English_sync_workpass.tex,2333,subsection,3,47,compiled_resolved
SGA5-TARGET-00167,sga5:III:equation:2.2.1,III,equation,2.2.1,Equation 2.2.1,SGA5_English_sync_workpass.tex,2335,explicit_tag,{2.2.1},47,compiled_resolved
SGA5-TARGET-00168,sga5:III:equation:2.2.2,III,equation,2.2.2,Equation 2.2.2,SGA5_English_sync_workpass.tex,2339,explicit_tag,{2.2.2},47,compiled_resolved
SGA5-TARGET-00169,sga5:III:equation:2.2.3,III,equation,2.2.3,Equation 2.2.3,SGA5_English_sync_workpass.tex,2352,explicit_tag,{2.2.3},47,compiled_resolved
SGA5-TARGET-00170,sga5:III:equation:2.2.4,III,equation,2.2.4,Equation 2.2.4,SGA5_English_sync_workpass.tex,2356,explicit_tag,{2.2.4},47,compiled_resolved
SGA5-TARGET-00171,sga5:III:proposition:2.3,III,proposition,2.3,Proposition 2.3,SGA5_English_sync_workpass.tex,2361,subsection,3,47,compiled_resolved
SGA5-TARGET-00172,sga5:III:equation:1,III,equation,1,Equation 1,SGA5_English_sync_workpass.tex,2365,explicit_tag,{1},47,compiled_resolved
SGA5-TARGET-00173,sga5:III:equation:2,III,equation,2,Equation 2,SGA5_English_sync_workpass.tex,2371,explicit_tag,{2},47,compiled_resolved
SGA5-TARGET-00174,sga5:III:equation:3,III,equation,3,Equation 3,SGA5_English_sync_workpass.tex,2378,explicit_tag,{3},47,compiled_resolved
SGA5-TARGET-00175,sga5:III:equation:4,III,equation,4,Equation 4,SGA5_English_sync_workpass.tex,2382,explicit_tag,{4},48,compiled_resolved
SGA5-TARGET-00176,sga5:III:subsection:2.4,III,subsection,2.4,2.4,SGA5_English_sync_workpass.tex,2390,subsection,3,48,compiled_resolved
SGA5-TARGET-00177,sga5:III:equation:2.4.0,III,equation,2.4.0,Equation 2.4.0,SGA5_English_sync_workpass.tex,2403,explicit_tag,{2.4.0},48,compiled_resolved
SGA5-TARGET-00178,sga5:III:equation:2.4.1,III,equation,2.4.1,Equation 2.4.1,SGA5_English_sync_workpass.tex,2437,explicit_tag,{2.4.1},48,compiled_resolved
SGA5-TARGET-00179,sga5:III:proposition:2.5,III,proposition,2.5,Proposition 2.5,SGA5_English_sync_workpass.tex,2447,subsection,3,49,compiled_resolved
SGA5-TARGET-00180,sga5:III:equation:2.5.1,III,equation,2.5.1,Equation 2.5.1,SGA5_English_sync_workpass.tex,2449,explicit_tag,{2.5.1},49,compiled_resolved
SGA5-TARGET-00181,sga5:III:subsection:2.6,III,subsection,2.6,2.6,SGA5_English_sync_workpass.tex,2471,subsection,3,49,compiled_resolved
SGA5-TARGET-00182,sga5:III:corollary:2.6.1,III,corollary,2.6.1,Corollary 2.6.1,SGA5_English_sync_workpass.tex,2482,subsection,3,49,compiled_resolved
SGA5-TARGET-00183,sga5:III:equation:2.6.1.1,III,equation,2.6.1.1,Equation 2.6.1.1,SGA5_English_sync_workpass.tex,2484,explicit_tag,{2.6.1.1},49,compiled_resolved
SGA5-TARGET-00184,sga5:III:equation:2.6.2,III,equation,2.6.2,Prose-numbered commutative square 2.6.2,SGA5_English_sync_workpass.tex,2505,prose_numbered_display,3,50,compiled_resolved
SGA5-TARGET-00185,sga5:III:equation:unnumbered,III,equation,*,Equation *,SGA5_English_sync_workpass.tex,2523,explicit_tag,{*},50,compiled_resolved
SGA5-TARGET-00186,sga5:III:lemma:2.6.3,III,lemma,2.6.3,Lemma 2.6.3,SGA5_English_sync_workpass.tex,2555,subsection,3,51,compiled_resolved
SGA5-TARGET-00187,sga5:III:subsection:3.1,III,subsection,3.1,3.1,SGA5_English_sync_workpass.tex,2615,subsection,4,53,compiled_resolved
SGA5-TARGET-00188,sga5:III:equation:3.1.1,III,equation,3.1.1,Equation 3.1.1,SGA5_English_sync_workpass.tex,2649,explicit_tag,{3.1.1},53,compiled_resolved
SGA5-TARGET-00189,sga5:III:equation:3.1.2,III,equation,3.1.2,Equation 3.1.2,SGA5_English_sync_workpass.tex,2660,explicit_tag,{3.1.2},53,compiled_resolved
SGA5-TARGET-00190,sga5:III:equation:3.1.3,III,equation,3.1.3,Equation 3.1.3,SGA5_English_sync_workpass.tex,2673,explicit_tag,{3.1.3},53,compiled_resolved
SGA5-TARGET-00191,sga5:III:subsection:3.2,III,subsection,3.2,3.2,SGA5_English_sync_workpass.tex,2677,subsection,4,54,compiled_resolved
SGA5-TARGET-00192,sga5:III:equation:3.2.1,III,equation,3.2.1,Equation 3.2.1,SGA5_English_sync_workpass.tex,2692,explicit_tag,{3.2.1},54,compiled_resolved
SGA5-TARGET-00193,sga5:III:equation:3.2.2,III,equation,3.2.2,Equation 3.2.2,SGA5_English_sync_workpass.tex,2699,explicit_tag,{3.2.2},54,compiled_resolved
SGA5-TARGET-00194,sga5:III:equation:3.2.3,III,equation,3.2.3,Equation 3.2.3,SGA5_English_sync_workpass.tex,2705,explicit_tag,{3.2.3},54,compiled_resolved
SGA5-TARGET-00195,sga5:III:equation:3.2.4,III,equation,3.2.4,Equation 3.2.4,SGA5_English_sync_workpass.tex,2716,explicit_tag,{3.2.4},54,compiled_resolved
SGA5-TARGET-00196,sga5:III:equation:3.2.5,III,equation,3.2.5,Equation 3.2.5,SGA5_English_sync_workpass.tex,2723,explicit_tag,{3.2.5},54,compiled_resolved
SGA5-TARGET-00197,sga5:III:equation:3.2.6,III,equation,3.2.6,Equation 3.2.6,SGA5_English_sync_workpass.tex,2736,explicit_tag,{3.2.6},54,compiled_resolved
SGA5-TARGET-00198,sga5:III:subsection:3.3,III,subsection,3.3,3.3,SGA5_English_sync_workpass.tex,2756,subsection,4,55,compiled_resolved
SGA5-TARGET-00199,sga5:III:equation:3.3.0,III,equation,3.3.0,Equation 3.3.0,SGA5_English_sync_workpass.tex,2775,explicit_tag,{3.3.0},55,compiled_resolved
SGA5-TARGET-00200,sga5:III:equation:3.3.1,III,equation,3.3.1,Equation 3.3.1,SGA5_English_sync_workpass.tex,2782,explicit_tag,{3.3.1},55,compiled_resolved
SGA5-TARGET-00201,sga5:III:equation:3.3.2,III,equation,3.3.2,Equation 3.3.2,SGA5_English_sync_workpass.tex,2810,explicit_tag,{3.3.2},56,compiled_resolved
SGA5-TARGET-00202,sga5:III:equation:3.3.3,III,equation,3.3.3,Equation 3.3.3,SGA5_English_sync_workpass.tex,2817,explicit_tag,{3.3.3},56,compiled_resolved
SGA5-TARGET-00203,sga5:III:proposition:3.4,III,proposition,3.4,Proposition 3.4,SGA5_English_sync_workpass.tex,2821,statement_environment,4,56,compiled_resolved
SGA5-TARGET-00204,sga5:III:equation:3.4.1,III,equation,3.4.1,Equation 3.4.1,SGA5_English_sync_workpass.tex,2831,explicit_tag,{3.4.1},56,compiled_resolved
SGA5-TARGET-00205,sga5:III:corollary:3.5,III,corollary,3.5,Corollary 3.5,SGA5_English_sync_workpass.tex,2889,statement_environment,4,57,compiled_resolved
SGA5-TARGET-00206,sga5:III:subsection:3.6,III,subsection,3.6,3.6,SGA5_English_sync_workpass.tex,2914,subsection,4,58,compiled_resolved
SGA5-TARGET-00207,sga5:III:equation:3.6.1,III,equation,3.6.1,Equation 3.6.1,SGA5_English_sync_workpass.tex,2930,explicit_tag,{3.6.1},58,compiled_resolved
SGA5-TARGET-00208,sga5:III:equation:3.6.2,III,equation,3.6.2,Equation 3.6.2,SGA5_English_sync_workpass.tex,2939,explicit_tag,{3.6.2},58,compiled_resolved
SGA5-TARGET-00209,sga5:III:equation:3.6.3,III,equation,3.6.3,Equation 3.6.3,SGA5_English_sync_workpass.tex,2948,explicit_tag,{3.6.3},58,compiled_resolved
SGA5-TARGET-00210,sga5:III:equation:3.6.4,III,equation,3.6.4,Equation 3.6.4,SGA5_English_sync_workpass.tex,2957,explicit_tag,{3.6.4},59,compiled_resolved
SGA5-TARGET-00211,sga5:III:subsection:3.6.5,III,subsection,3.6.5,3.6.5,SGA5_English_sync_workpass.tex,2965,subsection,4,59,compiled_resolved
SGA5-TARGET-00212,sga5:III:subsection:3.7,III,subsection,3.7,3.7,SGA5_English_sync_workpass.tex,2984,subsection,4,59,compiled_resolved
SGA5-TARGET-00213,sga5:III:equation:3.7.1,III,equation,3.7.1,Equation 3.7.1,SGA5_English_sync_workpass.tex,2991,explicit_tag,{3.7.1},59,compiled_resolved
SGA5-TARGET-00214,sga5:III:equation:3.7.2,III,equation,3.7.2,Equation 3.7.2,SGA5_English_sync_workpass.tex,3009,explicit_tag,{3.7.2},59,compiled_resolved
SGA5-TARGET-00215,sga5:III:equation:3.7.3,III,equation,3.7.3,Equation 3.7.3,SGA5_English_sync_workpass.tex,3014,explicit_tag,{3.7.3},60,compiled_resolved
SGA5-TARGET-00216,sga5:III:equation:3.7.4,III,equation,3.7.4,Equation 3.7.4,SGA5_English_sync_workpass.tex,3029,explicit_tag,{3.7.4},60,compiled_resolved
SGA5-TARGET-00217,sga5:III:equation:3.7.5,III,equation,3.7.5,Equation 3.7.5,SGA5_English_sync_workpass.tex,3036,explicit_tag,{3.7.5},60,compiled_resolved
SGA5-TARGET-00218,sga5:III:equation:3.7.6,III,equation,3.7.6,Equation 3.7.6,SGA5_English_sync_workpass.tex,3043,explicit_tag,{3.7.6},60,compiled_resolved
SGA5-TARGET-00219,sga5:III:subsection:4.1,III,subsection,4.1,4.1,SGA5_English_sync_workpass.tex,3049,subsection,5,60,compiled_resolved
SGA5-TARGET-00220,sga5:III:equation:4.1.1,III,equation,4.1.1,Equation 4.1.1,SGA5_English_sync_workpass.tex,3054,explicit_tag,{4.1.1},60,compiled_resolved
SGA5-TARGET-00221,sga5:III:equation:4.1.2,III,equation,4.1.2,Equation 4.1.2,SGA5_English_sync_workpass.tex,3060,explicit_tag,{4.1.2},60,compiled_resolved
SGA5-TARGET-00222,sga5:III:equation:4.1.3,III,equation,4.1.3,Equation 4.1.3,SGA5_English_sync_workpass.tex,3066,explicit_tag,{4.1.3},60,compiled_resolved
SGA5-TARGET-00223,sga5:III:equation:4.1.4,III,equation,4.1.4,Equation 4.1.4,SGA5_English_sync_workpass.tex,3072,explicit_tag,{4.1.4},60,compiled_resolved
SGA5-TARGET-00224,sga5:III:equation:4.1.5,III,equation,4.1.5,Equation 4.1.5,SGA5_English_sync_workpass.tex,3083,explicit_tag,{4.1.5},61,compiled_resolved
SGA5-TARGET-00225,sga5:III:subsection:4.2,III,subsection,4.2,4.2,SGA5_English_sync_workpass.tex,3086,subsection,5,61,compiled_resolved
SGA5-TARGET-00226,sga5:III:equation:4.2.1,III,equation,4.2.1,Equation 4.2.1,SGA5_English_sync_workpass.tex,3091,explicit_tag,{4.2.1},61,compiled_resolved
SGA5-TARGET-00227,sga5:III:equation:4.2.2,III,equation,4.2.2,Equation 4.2.2,SGA5_English_sync_workpass.tex,3104,explicit_tag,{4.2.2},61,compiled_resolved
SGA5-TARGET-00228,sga5:III:equation:4.2.3,III,equation,4.2.3,Equation 4.2.3,SGA5_English_sync_workpass.tex,3115,explicit_tag,{4.2.3},61,compiled_resolved
SGA5-TARGET-00229,sga5:III:equation:4.2.4,III,equation,4.2.4,Equation 4.2.4,SGA5_English_sync_workpass.tex,3122,explicit_tag,{4.2.4},61,compiled_resolved
SGA5-TARGET-00230,sga5:III:equation:4.2.4:2,III,equation,4.2.4',Equation 4.2.4',SGA5_English_sync_workpass.tex,3128,explicit_tag,{4.2.4'},61,compiled_resolved
SGA5-TARGET-00231,sga5:III:equation:4.2.5,III,equation,4.2.5,Equation 4.2.5,SGA5_English_sync_workpass.tex,3134,explicit_tag,{4.2.5},61,compiled_resolved
SGA5-TARGET-00232,sga5:III:equation:4.2.6,III,equation,4.2.6,Equation 4.2.6,SGA5_English_sync_workpass.tex,3148,explicit_tag,{4.2.6},62,compiled_resolved
SGA5-TARGET-00233,sga5:III:equation:4.2.7,III,equation,4.2.7,Equation 4.2.7,SGA5_English_sync_workpass.tex,3168,explicit_tag,{4.2.7},62,compiled_resolved
SGA5-TARGET-00234,sga5:III:example:4.3,III,example,4.3,Example 4.3,SGA5_English_sync_workpass.tex,3177,statement_environment,5,62,compiled_resolved
SGA5-TARGET-00235,sga5:III:theorem:4.4,III,theorem,4.4,Theorem 4.4,SGA5_English_sync_workpass.tex,3198,statement_environment,5,63,compiled_resolved
SGA5-TARGET-00236,sga5:III:equation:4.4.0,III,equation,4.4.0,Equation 4.4.0,SGA5_English_sync_workpass.tex,3206,explicit_tag,{4.4.0},63,compiled_resolved
SGA5-TARGET-00237,sga5:III:equation:4.4.1,III,equation,4.4.1,Equation 4.4.1,SGA5_English_sync_workpass.tex,3238,explicit_tag,{4.4.1},63,compiled_resolved
SGA5-TARGET-00238,sga5:III:equation:4.4.2,III,equation,4.4.2,Equation 4.4.2,SGA5_English_sync_workpass.tex,3267,explicit_tag,{4.4.2},63,compiled_resolved
SGA5-TARGET-00239,sga5:III:equation:4.4.3,III,equation,4.4.3,Equation 4.4.3,SGA5_English_sync_workpass.tex,3298,explicit_tag,{4.4.3},64,compiled_resolved
SGA5-TARGET-00240,sga5:III:equation:4.4.4,III,equation,4.4.4,Equation 4.4.4,SGA5_English_sync_workpass.tex,3321,explicit_tag,{4.4.4},64,compiled_resolved
SGA5-TARGET-00241,sga5:III:equation:4.4.5,III,equation,4.4.5,Equation 4.4.5,SGA5_English_sync_workpass.tex,3343,explicit_tag,{4.4.5},65,compiled_resolved
SGA5-TARGET-00242,sga5:III:equation:4.4.6,III,equation,4.4.6,Equation 4.4.6,SGA5_English_sync_workpass.tex,3494,explicit_tag,{4.4.6},67,compiled_resolved
SGA5-TARGET-00243,sga5:III:equation:4.4.7,III,equation,4.4.7,Equation 4.4.7,SGA5_English_sync_workpass.tex,3513,explicit_tag,{4.4.7},67,compiled_resolved
SGA5-TARGET-00244,sga5:III:corollary:4.5,III,corollary,4.5,Corollary 4.5,SGA5_English_sync_workpass.tex,3587,statement_environment,5,68,compiled_resolved
SGA5-TARGET-00245,sga5:III:equation:4.5.1,III,equation,4.5.1,Equation 4.5.1,SGA5_English_sync_workpass.tex,3612,explicit_tag,{4.5.1},69,compiled_resolved
SGA5-TARGET-00246,sga5:III:equation:4.6,III,equation,4.6,Equation 4.6,SGA5_English_sync_workpass.tex,3619,explicit_tag,{4.6},69,compiled_resolved
SGA5-TARGET-00247,sga5:III:corollary:4.7,III,corollary,4.7,Corollary 4.7 -- Lefschetz--Verdier formula,SGA5_English_sync_workpass.tex,3627,statement_environment,5,69,compiled_resolved
SGA5-TARGET-00248,sga5:III:equation:4.7.1,III,equation,4.7.1,Equation 4.7.1,SGA5_English_sync_workpass.tex,3635,explicit_tag,{4.7.1},69,compiled_resolved
SGA5-TARGET-00249,sga5:III:corollary:4.8,III,corollary,4.8,Corollary 4.8,SGA5_English_sync_workpass.tex,3652,statement_environment,5,69,compiled_resolved
SGA5-TARGET-00250,sga5:III:corollary:4.9,III,corollary,4.9,Corollary 4.9,SGA5_English_sync_workpass.tex,3662,statement_environment,5,69,compiled_resolved
SGA5-TARGET-00251,sga5:III:corollary:4.10,III,corollary,4.10,Corollary 4.10,SGA5_English_sync_workpass.tex,3691,statement_environment,5,70,compiled_resolved
SGA5-TARGET-00252,sga5:III:statement:4.11,III,statement,4.11,4.11,SGA5_English_sync_workpass.tex,3700,statement_environment,5,70,compiled_resolved
SGA5-TARGET-00253,sga5:III:equation:4.11.1,III,equation,4.11.1,Equation 4.11.1,SGA5_English_sync_workpass.tex,3703,explicit_tag,{4.11.1},70,compiled_resolved
SGA5-TARGET-00254,sga5:III:equation:4.11.2,III,equation,4.11.2,Equation 4.11.2,SGA5_English_sync_workpass.tex,3710,explicit_tag,{4.11.2},70,compiled_resolved
SGA5-TARGET-00255,sga5:III:equation:4.11.3,III,equation,4.11.3,Equation 4.11.3,SGA5_English_sync_workpass.tex,3721,explicit_tag,{4.11.3},71,compiled_resolved
SGA5-TARGET-00256,sga5:III:statement:4.12,III,statement,4.12,4.12,SGA5_English_sync_workpass.tex,3729,statement_environment,5,71,compiled_resolved
SGA5-TARGET-00257,sga5:III:equation:4.12.1,III,equation,4.12.1,Equation 4.12.1,SGA5_English_sync_workpass.tex,3744,explicit_tag,{4.12.1},71,compiled_resolved
SGA5-TARGET-00258,sga5:III:statement:4.13,III,statement,4.13,4.13,SGA5_English_sync_workpass.tex,3750,statement_environment,5,71,compiled_resolved
SGA5-TARGET-00259,sga5:III:equation:4.13.1,III,equation,4.13.1,Equation 4.13.1,SGA5_English_sync_workpass.tex,3758,explicit_tag,{4.13.1},71,compiled_resolved
SGA5-TARGET-00260,sga5:III:section:5,III,section,5,5. Complements,SGA5_English_sync_workpass.tex,3766,section,5,72,compiled_resolved
SGA5-TARGET-00261,sga5:III:subsection:5.1,III,subsection,5.1,5.1. Dual of a correspondence,SGA5_English_sync_workpass.tex,3768,subsection,5,72,compiled_resolved
SGA5-TARGET-00262,sga5:III:equation:5.1.1,III,equation,5.1.1,Equation 5.1.1,SGA5_English_sync_workpass.tex,3772,explicit_tag,{5.1.1},72,compiled_resolved
SGA5-TARGET-00263,sga5:III:equation:5.1.2,III,equation,5.1.2,Equation 5.1.2,SGA5_English_sync_workpass.tex,3777,explicit_tag,{5.1.2},72,compiled_resolved
SGA5-TARGET-00264,sga5:III:equation:5.1.3,III,equation,5.1.3,Equation 5.1.3,SGA5_English_sync_workpass.tex,3782,explicit_tag,{5.1.3},72,compiled_resolved
SGA5-TARGET-00265,sga5:III:equation:5.1.4,III,equation,5.1.4,Equation 5.1.4,SGA5_English_sync_workpass.tex,3792,explicit_tag,{5.1.4},72,compiled_resolved
SGA5-TARGET-00266,sga5:III:equation:5.1.5,III,equation,5.1.5,Equation 5.1.5,SGA5_English_sync_workpass.tex,3802,explicit_tag,{5.1.5},72,compiled_resolved
SGA5-TARGET-00267,sga5:III:equation:5.1.6,III,equation,5.1.6,Equation 5.1.6,SGA5_English_sync_workpass.tex,3810,explicit_tag,{5.1.6},73,compiled_resolved
SGA5-TARGET-00268,sga5:III:equation:5.1.7,III,equation,5.1.7,Equation 5.1.7,SGA5_English_sync_workpass.tex,3817,explicit_tag,{5.1.7},73,compiled_resolved
SGA5-TARGET-00269,sga5:III:equation:5.1.8,III,equation,5.1.8,Equation 5.1.8,SGA5_English_sync_workpass.tex,3827,explicit_tag,{5.1.8},73,compiled_resolved
SGA5-TARGET-00270,sga5:III:subsection:5.2,III,subsection,5.2,5.2. Composition of correspondences,SGA5_English_sync_workpass.tex,3831,subsection,5,73,compiled_resolved
SGA5-TARGET-00271,sga5:III:equation:5.2.1,III,equation,5.2.1,Equation 5.2.1,SGA5_English_sync_workpass.tex,3840,explicit_tag,{5.2.1},73,compiled_resolved
SGA5-TARGET-00272,sga5:III:equation:5.2.2,III,equation,5.2.2,Equation 5.2.2,SGA5_English_sync_workpass.tex,3845,explicit_tag,{5.2.2},73,compiled_resolved
SGA5-TARGET-00273,sga5:III:equation:5.2.3,III,equation,5.2.3,Equation 5.2.3,SGA5_English_sync_workpass.tex,3850,explicit_tag,{5.2.3},73,compiled_resolved
SGA5-TARGET-00274,sga5:III:equation:5.2.4,III,equation,5.2.4,Equation 5.2.4,SGA5_English_sync_workpass.tex,3865,explicit_tag,{5.2.4},73,compiled_resolved
SGA5-TARGET-00275,sga5:III:equation:5.2.5,III,equation,5.2.5,Equation 5.2.5,SGA5_English_sync_workpass.tex,3871,explicit_tag,{5.2.5},74,compiled_resolved
SGA5-TARGET-00276,sga5:III:equation:5.2.6,III,equation,5.2.6,Equation 5.2.6,SGA5_English_sync_workpass.tex,3890,explicit_tag,{5.2.6},74,compiled_resolved
SGA5-TARGET-00277,sga5:III:equation:5.2.7,III,equation,5.2.7,Equation 5.2.7,SGA5_English_sync_workpass.tex,3902,explicit_tag,{5.2.7},74,compiled_resolved
SGA5-TARGET-00278,sga5:III:equation:5.2.8,III,equation,5.2.8,Equation 5.2.8,SGA5_English_sync_workpass.tex,3909,explicit_tag,{5.2.8},74,compiled_resolved
SGA5-TARGET-00279,sga5:III:equation:5.2.9,III,equation,5.2.9,Equation 5.2.9,SGA5_English_sync_workpass.tex,3914,explicit_tag,{5.2.9},74,compiled_resolved
SGA5-TARGET-00280,sga5:III:equation:5.2.10,III,equation,5.2.10,Equation 5.2.10,SGA5_English_sync_workpass.tex,3919,explicit_tag,{5.2.10},74,compiled_resolved
SGA5-TARGET-00281,sga5:III:subsection:5.3,III,subsection,5.3,5.3. External tensor product of correspondences,SGA5_English_sync_workpass.tex,3924,subsection,5,75,compiled_resolved
SGA5-TARGET-00282,sga5:III:equation:5.3.1,III,equation,5.3.1,Equation 5.3.1,SGA5_English_sync_workpass.tex,3932,explicit_tag,{5.3.1},75,compiled_resolved
SGA5-TARGET-00283,sga5:III:equation:5.3.2,III,equation,5.3.2,Equation 5.3.2,SGA5_English_sync_workpass.tex,3938,explicit_tag,{5.3.2},75,compiled_resolved
SGA5-TARGET-00284,sga5:III:equation:5.3.3,III,equation,5.3.3,Equation 5.3.3,SGA5_English_sync_workpass.tex,3944,explicit_tag,{5.3.3},75,compiled_resolved
SGA5-TARGET-00285,sga5:III:equation:5.3.4,III,equation,5.3.4,Equation 5.3.4,SGA5_English_sync_workpass.tex,3960,explicit_tag,{5.3.4},75,compiled_resolved
SGA5-TARGET-00286,sga5:III:equation:5.3.5,III,equation,5.3.5,Equation 5.3.5,SGA5_English_sync_workpass.tex,3966,explicit_tag,{5.3.5},75,compiled_resolved
SGA5-TARGET-00287,sga5:III:equation:5.3.6,III,equation,5.3.6,Equation 5.3.6,SGA5_English_sync_workpass.tex,3985,explicit_tag,{5.3.6},75,compiled_resolved
SGA5-TARGET-00288,sga5:III:equation:5.3.7,III,equation,5.3.7,Equation 5.3.7,SGA5_English_sync_workpass.tex,3997,explicit_tag,{5.3.7},76,compiled_resolved
SGA5-TARGET-00289,sga5:III:equation:5.3.8,III,equation,5.3.8,Equation 5.3.8,SGA5_English_sync_workpass.tex,4002,explicit_tag,{5.3.8},76,compiled_resolved
SGA5-TARGET-00290,sga5:III:section:6,III,section,6,6. Appendix. Lefschetz formula for coherent sheaves,SGA5_English_sync_workpass.tex,4007,section,5,76,compiled_resolved
SGA5-TARGET-00291,sga5:III:subsection:6.1,III,subsection,6.1,6.1,SGA5_English_sync_workpass.tex,4011,subsection,5,76,compiled_resolved
SGA5-TARGET-00292,sga5:III:equation:6.1.1,III,equation,6.1.1,Equation 6.1.1,SGA5_English_sync_workpass.tex,4018,explicit_tag,{6.1.1},76,compiled_resolved
SGA5-TARGET-00293,sga5:III:equation:6.1.2,III,equation,6.1.2,Equation 6.1.2,SGA5_English_sync_workpass.tex,4023,explicit_tag,{6.1.2},76,compiled_resolved
SGA5-TARGET-00294,sga5:III:equation:6.1.3,III,equation,6.1.3,Equation 6.1.3,SGA5_English_sync_workpass.tex,4028,explicit_tag,{6.1.3},76,compiled_resolved
SGA5-TARGET-00295,sga5:III:subsection:6.2,III,subsection,6.2,6.2,SGA5_English_sync_workpass.tex,4033,subsection,5,77,compiled_resolved
SGA5-TARGET-00296,sga5:III:equation:6.2.1,III,equation,6.2.1,Equation 6.2.1,SGA5_English_sync_workpass.tex,4044,explicit_tag,{6.2.1},77,compiled_resolved
SGA5-TARGET-00297,sga5:III:subsection:6.3,III,subsection,6.3,6.3,SGA5_English_sync_workpass.tex,4067,subsection,5,78,compiled_resolved
SGA5-TARGET-00298,sga5:III:subsection:6.4,III,subsection,6.4,6.4,SGA5_English_sync_workpass.tex,4079,subsection,5,78,compiled_resolved
SGA5-TARGET-00299,sga5:III:equation:6.4.1,III,equation,6.4.1,Equation 6.4.1,SGA5_English_sync_workpass.tex,4082,explicit_tag,{6.4.1},78,compiled_resolved
SGA5-TARGET-00300,sga5:III:equation:6.4.2,III,equation,6.4.2,Equation 6.4.2,SGA5_English_sync_workpass.tex,4087,explicit_tag,{6.4.2},78,compiled_resolved
SGA5-TARGET-00301,sga5:III:equation:6.4.3,III,equation,6.4.3,Equation 6.4.3,SGA5_English_sync_workpass.tex,4094,explicit_tag,{6.4.3},78,compiled_resolved
SGA5-TARGET-00302,sga5:III:equation:6.4.4,III,equation,6.4.4,Equation 6.4.4,SGA5_English_sync_workpass.tex,4100,explicit_tag,{6.4.4},79,compiled_resolved
SGA5-TARGET-00303,sga5:III:subsection:6.5,III,subsection,6.5,6.5,SGA5_English_sync_workpass.tex,4109,subsection,5,79,compiled_resolved
SGA5-TARGET-00304,sga5:III:equation:6.5.1,III,equation,6.5.1,Equation 6.5.1,SGA5_English_sync_workpass.tex,4112,explicit_tag,{6.5.1},79,compiled_resolved
SGA5-TARGET-00305,sga5:III:equation:6.5.2,III,equation,6.5.2,Equation 6.5.2,SGA5_English_sync_workpass.tex,4117,explicit_tag,{6.5.2},79,compiled_resolved
SGA5-TARGET-00306,sga5:III:equation:6.5.3,III,equation,6.5.3,Equation 6.5.3,SGA5_English_sync_workpass.tex,4124,explicit_tag,{6.5.3},79,compiled_resolved
SGA5-TARGET-00307,sga5:III:equation:6.5.4,III,equation,6.5.4,Equation 6.5.4,SGA5_English_sync_workpass.tex,4129,explicit_tag,{6.5.4},79,compiled_resolved
SGA5-TARGET-00308,sga5:III:equation:6.5.5,III,equation,6.5.5,Equation 6.5.5,SGA5_English_sync_workpass.tex,4133,explicit_tag,{6.5.5},79,compiled_resolved
SGA5-TARGET-00309,sga5:III:subsection:6.6,III,subsection,6.6,6.6,SGA5_English_sync_workpass.tex,4138,subsection,5,79,compiled_resolved
SGA5-TARGET-00310,sga5:III:equation:6.6.1,III,equation,6.6.1,Equation 6.6.1,SGA5_English_sync_workpass.tex,4147,explicit_tag,{6.6.1},80,compiled_resolved
SGA5-TARGET-00311,sga5:III:equation:6.6.2,III,equation,6.6.2,Equation 6.6.2,SGA5_English_sync_workpass.tex,4153,explicit_tag,{6.6.2},80,compiled_resolved
SGA5-TARGET-00312,sga5:III:equation:6.6.3,III,equation,6.6.3,Equation 6.6.3,SGA5_English_sync_workpass.tex,4158,explicit_tag,{6.6.3},80,compiled_resolved
SGA5-TARGET-00313,sga5:III:theorem:4,III,theorem,4,Theorem 4.,SGA5_English_sync_workpass.tex,4164,plain_sentence_heading,5,80,compiled_resolved
SGA5-TARGET-00314,sga5:III:theorem:6.7,III,theorem,6.7,Theorem 6.7,SGA5_English_sync_workpass.tex,4166,statement_environment,5,80,compiled_resolved
