slug,pdf,page,png,width,height,mean_gray,stddev_gray,black_fraction,trim_box,trim_x,trim_y,trim_area_fraction,blankish,dark_or_inverted
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",22,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00022.png",745,1053,0.97275,0.1177,0.07553,566x908+1+0,1,0,0.65512,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",33,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00033.png",567,851,0.98514,0.08599,0.04432,496x790+0+0,0,0,0.81208,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",43,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00043.png",567,851,0.95665,0.13893,0.13101,425x790+0+0,0,0,0.69583,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",53,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00053.png",567,851,0.97458,0.10575,0.08363,425x790+0+0,0,0,0.69583,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",64,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00064.png",745,1053,0.99278,0.06266,0.01914,568x958+0+0,0,0,0.69363,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",75,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00075.png",745,1053,0.96859,0.12648,0.08663,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",85,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00085.png",745,1053,0.96215,0.13578,0.10767,567x890+0+0,0,0,0.64326,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",95,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00095.png",745,1053,0.96136,0.13727,0.10905,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",106,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00106.png",745,1053,0.96027,0.13787,0.11367,568x958+0+0,0,0,0.69363,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",117,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00117.png",745,1053,0.96202,0.13629,0.10754,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",127,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00127.png",745,1053,0.97422,0.1136,0.07291,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",137,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00137.png",745,1053,0.9624,0.13581,0.10597,568x958+0+0,0,0,0.69363,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",148,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00148.png",745,1053,0.97132,0.11991,0.08015,607x958+0+0,0,0,0.74126,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",159,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00159.png",745,1053,0.96059,0.14337,0.10566,568x958+0+0,0,0,0.69363,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",169,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00169.png",745,1053,0.98105,0.10176,0.04926,568x958+0+0,0,0,0.69363,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",179,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00179.png",745,1053,0.97167,0.12087,0.0771,568x926+0+0,0,0,0.67046,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",190,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00190.png",745,1053,0.97209,0.11756,0.07981,568x909+0+0,0,0,0.65815,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",201,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00201.png",745,1053,0.97389,0.11756,0.07051,568x958+0+0,0,0,0.69363,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",211,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00211.png",745,1053,0.97271,0.11902,0.07455,568x958+0+0,0,0,0.69363,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",221,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00221.png",745,1053,0.98823,0.07728,0.0335,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",232,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00232.png",745,1053,0.97773,0.10697,0.06014,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",243,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00243.png",745,1053,0.97647,0.10981,0.06342,568x956+0+0,0,0,0.69218,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",249,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00249.png",745,1053,0.99548,0.04903,0.01168,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",250,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00250.png",745,1053,0.94591,0.16175,0.14533,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",251,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00251.png",745,1053,0.96204,0.13754,0.10239,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",252,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00252.png",745,1053,0.99875,0.02711,0.00284,568x957+0+0,0,0,0.69291,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",253,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00253.png",745,1053,0.99787,0.03696,0.00458,568x957+0+0,0,0,0.69291,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",1,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00001.png",745,1053,0.99826,0.03251,0.00429,396x64+0+0,0,0,0.03231,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",2,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00002.png",745,1053,0.99478,0.05486,0.01306,568x957+0+0,0,0,0.69291,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",3,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00003.png",745,1053,0.9901,0.07411,0.02541,568x957+0+0,0,0,0.69291,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",4,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00004.png",745,1053,0.94609,0.16329,0.14809,568x958+0+0,0,0,0.69363,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",5,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00005.png",745,1053,0.9493,0.15365,0.14613,568x957+0+0,0,0,0.69291,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",14,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00014.png",745,1053,0.95002,0.15346,0.14247,568x958+0+0,0,0,0.69363,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",28,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00028.png",745,1053,0.99369,0.05798,0.0165,568x955+0+0,0,0,0.69146,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",41,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00041.png",745,1053,0.99204,0.06405,0.02147,568x955+0+0,0,0,0.69146,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",54,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00054.png",745,1053,0.99135,0.06856,0.02238,568x955+0+0,0,0,0.69146,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",68,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00068.png",690,925,0.96551,0.14909,0.07116,513x765+0+0,0,0,0.61488,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",81,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00081.png",690,925,0.96864,0.13737,0.07142,593x764+0+0,0,0,0.70983,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",94,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00094.png",745,1053,0.96856,0.12434,0.08955,567x908+0+0,0,0,0.65627,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",108,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00108.png",745,1053,0.99587,0.04609,0.01191,567x911+0+0,0,0,0.65844,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",121,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00121.png",745,1053,0.94529,0.15958,0.15634,612x908+0+0,0,0,0.70836,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",134,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00134.png",745,1053,0.97675,0.10742,0.06685,568x960+0+0,0,0,0.69508,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",148,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00148.png",745,1053,0.96594,0.13636,0.08382,568x908+0+0,0,0,0.65743,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",161,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00161.png",745,1053,0.98088,0.10262,0.0479,567x908+0+0,0,0,0.65627,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",174,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00174.png",745,1053,0.96801,0.13223,0.07932,566x912+0+0,0,0,0.658,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",188,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00188.png",745,1053,0.97356,0.11598,0.07352,588x907+0+0,0,0,0.67983,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",201,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00201.png",745,1053,0.98942,0.07643,0.02856,568x336+0+0,0,0,0.24328,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",214,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00214.png",745,1053,0.97227,0.11713,0.07873,569x958+0+0,0,0,0.69485,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",228,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00228.png",745,1053,0.98424,0.09148,0.04118,568x958+0+0,0,0,0.69363,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",241,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00241.png",745,1053,0.98425,0.09108,0.04273,568x943+0+0,0,0,0.68277,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",254,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00254.png",745,1053,0.98447,0.0895,0.04324,568x943+0+0,0,0,0.68277,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",268,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00268.png",745,1053,0.97865,0.10357,0.06012,568x957+0+0,0,0,0.69291,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",281,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00281.png",745,1053,0.98194,0.09603,0.04981,568x957+0+0,0,0,0.69291,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",294,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00294.png",745,1053,0.9955,0.04868,0.01222,568x958+0+0,0,0,0.69363,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",308,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00308.png",745,1053,0.98458,0.08744,0.04344,568x956+0+0,0,0,0.69218,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",317,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00317.png",745,1053,0.95739,0.14637,0.11654,568x957+0+0,0,0,0.69291,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",318,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00318.png",745,1053,0.97769,0.10932,0.05959,568x956+0+0,0,0,0.69218,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",319,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00319.png",745,1053,0.97625,0.1138,0.06238,568x957+0+0,0,0,0.69291,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",320,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00320.png",745,1053,0.98841,0.07737,0.03187,568x957+0+0,0,0,0.69291,False,False
"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft","03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft.pdf",321,"gauss_author_clean_refresh_strict_audit/sample_pages/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Draft/page_00321.png",745,1053,0.98557,0.08669,0.03955,568x957+0+0,0,0,0.69291,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",1,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00001.png",745,1053,0.96868,0.1321,0.07602,568x764+0+0,0,0,0.55317,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",2,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00002.png",745,1053,0.96616,0.13659,0.08304,568x923+0+0,0,0,0.66829,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",3,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00003.png",745,1053,0.97542,0.11708,0.0609,568x726+0+0,0,0,0.52565,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",4,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00004.png",745,1053,0.97872,0.11086,0.05058,570x797+0+0,0,0,0.57909,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",5,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00005.png",745,1053,0.97857,0.11033,0.05199,566x898+0+0,0,0,0.6479,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",29,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00029.png",745,1053,0.94452,0.17397,0.13195,568x920+0+0,0,0,0.66612,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",56,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00056.png",745,1053,0.98549,0.09075,0.03601,566x903+0+0,0,0,0.65151,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",84,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00084.png",745,1053,0.97357,0.12268,0.0635,568x423+0+0,0,0,0.30627,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",112,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00112.png",745,1053,0.97817,0.11443,0.04979,568x962+0+0,0,0,0.69653,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",139,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00139.png",745,1053,0.96681,0.13083,0.08682,570x956+0+0,0,0,0.69462,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",167,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00167.png",745,1053,0.985,0.08948,0.03922,569x957+0+0,0,0,0.69413,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",195,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00195.png",745,1053,0.98189,0.10112,0.04393,568x902+0+0,0,0,0.65309,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",222,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00222.png",745,1053,0.986,0.08992,0.03256,569x476+0+0,0,0,0.34525,False,False
"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft","04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft.pdf",250,"gauss_author_clean_refresh_strict_audit/sample_pages/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Draft/page_00250.png",745,1053,0.97257,0.12483,0.06525,573x471+0+0,0,0,0.34403,False,False
