expansion_id,scope,concept_anchor,german_anchor,english_anchor,selected_source_package_ids,selected_source_paths,selected_source_urls,source_body_support_status,draft_target_rendering,term_alternatives_or_register_note,interlinear_scaffold,formula_neighboring_usage_note,adverse_evidence_or_blocker_note,reviewer_question,source_use_label,source_gate_decision,promotion_allowed,accepted_translation_evidence,native_review_claimed
R9-WC33B23-EXP-0001,Amharic,algebra,Algebra,algebra,AHW-SB-00001 | AHW-SB-00002 | AHW-SB-00003,bodies/amharic/source-pdfs/R9-LSB-0001_001_amharic_math_g1_chapter_10_602a7818.pdf | bodies/amharic/source-pdfs/R9-LSB-0002_002_amharic_math_g1_chapter_11_407823c2.pdf | bodies/amharic/source-pdfs/R9-LSB-0003_003_amharic_math_g1_chapter_12_486d1600.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_AMHARIC_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_AMHARIC_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_12_Language_AMHARIC_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Amharic generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0028,Oromo,theorem-proof,Satz/Beweis,theorem/proof,AHW-SB-00049 | AHW-SB-00050 | AHW-SB-00051,bodies/oromo/source-pdfs/R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf | bodies/oromo/source-pdfs/R9-LSB-0051_003_oromo_math_g1_chapter_10_91b52aa4.pdf | bodies/oromo/source-pdfs/R9-LSB-0052_004_oromo_math_g1_chapter_11_26bb3213.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_OROMO_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Oromo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula-neighboring prose may be scaffolded but target phrase remains extraction-gated,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0029,Tigrigna/Tigrinya,algebra,Algebra,algebra,AHW-SB-00206 | AHW-SB-00207 | AHW-SB-00208,bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0219_003_tigrigna_math_g1_teacher_guide_teacher_guide_49a5f61c.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0220_004_tigrigna_math_g1_chapter_10_85937dcc.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0221_005_tigrigna_math_g1_chapter_11_091eb72a.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_TIGRIGNA_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Tigrigna/Tigrinya generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0030,Tigrigna/Tigrinya,ring,Ring,ring,AHW-SB-00206 | AHW-SB-00207 | AHW-SB-00208,bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0219_003_tigrigna_math_g1_teacher_guide_teacher_guide_49a5f61c.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0220_004_tigrigna_math_g1_chapter_10_85937dcc.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0221_005_tigrigna_math_g1_chapter_11_091eb72a.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_TIGRIGNA_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Tigrigna/Tigrinya generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,watch whether the source body uses school arithmetic sense or abstract algebra sense,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0031,Tigrigna/Tigrinya,field,Korper/Field,field,AHW-SB-00206 | AHW-SB-00207 | AHW-SB-00208,bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0219_003_tigrigna_math_g1_teacher_guide_teacher_guide_49a5f61c.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0220_004_tigrigna_math_g1_chapter_10_85937dcc.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0221_005_tigrigna_math_g1_chapter_11_091eb72a.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_TIGRIGNA_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Tigrigna/Tigrinya generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,avoid inferring algebraic field term from ordinary field/register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0032,Tigrigna/Tigrinya,module,Modul,module,AHW-SB-00206 | AHW-SB-00207 | AHW-SB-00208,bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0219_003_tigrigna_math_g1_teacher_guide_teacher_guide_49a5f61c.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0220_004_tigrigna_math_g1_chapter_10_85937dcc.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0221_005_tigrigna_math_g1_chapter_11_091eb72a.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_TIGRIGNA_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Tigrigna/Tigrinya generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,confirm whether source body has linear-algebra/module context before draft use,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0033,Tigrigna/Tigrinya,homomorphism,Homomorphismus,homomorphism,AHW-SB-00206 | AHW-SB-00207 | AHW-SB-00208,bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0219_003_tigrigna_math_g1_teacher_guide_teacher_guide_49a5f61c.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0220_004_tigrigna_math_g1_chapter_10_85937dcc.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0221_005_tigrigna_math_g1_chapter_11_091eb72a.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_TIGRIGNA_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Tigrigna/Tigrinya generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,manual/reviewer gate likely needed for exact register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0034,Tigrigna/Tigrinya,invariant,Invariante,invariant,AHW-SB-00206 | AHW-SB-00207 | AHW-SB-00208,bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0219_003_tigrigna_math_g1_teacher_guide_teacher_guide_49a5f61c.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0220_004_tigrigna_math_g1_chapter_10_85937dcc.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0221_005_tigrigna_math_g1_chapter_11_091eb72a.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_TIGRIGNA_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Tigrigna/Tigrinya generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,Noether/invariant-theory sense must be supported by exact context,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0035,Tigrigna/Tigrinya,theorem-proof,Satz/Beweis,theorem/proof,AHW-SB-00206 | AHW-SB-00207 | AHW-SB-00208,bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0219_003_tigrigna_math_g1_teacher_guide_teacher_guide_49a5f61c.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0220_004_tigrigna_math_g1_chapter_10_85937dcc.pdf | bodies/tigrigna-tigrinya/source-pdfs/R9-LSB-0221_005_tigrigna_math_g1_chapter_11_091eb72a.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_TIGRIGNA_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_TIGRIGNA_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Tigrigna/Tigrinya generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula-neighboring prose may be scaffolded but target phrase remains extraction-gated,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0036,Hausa,algebra,Algebra,algebra,AHW-SB-00304 | AHW-SB-00309 | AHW-SB-00332,bodies/hausa/source-archives/R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip | bodies/hausa/source-pdfs/R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes,https://github.com/FazamMV23/HausaMath | https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Hausa generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00014: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00015: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00016: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0037,Hausa,ring,Ring,ring,AHW-SB-00304 | AHW-SB-00309 | AHW-SB-00332,bodies/hausa/source-archives/R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip | bodies/hausa/source-pdfs/R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes,https://github.com/FazamMV23/HausaMath | https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Hausa generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,watch whether the source body uses school arithmetic sense or abstract algebra sense,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00014: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00015: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00016: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0038,Hausa,field,Korper/Field,field,AHW-SB-00304 | AHW-SB-00309 | AHW-SB-00332,bodies/hausa/source-archives/R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip | bodies/hausa/source-pdfs/R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes,https://github.com/FazamMV23/HausaMath | https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Hausa generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,avoid inferring algebraic field term from ordinary field/register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00014: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00015: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00016: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0039,Hausa,module,Modul,module,AHW-SB-00304 | AHW-SB-00309 | AHW-SB-00332,bodies/hausa/source-archives/R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip | bodies/hausa/source-pdfs/R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes,https://github.com/FazamMV23/HausaMath | https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Hausa generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,confirm whether source body has linear-algebra/module context before draft use,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00014: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00015: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00016: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0040,Hausa,homomorphism,Homomorphismus,homomorphism,AHW-SB-00304 | AHW-SB-00309 | AHW-SB-00332,bodies/hausa/source-archives/R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip | bodies/hausa/source-pdfs/R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes,https://github.com/FazamMV23/HausaMath | https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Hausa generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,manual/reviewer gate likely needed for exact register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00014: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00015: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00016: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0041,Hausa,invariant,Invariante,invariant,AHW-SB-00304 | AHW-SB-00309 | AHW-SB-00332,bodies/hausa/source-archives/R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip | bodies/hausa/source-pdfs/R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes,https://github.com/FazamMV23/HausaMath | https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Hausa generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,Noether/invariant-theory sense must be supported by exact context,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00014: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00015: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00016: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0042,Hausa,theorem-proof,Satz/Beweis,theorem/proof,AHW-SB-00304 | AHW-SB-00309 | AHW-SB-00332,bodies/hausa/source-archives/R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip | bodies/hausa/source-pdfs/R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes,https://github.com/FazamMV23/HausaMath | https://archive.org/download/hawiki-Lissafi-20200722.pdf/hawiki-Lissafi-20200722.pdf | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Hausa generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula-neighboring prose may be scaffolded but target phrase remains extraction-gated,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00014: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00015: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00016: continue Hausa textbook/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0043,Igbo,algebra,Algebra,algebra,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Igbo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00019: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00020: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00021: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0044,Igbo,ring,Ring,ring,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Igbo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,watch whether the source body uses school arithmetic sense or abstract algebra sense,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00019: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00020: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00021: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
