"witness_id","language","evidence_tier","requirement","status","evidence","next_action"
"FR-GAP-002","French","GAP","gap/blocker note","ok","No usable German Noether Tensorprodukt prose anchor; noisy otimes hits insufficient","none"
"FR-GAP-002","French","GAP","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | gap row only; language lane does not push; no upload/promotion action except through B3 source-canon coordination","none"
"ES-GAP-001","Spanish","GAP","language/topic tags present","ok","tensor_product; producto tensorial","none"
"ES-GAP-001","Spanish","GAP","source URL or explicit gap","not_applicable_gap_row","No usable German Noether Tensorprodukt prose anchor; noisy otimes hits insufficient","retain explicit gap until source is found"
"ES-GAP-001","Spanish","GAP","local path/hash/byte count","not_applicable_gap_row","","retain explicit gap until source is found"
"ES-GAP-001","Spanish","GAP","license/access signal","recorded","not applicable","none; do not treat as clearance without B3/legal review"
"ES-GAP-001","Spanish","GAP","evidence tier and source/fallback flags","ok_gap","grade=GAP; source_type=not applicable","none"
"ES-GAP-001","Spanish","GAP","gap/blocker note","ok","No usable German Noether Tensorprodukt prose anchor; noisy otimes hits insufficient","none"
"ES-GAP-001","Spanish","GAP","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | gap row only; language lane does not push; no upload/promotion action except through B3 source-canon coordination","none"
"ES-GAP-002","Spanish","GAP","language/topic tags present","ok","semisimple; semisimple; completamente reducible","none"
"ES-GAP-002","Spanish","GAP","source URL or explicit gap","not_applicable_gap_row","Direct Noether prose should keep completamente reducible for vollstandig reduzibel; semisimple remains review-sensitive","retain explicit gap until source is found"
"ES-GAP-002","Spanish","GAP","local path/hash/byte count","not_applicable_gap_row","","retain explicit gap until source is found"
"ES-GAP-002","Spanish","GAP","license/access signal","recorded","not applicable","none; do not treat as clearance without B3/legal review"
"ES-GAP-002","Spanish","GAP","evidence tier and source/fallback flags","ok_gap","grade=GAP; source_type=not applicable","none"
"ES-GAP-002","Spanish","GAP","gap/blocker note","ok","Direct Noether prose should keep completamente reducible for vollstandig reduzibel; semisimple remains review-sensitive","none"
"ES-GAP-002","Spanish","GAP","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | gap row only; language lane does not push; no upload/promotion action except through B3 source-canon coordination","none"
"ES-GAP-003","Spanish","GAP","language/topic tags present","ok","pdf_sources; UVA; UBA; Dialnet fallback PDFs","none"
"ES-GAP-003","Spanish","GAP","source URL or explicit gap","not_applicable_gap_row","Original live URL/license gap narrowed; residual gaps retained on ES-C-008/009/010 rows","retain explicit gap until source is found"
"ES-GAP-003","Spanish","GAP","local path/hash/byte count","not_applicable_gap_row","","retain explicit gap until source is found"
"ES-GAP-003","Spanish","GAP","license/access signal","recorded","not applicable","none; do not treat as clearance without B3/legal review"
"ES-GAP-003","Spanish","GAP","evidence tier and source/fallback flags","ok_gap","grade=GAP; source_type=not applicable","none"
"ES-GAP-003","Spanish","GAP","gap/blocker note","ok","Original live URL/license gap narrowed; residual gaps retained on ES-C-008/009/010 rows","none"
"ES-GAP-003","Spanish","GAP","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | gap row only; language lane does not push; no upload/promotion action except through B3 source-canon coordination","none"
"ES-GAP-004","Spanish","GAP","language/topic tags present","ok","repository_source; notas-san-salvador","none"
"ES-GAP-004","Spanish","GAP","source URL or explicit gap","ok","https://github.com/alexey-beshenov/notas-san-salvador","none"
"ES-GAP-004","Spanish","GAP","local path/hash/byte count","not_applicable_gap_row","","retain explicit gap until source is found"
"ES-GAP-004","Spanish","GAP","license/access signal","weak_or_gap_recorded","Repository license gap deeply evidenced: GitHub API repo.license null, license endpoint 404; local ZIP has no LICENSE/COPYING file; full text-like archive scan found 0 repository license-grant hits; linked cadadr teaching pages found 0 rights/license hits; no license-clearance claim","source-canon/steward review should resolve license/access terms before any reuse beyond provenance"
"ES-GAP-004","Spanish","GAP","evidence tier and source/fallback flags","ok_gap","grade=GAP; source_type=live GitHub page check","none"
"ES-GAP-004","Spanish","GAP","gap/blocker note","ok","Public TeX source exists but no explicit repository license grant detected; retain B3/source-canon review gap before any reuse beyond provenance","none"
"ES-GAP-004","Spanish","GAP","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | gap row only; language lane does not push; no upload/promotion action except through B3 source-canon coordination","none"
