language_code,language_name,scripts,arxiv_id,title,authors,published,updated,categories,abs_url,pdf_url,eprint_url,license_url,license_policy,metadata_language_evidence_terms,topic_tags,api_query,candidate_role,boundary
sk,Slovak,Latin,2306.15624v1,On quasimap invariants of moduli spaces of Higgs bundles,Denis Nesterov,2023-06-27T17:02:36Z,2023-06-27T17:02:36Z,math.AG,http://arxiv.org/abs/2306.15624v1,https://arxiv.org/pdf/2306.15624v1,https://arxiv.org/e-print/2306.15624v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,2204.02520v1,Bikei Module Invariants of Unoriented Surface-Links,Yewon Joung; Sam Nelson,2022-04-05T23:51:10Z,2022-04-05T23:51:10Z,math.GT;math.QA,http://arxiv.org/abs/2204.02520v1,https://arxiv.org/pdf/2204.02520v1,https://arxiv.org/e-print/2204.02520v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,2010.14562v2,Holonomic modules for rings of invariant differential operators,Vyacheslav Futorny; João Schwarz,2020-10-27T19:09:03Z,2021-02-16T17:30:58Z,math.RT,http://arxiv.org/abs/2010.14562v2,https://arxiv.org/pdf/2010.14562v2,https://arxiv.org/e-print/2010.14562v2,,missing_arxiv_license,modul; invariant; algebra,algebra;ring;module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1008.0114v1,Rack Module Enhancements of Counting Invariants,Aaron Haas; Garret Heckel; Sam Nelson; Jonah Yuen; Qingcheng Zhang,2010-07-31T17:51:29Z,2010-07-31T17:51:29Z,math.GT;math.QA,http://arxiv.org/abs/1008.0114v1,https://arxiv.org/pdf/1008.0114v1,https://arxiv.org/e-print/1008.0114v1,,missing_arxiv_license,modul; invariant; algebra,algebra;ring;module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,9503021v1,"Moduli of pre-$\cal D$-modules, perverse sheaves and the Riemann-Hilbert morphism -I",Nitin Nitsure; Claude Sabbah,1995-03-28T11:35:00Z,1995-03-28T11:35:00Z,math.AG,http://arxiv.org/abs/alg-geom/9503021v1,https://arxiv.org/pdf/alg-geom/9503021v1,https://arxiv.org/e-print/9503021v1,,missing_arxiv_license,modul,module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1110.1778v2,Virtual shadow modules and their link invariants,Jackson Blankstein; Susan Kim; Catherine Lepel; Sam Nelson; Nicole Sanderson,2011-10-09T00:13:11Z,2012-04-18T22:54:15Z,math.GT;math.QA,http://arxiv.org/abs/1110.1778v2,https://arxiv.org/pdf/1110.1778v2,https://arxiv.org/e-print/1110.1778v2,,missing_arxiv_license,modul; invariant; algebra,algebra;module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,0704.1246v2,Invariants of Welded Virtual Knots Via Crossed Module Invariants of Knotted Surfaces,Louis H. Kauffman; João Faria Martins,2007-04-10T15:32:19Z,2008-01-25T10:07:44Z,math.GT;hep-th;math.QA,http://arxiv.org/abs/0704.1246v2,https://arxiv.org/pdf/0704.1246v2,https://arxiv.org/e-print/0704.1246v2,,missing_arxiv_license,modul; invariant,ring;module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,2201.01587v5,Local and global invariant cycle theorems for Hodge modules,Morihiko Saito,2022-01-05T13:02:25Z,2024-04-18T12:46:41Z,math.AG,http://arxiv.org/abs/2201.01587v5,https://arxiv.org/pdf/2201.01587v5,https://arxiv.org/e-print/2201.01587v5,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1208.6244v3,Two-Sphere Partition Functions and Gromov-Witten Invariants,Hans Jockers; Vijay Kumar; Joshua M. Lapan; David R. Morrison; Mauricio Romo,2012-08-30T17:27:37Z,2013-12-30T23:39:23Z,hep-th;math.AG,http://arxiv.org/abs/1208.6244v3,https://arxiv.org/pdf/1208.6244v3,https://arxiv.org/e-print/1208.6244v3,,missing_arxiv_license,modul; invariant,ring;module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,2201.13382v2,Twisted Kuperberg invariants of knots and Reidemeister torsion via twisted Drinfeld doubles,Daniel López Neumann,2022-01-31T17:44:28Z,2023-11-15T20:26:05Z,math.QA;math.GT,http://arxiv.org/abs/2201.13382v2,https://arxiv.org/pdf/2201.13382v2,https://arxiv.org/e-print/2201.13382v2,,missing_arxiv_license,invariant; algebra,algebra;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1408.4888v2,Self-dual quiver moduli and orientifold Donaldson-Thomas invariants,Matthew B. Young,2014-08-21T05:54:11Z,2015-01-29T09:18:49Z,math.AG;hep-th;math.RT,http://arxiv.org/abs/1408.4888v2,https://arxiv.org/pdf/1408.4888v2,https://arxiv.org/e-print/1408.4888v2,,missing_arxiv_license,modul; invariant,ring;module;field;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1812.06543v2,"Reflexive modules on normal Gorenstein Stein surfaces, their deformations and moduli",Javier Fernandez de Bobadilla; Agustin Romano Velazquez,2018-12-16T22:16:43Z,2019-04-04T07:42:41Z,math.AG;math.AC;math.RT,http://arxiv.org/abs/1812.06543v2,https://arxiv.org/pdf/1812.06543v2,https://arxiv.org/e-print/1812.06543v2,,missing_arxiv_license,modul,module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,2003.11674v2,Moduli Space of $Λ$-modules on Projective Deligne-Mumford Stacks,Hao Sun,2020-03-25T23:18:11Z,2020-11-13T17:39:24Z,math.AG,http://arxiv.org/abs/2003.11674v2,https://arxiv.org/pdf/2003.11674v2,https://arxiv.org/e-print/2003.11674v2,,missing_arxiv_license,modul; algebra,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,0604321v1,"Standard monomial bases, moduli of vector bundles, and invariant theory",V. Lakshmibai; K. N. Raghavan; P. Sankaran; P. Shukla,2006-04-13T16:52:13Z,2006-04-13T16:52:13Z,math.AG;math.AC,http://arxiv.org/abs/math/0604321v1,https://arxiv.org/pdf/math/0604321v1,https://arxiv.org/e-print/0604321v1,,missing_arxiv_license,modul; invariant; algebra,algebra;ring;module;group;field;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1512.05943v2,First order local invariants of planar caustics,Raúl Oset Sinha; María del Carmen Romero Fuster,2015-12-18T13:27:57Z,2017-01-12T08:58:32Z,math.AT;math.DG,http://arxiv.org/abs/1512.05943v2,https://arxiv.org/pdf/1512.05943v2,https://arxiv.org/e-print/1512.05943v2,,missing_arxiv_license,invariant,invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1011.5153v1,"Relative Invariants, Ideal Classes and Quasi-Canonical Modules of Modular Rings of Invariants",Peter Fleischmann; Chris Woodcock,2010-11-23T16:38:32Z,2010-11-23T16:38:32Z,math.AC;math.GR;math.RT,http://arxiv.org/abs/1011.5153v1,https://arxiv.org/pdf/1011.5153v1,https://arxiv.org/e-print/1011.5153v1,,missing_arxiv_license,modul; invariant,ring;module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1701.07116v2,Automorphism-invariant non-singular rings and modules,Askar Tuganbaev,2017-01-25T00:39:11Z,2017-04-19T07:27:33Z,math.RA,http://arxiv.org/abs/1701.07116v2,https://arxiv.org/pdf/1701.07116v2,https://arxiv.org/e-print/1701.07116v2,,missing_arxiv_license,modul; invariant,ring;module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1004.4161v3,Compact quantum subgroups and left invariant C*-subalgebras of locally compact quantum groups,Pekka Salmi,2010-04-23T15:32:45Z,2012-01-24T12:18:26Z,math.OA;math.FA;math.QA,http://arxiv.org/abs/1004.4161v3,https://arxiv.org/pdf/1004.4161v3,https://arxiv.org/e-print/1004.4161v3,,missing_arxiv_license,invariant; algebra,algebra;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1711.05563v1,Moduli spaces of anti-invariant vector bundles over a curve,Hacen Zelaci,2017-11-15T13:27:37Z,2017-11-15T13:27:37Z,math.AG,http://arxiv.org/abs/1711.05563v1,https://arxiv.org/pdf/1711.05563v1,https://arxiv.org/e-print/1711.05563v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,0812.0986v2,Module categories for permutation modular invariants,Till Barmeier; Jurgen Fuchs; Ingo Runkel; Christoph Schweigert,2008-12-04T17:03:46Z,2010-02-05T17:55:04Z,math.CT;hep-th;math.QA,http://arxiv.org/abs/0812.0986v2,https://arxiv.org/pdf/0812.0986v2,https://arxiv.org/e-print/0812.0986v2,,missing_arxiv_license,modul; invariant; algebra,algebra;module;field;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1301.3803v2,Link invariants from finite categorical groups and braided crossed modules,João Faria Martins; Roger Picken,2013-01-16T19:56:27Z,2013-01-24T18:32:34Z,math.GT;math.AT;math.QA,http://arxiv.org/abs/1301.3803v2,https://arxiv.org/pdf/1301.3803v2,https://arxiv.org/e-print/1301.3803v2,,missing_arxiv_license,modul; invariant,module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,2510.23811v1,"N^d-indexed persistence modules, higher dimensional partitions and rank invariants",Mehdi Nategh; Zhenbo Qin; Shuguang Wang,2025-10-27T19:50:59Z,2025-10-27T19:50:59Z,math.AT;math.AG;math.CO,http://arxiv.org/abs/2510.23811v1,https://arxiv.org/pdf/2510.23811v1,https://arxiv.org/e-print/2510.23811v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1810.05929v1,Segre invariant and a stratification of the moduli space of coherent systems,Leonardo Roa Leguizamon,2018-10-13T21:16:05Z,2018-10-13T21:16:05Z,math.AG,http://arxiv.org/abs/1810.05929v1,https://arxiv.org/pdf/1810.05929v1,https://arxiv.org/e-print/1810.05929v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,2112.09869v2,Moduli spaces of modules over even Clifford algebras and Prym varieties,Jia Choon Lee,2021-12-18T07:53:32Z,2023-10-23T15:39:08Z,math.AG,http://arxiv.org/abs/2112.09869v2,https://arxiv.org/pdf/2112.09869v2,https://arxiv.org/e-print/2112.09869v2,,missing_arxiv_license,modul; algebra,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,0210211v2,A theory of the invariants obtained from the moduli stacks of stable objects on a smooth polarized surface,Takuro Mochizuki,2002-10-15T00:58:54Z,2006-07-07T06:59:40Z,math.AG,http://arxiv.org/abs/math/0210211v2,https://arxiv.org/pdf/math/0210211v2,https://arxiv.org/e-print/0210211v2,,missing_arxiv_license,modul; invariant; algebra,algebra;module;field;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,0906.2598v1,"Moduli of plane quartics, Gopel invariants and Borcherds products",Shigeyuki Kondo,2009-06-15T03:32:58Z,2009-06-15T03:32:58Z,math.AG,http://arxiv.org/abs/0906.2598v1,https://arxiv.org/pdf/0906.2598v1,https://arxiv.org/e-print/0906.2598v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,1705.06402v3,A Remark on Gromov-Witten Invariants of Quintic Threefold,Longting Wu,2017-05-18T03:00:23Z,2018-01-05T12:44:03Z,math.AG,http://arxiv.org/abs/1705.06402v3,https://arxiv.org/pdf/1705.06402v3,https://arxiv.org/e-print/1705.06402v3,,missing_arxiv_license,invariant,invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,0508133v2,On certain moduli spaces of ideal sheaves and Donaldson-Thomas invariants,Sheldon Katz; Wei-Ping Li; Zhenbo Qin,2005-08-07T15:12:57Z,2005-08-09T03:36:00Z,math.AG,http://arxiv.org/abs/math/0508133v2,https://arxiv.org/pdf/math/0508133v2,https://arxiv.org/e-print/0508133v2,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,0607380v1,Convex cones and SAGBI bases of permutation invariants,Nicolas M. Thiéry; Stéphan Thomassé,2006-07-17T10:08:45Z,2006-07-17T10:08:45Z,math.AC;math.CO,http://arxiv.org/abs/math/0607380v1,https://arxiv.org/pdf/math/0607380v1,https://arxiv.org/e-print/0607380v1,,missing_arxiv_license,invariant,ring;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
sk,Slovak,Latin,9602007v6,Virtual moduli cycles and Gromov-Witten invariants of algebraic varieties,Jun Li; Gang Tian,1996-02-09T07:08:23Z,1998-02-14T01:42:02Z,math.AG,http://arxiv.org/abs/alg-geom/9602007v6,https://arxiv.org/pdf/alg-geom/9602007v6,https://arxiv.org/e-print/9602007v6,,missing_arxiv_license,modul; invariant; algebra,algebra;module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""teleso"" OR all:""telesá"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutatívna algebra"" OR all:""teória grúp"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
