"top_root","second_root","path","bytes","extension","object","is_package_path","lane_scope","source_use_label","r6_classification","may_support_draft"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE342_20260704T224057_ROLLING_DELTA_AFTER_PACKAGE341/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_LICENSE_ACCESS_AUDIT_20260704.md","4644",".md","463de40eb95c494ef93d6da4225c5d92ef7d6b1a","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE343_20260704T224220_ROLLING_DELTA_AFTER_PACKAGE342/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","8831",".md","a40577ffd8e127799b18ec5d4e790831a2a58850","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE343_20260704T224220_ROLLING_DELTA_AFTER_PACKAGE342/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","8504",".md","eb5edd926e5f857813cb008b63e2304480bc75a9","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE343_20260704T224220_ROLLING_DELTA_AFTER_PACKAGE342/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","10407",".json","b4bd7eeaf27a6691ddcdd49b91265438c18fe2b0","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE344_20260704T224537_ROLLING_DELTA_AFTER_PACKAGE343/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_FIELD_COMPLETENESS_AUDIT_20260704.md","5000",".md","b405f17abfb85e7e7bb02c05adce227e2066d8b6","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE344_20260704T224537_ROLLING_DELTA_AFTER_PACKAGE343/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_PATH_HASH_AUDIT_20260704.md","2007",".md","b97036b99b2d3e8933c47e02f303493b7f062886","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE344_20260704T224537_ROLLING_DELTA_AFTER_PACKAGE343/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.md","3042",".md","746d87e7f1830c1362eb8a9a998bdc81fb9954a5","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE347_20260704T225355_ROLLING_DELTA_AFTER_PACKAGE346/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","12995",".md","90b9cd92e39e25545e755e6edfc1635724780eda","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE347_20260704T225355_ROLLING_DELTA_AFTER_PACKAGE346/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","9776",".md","484edbd6c77d1c909a661381dc9f8ef305b1d861","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE347_20260704T225355_ROLLING_DELTA_AFTER_PACKAGE346/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","8826",".md","1075865c571df89b8b7b006ab45404a847cfa0fb","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE347_20260704T225355_ROLLING_DELTA_AFTER_PACKAGE346/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","11440",".json","b05e08f8abef677247fcfaa1e5882c6fd2210ba7","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE348_20260704T225604_ROLLING_DELTA_AFTER_PACKAGE347/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","14326",".md","16b22d514e9e58426c26212d54899e87fccdb308","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE349_20260704T225804_ROLLING_DELTA_AFTER_PACKAGE348/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","10502",".md","1381a62c1b45a01e4294f1b5f83a5e260c095a84","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE349_20260704T225804_ROLLING_DELTA_AFTER_PACKAGE348/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","12577",".json","bdfeff9f94dc01c3f46fd5951516cb321be1553f","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE350_20260704T230417_ROLLING_DELTA_AFTER_PACKAGE349/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","15489",".md","3b8a2a2bafa96f7c0f2f4ee2ca8628f894e9295e","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE350_20260704T230417_ROLLING_DELTA_AFTER_PACKAGE349/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","10998",".md","b6e5f163fc94b70cf9bae19c331b540d8d562a92","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE350_20260704T230417_ROLLING_DELTA_AFTER_PACKAGE349/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","9112",".md","c6f64949846ee7dacf9faafa403fe9b57bb2b27c","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE350_20260704T230417_ROLLING_DELTA_AFTER_PACKAGE349/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","13396",".json","549de95c0b24345814b8d10fc0a0ce174da59dea","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE351_20260704T230749_ROLLING_DELTA_AFTER_PACKAGE350/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","16549",".md","eaa2a843f1e464259c3af77479ff93be12010562","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE351_20260704T230749_ROLLING_DELTA_AFTER_PACKAGE350/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","11425",".md","a1bfa95ddd9aa8c2da3341a3b0b5f9ce9a640ae7","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE351_20260704T230749_ROLLING_DELTA_AFTER_PACKAGE350/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","9385",".md","23959bc483cc7b88556d1b8e128c6b2f5e38a0a2","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE352_20260704T231342_ROLLING_DELTA_AFTER_PACKAGE351/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","16549",".md","afa50908363e35ddfd775e82247726a6fa5e7971","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE352_20260704T231342_ROLLING_DELTA_AFTER_PACKAGE351/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","11425",".md","ff6d9a1f24b9a322e260a7184b9983d8bf204a75","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE352_20260704T231342_ROLLING_DELTA_AFTER_PACKAGE351/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","14054",".json","3bf1bd6a70614353d79823426876cbf7775c0910","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","18326",".md","8e4e912ff3850404b7301c018852333f8efc35b4","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_PATH_HASH_AUDIT_20260704.md","2137",".md","5f2b9c87c6a45b79a66fc14f696db3353c7796fb","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","12330",".md","a803a003f890d82a26d495f145cd7efd30d75930","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","9895",".md","a3b14f9686ad691ae5d70036bd226eb2c8818159","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","15446",".json","03dc76427e00ca4d42d13e9a0f6a0f8286901514","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE362_20260705T015123_ROLLING_DELTA_AFTER_PACKAGE361/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","48930",".csv","ccff1cadf2f4ace3f64648c4c2ed5b388dd5a7d4","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE363_20260705T015246_ROLLING_DELTA_AFTER_PACKAGE362/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","19529",".md","73c74be2d583ff580ffc93c2d0cc639bf657ad90","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE363_20260705T015246_ROLLING_DELTA_AFTER_PACKAGE362/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","12856",".md","c836a3ed5137804b307d82ea2f1993b6ea8f14b7","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE365_20260705T015724_ROLLING_DELTA_AFTER_PACKAGE364/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","10206",".md","47a1438305e148fe46ba2b9ca6796dc60981d5ad","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE365_20260705T015724_ROLLING_DELTA_AFTER_PACKAGE364/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","16304",".json","c2a8c351d605df0b80f035bbfa5e7d7e073df7dd","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE366_20260705T015855_ROLLING_DELTA_AFTER_PACKAGE365/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md","9294",".md","68452824db0131d9944425fd13c59d2b28ca9707","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE367_20260705T020036_ROLLING_DELTA_AFTER_PACKAGE366/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","19648",".md","21713c0603a9b7b0e99e96823ad937da84300368","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE367_20260705T020036_ROLLING_DELTA_AFTER_PACKAGE366/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","12856",".md","634035cd9b1cfbb83c80e922f9ee18238dd3275f","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE369_20260705T020346_ROLLING_DELTA_AFTER_PACKAGE368/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","49138",".csv","6565f4a999cd3e229dc98fec7c9fd8252a9ece46","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE369_20260705T020346_ROLLING_DELTA_AFTER_PACKAGE368/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","19698",".md","6226577e0172663135b5b741b789061d81247e81","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE369_20260705T020346_ROLLING_DELTA_AFTER_PACKAGE368/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","12749",".md","cbd2eed06760d7c78841956cbfe2833dec9edcac","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md","9346",".md","a1b919af7cc3255c8be2c57a43e4e8f76cae7cf9","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","51358",".csv","3f2651457a4ddac8b4c52ded89d93de9134bdd3d","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","21070",".md","be29c43783d35d8986e2cb0f7c44ab48426379f8","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","13270",".md","cc613bcdf5621e67e383e7d8a16167a09c580ac7","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","10529",".md","8476351a0b93784e2c992b094374e6b0bc44a074","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","17310",".json","4a905c77fb05f9d499018c44f9d9e46617ed1c2a","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE375_20260705T024659_ROLLING_DELTA_AFTER_PACKAGE374/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","13139",".md","08aa1a3542291e4bdf86d3e4c8aaf5b4da43989a","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE376_20260705T024824_ROLLING_DELTA_AFTER_PACKAGE375/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","13306",".md","bbdcb78b01a625b82ba33dd1bf352e5ad1956743","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md","9446",".md","a4062b2efe6275ba57bd8e1bbb7c83ef6d82191d","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","54675",".csv","01d6d3a7b2e696f517b9ec92b251dbb381423093","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","22315",".md","73fe5150970934aa9a7091573624478184714107","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","13875",".md","1e0ec4a9a35b8e0c979053382434e4c3047a1a83","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","10862",".md","00b33d84ce3f40245e692eb56e10d4f34f785343","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","18300",".json","193da3ad048652c561c155bccf80bcb66c71f34b","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
