self_correction_id,discovered_at_checkpoint,affected_unit,affected_file,affected_locator,error_class,original_form,corrected_form,occurrence_count,detection_channel,propagation_scope,propagation_check,status,superseded_artifact
FAC-SELF-0073,III_2_54_validation_replay,FAC-EN-U0052,lead_checkpoint_validation_replay,stale_ledger_filename,verification_command_input,"the second read-only v17 replay used the remembered but nonexistent name SELF_CORRECTION_AND_REVERSAL_LEDGER.csv","replaced it with the actual on-disk ledger name EDITORIAL_SELF_CORRECTION_LEDGER.csv after enumerating controls",0,lead_missing_path_review,"read-only validation command only; no source ledger build PDF manifest or validation artifact changed","successor replay reads all ten actual control CSVs",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0074,III_2_54_validation_replay,FAC-EN-U0052,lead_semantic_reference_closure,overstrict_local_target_rule,verification_command_logic,"the first completed semantic replay treated ten intentional locator-backed forward or external references with blank local target_entity_id as broken local entity links","applied the declared schema rule: a relation closes through either a resolvable local target_entity_id or a nonblank explicit target_locator pending later entity backfill",0,lead_semantic_row_review,"validation interpretation only; semantic rows sources builds and PDFs were unchanged","final replay passes with 71 entities 108 relations and zero source or target omissions under local-or-explicit-locator closure",operationally_corrected_before_admission,none_existing_rows_were_valid
FAC-SELF-0075,III_2_55_draft_review,FAC-EN-U0053,english_source_first_workpass/source/components/053_III_2_55_sections_of_F_n.tex,English_prose_register,lead_translation_prose,"there are an integer p and a section; The s'_j being defined for every index j","there exist an integer p and a section; Having defined the s'_j for every index j",2,lead_rendered_page_and_source_review,"no.55 English component only; formulas logical content labels and French layers unchanged","successor source reread and rebuilt cumulative pages49-50",corrected_before_admission,english_build_checkpoint_III_2_55_r1_superseded_by_r2
FAC-SELF-0076,III_2_55_link_validation,FAC-EN-U0053,lead_pdf_tool_discovery,missing_optional_commands_exit_status,verification_command_wrapper,"the read-only command-discovery loop printed the valid mutool path but returned a nonzero wrapper status while optional qpdf and pdftk were absent","used the exact discovered mutool path directly and did not treat unavailable optional programs as a FAC gate",0,lead_command_output_review,"tool discovery only; source build PDF and ledgers were unchanged","successor mutool calls inspect the admitted r3 PDF successfully",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0077,III_2_55_link_validation,FAC-EN-U0053,lead_pdf_destination_query,empty_pipe_after_for_loop,verification_command_syntax,"a read-only mutool object loop was followed directly by a pipe and PowerShell rejected the empty pipeline element before execution","collected the object output in an explicit list before filtering and then used mutool's grep surface for the exact destinations",0,lead_parser_failure_review,"read-only PDF query only; source build PDF and ledgers were unchanged","successor query finds the new section destinations and three exact GoTo annotations",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0078,III_2_55_checkpoint_preflight,FAC-EN-U0053,lead_source_and_control_identity_query,implicit_loop_output_not_returned,verification_command_output_capture,"the first read-only identity/count loop completed without returning its constructed objects to the caller","stored the objects in an explicit list and serialized one bounded JSON result including row counts hashes and the self-corrected occurrence sum",0,lead_empty_output_review,"read-only identity query only; no project artifact changed","successor query returns exact identities for the master component and six machine controls",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0079,III_2_55_link_validation,FAC-EN-U0053,lead_mutool_usage_query,unsupported_help_flag,verification_command_syntax,"a read-only mutool usage query used unsupported option -h and returned the usage text with nonzero exit status","used the documented show grep surface printed by that usage text and the exact PDF path directly",0,lead_command_output_review,"tool-usage query only; source build PDF and ledgers were unchanged","successor grep query finds destinations section*.72-section*.78 and the three intended GoTo actions",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0080,III_2_55_checkpoint_preflight,FAC-EN-U0053,controls/CHECKPOINT_VALIDATION.json,monolithic_patch_context_mismatch,verification_metadata_edit,"the first attempted v18 metadata patch included one stale expected hash substring so apply_patch failed closed without modifying the JSON","split the same intended v18 changes into three small exact-context patches and re-read the resulting JSON before replay",0,lead_apply_patch_failure_review,"validation metadata only; source ledgers builds PDFs and the prior v17 file remained unchanged by the failed patch","successor v18 JSON parses and is subjected to full manifest CSV semantic and count replay",operationally_corrected_before_admission,none_failed_patch_made_no_change
FAC-SELF-0081,III_2_56_normalization_policy_draft,FAC-EN-U0054,controls/generate_english_normalization_occurrences.ps1,normalization_rationale_escape,metadata_typography,"three newly drafted policy rationales contained literal backslash-x27 tokens where apostrophes were intended","replaced all three tokens with valid doubled apostrophes inside the PowerShell single-quoted strings before running the generator",3,lead_immediate_patch_reread,"normalization-policy metadata only; English French builds and prior occurrence ledger were unchanged","generator source reread shows Serre's article's and source's correctly and the successor generator parses",corrected_before_admission,none_generator_not_run_with_bad_rationales
FAC-SELF-0082,III_2_56_normalization_replay,FAC-EN-U0054,english_source_first_workpass/source/components/054_III_2_56_graded_modules.tex,normalization_occurrence_binding,line_split_across_policy_phrase,"the visible phrase satisfies condition (TF) was split across two TeX source lines so the line-based N0073 occurrence generator could not bind it atomically","kept the identical visible phrase on one TeX source line and reran the occurrence generator",1,lead_policy_count_replay,"no.56 English component source layout and normalization evidence only; visible PDF text mathematics and both French layers unchanged","successor occurrence ledger contains one active FAC-EN-N0073 row for FAC-EN-U0054",corrected_before_admission,english_build_checkpoint_III_2_56_r1_superseded_by_r2
FAC-SELF-0083,III_2_56_normalization_replay,FAC-EN-U0054,controls/generate_english_normalization_occurrences.ps1,normalization_regex_boundary,underinclusive_policy_regex,"N0073 ended with a word boundary after the closing parenthesis of (TF), so the boundary could not match before following whitespace and one intended occurrence remained absent","removed only the impossible trailing boundary while retaining the exact phrase and reran the complete occurrence generator",1,lead_policy_count_replay,"N0073 policy and generated occurrence ledger; English French builds and semantic graph unchanged","successor ledger contains exactly one N0073 occurrence in FAC-EN-U0054 and remains stable-ID unique",corrected_before_admission,underinclusive_2320_row_normalization_replay_superseded
FAC-SELF-0084,III_2_56_checkpoint_replay,FAC-EN-U0054,lead_checkpoint_replay_command,powershell_variable_delimiting,verification_command_syntax,"the first read-only v19 replay command placed a colon immediately after an interpolated variable name and PowerShell rejected the script at parse time before reading or changing project files","delimited the variable names explicitly in the diagnostic string and reran the same read-only replay",0,lead_command_parser_output,"replay command only; source controls builds PDFs and ledgers were unchanged by the parse failure","successor replay command parses and completes the full manifest CSV semantic and count checks",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0085,III_2_57_authority_locator,FAC-EN-U0055,lead_authority_render_lookup,stale_qa_directory_guess,verification_path_lookup,"the first lookup guessed a nonexistent qa/authority_600dpi directory and a following narrow rg filter returned no match","listed the actual qa hierarchy and continued from qa/authority/bounded_600dpi without creating or moving evidence",0,lead_filesystem_readback,"read-only path discovery only; source controls builds and existing authority renders were unchanged","fac-54.png was found in the actual bounded_600dpi directory and only missing fac-55.png was rendered",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0086,III_2_57_french_repair,FAC-FR-T0031,french_source_diplomatic_canon/source/fac_body.tex; french_source_corrected_workpass/source/fac_body.tex,locator_preservation,working_source_line_count_shift,"the first footer-removal patch deleted the nonauthorial footer plus two blank lines and would have shifted every later working-source locator by three lines","inserted one explicit omission comment plus two blank lines at the same location in both French working layers before building",3,lead_immediate_source_diff_review,"both mutable French working layers only; frozen inherited transcription remained untouched","both working fac_body.tex files retain 3447 lines and all later source locators remain stable",corrected_before_admission,none_build_not_started_before_fix
FAC-SELF-0087,III_2_57_reference_scaffold,FAC-EN-U0055,english_source_first_workpass/source/components/055_III_2_57_sheaf_associated_to_graded_module.tex,missing_semantic_anchor,reference_structure,"the first compiled no.57 source had targets for the transition and stalk formulas but no dedicated stable target for the associated-sheaf construction itself","inserted fac:III:2:no:57:construction:A immediately before the defining system and rebuilt without changing visible prose or mathematics",1,lead_semantic_entity_binding_review,"FAC-EN-U0055 reference scaffold only; French layers and visible English text unchanged","r2 has the dedicated named construction target; pages51-52 remain visually sound and the semantic entity binds to it",corrected_before_admission,english_build_checkpoint_III_2_57_r1_superseded_by_r2
FAC-SELF-0088,III_2_57_normalization_replay,FAC-EN-U0055,english_source_first_workpass/source/components/055_III_2_57_sheaf_associated_to_graded_module.tex,normalization_occurrence_binding,line_split_across_policy_phrases,"the visible phrases multiplicatively closed and additive covariant functor were each split across two TeX source lines so their line-based occurrence policies could not bind atomically","kept each unchanged visible phrase on one TeX source line and reran the occurrence generator",2,lead_policy_count_replay,"FAC-EN-U0055 source layout and normalization evidence only; visible English mathematics and both French layers unchanged","successor ledger contains one active no.57 row for each of N0076 and N0077",corrected_before_admission,english_build_checkpoint_III_2_57_r2_superseded_by_r3
FAC-SELF-0089,III_2_58_live_path_resolution,FAC-EN-U0056,lead_read_only_checkpoint_lookup,stale_filename_guesses,stale_path_assumption,"the first read-only command used three stale path guesses: fac-body.tex FRENCH_SOURCE_CORRECTIONS.csv and source/fac.tex","listed the bounded FAC root and continued with the live fac_body.tex FRENCH_CORRECTIONS.csv and Serre_FAC_English_source_aligned_workpass.tex paths",0,lead_filesystem_error_output,"read-only discovery only; no source build control or evidence file was changed","all subsequent no.58 reads and writes use the exact live paths",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0090,III_2_58_first_build,FAC-EN-U0056,english_source_first_workpass/build_checkpoint_III_2_58_r1,build_working_directory,wrong_working_directory,"the first pdflatex invocation ran from the workspace root and could not find the master filename","reran the unchanged command from the exact English source directory and completed three sequential passes",0,lead_build_console,"build invocation only; the failed launch did not open the TeX master and produced no candidate PDF","the admitted build is the clean successor compiled from the exact source directory",operationally_corrected_before_admission,english_source_first_workpass/build_checkpoint_III_2_58_r1/texput.log
FAC-SELF-0091,III_2_58_normalization_replay,FAC-EN-U0056,controls/generate_english_normalization_occurrences.ps1;english_source_first_workpass/source/components/056_III_2_58_first_properties_functor_A.tex,normalization_occurrence_binding,policy_regex_undercoverage,"policy N0073 omitted the present-participle spelling satisfying; policy N0074 recognized only the explicit nested-textit spelling used in no.56; and the first no.58 layout split one linked TF phrase across source lines","broadened N0073 to satisfy satisfies and satisfying; broadened N0074 to the same visible class-relative terms with or without a nested textit wrapper; and kept the linked phrase satisfying condition (TF) contiguous",6,lead_policy_schema_review,"normalization evidence and source layout only; visible mathematics terminology and French layers remain unchanged","the regenerated occurrence ledger binds all three no.58 TF phrases and all three class-relative terms while preserving all earlier selected forms",corrected_before_admission,english_build_checkpoint_III_2_58_r1_superseded_by_r2
FAC-SELF-0092,III_2_58_ledger_schema_replay,FAC-EN-U0056,controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,FAC-SELF-0089--FAC-SELF-0091,csv_column_shift,"the three provisional no.58 self-correction rows omitted the error_class field and shifted each later value one column left","inserted explicit error-class values before any checkpoint validation or manifest freeze",3,lead_csv_import_schema_replay,"the three provisional self-correction rows only; English and French sources builds PDFs and other controls were unchanged","all rows import with fourteen named fields and every occurrence_count is numeric",corrected_before_admission,none_validation_not_sealed_before_fix
FAC-SELF-0093,III_2_58_privacy_replay,FAC-EN-U0056,lead_checkpoint_replay_command,privacy_pattern,regex_escaping,"the first privacy replay passed the literal Windows home path as a regular expression and PowerShell rejected the unescaped backslash-U sequence","reran the same read-only scan with SimpleMatch so the path is treated literally",0,lead_command_error_output,"privacy-count command only; no project file or source decision changed","the successor literal scan completes across the manifest text set and supplies the only admitted privacy count",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0094,III_2_58_final_replay,FAC-EN-U0056,lead_checkpoint_replay_command,powershell_variable_delimiting,verification_command_syntax,"the first final replay command placed a colon immediately after an interpolated variable name and PowerShell rejected the script at parse time","delimited the variable name explicitly and reran the same read-only manifest and validation replay",0,lead_command_parser_output,"final replay command only; no source build control or evidence artifact was changed","the successor command parses and checks JSON manifest and CSV hash bindings",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0095,III_2_59_source_comparison,FAC-EN-U0057,lead_read_only_source_lookup,frozen_source_subdirectory,stale_path_assumption,"the first no.59 comparison command looked for fac_body.tex at the frozen package root rather than its source subdirectory","resolved the live frozen witness at source/fac_body.tex and reran the exact line comparison",0,lead_filesystem_error_output,"read-only frozen-versus-working comparison only; no source build control or evidence file changed","the corrected comparison shows no differences in lines 2043--2076",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0096,III_2_59_control_inventory,FAC-EN-U0057,lead_read_only_control_lookup,control_filename_guesses,stale_path_assumption,"the first bounded control query guessed SOURCE_CORRECTION_LEDGER.csv TRANSCRIPTION_REPAIR_LEDGER.csv and SELF_CORRECTION_LEDGER.csv","listed the live controls directory and used FRENCH_CORRECTIONS.csv FRENCH_TRANSCRIPTION_REPAIRS.csv and EDITORIAL_SELF_CORRECTION_LEDGER.csv",0,lead_filesystem_error_output,"read-only control discovery only; no project artifact changed","all no.59 control edits and validation bind the exact live filenames",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0097,III_2_59_policy_lookup,FAC-EN-U0057,lead_read_only_policy_lookup,policy_heading_pattern,query_pattern_mismatch,"a combined read-only query assumed normalization-policy markdown headings matching an exact regular expression and therefore returned a nonzero no-match status after the required CSV output","used the controlling occurrence generator and the existing policy IDs rather than treating the failed heading lookup as evidence",0,lead_query_exit_status,"read-only policy discovery only; no source or control artifact changed","the no.59 normalization replay is generated from the controlling script and validated independently of that discarded query",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0098,III_2_59_logbook_review,FAC-EN-U0057,EDITORIAL_DECISION_LOGBOOK.md,no.59_decision_bullets,markdown_delimiter_error,"two newly added no.59 rationale sentences ended mathematical expressions with a backtick instead of a dollar delimiter","restored the two closing dollar delimiters and reread the complete no.59 decision block",2,lead_logbook_visual_review,"editorial Markdown only; English TeX French layers semantic controls and PDFs unchanged","the corrected block has balanced code and mathematical delimiters and preserves the intended rationale verbatim",corrected_before_admission,none_no_immutable_logbook_handoff_existed
FAC-SELF-0099,III_2_59_machine_replay,FAC-EN-U0057,lead_checkpoint_replay_command,csv_column_count_query,property_adapter_misread,"the first consolidated replay counted CSV properties through a PowerShell adapter expression that returned an object array and falsely reported all ten schemas as mismatched","materialized each imported row's property-name array before counting and reran the same read-only schema checks",0,lead_validation_output,"validation query only; no CSV source TeX PDF or mathematical decision changed","the corrected replay reports every CSV at its declared column count",operationally_corrected_before_admission,none_false_validation_output_discarded
FAC-SELF-0100,III_2_59_privacy_control,FAC-EN-U0057,controls/CHECKPOINT_VALIDATION.json,privacy_and_release,stale_zero_privacy_claim,"the inherited validation state claimed zero private-home strings in the mutable internal manifest but exact literal byte replay finds five files and 415 occurrences chiefly in retained TeX build logs","replaced the zero claim with the exact 5-file 415-occurrence internal count and retained the explicit privacy-clean-projection hold",2,lead_literal_manifest_byte_scan,"checkpoint privacy metadata only; active source translation French layers semantic graph and reader bytes unchanged","current validation reports 5/415 and prohibits archive use of this mutable internal tree; a later privacy-clean projection must exclude or sanitize these files",corrected_before_admission,fac_checkpoint_validation_v21_privacy_count_superseded
FAC-SELF-0101,III_2_60_first_render,FAC-EN-U0058,english_source_first_workpass/source/components/058_III_2_60_coherent_algebraic_sheaves.tex,Proposition_9_statement,layout_register_drift,"the first build separated beta and its predicate into a display between two italic fragments even though the source states the homomorphism inline","restored the complete beta clause to the continuous italic proposition statement and rebuilt in a no-overwrite r2 directory",1,lead_200dpi_page_review,"FAC-EN-U0058 source and its cumulative English build only; French layers and mathematical content unchanged","r2 preserves the source statement order and keeps beta linked without isolating its predicate",corrected_before_admission,english_build_checkpoint_III_2_60_r1_superseded_by_r2
FAC-SELF-0102,III_2_60_r3_pdfinfo_query,FAC-EN-U0058,lead_pdfinfo_queries,r3_pdf_page_query,windows_long_path_tool_limit,"two read-only pdfinfo invocations used the full long Windows path and returned file-not-found although the PDF existed","reran pdfinfo against the same byte-identical PDF through the short F drive mapping",0,lead_tool_exit_status,"read-only PDF metadata query only; no source build PDF or decision changed","the corrected query reports 55 A4 pages and 684193 bytes for r3",operationally_corrected_before_admission,none_false_query_output_discarded
FAC-SELF-0103,III_2_60_identity_query,FAC-EN-U0058,lead_identity_query,foreach_output_pipeline,powershell_parser_error,"a read-only identity query piped a foreach statement directly to Format-List and was rejected by the parser before execution","materialized the result objects in a rows array and then formatted that array",0,lead_parser_output,"read-only identity collection only; no artifact was created or changed","the corrected query returned exact bytes line counts and SHA256 for all four requested files",operationally_corrected_before_admission,none_command_rejected_before_execution
FAC-SELF-0104,III_2_60_r4_build_command,FAC-EN-U0058,lead_build_command,r4_post_reference_build,powershell_parser_error,"the first r4 command again piped a foreach statement directly to Format-Table and was rejected before the build began","materialized the reported build identities in a rows array and reran the sequential three-pass build",0,lead_parser_output,"build command only; the rejected command created no r4 directory and changed no artifact","the corrected command produced a converged 55-page r4 build with byte-identical pass2 and pass3 console logs",operationally_corrected_before_admission,none_command_rejected_before_execution
FAC-SELF-0105,III_2_60_normalization_replay,FAC-EN-U0001--U0058,controls/generate_english_normalization_occurrences.ps1,FAC-EN-N0071_regex,normalization_coverage_gap,"the N0071 replay recognized plain graded S-module text but not the established TeX form graded $S$-module because the inline math delimiters were absent from the regular expression","extended only the N0071 expression to recognize $S$ between TeX math delimiters and regenerated the complete occurrence ledger",22,lead_occurrence_replay,"all admitted English components through FAC-EN-U0058; source wording and every TeX component remain unchanged","N0071 rises from 5 to 27 exact stable occurrences including one in U0058; total occurrence ledger is 2566 rows with unique IDs",corrected_before_admission,ENGLISH_NORMALIZATION_OCCURRENCES_before_N0071_TeX_math_delimiter_fix
FAC-SELF-0106,III_3_61_prebuild_source_layout_review,FAC-EN-U0059,english_source_first_workpass/source/components/059_III_3_61_complexes_Ck_and_C.tex,"alternating phrase; C_k formula; alpha_k formula; C(M) direct-limit sentence",source_register_and_layout_drift,"the first draft used the awkward phrase depending alternatingly and promoted three source-inline formulas or definitions to new displays","used is alternating in and restored the C_k sum alpha_k definition and C(M) direct-limit definition to the source paragraph structure while retaining stable anchors",4,lead_direct_authority_comparison,"FAC-EN-U0059 source before its first build only; French layers and mathematics unchanged","the admitted r1 pages preserve the authority display versus inline partition and idiomatic mathematical English",corrected_before_admission,none_no_English_build_existed
FAC-SELF-0107,III_3_61_french_build_diagnostics,FAC-EN-U0059,lead_french_log_query,hard_diagnostic_pattern,false_positive_diagnostic_count,"the first read-only hard-error pattern matched babel's informational phrase Making ! an active character and reported one false hard diagnostic in each French log","anchored the TeX error marker to the beginning of a log line and reran both log queries",0,lead_log_query_output,"diagnostic metadata only; French source PDFs logs and translation unchanged","corrected replay reports hard0 with the inherited overfull1 underfull3 in each French build",operationally_corrected_before_admission,none_false_diagnostic_output_discarded
FAC-SELF-0108,III_3_61_normalization_replay,FAC-EN-U0055_and_U0059,controls/generate_english_normalization_occurrences.ps1,FAC-EN-N0078_rationale,normalization_rationale_scope_too_narrow,"the established N0078 rationale described only the stalk direct limit although the same selected varinjlim symbol now also represents Serre's explicit direct limit of cohomology groups","generalized the source-form and rationale wording to every explicit directed system without changing the policy ID regex selected TeX or indexing data",2,lead_occurrence_context_review,"the two active N0078 evidence rows in U0055 and U0059 only; English and French source bytes unchanged","both rows now carry a true common rationale and retain their stable occurrence IDs",corrected_before_admission,ENGLISH_NORMALIZATION_OCCURRENCES_before_N0078_rationale_generalization
FAC-SELF-0109,III_3_61_normalization_scope_replay,FAC-EN-U0002_U0009_U0055_U0059,controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,FAC-SELF-0108_scope_and_count,self_correction_metadata_undercount,"FAC-SELF-0108 stated that N0078 had two active rows in U0055 and U0059","exact replay found six rows: one in U0002 three in U0009 one in U0055 and one in U0059; the rationale generalization applies to all six while IDs remain stable",4,lead_exact_policy_row_replay,"append-only correction of FAC-SELF-0108 metadata only; generator English French and normalization output unchanged","current N0078 replay lists exactly six rows across the four stated units and the generated ledger remains 2581 unique rows",corrected_before_admission,FAC-SELF-0108_scope_and_count_superseded_by_FAC-SELF-0109
FAC-SELF-0110,III_3_61_checkpoint_validation,FAC-EN-U0059,controls/CHECKPOINT_VALIDATION.json,"csv.SEMANTIC_ENTITIES.csv.sha256; csv.SEMANTIC_RELATIONS.csv.sha256",validation_metadata_hash_mismatch,"the first v24 draft carried two stale SHA literals copied from the compact continuation summary","recomputed both live CSV hashes and replaced only those two validation literals with 90C3D89D...E0DD09 and 7F7F98F6...374C1",2,lead_full_checkpoint_replay,"validation metadata only; English French CSV bodies PDFs and manifests unchanged","fac_checkpoint_validation_v24 parses and replays with errors empty across all 84 manifest rows",corrected_before_admission,CHECKPOINT_VALIDATION_v24_before_exact_hash_repair
FAC-SELF-0111,III_3_61_checkpoint_validation,FAC-EN-U0059,lead_checkpoint_replay_query,"PSObject.Properties.Count; private-home regex",false_positive_validation_query,"the first ad hoc replay treated the PowerShell property collection as an array of ones and matched only single-backslash private paths producing false column duplicate errors and privacy 5/415","counted property names explicitly and matched one-or-more backslashes or forward slashes so JSON-escaped and raw paths are both included",0,lead_query_output,"read-only replay diagnostics only; no project artifact changed","corrected replay reports error_count 0 columns exact unique IDs true and privacy 5 files 460 occurrences",operationally_corrected_before_admission,none_false_replay_output_discarded
FAC-SELF-0112,III_3_62_prebuild_review,FAC-EN-U0060,english_source_first_workpass/source/components/060_III_3_62_computation_Hk_for_modules.tex,"header comment line 5; Corollary 1 display",prebuild_metadata_and_tex_mode_error,"the first draft said T0035 repaired five membership signs and wrapped a displayed fraction in textit","counted the four printed membership signs exactly and left the displayed fraction directly in math mode while retaining the surrounding italic proposition text",2,lead_direct_source_and_tex_review,"FAC-EN-U0060 before its first build only; French repairs and mathematical content otherwise unchanged","three-pass English build converges with hard undefined and overfull diagnostics zero and pages 56-58 personally pass",corrected_before_admission,none_no_English_build_existed
FAC-SELF-0113,III_3_62_pdf_render,FAC-EN-U0060,lead_pdf_tools,"r1 pdfinfo query; first 200-dpi render command",windows_long_path_tool_limit,"pdfinfo and pdftocairo could not open the existing English PDF through its full Windows path","reran metadata and rendering against the same byte-identical PDF through the short F drive mapping",0,lead_tool_exit_status,"read-only metadata and rendered QA witnesses only; source build and PDF unchanged","the short-path run reports and renders the 58-page PDF successfully",operationally_corrected_before_admission,none_failed_read_only_commands
FAC-SELF-0114,III_3_62_identity_query,FAC-EN-U0060,lead_identity_query,foreach_output_pipeline,powershell_parser_error,"a read-only identity query piped a foreach statement directly to ConvertTo-Json and was rejected before execution","materialized the identity result objects in a rows array and then converted that array to JSON",0,lead_parser_output,"read-only identity collection only; no artifact was created or changed","the corrected query returned exact bytes and SHA256 for all fourteen requested source and render files",operationally_corrected_before_admission,none_command_rejected_before_execution
FAC-SELF-0115,III_3_62_documentation,FAC-EN-U0060,LOGBOOK.md,"no. 62 shift-convention bullet",markdown_delimiter_error,"the first logbook insertion left an unmatched trailing code delimiter after the displayed shift formula","removed the stray delimiter so the mathematical sentence renders as intended",1,lead_immediate_document_review,"documentation typography only; English French formulas PDFs and decision rationale unchanged","the corrected logbook contains balanced prose and the exact shift formula S(n)_p equals S_(n+p)",corrected_before_admission,LOGBOOK_no62_before_delimiter_repair
FAC-SELF-0116,III_3_62_documentation,FAC-EN-U0060,EDITORIAL_DECISION_LOGBOOK.md,"no. 62 Proposition 1 and beta-condition bullets",markdown_delimiter_error,"the first decision-log insertion left stray trailing code delimiters after two inline math spans","removed both stray delimiters so the two mathematical clauses render as intended",2,lead_immediate_document_review,"documentation typography only; English French formulas PDFs and decision rationale unchanged","the corrected decision log contains the exact i in I and beta_i at most k formulas with balanced Markdown",corrected_before_admission,EDITORIAL_DECISION_LOGBOOK_no62_before_delimiter_repair
FAC-SELF-0117,III_3_62_control_query,FAC-EN-U0060,lead_markdown_and_csv_query,foreach_output_pipeline,powershell_parser_error,"the first combined Markdown and CSV query piped a foreach statement directly to Format-Table and was rejected before execution","materialized the CSV result objects in an array and then formatted the array",0,lead_parser_output,"read-only documentation and CSV query only; no artifact was created or changed","the corrected query reports zero odd-backtick lines and exact rectangular unique-ID counts for all six queried CSVs",operationally_corrected_before_admission,none_command_rejected_before_execution
FAC-SELF-0118,III_3_63_authority_render,FAC-EN-U0061,lead_pdf_render_command,physical_page_62,wrapper_path_failure,"the first bounded 600-dpi render used the pdftoppm wrapper and failed before producing an image because its nested command path was not resolved","invoked the same bundled Poppler pdftoppm executable directly against the same authority PDF and produced only physical page 62",0,lead_tool_exit_status,"read-only authority rendering only; no source or reader artifact changed","fac-62.png exists and was personally inspected at original detail; the render covers printed page 257",operationally_corrected_before_admission,none_failed_render_command
FAC-SELF-0119,III_3_63_style_query,FAC-EN-U0061,lead_component_style_query,previous_component_path,stale_component_filename,"the style query guessed a non-existent no.61 filename ending complex_C_M_and_cohomology.tex","used the live master input name 059_III_3_61_complexes_Ck_and_C.tex and treated the failed path lookup as non-evidence",0,lead_tool_error_output,"read-only style lookup only; no project artifact changed","the live master and no.62 component supplied the controlling active style and the no.61 filename is now taken from the master",operationally_corrected_before_admission,none_failed_read_only_path_lookup
FAC-SELF-0120,III_3_63_prebuild_review,FAC-EN-U0061,english_source_first_workpass/source/components/061_III_3_63_general_properties_Hq_M.tex,alpha_diagram_three_vertical_labels,label_side_reversal,"the first unbuilt English draft used tikzcd's swapped label-side marker on all three vertical alpha arrows","removed the swapped-side markers so the three alpha labels remain on the authority's left-hand side exactly as in the source diagram",3,lead_direct_authority_diagram_review,"FAC-EN-U0061 before its first build only; French layers and mathematical maps unchanged","the active English source now matches the authority's three left-side alpha labels and contains no swapped-side marker on those arrows",corrected_before_admission,none_no_English_build_existed
FAC-SELF-0121,III_3_63_first_build,FAC-EN-U0061,english_source_first_workpass/source/literal_dollar_out,output_directory_argument_not_interpolated,build_output_path_error,"the first three-pass command supplied the output-directory switch as an unquoted PowerShell bareword so the token $out remained literal and TeX wrote a build subtree under active source","preserved that rejected three-pass output under build_checkpoint_III_3_63_REJECTED_literal_out and reran with the fully interpolated quoted output-directory argument",0,lead_expected_artifact_path_check,"build artifacts only; active English and French TeX bytes unchanged","active source contains no literal $out subtree and the admitted build is generated in build_checkpoint_III_3_63_r1",operationally_corrected_before_admission,english_source_first_workpass/build_checkpoint_III_3_63_REJECTED_literal_out
FAC-SELF-0122,III_3_63_build_identity,FAC-EN-U0061,lead_pdfinfo_query,admitted_English_pdf,wrapper_path_failure,"the first post-build identity query used the pdfinfo wrapper which could not resolve its nested executable path and therefore returned no page line","queried the same byte-identical PDF with the bundled Poppler pdfinfo executable directly and obtained the 58-page identity",0,lead_tool_exit_status,"read-only PDF identity query only; source build and PDF unchanged","direct pdfinfo reports 58 pages and the PDF SHA256 is 31EE3DFF...E50332",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0123,III_3_63_page_locator,FAC-EN-U0061,lead_pdftotext_query,admitted_English_pdf,nonexistent_direct_executable_path,"the first page-locator query assumed pdftotext.exe occupied the same bundled directory as pdfinfo.exe but that executable path does not exist","discarded the failed query and located the new material by bounded direct rendering of the final English pages instead",0,lead_tool_error_output,"read-only page-location query only; source build and PDF unchanged","bounded English render review identifies and checks every no.63 output page",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0124,III_3_63_render_review,FAC-EN-U0061,english_source_first_workpass/source/components/061_III_3_63_general_properties_Hq_M.tex,final_editorial_note_opening,lowercase_sentence_opening,"the first built English reader began the independent editorial-note sentence after the final diagram with lowercase the","capitalized The without altering the disclosed L_n to L_n^0 source correction or any mathematical content",1,lead_rendered_visual_review,"FAC-EN-U0061 prose only; French layers formulas diagrams and prior components unchanged","the r2 English source begins the editorial note with The and the final rendered page is rechecked",corrected_before_admission,english_source_first_workpass/build_checkpoint_III_3_63_r1
