"gap_id","target_family","language_access_target","missing_source_type","known_locator_or_url","local_path_or_error_payload","gap_reason","next_gate","blocked_before","source_csv"
"R6-GAP-AUTO-024","Indigenous Americas","Mexico CONALITEG Indigenous primary","exact official mathematical source or source archive","","","; base pages and direct PDF probes returned 332-byte 502/edge payloads","Resolve CONALITEG access path for Nahuatl/Hnahnu/Maya/Nanahuatzin pages; do not treat 332-byte payloads as books.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-007","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/indigena_primaria.html","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Educacion_Indigena_primaria_catalogue_Nahuatl_Hnahnu_Maya_and_other_language_rows_Educacio.html","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-008","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/EIP007.htm","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Libro_de_Proyecto_en_mi_lengua_Primero_de_Primaria._Nahuatl_Libro_de_Proyecto_en_mi_lengua.html","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-009","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/EIP032.htm","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Libro_de_Proyecto_en_mi_lengua_Segundo_de_Primaria._Hnahnu_Otomi_Libro_de_Proyecto_en_mi_l.html","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-010","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/EIP003.htm","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Libro_de_Proyecto_en_mi_lengua_Tercero_de_Primaria._Maya_Libro_de_Proyecto_en_mi_lengua_Te.html","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-011","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/T3SAA.htm","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Coleccion_Nanahuatzin._Saberes_y_pensamiento_cientifico._Tercer_grado_Coleccion_Nanahuatzi.html","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D004","Indigenous Americas","Mexico CONALITEG/Nanahuatzin","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/c/T3SAA.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\R6-IA-P3-D004_CONALITEG_Nanahuatzin_T3SAA_direct_c_pdf_direct.pdf","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-025","Indigenous Americas","Mexico Nahuatl/Hnahnu/Maya/Nanahuatzin","exact official mathematical source or source archive","","","; CONALITEG routes known; local access returned 502 edge payloads","Resolve official book/PDF access path.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D001","Indigenous Americas","Nahuatl","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/c/EIP007.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\R6-IA-P3-D001_CONALITEG_Nahuatl_EIP007_direct_c_pdf_direct.pdf","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D005","Indigenous Americas","Nahuatl","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/EIP007.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\R6-IA-P3-D005_CONALITEG_Nahuatl_EIP007_book_pdf_direct.pdf","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-026","Indigenous Americas","Paraguay Guarani","exact official mathematical source or source archive","","","; direct route known but local capture failed","Resolve MEC/PRODEPA exact download.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-027","Indigenous Americas","Paraguay Guarani/Matematica PRODEPA","exact official mathematical source or source archive","","","; MEC page fetch failed","Resolve MEC page through browser/API/mirror and locate exact Guarani/Matematica download.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-001","Indigenous Americas","Paraguay MEC CMS","exact official mathematical source or source archive","https://www.mec.gov.py/cms/?ref=295084-programa-de-alfabetizacion-no-formal","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Programa_de_alfabetizacion_no_formal_Guarani_Matematica_PRODEPA_route_Programa_de_alfabeti.error.txt","T1 route only; local capture failed; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-028","Indigenous Americas","Peru Quechua/Aymara","exact official mathematical source or source archive","","","; separate reader/request path exists","Wait for reviewer/source-owner/reuse returns; no duplication.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-029","Indigenous Americas","Peru Quechua/Aymara existing reader","exact official mathematical source or source archive","","","; separate source-authority reader and request packet already exist","Do not duplicate Peru EIB reader; wait for reviewer/source-owner/reuse returns.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-SRCARCH-GAP-001","Indigenous Americas","Quechua/Kichwa, Aymara, Guarani, and adjacent Indigenous-language targets","native mathematical TeX/LaTeX/arXiv/e-print/source archive","logs/SOUTH_AMERICAN_ADJACENT_LANGUAGE_MATH_TEX_AUDIT_20260628.txt","","Recovered R6 locator shelf records no validated native mathematical TeX; use official/local education repositories and captured PDF/text witnesses first.","Continue official source capture and reviewer/source-owner routes; do not infer technical register from TeX gap.","no source-authority promotion, term extraction, translation, or pilot","R6_SOURCE_LOCATOR_SHELF_20260628T230952Z.md"
"R6-SRCARCH-GAP-003","Signed language","ASL, LSQ, DGS, International Sign, future signed-language rows","TeX/LaTeX source package as signed-language authority","","","TeX/source archives are not signed-language authority; video-first/source-owner/reviewer/media routes are required.","Use local signed-language source routes, video/access metadata, and media/reviewer gates.","no text-only sign substitution, visual inventory, accepted signs, copied media, translation, or pilot","R6_SIGNED_LANGUAGE_LANE_CLOSURE_ROLLUP_20260701T201500Z.md"
"R6-GITHUB-GAP-001","Indigenous Americas","Quechua/Kichwa, Aymara, Guarani, Uspanteko, Nahuatl/Hnahnu/Maya/Nanahuatzin, and adjacent Indigenous-language targets","target-language mathematical GitHub repository, CTAN-style package, or open source-code/source-file archive","","","No validated R6 Indigenous Americas mathematical GitHub/source-repository witness located in recovered local evidence.","If a repository is found, verify target-language mathematical content, license/access status, hashable source files, and reviewer/source-owner route before any use.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, pilot, or completion claim","whole_program_source_canon_alignment_20260704"
"R6-GITHUB-GAP-002","Creole/contact","Kreyol/Haitian Creole, Bislama, Papiamento/Papiamentu, Mauritian/Seychellois/Indian Ocean Creoles, Jamaican Creole/Patois, Nigerian Pidgin, Krio, Tok Pisin, Sranan/Guyanas, and adjacent named creole/contact rows","named-language mathematical GitHub repository, CTAN-style package, or open source-code/source-file archive","","","No validated R6 creole/contact mathematical GitHub/source-repository witness located in recovered local evidence.","Search only as source-canon acquisition; keep named languages separate and verify license/access and source-owner/reviewer route before any use.","no pan-creole inference, source-authority promotion, terms, excerpts, reuse, translation, visual inventory, pilot, or completion claim","whole_program_source_canon_alignment_20260704"
"R6-GITHUB-GAP-003","Signed language","ASL, LSQ, DGS, International Sign comparator, and future signed-language rows","signed-language mathematical GitHub/source repository usable as sign-language authority","","","No validated signed-language mathematical GitHub/source repository located in recovered local evidence; source-code repositories would not by themselves authorize signs or media reuse.","If a sign/access repository is found, verify media/source ownership, license/access, video/sign authority, reviewer route, and captions/transcripts separately.","no accepted signs, copied media, visual inventory, captions/transcripts for reuse, translation, pilot, source-authority promotion, or completion claim","whole_program_source_canon_alignment_20260704"
"R6-URL-GAP-001","Indigenous Americas","Aymara","live URL reachability/access confirmation","https://repositorio.minedu.gob.pe/handle/20.500.12799/11963","HEAD/GET_RANGE returned 403 Forbidden during headers-only audit","Local PDF/hash provenance is intact, but live DSpace URL currently blocks automated headers-only access.","Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","no source-authority promotion, terms, excerpts, reuse, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-002","Indigenous Americas","Quechua Central","live URL reachability/access confirmation","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","HEAD/GET_RANGE returned 403 Forbidden during headers-only audit","Local PDF/hash provenance is intact, but live DSpace URL currently blocks automated headers-only access.","Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","no source-authority promotion, terms, excerpts, reuse, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-003","Indigenous Americas","Quechua Chanka","live URL reachability/access confirmation","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","HEAD/GET_RANGE returned 403 Forbidden during headers-only audit","Local PDF/hash provenance is intact, but live DSpace URL currently blocks automated headers-only access.","Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","no source-authority promotion, terms, excerpts, reuse, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-004","Signed language","DGS","live API URL reachability/access confirmation","https://api.sign2mint.de/dictionaryService/v1/dictionaryEntry","HEAD/GET_RANGE returned 403 Forbidden during headers-only audit","Local route metadata/hash provenance is intact, but live API endpoint currently blocks automated headers-only access.","Resolve API access requirements with source-owner/reviewer route; keep media/reuse/sign authority gates closed.","no accepted signs, copied media, visual inventory, source-authority promotion, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-005","Signed language","DGS","live CDN/video-route URL reachability/access confirmation","https://cdn.openmind-server.de/sign2mint/video/","HEAD/GET_RANGE returned 403 Forbidden during headers-only audit","Local route metadata/hash provenance is intact, but live CDN route currently blocks automated headers-only access.","Resolve media access and reuse permission separately from sign authority; keep copied media/stills blocked.","no accepted signs, copied media, visual inventory, source-authority promotion, translation, pilot, or completion claim","NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv"
"R6-URL-GAP-006","Signed language","DGS","exact non-placeholder live URL for route metadata","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/...","DGS-SAR-008 split to NOETHER_R6_NON_STRICT_ROUTE_METADATA_ROWS_20260704.csv because source_url contains placeholder ellipsis","Local metadata/hash exists, but exact live URL is not recorded; row cannot remain in strict provenance witness table.","Resolve exact non-placeholder URL, then rerun URL/path/hash audit before strict source-canon use.","no accepted signs, copied media, visual inventory, source-authority promotion, translation, pilot, or completion claim","NOETHER_R6_NON_STRICT_ROUTE_METADATA_ROWS_20260704.csv"
