"record_id","work_id","structure_type","label","parent_id","order","source_path","source_line_start","source_line_end","source_file_sha256","source_slice_sha256_lf","target_units","target_locators_json","relations_json","source_language","target_language","authority_state","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"NOE-P41-KO-U01-BIB-007","NOE-P41","bibliography_item","Noether forthcoming Herbrand memorial note","NOE-P41-KO-U01-NOTE-005","3","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","11","11","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","3FFAD96008BA86371B904350D6140CB5D85A29CDFAF893C3F39B3D4D5104A7C4","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":21,""line_end"":21,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""3EF9D2AB1D1999F6172D3E510FC2368AF023F38955761F0D0F2673285159D5C6""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-NOTE-005""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U01-NOTE-005""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","F12322BB3B960162112866F2C9586C081F61B3BDF3F8CF95F1F3EDD6F8B73672"
"NOE-P41-KO-U02-SECTION-001","NOE-P41","section_heading","Section 1 marker","NOE-P41-KO-U02","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","13","13","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","3E5375C9747F7435C581E3262B9575E44F1DD080945F4ED71026C09E25439041","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U02_UNCHECKED.tex"",""line_start"":11,""line_end"":11,""file_sha256"":""B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E"",""slice_sha256_lf"":""3E5375C9747F7435C581E3262B9575E44F1DD080945F4ED71026C09E25439041""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U02""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 22 / Korean U03","B8A7C263E96BF23248B8A9C4E35C79EDD6D38399FAB776F0A4C35F55CC8BFE83"
"NOE-P41-KO-U02-SUBSECTION-001","NOE-P41","subsection_heading","Principal genus theorem in the minimal case","NOE-P41-KO-U02","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","14","16","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","8096811E25AB44328705AD2F034817F66E6907C078ADF8AE7BABA5EC4340D5D6","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":14,""file_sha256"":""B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E"",""slice_sha256_lf"":""7960E74D7EBF11509E31028D45098DD42C8EBA5300A879A1F60CA636A89F2B30""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U02""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 22 / Korean U03","75F44E14DC143C9E1064885664FD3B0C330A022695D3D338242A1F384F4FC293"
"NOE-P41-KO-U02-PARA-001","NOE-P41","paragraph","Field extension and Galois group setup","NOE-P41-KO-U02","3","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","18","18","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","A3DE9AEB3A78C1EE4D9CB1FA7C2B53F060CF041EC9F69D49CD8F43E308C9530E","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U02_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E"",""slice_sha256_lf"":""7206A64791365401B90262BC9D6804C2419DFB66151F70155F33C96CCD7BC1F8""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U02""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 22 / Korean U03","05AA83017B200CFDD01211BF106C96D3DC01D99AF0E73CB0FF38A9ECC3E5ACC3"
"NOE-P41-KO-U02-DIVISION-001","NOE-P41","division_heading","Part 1 crossed-product facts","NOE-P41-KO-U02","4","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","20","20","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","183A96FFC74C292D2626B031E3FC6A6A08173124D61266A3EEA362983BD27193","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U02_UNCHECKED.tex"",""line_start"":18,""line_end"":18,""file_sha256"":""B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E"",""slice_sha256_lf"":""95E16CE9C566A084357A8A47CCDBA26527B66C94B9516C1E29720D8B5F129F37""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U02""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 22 / Korean U03","D28F43992D72CB3C1F62C6199647890C652DAE7DB6D5A0F996285A557D348840"
"NOE-P41-KO-U02-PARA-002","NOE-P41","paragraph","Crossed-product embedding and linear-form module","NOE-P41-KO-U02","5","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","20","20","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","183A96FFC74C292D2626B031E3FC6A6A08173124D61266A3EEA362983BD27193","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U02_UNCHECKED.tex"",""line_start"":18,""line_end"":18,""file_sha256"":""B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E"",""slice_sha256_lf"":""95E16CE9C566A084357A8A47CCDBA26527B66C94B9516C1E29720D8B5F129F37""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U02""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 22 / Korean U03","D49CFF2F58E9012DA0CD7D4C81C84A9CF70FBF3B471E0B83ECA1B25DA3961828"
"NOE-P41-KO-U02-NOTE-001","NOE-P41","footnote","Sources for crossed-product theory","NOE-P41-KO-U02-PARA-002","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","20","20","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","183A96FFC74C292D2626B031E3FC6A6A08173124D61266A3EEA362983BD27193","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U02_UNCHECKED.tex"",""line_start"":18,""line_end"":18,""file_sha256"":""B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E"",""slice_sha256_lf"":""95E16CE9C566A084357A8A47CCDBA26527B66C94B9516C1E29720D8B5F129F37""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U02-PARA-002""},{""relation"":""note_for"",""target_id"":""NOE-P41-KO-U02-PARA-002""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 22 / Korean U03","D05761F9451A5EF13C9C8187DDC49A774D4CCAF5EBBCC5825154C1C49CD79D8A"
"NOE-P41-KO-U02-BIB-001","NOE-P41","bibliography_item","Hasse Theory of cyclic algebras 1932","NOE-P41-KO-U02-NOTE-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","20","20","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","183A96FFC74C292D2626B031E3FC6A6A08173124D61266A3EEA362983BD27193","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U02_UNCHECKED.tex"",""line_start"":18,""line_end"":18,""file_sha256"":""B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E"",""slice_sha256_lf"":""95E16CE9C566A084357A8A47CCDBA26527B66C94B9516C1E29720D8B5F129F37""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U02-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U02-NOTE-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 22 / Korean U03","9DA0A05A9F88B5777389356BA9B33925A152A7F1968A8739CE6E0F0D9C6FE08F"
"NOE-P41-KO-U02-BIB-002","NOE-P41","bibliography_item","Deuring forthcoming report on hypercomplex numbers","NOE-P41-KO-U02-NOTE-001","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","20","20","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","183A96FFC74C292D2626B031E3FC6A6A08173124D61266A3EEA362983BD27193","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U02_UNCHECKED.tex"",""line_start"":18,""line_end"":18,""file_sha256"":""B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E"",""slice_sha256_lf"":""95E16CE9C566A084357A8A47CCDBA26527B66C94B9516C1E29720D8B5F129F37""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U02-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U02-NOTE-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 22 / Korean U03","EA01A8AA5AB17433F31E0B2037151CE99E1288171CB4A91766FD4C82D54C036A"
"NOE-P41-KO-U02-BIB-003","NOE-P41","bibliography_item","Noether Zurich lecture cited again","NOE-P41-KO-U02-NOTE-001","3","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","20","20","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","183A96FFC74C292D2626B031E3FC6A6A08173124D61266A3EEA362983BD27193","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U02_UNCHECKED.tex"",""line_start"":18,""line_end"":18,""file_sha256"":""B717990BFB495620551659CBCFEBF58620BD912A710518C448E462CEC2D94C6E"",""slice_sha256_lf"":""95E16CE9C566A084357A8A47CCDBA26527B66C94B9516C1E29720D8B5F129F37""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U02-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U02-NOTE-001""},{""relation"":""cites"",""target_id"":""NOE-P41-KO-U01-BIB-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 22 / Korean U03","535B261E5E19304A3293B8DC9584D25BCBAB4D10C5AAEB6E18171730D6D14F2C"
"NOE-P41-KO-U03-DISPLAY-001","NOE-P41","display","Equation 1 crossed-product module","NOE-P41-KO-U03","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","22","22","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","9433C48FDDFA789A29EC219F655A2B546FB9160B22BCBEBDFEB9E72E9906CECB","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":11,""line_end"":11,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""9433C48FDDFA789A29EC219F655A2B546FB9160B22BCBEBDFEB9E72E9906CECB""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U02-PARA-002""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","834280F542D82425693C9C8123F16192D33256D984FFF4895A69A32B1E50191F"
"NOE-P41-KO-U03-PARA-001","NOE-P41","paragraph","Inner-automorphism condition and algebra rank","NOE-P41-KO-U03","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","24","24","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4C614B1B389BFC149DF5F568ADDC400C0BF44153118047E72E3D3219A7B3F9CB","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":13,""line_end"":13,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""C0A2115EDB94AE79D1A119A3FA473C6665D93B4D16D98BCD6BEA702AEB3B8E30""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","47005DB6C98E475E66B114263ECDE5D6A21E06505E222E2C3983FFC7F2BCC632"
"NOE-P41-KO-U03-NOTE-001","NOE-P41","footnote","Definition of K star notation","NOE-P41-KO-U03-PARA-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","24","24","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4C614B1B389BFC149DF5F568ADDC400C0BF44153118047E72E3D3219A7B3F9CB","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":13,""line_end"":13,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""C0A2115EDB94AE79D1A119A3FA473C6665D93B4D16D98BCD6BEA702AEB3B8E30""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03-PARA-001""},{""relation"":""note_for"",""target_id"":""NOE-P41-KO-U03-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","559C48BB3221A0A0D71342500F028A9BED664BFCA94F663B210D4B404CB1FF97"
"NOE-P41-KO-U03-DISPLAY-002","NOE-P41","display","Equation 2 inner action relation","NOE-P41-KO-U03-PARA-001","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","26","26","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","B75C10F24663B6092DA1009E786F6BC55EEDFEBCF9CF2A3BB5885BECC97DFBA8","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":15,""line_end"":15,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""6030F23A5AA50F2F191F6450F95241C7F8B591C69A45C5034074EA7AE4F812DC""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03-PARA-001""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U03-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","7DD3C864D60A2AE40E6E27F1676EA283D43F761454946C70DF291C07CBA2DF58"
"NOE-P41-KO-U03-PARA-002","NOE-P41","paragraph","Quantifier for equation 2 and transition to multiplication","NOE-P41-KO-U03","3","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","28","28","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","07C46FAF3FDCCF4705F76ECC8ABCD48BDC7CADC047CA5D991ADDB5FBBC250367","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":17,""line_end"":17,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""59EAE19BEEC683DB7DEABFAEDD086E7B0D38570BFEFA59BB07FCFCCBC6864EC8""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","2E38AA0F557D7B284DD75183FDCB92F62232F902EFE3B7F32049A60601F93A78"
"NOE-P41-KO-U03-DISPLAY-003","NOE-P41","display","Equation 3 multiplication relation","NOE-P41-KO-U03-PARA-002","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","30","30","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","562549D8A10C2892D46C4C46949A32CA7A02EFBD463DC2F4E522D5C4A61BAA25","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""00A1F1ACE0FD0E09F50181D6A062468AEFCC449AAFAF6EA13D68A5DA138259F3""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03-PARA-002""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U03-PARA-002""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","5BA217741A19B86106E15B455FBF21CFF0B5F929959C4AF7B1044BC331E7A04C"
"NOE-P41-KO-U03-DISPLAY-004","NOE-P41","display","Equation 4 factor-system cocycle relation","NOE-P41-KO-U03-PARA-002","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","32","32","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","656E0AF68563B99AC2326387764C87BFC035D884551B071D2B97DA53365185D5","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":21,""line_end"":21,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""656E0AF68563B99AC2326387764C87BFC035D884551B071D2B97DA53365185D5""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03-PARA-002""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U03-PARA-002""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","C59EA0F362B9E2D6F3F7047BB4713771A05252B0670B52A5FE37A38DDBFEA91D"
"NOE-P41-KO-U03-REMARK-001","NOE-P41","remark","Associativity equivalence","NOE-P41-KO-U03","4","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","34","34","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","2955F39E2200F80BA38664F9D1562840CBA2C08E1113AF62AA2B7BFF48E1D343","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":23,""line_end"":23,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""AB10F71CDBA0601F01F9B01045E322A2B804B6AAE7C372F0F1FD827674A4384D""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03""},{""relation"":""cross_reference"",""target_id"":""NOE-P41-KO-U03-DISPLAY-004""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","141E0965C2B5FF67D4478EC9E9B1EF1E06DD495C4F049C2A192DBF21CE57EF7A"
"NOE-P41-KO-U03-PARA-003","NOE-P41","paragraph","Arbitrary product definition and central-simple algebra consequences","NOE-P41-KO-U03","5","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","36","40","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","97977C11CEAC4E9125B2552CFDDFC9A214ADC86D60564577E950085A13CBD684","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":25,""line_end"":29,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""DB1D5EABED35E47D9141E754EA7F3462204C9B6F7BA139ABFFE04E4544AF35EA""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","C2B0E4D77EA43A24A13DADD7E8DFD95A8E9DEFED7E695D51566E4C381B25A69E"
"NOE-P41-KO-U03-DISPLAY-005","NOE-P41","display","Unnumbered arbitrary-product equation","NOE-P41-KO-U03-PARA-003","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","37","39","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","B98A2D26E574A68ABC3E296A092AC4F930A19A48B2A30D6BEF63BFD02402EC5E","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":26,""line_end"":28,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""7E11AED33E710FAAC0C2F16B54EB5C5EA20D8C0B8C25F9650B4AEB48EF22522C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03-PARA-003""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U03-PARA-003""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","A7452787EF4FAC8BF15BDC22C22933FAA1F0CBCFFDA1F64491DFE5774CD5771D"
