"record_id","work_id","structure_type","label","parent_id","order","source_path","whole_line_start","whole_line_end","paper_local_line_start","paper_local_line_end","source_file_sha256","source_slice_sha256_lf","target_units","target_locators_json","relations_json","source_language","target_language","authority_state","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"NOE-P05-KO-U03-PARA-003","NOE-P05","paragraph","Integrity-basis definition and Hilbert problem 14","NOE-P05-KO-U03","3","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4563","4563","29","29","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","FBBB6486C062D56B6C8D6CACC8998B524AB4E05FCA7F96C1B5B661CBEAC227F7","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U03_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""2B7ADD81855DD9D06A1D2D17249F32F5D7BBDB458F7474E0BB7BC3F14A5FFA89"",""slice_sha256_lf"":""9F1ADA9A4D8EF737C412F33D4B114256E16CEFBA89E968B1EE7BC82520BE845C""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U03""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4565 / Paper-local line 31 / Korean U04","D3B1DC1A5BEBC50774CA4B36D3BD000CB14BF788BCFAC36C15189DB47F8C878D"
"NOE-P05-KO-U03-DEFINITION-001","NOE-P05","definition","Integrity basis","NOE-P05-KO-U03-PARA-003","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4563","4563","29","29","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","FBBB6486C062D56B6C8D6CACC8998B524AB4E05FCA7F96C1B5B661CBEAC227F7","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U03_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""2B7ADD81855DD9D06A1D2D17249F32F5D7BBDB458F7474E0BB7BC3F14A5FFA89"",""slice_sha256_lf"":""9F1ADA9A4D8EF737C412F33D4B114256E16CEFBA89E968B1EE7BC82520BE845C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U03-PARA-003""},{""relation"":""defines"",""target_id"":""NOE-P05-KO-U03-PARA-003""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4565 / Paper-local line 31 / Korean U04","B328B7B437DB7725EFB02A90E63AA75627DA7D05BC9C8E1F3C93ADF7662A534F"
"NOE-P05-KO-U03-NOTE-001","NOE-P05","footnote","Hilbert mathematical problems reference","NOE-P05-KO-U03-PARA-003","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4563","4563","29","29","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","FBBB6486C062D56B6C8D6CACC8998B524AB4E05FCA7F96C1B5B661CBEAC227F7","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U03_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""2B7ADD81855DD9D06A1D2D17249F32F5D7BBDB458F7474E0BB7BC3F14A5FFA89"",""slice_sha256_lf"":""9F1ADA9A4D8EF737C412F33D4B114256E16CEFBA89E968B1EE7BC82520BE845C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U03-PARA-003""},{""relation"":""note_for"",""target_id"":""NOE-P05-KO-U03-PARA-003""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4565 / Paper-local line 31 / Korean U04","EB47117A6ABC9E32E6AF2B2E1F957C44AC2EEA75BE9E5DAB80C4CFED173C7C6B"
"NOE-P05-KO-U03-BIB-001","NOE-P05","bibliography_item","Hilbert mathematical problems, problem 14","NOE-P05-KO-U03-NOTE-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4563","4563","29","29","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","FBBB6486C062D56B6C8D6CACC8998B524AB4E05FCA7F96C1B5B661CBEAC227F7","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U03_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""2B7ADD81855DD9D06A1D2D17249F32F5D7BBDB458F7474E0BB7BC3F14A5FFA89"",""slice_sha256_lf"":""9F1ADA9A4D8EF737C412F33D4B114256E16CEFBA89E968B1EE7BC82520BE845C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U03-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P05-KO-U03-NOTE-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4565 / Paper-local line 31 / Korean U04","970C49FBE00FE3DA43E5FF5AC5401E20506B1E42A9082929A955052A91B2421F"
"NOE-P05-KO-U04-PARA-001","NOE-P05","paragraph","Resultant criterion for an integrity basis","NOE-P05-KO-U04","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4565","4565","31","31","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","BAEF56DFFD118CC868E2FE087A1C4D108FCF8B726B7927D283099F646B6F8E29","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U04_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B"",""slice_sha256_lf"":""0D065482F3B3DC639D3B31B583649E48C352E318913D5CFE765C346EF0432708""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U04""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 5 substantive text exhausted at whole-source line 4572; line 4573 terminal blank; line 4574 clearpage excluded; await independent Korean checker","06FB366B9AA8932D968ABD46240A84E6202AEFAA54B41569B4DD107B582DE8B5"
"NOE-P05-KO-U04-STATEMENT-001","NOE-P05","statement","Sufficient nonzero homogeneous-resultant criterion","NOE-P05-KO-U04-PARA-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4565","4565","31","31","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","BAEF56DFFD118CC868E2FE087A1C4D108FCF8B726B7927D283099F646B6F8E29","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U04_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B"",""slice_sha256_lf"":""0D065482F3B3DC639D3B31B583649E48C352E318913D5CFE765C346EF0432708""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U04-PARA-001""},{""relation"":""statement_of"",""target_id"":""NOE-P05-KO-U04-PARA-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 5 substantive text exhausted at whole-source line 4572; line 4573 terminal blank; line 4574 clearpage excluded; await independent Korean checker","B89310107A83669DAD2A8066E4538F601B39D2547FAA4CBFFD6A6B7460CFD1C4"
"NOE-P05-KO-U04-DISPLAY-001","NOE-P05","display","Linear-form equation","NOE-P05-KO-U04-PARA-001","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4566","4568","32","34","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","C8632960F23DE53975607951858A9A4DBED9246173DAD6F2981B795C29C90D64","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U04_UNCHECKED.tex"",""line_start"":13,""line_end"":15,""file_sha256"":""8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B"",""slice_sha256_lf"":""C8632960F23DE53975607951858A9A4DBED9246173DAD6F2981B795C29C90D64""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U04-PARA-001""},{""relation"":""display_for"",""target_id"":""NOE-P05-KO-U04-PARA-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 5 substantive text exhausted at whole-source line 4572; line 4573 terminal blank; line 4574 clearpage excluded; await independent Korean checker","2A388C80A17C07F8E4F0D2600532782F13C53B283E968B5646389920F3BD9568"
"NOE-P05-KO-U04-NOTE-001","NOE-P05","footnote","Steinitz use of the irreducible equation","NOE-P05-KO-U04-DISPLAY-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4569","4569","35","35","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","56988967D10DA63DAF0132B7F937D3CC671F97CAF92C0B12E9CB8A0117556979","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U04_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B"",""slice_sha256_lf"":""9E187A15C3052D46D6D1589C617437D752BEE16948BD91CD4D935B7B4EC5C97D""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U04-DISPLAY-001""},{""relation"":""note_for"",""target_id"":""NOE-P05-KO-U04-DISPLAY-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 5 substantive text exhausted at whole-source line 4572; line 4573 terminal blank; line 4574 clearpage excluded; await independent Korean checker","4172D5D84CF1F4960C08245B322CA6E0D3BE1FFEAD1B4441AB02559610DB47C4"
"NOE-P05-KO-U04-BIB-001","NOE-P05","bibliography_item","Steinitz proof of the Lüroth theorem","NOE-P05-KO-U04-NOTE-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4569","4569","35","35","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","56988967D10DA63DAF0132B7F937D3CC671F97CAF92C0B12E9CB8A0117556979","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U04_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B"",""slice_sha256_lf"":""9E187A15C3052D46D6D1589C617437D752BEE16948BD91CD4D935B7B4EC5C97D""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U04-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P05-KO-U04-NOTE-001""},{""relation"":""cross_reference"",""target_id"":""NOE-P05-KO-U01-BIB-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 5 substantive text exhausted at whole-source line 4572; line 4573 terminal blank; line 4574 clearpage excluded; await independent Korean checker","C566A89E1904A741E8405315790AC1A87B4F8D81F6A47EF70044B88A2832631C"
"NOE-P05-KO-U04-PARA-002","NOE-P05","paragraph","Unit-resultant condition and examples","NOE-P05-KO-U04","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4570","4570","36","36","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","A96FB48F2D9F0C27996F317BC0EF337C8BF014D5154DEF35344BDE81CCFC76E9","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U04_UNCHECKED.tex"",""line_start"":17,""line_end"":17,""file_sha256"":""8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B"",""slice_sha256_lf"":""ABC6A843C0FB0EE10231EC22015813F74492AD131B92D42E2017F59C23E7D546""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U04""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 5 substantive text exhausted at whole-source line 4572; line 4573 terminal blank; line 4574 clearpage excluded; await independent Korean checker","D42B478E837016E7751B75CB2B614290824AF635AD05B4DB8E0728B4553EF4CE"
"NOE-P05-KO-U04-PARA-003","NOE-P05","paragraph","Sufficiency, nonnecessity, and open question","NOE-P05-KO-U04","3","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4572","4572","38","38","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3C10EC83BA97A50A4AEABEE5ECF74554FB52DA4BE791E90192E32A2E561B3196","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U04_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B"",""slice_sha256_lf"":""B15957D73AD2FFABA8461C0C70D2CCFF9265DC10A083A8EF15CDBA32693BADEE""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U04""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 5 substantive text exhausted at whole-source line 4572; line 4573 terminal blank; line 4574 clearpage excluded; await independent Korean checker","D7C04B24D6FA0FB1AC7EA57119883F70779D4E3C2F9B66D5C43018AEF2F18766"
