"priority","lane","primary_table","row_index","target_language_or_access_target","source_title","source_url","missing_fields","recommended_action","non_claim_boundary"
"P1_provenance_field_gap","noether-r3-arabic-persianate-linear-algebra","noether-r3-arabic-persianate-linear-algebra/outputs/R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201340Z/R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201340Z.json","18","Dari/Afghan Persian, prs_AF","KNU OPAC candidate PDF 8809.PDF for جبر خطی","https://library.knu.edu.af/opac/temp/8809.PDF","sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r3-arabic-persianate-linear-algebra","noether-r3-arabic-persianate-linear-algebra/outputs/R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201340Z/R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201340Z.json","20","Controlled Arabic / Arabic RTL","Arabic direct TeX/arXiv invariant-theory source package","","source_url; license_or_access_signal; sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r3-arabic-persianate-linear-algebra","noether-r3-arabic-persianate-linear-algebra/outputs/R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201340Z/R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201340Z.json","21","Persian/Farsi (Iran), fa_IR","Persian/Farsi TeX/arXiv invariant-theory source package","","source_url; license_or_access_signal; sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r3-arabic-persianate-linear-algebra","noether-r3-arabic-persianate-linear-algebra/outputs/R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201340Z/R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201340Z.json","22","Dari/Tajik separate-gate gap row","Dari/Tajik direct TeX/arXiv source packages","","source_url; license_or_access_signal; sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","1","","Jamaica Early Childhood Curriculum Guide 4-5","https://moey.gov.jm/wp-content/uploads/2015/04/JECCG_Four-to-Five-Year-Old__final_intrnt.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","2","","Jamaica current STEM project stakeholder plan","https://moey.gov.jm/wp-content/uploads/2025/06/SEP-Jamaica-Education-Project-P178595-16-JUN-2025.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","3","","MIT-Ayiti Matematik subject index","https://mit-ayiti.net/matye/matematik/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","4","","MIT-Ayiti math teaching article","https://mit-ayiti.net/anseyman-matematik/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","5","","Tiraj san remiz avek lod","https://mit-ayiti.net/resous/tiraj-san-remiz-avek-lod/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","6","","CAPTEH - Matematik k ap bouyi sou 3 woch dife","https://mit-ayiti.net/resous/matematik-k-ap-bouyi-sou-3-woch-dife/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","7","","Mauritius MIE curriculum page","https://mie.ac.mu/curriculum.html","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","8","","MIE curriculum books page","https://web.mie.ac.mu/curriculum_books/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","9","","MIE FPLNS implementation guidelines","https://web.mie.ac.mu/wp-content/uploads/2025/01/Implementation-guidelines_abridged.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","10","","NERDC primary 4-6 mathematics curriculum","https://nerdc.gov.ng/content_manager/primary/pri4-6_maths.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","11","","Aruba bilingual education policy note","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Pa-un-Ensenansa-Bilingual-na-Aruba-beleidsnota-1988.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","12","","Aruba integrated language policy stakeholder appendix","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Integraal-Taalbeleid-Bijlage-mei-2023.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","13","","Suriname Vooruit met Taal multilingual source book","https://gov.sr/wp-content/uploads/2023/10/VOORUIT-MET-TAAL-Leerjr-8-Bronnenboek-Meertaligheid.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","14","","Suriname official language context page","https://gov.sr/suriname/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","15","","Jakhukipawinaka 1 - Aymara. Fichas de trabajo de matematicas del 1st Primaria - Aimara","https://repositorio.minedu.gob.pe/handle/20.500.12799/11963","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","16","","Curriculo base y curriculo regionalizado de la nacion quechua","https://www.minedu.gob.bo/files/publicaciones/upiip/cr-indigenaquechua.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","17","","1 yupana-Quechua Central. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Central","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","18","","1 yupana-Quechua Chanka. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Chanka","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","19","","ASL-STEM home/category index","https://aslstem.cs.washington.edu/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","20","","ASL-CORE Physics: Equation","https://aslcore.org/physics/entries/?id=equation","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","21","","ASL-CORE Computer Science: Array","https://aslcore.org/computerscience/entries/?id=array","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","22","","Sign2MINT category count: Astronomie","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","23","","Sign2MINT category count: Biologie","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","24","","Sign2MINT category count: Chemie","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","25","","Sign2MINT category count: Geowissenschaft","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","26","","Sign2MINT category count: Informatik","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","27","","Sign2MINT category count: Mathematik","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","28","","Sign2MINT category count: Medizin","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","29","","Sign2MINT category count: Physik","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","30","","Sign2MINT candidate entry pointer: Median (15390698211663808:704)","https://sign2mint.de/entry/Median/15390698211663808%3A704","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","31","","Sign2MINT candidate entry pointer: Median (15390698211663808:705)","https://sign2mint.de/entry/Median/15390698211663808%3A705","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","32","","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:763)","https://sign2mint.de/entry/Stochastik/15390698211663808%3A763","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","33","","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:764)","https://sign2mint.de/entry/Stochastik/15390698211663808%3A764","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","34","","Sign2MINT candidate entry pointer: Mathematik (5750242766511595:666)","https://sign2mint.de/entry/Mathematik/5750242766511595%3A666","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","35","","Sign2MINT candidate entry pointer: Statistik (15390698211663808:762)","https://sign2mint.de/entry/Statistik/15390698211663808%3A762","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","36","","Sign2MINT candidate entry pointer: Summe (15390698211663808:770)","https://sign2mint.de/entry/Summe/15390698211663808%3A770","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","37","","Sign2MINT candidate entry pointer: Summe (15390698211663808:771)","https://sign2mint.de/entry/Summe/15390698211663808%3A771","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","38","","Sign2MINT candidate entry pointer: Funktion (5750242766511595:651)","https://sign2mint.de/entry/Funktion/5750242766511595%3A651","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","39","","Sign2MINT candidate entry pointer: Gleichung (5750242766511595:1695)","https://sign2mint.de/entry/Gleichung/5750242766511595%3A1695","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","40","","Sign2MINT candidate entry pointer: Algorithmus (14548230564932464:479)","https://sign2mint.de/entry/Algorithmus/14548230564932464%3A479","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
