branch,root,classification,files,bytes,zip_files,pdf_files,tex_files,md_files,csv_files,json_files
origin/codex/noether-pc-20260629,uploader-transfer/persianate-tajik-0bf2ae1d-frontier-wake-carryforward-20260707,uploader transfer/provenance package,36,221004,0,0,0,6,28,0
origin/codex/noether-pc-20260629,uploader-transfer/persianate-tajik-86b2acb6-frontier-correction-recovery-20260707,uploader transfer/provenance package,33,220619,0,0,0,6,25,0
origin/codex/noether-pc-20260629,uploader-transfer/persianate-tajik-c0cb1db1-frontier-correction-recovery-20260707,uploader transfer/provenance package,33,220071,0,0,0,6,25,0
origin/codex/noether-pc-20260629,uploader-transfer/persianate-tajik-d9ea29b0-frontier-advance-recovery-20260707,uploader transfer/provenance package,33,220056,0,0,0,6,25,0
origin/codex/noether-pc-20260629,uploader-transfer/persianate-tajik-source-evidence-draft-lane-761bec88-b3-frontier-recovery-20260707,uploader transfer/provenance package,34,218103,0,0,0,6,26,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/persianate-tajik-a55a9d0f-r3-r6-accounting-refresh-route-20260707,interlanguage method/provenance package,34,217687,0,0,0,6,26,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/persianate-tajik-25b9a6df-systemerror-recovery-20260707,interlanguage method/provenance package,33,211345,0,0,0,6,25,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-faa2c330-heartbeat-branch-advance-queue-20260706,coordination/log package,9,210559,0,0,0,1,6,1
origin/codex/noether-pc-20260629,uploader-transfer/interlanguage-fable-9737e10c-live-drift-after-6034c6b4-20260707,uploader transfer/provenance package,17,210447,0,0,0,4,6,6
origin/codex/noether-pc-20260629,outputs,root/support or legacy file,12,209707,0,0,0,2,8,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-761bec88-current-frontier-route-recovery-20260707,uploader transfer/provenance package,18,209661,0,0,0,3,13,1
origin/codex/noether-pc-20260629,uploader-transfer/interlanguage-method-authority-761bec88-local-sibling-recovery-addendum-20260707,uploader transfer/provenance package,25,208594,0,0,0,4,10,10
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707,uploader transfer/provenance package,22,202244,0,0,0,4,15,2
origin/codex/noether-pc-20260629,uploader-transfer/r2-pan-turkic-hard-blockers-761bec88-frontier-recovery-20260707,uploader transfer/provenance package,27,202039,0,0,0,6,20,0
origin/codex/noether-pc-20260629,uploader-transfer/r2-pan-turkic-hard-blockers-9737e10c-heartbeat-frontier-recovery-20260707,uploader transfer/provenance package,25,201830,0,0,0,5,19,0
origin/codex/noether-pc-20260629,uploader-transfer/r2-pan-turkic-hard-blockers-28019a34-heartbeat-frontier-recovery-20260707,uploader transfer/provenance package,24,200523,0,0,0,5,18,0
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-source-evidence-c4304bfd-frontier-advance-source-use-codepoint-fable-20260707,uploader transfer/provenance package,22,200384,0,0,0,4,15,2
origin/codex/noether-pc-20260629,uploader-transfer/r2-pan-turkic-hard-blockers-6034c6b4-frontier-advance-recovery-20260707,uploader transfer/provenance package,25,199361,0,0,0,5,19,0
origin/codex/noether-pc-20260629,uploader-transfer/r9-faa2c330-authority-ethics-blocker-ledger-20260706,uploader transfer/provenance package,13,196738,0,0,0,3,8,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707,interlanguage method/provenance package,14,191139,0,0,0,1,11,1
origin/codex/noether-pc-20260629,coordination/UPLOAD_THE_WHOLE_CORPUS_AS_IS_REPEATED_DIRECTIVE_20260705,coordination/log package,100,190100,0,0,0,100,0,0
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-b059f437-91556cc1-recheck-olp-visibility-route-20260707,uploader transfer/provenance package,21,188405,0,0,0,2,17,1
origin/codex/noether-pc-20260629,uploader-transfer/r2-pan-turkic-hard-blockers-4065f6a4-frontier-recovery-20260707,uploader transfer/provenance package,23,188373,0,0,0,4,18,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-212df-branch-visible-live-retry-recovery-continuation-20260706,uploader transfer/provenance package,18,186155,0,0,0,2,15,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706,uploader transfer/provenance package,24,186048,0,0,0,9,13,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-e29c04c4-91556-b059-olp-boundary-route-20260707,uploader transfer/provenance package,22,183985,0,0,0,2,18,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-e58a9ef5-oldb-retry-audit-application-20260706,uploader transfer/provenance package,16,182881,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706,uploader transfer/provenance package,16,181808,0,0,0,1,14,0
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-45250d8f-frontier-correction-recovery-20260707,uploader transfer/provenance package,17,179921,0,0,0,3,12,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/cjk-native-faa2c330-branch-advance-source-boundary-20260706,interlanguage method/provenance package,15,178971,0,0,0,4,8,2
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-d9ea29b0-c0cb-frontier-advance-route-20260707,uploader transfer/provenance package,19,176242,0,0,0,2,15,1
origin/codex/noether-pc-20260629,uploader-transfer/r7-malay-sea-pacific-6034c6b4-current-frontier-recovery-visibility-boundary-20260707,uploader transfer/provenance package,13,171101,0,0,0,2,9,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/fable-turkic-gap-frontier-source-canon-20260705T210239Z,interlanguage method/provenance package,19,163985,0,0,0,4,6,5
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-e29c04c4-frontier-advance-source-use-codepoint-fable-20260707,uploader transfer/provenance package,23,163118,0,0,0,4,16,2
origin/codex/noether-pc-20260629,uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706,uploader transfer/provenance package,15,158577,0,0,0,3,10,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-b95298e7-cjk-native-return-route-20260707,uploader transfer/provenance package,19,157398,0,0,0,2,15,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-54c8925b-fd3754-branch-visibility-reset-recovery-20260706,interlanguage method/provenance package,13,154330,0,0,0,1,10,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706,interlanguage method/provenance package,18,151436,0,0,0,3,13,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/arabic-rtl-2bbdbfe5-r3-8b-source-use-gap-audit-intake-20260706,interlanguage method/provenance package,26,151236,0,0,0,4,18,2
origin/codex/noether-pc-20260629,uploader-transfer/old-b-9d7db086-current-head-delta-audit-20260706,uploader transfer/provenance package,9,150177,0,0,0,1,6,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-b95298e7-c430-r9-olp-interlanguage-persianate-route-20260707,uploader transfer/provenance package,19,147205,0,0,0,2,15,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/arabic-rtl-7a7576c3-ef53-correction-source-use-gate-intake-20260706,interlanguage method/provenance package,35,147156,0,0,0,9,24,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-9737e10c-frontier-advance-recovery-20260707,uploader transfer/provenance package,18,145634,0,0,0,3,13,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-212dfb-followup-gap-audit-20260706,uploader transfer/provenance package,15,144916,0,0,0,3,11,0
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707,uploader transfer/provenance package,22,143008,0,0,0,4,15,2
origin/codex/noether-pc-20260629,uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707,uploader transfer/provenance package,14,138266,0,0,0,4,8,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-359bc213-same-frontier-reset-wake-accounting-20260707,coordination/log package,12,137117,0,0,0,2,8,1
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-7a7576c3-frontier-source-use-gap-20260706,uploader transfer/provenance package,21,134363,0,0,0,4,14,2
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-212dfb-authority-enforcement-response-20260706,interlanguage method/provenance package,12,131918,0,0,0,1,9,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706,interlanguage method/provenance package,15,130446,0,0,0,1,12,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706,interlanguage method/provenance package,14,130422,0,0,0,1,11,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707,uploader transfer/provenance package,18,127710,0,0,0,3,13,1
origin/codex/noether-pc-20260629,formalization,root/support or legacy file,42,126382,0,0,0,8,1,3
origin/codex/noether-pc-20260629,uploader-transfer/r7-2c2df6b0-current-frontier-after-5838-route-source-use-gap-20260707,uploader transfer/provenance package,15,125665,0,0,0,2,11,1
origin/codex/noether-pc-20260629,uploader-transfer/old-b-81db4ba9-current-head-audit-20260706,uploader transfer/provenance package,11,125321,0,0,0,1,8,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/arabic-rtl-25b9a6df-41b-r3-8a-branch-visibility-gate-20260707,interlanguage method/provenance package,48,124488,0,0,0,10,32,5
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-d9ea29b0-frontier-correction-recovery-20260707,uploader transfer/provenance package,14,123331,0,0,0,3,9,1
origin/codex/noether-pc-20260629,uploader-transfer/r3-4065f6a4-branch-visible-c033-18b-source-use-gap-20260707,uploader transfer/provenance package,35,119697,0,0,0,1,28,5
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-732b5139-b63-branch-visibility-source-use-gap-audit-20260706,interlanguage method/provenance package,25,115904,0,0,0,1,22,1
origin/codex/noether-pc-20260629,uploader-transfer/old-b-8be81510-branch-advance-delta-audit-20260706,uploader transfer/provenance package,9,113823,0,0,0,1,6,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-86d260cd-d9ea-branch-advance-route-20260707,uploader transfer/provenance package,18,112761,0,0,0,2,14,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706,interlanguage method/provenance package,16,112143,0,0,0,1,12,2
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-49d0983c-a942-61f-branch-visibility-route-20260707,uploader transfer/provenance package,18,109525,0,0,0,2,14,1
origin/codex/noether-pc-20260629,uploader-transfer/r7-malay-sea-pacific-761bec88-current-head-r9-route-context-boundary-20260707,uploader transfer/provenance package,13,108529,0,0,0,2,9,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-c4304bfd-452-cjk-arabic-route-20260707,uploader transfer/provenance package,18,100799,0,0,0,2,14,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-c0cb1db1-68e-persianate-tajik-return-route-20260707,uploader transfer/provenance package,18,100207,0,0,0,3,13,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-18bbb185-a55-7b-route-context-source-use-gap-20260707,interlanguage method/provenance package,34,97721,0,0,0,1,27,5
origin/codex/noether-pc-20260629,language-source-bodies/pan-turkic-faa2c330-heartbeat-current-head-continuation-20260706,source-body corpus package,14,95849,0,0,0,4,9,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-5c87f666-8lane-source-gate-route-20260706,coordination/log package,14,95459,0,0,0,3,9,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-04a2af16-99be-olp-2c2-child-return-route-20260707,uploader transfer/provenance package,17,95243,0,0,0,2,13,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-b4660802-7a7576c3-current-frontier-source-use-gap-audit-20260707,interlanguage method/provenance package,16,95193,0,0,0,1,13,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707,coordination/log package,15,94727,0,0,0,3,10,1
origin/codex/noether-pc-20260629,scripts,root/support or legacy file,17,93579,0,0,0,4,0,0
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-761bec88-placeholder-repair-and-frontier-audit-20260707,uploader transfer/provenance package,18,92825,0,0,0,3,13,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-1a823d4a-persianate-tajik-359-route-20260707,coordination/log package,12,85954,0,0,0,2,8,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706,uploader transfer/provenance package,13,85346,0,0,0,3,8,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-faa2-relation-function-source-use-extension-20260706,uploader transfer/provenance package,14,83087,0,0,0,2,10,1
origin/codex/noether-pc-20260629,noether-slavic-handoff/20260628,Noether Slavic handoff package,23,82678,0,0,0,11,0,12
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-0bf2ae1d-a9c-04a-child-return-route-20260707,uploader transfer/provenance package,24,82588,0,0,0,2,20,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-7b34ec91-branch-visible-1a-persianate-route-source-use-gap-20260707,interlanguage method/provenance package,29,81818,0,0,0,1,23,4
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-b95298e7-current-head-interlanguage-governance-route-watcher-20260707,uploader transfer/provenance package,26,81789,0,0,0,3,19,3
origin/codex/noether-pc-20260629,coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706,coordination/log package,11,81284,0,0,0,2,7,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707,coordination/log package,26,81251,0,0,0,3,21,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706,coordination/log package,13,80922,0,0,0,2,9,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-1a823d4a-branch-visible-dfb0-359-context-source-use-gap-20260707,interlanguage method/provenance package,25,80354,0,0,0,1,20,3
origin/codex/noether-pc-20260629,uploader-transfer/olp-faa2c330-current-head-support-accounting-20260706,uploader transfer/provenance package,12,80228,0,0,0,2,8,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-7b77da5b-eb15-branch-visibility-source-use-gap-audit-20260706,interlanguage method/provenance package,20,78443,0,0,0,1,17,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-5838ea80-49d-olp-visibility-route-20260707,uploader transfer/provenance package,18,76947,0,0,0,2,14,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707,interlanguage method/provenance package,14,76921,0,0,0,1,11,1
origin/codex/noether-pc-20260629,language-source-bodies/pan-turkic-faa2c330-source-use-adverse-fable-ledger-refresh-20260706,source-body corpus package,17,76816,0,0,0,4,12,0
origin/codex/noether-pc-20260629,uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707,uploader transfer/provenance package,14,76666,0,0,0,4,8,1
origin/codex/noether-pc-20260629,uploader-transfer/r7-malay-sea-pacific-9737e10c-frontier-advance-recovery-boundary-20260707,uploader transfer/provenance package,12,73572,0,0,0,2,8,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706,uploader transfer/provenance package,17,70387,0,0,0,2,14,0
origin/codex/noether-pc-20260629,uploader-transfer/interlanguage-fable-c0cb1db1-persianate-tajik-return-packet-20260707,uploader transfer/provenance package,19,69953,0,0,0,4,7,7
origin/codex/noether-pc-20260629,coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707,coordination/log package,17,69574,0,0,0,3,12,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-2b1fed31-r3-r6-cjk-r2-source-gate-route-20260706,coordination/log package,14,69313,0,0,0,3,9,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-359bc213-same-frontier-coordinator-reset-accounting-20260707,interlanguage method/provenance package,18,68038,0,0,0,2,12,2
origin/codex/noether-pc-20260629,coordination/non-slavic-core-7b34ec91-eight-lane-current-routing-20260707,coordination/log package,13,67869,0,0,0,2,9,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-81db4ba9-source-recovery-web-discovery-branch-delta-20260706,uploader transfer/provenance package,13,66791,0,0,0,2,10,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-6a895f1c-aeed-branch-advance-route-20260707,coordination/log package,14,66652,0,0,0,2,10,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-aeed56e7-current-frontier-source-use-gap-recovery-20260707,interlanguage method/provenance package,20,65763,0,0,0,1,17,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-b63d1b97-8466-branch-visibility-source-use-gap-audit-20260706,interlanguage method/provenance package,16,64074,0,0,0,1,13,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-28019a34-944-local-returns-route-20260707,uploader transfer/provenance package,17,63725,0,0,0,2,13,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-8b525a12-8e-current-head-source-use-gap-audit-20260706,interlanguage method/provenance package,13,62517,0,0,0,1,10,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706,interlanguage method/provenance package,18,61412,0,0,0,1,15,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706,interlanguage method/provenance package,18,60836,0,0,0,1,15,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707,interlanguage method/provenance package,19,60095,0,0,0,1,16,1
origin/codex/noether-pc-20260629,uploader-transfer/old-b-ac6f4eb-authority-packet-b3-handoff-20260706,uploader transfer/provenance package,14,59631,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-61f213fa-9f-olp-source-use-interlinear-route-20260707,uploader transfer/provenance package,16,59503,0,0,0,1,13,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-2bbebc4e-interlinear-terminology-02f-route-20260707,uploader transfer/provenance package,16,56820,0,0,0,3,11,1
origin/codex/noether-pc-20260629,uploader-transfer/r7-malay-sea-pacific-b95298e7-live-frontier-source-use-boundary-20260707,uploader transfer/provenance package,9,56766,0,0,0,1,6,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-0bf2ae1d-interlinear-terminology-a9c-route-20260707,uploader transfer/provenance package,16,56315,0,0,0,3,11,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-28019a34-frontier-advance-recovery-20260707,uploader transfer/provenance package,12,56164,0,0,0,3,7,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-d8fdb95a-r6-source-gate-followup-20260707,coordination/log package,15,56109,0,0,0,3,10,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-2c2df6b0-interlinear-terminology-698-route-20260707,uploader transfer/provenance package,16,55264,0,0,0,3,11,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-5838ea80-interlinear-terminology-e084-route-20260707,uploader transfer/provenance package,16,54992,0,0,0,3,11,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-61f213fa-interlinear-terminology-9f-package-visibility-20260707,uploader transfer/provenance package,16,54918,0,0,0,3,11,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-49d0983c-interlinear-terminology-a942-route-20260707,uploader transfer/provenance package,16,54854,0,0,0,3,11,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-9f97502e-interlinear-terminology-d214-route-refresh-20260707,uploader transfer/provenance package,16,54377,0,0,0,3,11,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-99be7f68-2c2-olp-r7-visibility-route-20260707,uploader transfer/provenance package,19,53039,0,0,0,2,15,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-45250d8f-86d-d9-route-visibility-20260707,uploader transfer/provenance package,17,50708,0,0,0,1,14,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706,uploader transfer/provenance package,14,50218,0,0,0,2,11,0
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-c0cb1db1-interlinear-terminology-heartbeat-20260707,uploader transfer/provenance package,14,49710,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-d9ea29b0-interlinear-terminology-heartbeat-20260707,uploader transfer/provenance package,14,49707,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-28019a34-interlinear-terminology-heartbeat-20260707,uploader transfer/provenance package,14,49698,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-9737e10c-interlinear-terminology-heartbeat-20260707,uploader transfer/provenance package,14,49696,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-b95298e7-interlinear-terminology-heartbeat-20260707,uploader transfer/provenance package,14,49688,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-45250d8f-interlinear-terminology-frontier-advance-20260707,uploader transfer/provenance package,14,49655,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-1fa37d6d-interlinear-terminology-heartbeat-20260707,uploader transfer/provenance package,14,49654,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-761bec88-interlinear-terminology-source-use-recovery-20260707,uploader transfer/provenance package,14,49651,0,0,0,2,10,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-faa2c330-package-r2-mutual-wake-route-20260706,coordination/log package,12,48175,0,0,0,2,8,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-18bbb185-a55-7b-route-context-batch-20260707,coordination/log package,13,47556,0,0,0,2,9,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-9d7db086-authority-source-start-map-20260706,uploader transfer/provenance package,15,47218,0,0,0,2,12,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-2bbdbfe5-8b-branch-visibility-fact-change-audit-20260706,interlanguage method/provenance package,12,45991,0,0,0,1,9,1
origin/codex/noether-pc-20260629,language-source-bodies/pan-turkic-faa2c330-token-reset-mutual-wake-recovery-20260706,source-body corpus package,16,45875,0,0,0,4,11,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706,interlanguage method/provenance package,11,45801,0,0,0,1,8,1
origin/codex/noether-pc-20260629,README.md,root/support or legacy file,1,44746,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-b4660802-current-head-authority-olp-route-20260707,coordination/log package,17,44660,0,0,0,3,12,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-7a7576c3-ef53-corrective-source-gate-route-20260706,coordination/log package,17,44481,0,0,0,3,10,3
origin/codex/noether-pc-20260629,uploader-transfer/r6-81db4ba9-source-owner-access-recovery-retry-20260706,uploader transfer/provenance package,14,44365,0,0,0,2,11,0
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-28019a34-current-head-local-return-watcher-20260707,uploader transfer/provenance package,22,43961,0,0,0,3,16,2
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-cf4e67f3-9bbc-branch-visibility-delta-corrected-20260706,interlanguage method/provenance package,10,43505,0,0,0,1,7,1
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-c0cb1db1-frontier-advance-nonslavic-route-isolation-watcher-20260707,uploader transfer/provenance package,23,43365,0,0,0,3,17,2
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-cf4e67f3-9bbc-branch-visibility-delta-20260706,interlanguage method/provenance package,10,43306,0,0,0,1,7,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-23630643-b3-repair-recheck-route-20260707,uploader transfer/provenance package,19,42789,0,0,0,2,15,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-25b9a6df-41b-branch-visibility-source-gate-route-20260707,coordination/log package,16,42664,0,0,0,3,11,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707,coordination/log package,12,42020,0,0,0,2,8,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706,interlanguage method/provenance package,11,41377,0,0,0,1,8,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706,uploader transfer/provenance package,14,41359,0,0,0,2,11,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706,uploader transfer/provenance package,14,38864,0,0,0,2,11,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-dfb0ac3e-repaired-2bd-branch-visible-source-use-gap-20260707,interlanguage method/provenance package,21,38304,0,0,0,1,17,2
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-18bbb185-live-frontier-delta-watcher-20260707,uploader transfer/provenance package,20,37771,0,0,0,4,14,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-8be81510-source-gated-support-audit-20260706,uploader transfer/provenance package,13,37549,0,0,0,2,10,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-dfb0ac3e-current-head-r3-r6-context-route-20260707,coordination/log package,14,37281,0,0,0,3,9,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707,uploader transfer/provenance package,17,35392,0,0,0,3,12,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-81db4ba9-manual-access-recovery-escalation-20260706,uploader transfer/provenance package,15,34888,0,0,0,2,12,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/fable-ledger-block-20260705,interlanguage method/provenance package,17,34860,0,0,0,5,9,0
origin/codex/noether-pc-20260629,uploader-transfer/olp-0bf2ae1d-source-use-fable-a9c-route-20260707,uploader transfer/provenance package,17,34764,0,0,0,3,12,1
origin/codex/noether-pc-20260629,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,root/support or legacy file,1,34594,0,0,0,1,0,0
origin/codex/noether-pc-20260629,uploader-transfer/olp-2c2df6b0-source-use-fable-698-route-20260707,uploader transfer/provenance package,17,33716,0,0,0,3,12,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-eb15c5dd-r6-732b-source-start-route-20260706,coordination/log package,14,33611,0,0,0,3,9,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-5838ea80-source-use-fable-e084-route-20260707,uploader transfer/provenance package,17,33191,0,0,0,3,12,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-61f213fa-source-use-fable-9f-package-visibility-20260707,uploader transfer/provenance package,17,33107,0,0,0,3,12,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-49d0983c-source-use-fable-a942-route-20260707,uploader transfer/provenance package,17,33029,0,0,0,3,12,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-9f97502e-source-use-fable-d214-route-refresh-20260707,uploader transfer/provenance package,17,32488,0,0,0,3,12,1
