layer	physical_page	render_path	width_px	height_px	ink_ratio	ink_bbox	sha256	programmatic_visual_status
apparatus	27	rendered/frozen_2E3BB35A/apparatus/page-27.png	922	1368	0.02843345	54,63,866,1334	20E84FFEEA3FE4A68AC13B2E974074A92C6952E3218A0EE795BB0B6F39B4E29F	PASS
apparatus	28	rendered/frozen_2E3BB35A/apparatus/page-28.png	922	1368	0.02696195	54,63,867,1334	75D8E77AD575DBF3E05829A4320CB0D7F1E252D02FC6DBD6A2AFCFB412CD9E03	PASS
apparatus	29	rendered/frozen_2E3BB35A/apparatus/page-29.png	922	1368	0.02761128	54,63,869,1334	706FFFC8587FC0AF94B7A02D8547FB5007F0A987BFB33C9DB7D51F012FD3B8A8	PASS
apparatus	30	rendered/frozen_2E3BB35A/apparatus/page-30.png	922	1368	0.02776192	54,63,866,1334	6CA307DAD804CD5D9E90444C67CC6B53B0B716BCDB43F8AD5603D613A2085408	PASS
apparatus	31	rendered/frozen_2E3BB35A/apparatus/page-31.png	922	1368	0.02740277	54,63,866,1334	7488A764A5F78E1A34518402B6CA90BCD438D4911BC76DDE81D2711D10C1244A	PASS
apparatus	32	rendered/frozen_2E3BB35A/apparatus/page-32.png	922	1368	0.02928258	54,63,866,1334	246F6E7BC799B9416648DD12FFED7482C707B9D1DA5923E0EEBCF818B5B8B6F9	PASS
apparatus	33	rendered/frozen_2E3BB35A/apparatus/page-33.png	922	1368	0.02757481	54,63,866,1334	B9E88B30EF5FB74EA728A987BA3F432770C74EE13CDF23D4456377BF9FA45F1B	PASS
apparatus	34	rendered/frozen_2E3BB35A/apparatus/page-34.png	922	1368	0.03031961	54,63,869,1334	01C621699B5D1804A53A4C5349FDA6EEDD5A0F316BC6116DC61AFF148EB2FD59	PASS
apparatus	35	rendered/frozen_2E3BB35A/apparatus/page-35.png	922	1368	0.02667891	54,63,866,1334	4A706EA73237468A425EF007C02C58F9E06CF120309385E9ACA93C3EFDCF3D88	PASS
apparatus	36	rendered/frozen_2E3BB35A/apparatus/page-36.png	922	1368	0.03271556	54,63,867,1334	E6618377021C9CB576650B4091BDB7E8300F7465B3B0C67D2116DBB6D944FCA1	PASS
apparatus	37	rendered/frozen_2E3BB35A/apparatus/page-37.png	922	1368	0.03062961	54,63,866,1334	59508E1F3E993EAF8B1416E56E6E2EB49F67894BEED600A68468CEC5208A4F5F	PASS
apparatus	38	rendered/frozen_2E3BB35A/apparatus/page-38.png	922	1368	0.02883780	54,63,866,1334	DF425DAF018AB8BA13DC9EB8E98D51979D3BA43780463B21CE7A45491EE5493A	PASS
apparatus	39	rendered/frozen_2E3BB35A/apparatus/page-39.png	922	1368	0.02838905	54,63,866,1334	FDC25DEB1BDDC34D51A83FC402AF75F38F439A9C343A68AEDEA67A0CA2621BB7	PASS
apparatus	40	rendered/frozen_2E3BB35A/apparatus/page-40.png	922	1368	0.03637687	54,63,868,1334	A4C6BEAFB0A6F98C5B61360F5BBCB20C6353D178A967978E118CC51F699E2C8C	PASS
apparatus	41	rendered/frozen_2E3BB35A/apparatus/page-41.png	922	1368	0.02868161	54,63,866,1334	0C26A7B1895BEFFDDEF233A702DBD0C7642F845DAA8F2AA4C3012318509AD992	PASS
apparatus	42	rendered/frozen_2E3BB35A/apparatus/page-42.png	922	1368	0.02967028	54,63,866,1334	F7B3AEE2F4C3B5F19791A2EB96CD8AA9712B05AA50A1034FC4133FFD85DFDEFB	PASS
apparatus	43	rendered/frozen_2E3BB35A/apparatus/page-43.png	922	1368	0.02946097	54,63,866,1334	D473121F7D8EA58EA7F579E552E7AF82D2A04C1E82531D92FB3626CAFEE71D48	PASS
apparatus	44	rendered/frozen_2E3BB35A/apparatus/page-44.png	922	1368	0.03155960	54,63,866,1334	5CDDA516C4A97D4E8356CD2CD64CCDDCF9478AC21AF88CF16620782EEDE8532D	PASS
apparatus	45	rendered/frozen_2E3BB35A/apparatus/page-45.png	922	1368	0.02888775	54,63,869,1334	27CB91A651D05D704CB2AFC1BB120153553BE084E372F431BDFAF09C360C95A6	PASS
apparatus	46	rendered/frozen_2E3BB35A/apparatus/page-46.png	922	1368	0.02755737	54,63,866,1334	3C4871F756AA4F11F0F5E5578123CC1D616E9B97D771F67B42C7534B54E852FA	PASS
apparatus	47	rendered/frozen_2E3BB35A/apparatus/page-47.png	922	1368	0.03014836	54,63,867,1334	C447599D2012F50BC6439226AA389D555482810852B66DE7F35DAA52F6030DBE	PASS
apparatus	48	rendered/frozen_2E3BB35A/apparatus/page-48.png	922	1368	0.03325627	54,63,869,1334	F30732A3200704C4C40DA0BCB4928E2C67E4C03032FD5E3EB727E25D32B632F2	PASS
apparatus	49	rendered/frozen_2E3BB35A/apparatus/page-49.png	922	1368	0.03079769	54,63,866,1334	AF96E12966E354EA753DF5696C4AEE1AE53C72DCDF37BC6CA93BF684BE2B8C2D	PASS
apparatus	50	rendered/frozen_2E3BB35A/apparatus/page-50.png	922	1368	0.02812900	54,63,866,1334	F0D529629A20032825736A460736F870C76A41AA5575482E17AB4E70301D4303	PASS
apparatus	51	rendered/frozen_2E3BB35A/apparatus/page-51.png	922	1368	0.02576160	54,63,867,1334	C7AFA5814DCE7A5043349C69452944C004AB5250F974E1450F498E1F071338AF	PASS
apparatus	52	rendered/frozen_2E3BB35A/apparatus/page-52.png	922	1368	0.02624840	54,63,866,1334	CEC69D92BF78D75FBDCAE2ACB952EF64FA9132F712368C3565D1E26EF920CCDC	PASS
apparatus	53	rendered/frozen_2E3BB35A/apparatus/page-53.png	922	1368	0.02832404	54,63,867,1334	4860E6B89B506DFBB6E190CA66E8041BE1E25B19637F23C38B870BFDADCD5531	PASS
apparatus	54	rendered/frozen_2E3BB35A/apparatus/page-54.png	922	1368	0.02851115	54,63,867,1334	DD89BF7A643FE6E08E6D4A907ED35F1AEF266D3BEBC341BBED0F090A969222AA	PASS
apparatus	55	rendered/frozen_2E3BB35A/apparatus/page-55.png	922	1368	0.03081196	54,63,866,1334	D35DC944E782F23716E9282634309E785FFC551442FF86228F07593F1DDCBCDB	PASS
apparatus	56	rendered/frozen_2E3BB35A/apparatus/page-56.png	922	1368	0.02804972	54,63,866,1334	F9E54DE2CC6006A947FF4B850C1FF1D5C1321C5D0BB3666AD1DA7600FF4C9BA5	PASS
apparatus	57	rendered/frozen_2E3BB35A/apparatus/page-57.png	922	1368	0.02858171	54,63,867,1334	58D0BEF521AF45379C271E48FDAE13ECA9893ECEC87B41187343F89BEB5D534E	PASS
apparatus	58	rendered/frozen_2E3BB35A/apparatus/page-58.png	922	1368	0.02552137	54,63,868,1334	C038DFE78C30833A237905AD626C262E94729CD807F54857BF27E06EF3216334	PASS
