candidate_id,source_span_id,raw_token,normalized_token,candidate_kind,proposed_target_id,proposed_external_work,proposed_external_id,relation_type,direction,confidence,evidence,exclusion_reason,status,reviewer,decision_id
ILL-REFC-20260805-0084,ILL-SP-239-015-03,Michel Demazure,Michel Demazure,named_person_relation,illusie:person:demazure,,,acknowledges_jury_membership,unit_to_person,high,Direct acknowledgement that Demazure agreed to serve on the Jury.,,resolved_person_index,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0085,ILL-SP-239-015-04,Madame Michon,Madame Michon,named_person_relation,illusie:person:madame-michon,,,acknowledges_manuscript_preparation,unit_to_person,high,Direct acknowledgement of care in preparing the manuscript.,,resolved_person_index,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0086,ILL-SP-239-017-03,(SGA 4),SGA 4 part I,external_work_locator,,Séminaire de Géométrie Algébrique 4 first part,external:sga4:part1,cites_external_work,unit_to_external,high,Direct prerequisite citation to the first part of SGA 4.,,resolved_direct_external,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0087,ILL-SP-239-017-03,l'exposé IV,SGA 4 Exposé IV,external_expose_locator,,Séminaire de Géométrie Algébrique 4 Exposé IV,external:sga4:iv,cites_external_expose,unit_to_external,high,Direct parenthetical specification of the especially relevant exposé.,,resolved_direct_external,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0088,ILL-SP-239-017-03,[27],27,numbered_bibliography_key,ILL-CCD:LNM239:BIB:27,,,cites,unit_to_bibliography,high,"Direct citation associated with Verdier's derived-category formalism; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0089,ILL-SP-239-017-03,(SGA 4 XVII),SGA 4 Exposé XVII,external_expose_locator,,Séminaire de Géométrie Algébrique 4 Exposé XVII,external:sga4:xvii,cites_external_expose,unit_to_external,high,Direct exposé locator associated with Verdier's derived-category formalism.,,resolved_direct_external,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0090,ILL-SP-239-017-03,[10],10,numbered_bibliography_key,ILL-CCD:LNM239:BIB:10,,,cites,unit_to_bibliography,high,Direct prerequisite citation for simplicial techniques; exact entry awaits terminal bibliography.,,pending_terminal_bibliography,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0091,ILL-SP-239-017-03,[11],11,numbered_bibliography_key,ILL-CCD:LNM239:BIB:11,,,cites,unit_to_bibliography,high,Direct prerequisite citation for simplicial techniques; exact entry awaits terminal bibliography.,,pending_terminal_bibliography,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0092,ILL-SP-239-017-03,[23],23,numbered_bibliography_key,ILL-CCD:LNM239:BIB:23,,,cites,unit_to_bibliography,high,Direct prerequisite citation for simplicial techniques; exact entry awaits terminal bibliography.,,pending_terminal_bibliography,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0093,ILL-SP-239-017-03,[1],1,numbered_bibliography_key,ILL-CCD:LNM239:BIB:1,,,cites,unit_to_bibliography,high,"Direct citation associated with André; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0094,ILL-SP-239-017-03,[2],2,numbered_bibliography_key,ILL-CCD:LNM239:BIB:2,,,cites,unit_to_bibliography,high,"Direct citation associated with André; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0095,ILL-SP-239-017-03,[17],17,numbered_bibliography_key,ILL-CCD:LNM239:BIB:17,,,cites,unit_to_bibliography,high,"Direct citation associated with Grothendieck; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0096,ILL-SP-239-017-03,[24],24,numbered_bibliography_key,ILL-CCD:LNM239:BIB:24,,,cites,unit_to_bibliography,high,"Direct citation associated with Quillen; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0097,ILL-SP-239-017-03,[25],25,numbered_bibliography_key,ILL-CCD:LNM239:BIB:25,,,cites,unit_to_bibliography,high,"Direct citation associated with Quillen; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0098,ILL-SP-239-017-07,SGA 4 XVII 0.1,SGA 4 Exposé XVII 0.1,specific_external_locator,,Séminaire de Géométrie Algébrique 4 Exposé XVII section 0.1,external:sga4:xvii:0.1,cites_specific_external_result,unit_to_external,high,Direct locator for Deligne's convention that the equality sign denotes a canonical functorial isomorphism.,,resolved_direct_external,lead,ILL-TX-20260804-0014
ILL-REFC-20260805-0099,ILL-SP-239-019-04,[10],10,numbered_bibliography_key,ILL-CCD:LNM239:BIB:10,,,cites,unit_to_bibliography,high,Direct citation in the subsection heading for simplicial objects and homotopies; exact entry awaits terminal bibliography.,,pending_terminal_bibliography,lead,ILL-TX-20260804-0016
ILL-REFC-20260805-0100,ILL-SP-239-019-04,[11],11,numbered_bibliography_key,ILL-CCD:LNM239:BIB:11,,,cites,unit_to_bibliography,high,Direct citation in the subsection heading for simplicial objects and homotopies; exact entry awaits terminal bibliography.,,pending_terminal_bibliography,lead,ILL-TX-20260804-0016
ILL-REFC-20260805-0101,ILL-SP-239-019-04,[23],23,numbered_bibliography_key,ILL-CCD:LNM239:BIB:23,,,cites,unit_to_bibliography,high,Direct citation in the subsection heading for simplicial objects and homotopies; exact entry awaits terminal bibliography.,,pending_terminal_bibliography,lead,ILL-TX-20260804-0016
ILL-REFC-20260805-0102,ILL-SP-239-021-06,([10]1.7),[10] §1.7,numbered_bibliography_locator,ILL-CCD:LNM239:BIB:10,,,cites_specific_bibliography_locator,unit_to_bibliography,high,Direct section-level locator in the definition of homotopy; the exact bibliography entry awaits the terminal bibliography.,,pending_terminal_bibliography,lead,ILL-TX-20260804-0018
ILL-REFC-20260805-0103,ILL-SP-239-023-04,(Giraud [12] 1.16),[12] §1.16,numbered_bibliography_locator,ILL-CCD:LNM239:BIB:12,,,cites_specific_bibliography_locator,unit_to_bibliography,high,Direct author-plus-section locator for preservation of fibrance or cofibrance by Simpl; the exact bibliography entry awaits the terminal bibliography.,,pending_terminal_bibliography,lead,ILL-TX-20260804-0020
