transition_id,source_row_id,language,row_status,covered_scope,concept_band,english_anchor,german_noether_anchor,target_rendering_draft,term_alternatives_or_register_note,formula_neighboring_usage_note,source_context_note,interlinear_or_semi_constructed_scaffold,reviewer_question,source_canon_basis_artifacts,url_hash_license_access_note,ocr_unicode_status,blocker_or_next_return,draft_label,source_text_saved,translation_completion_claimed,approval_or_promotion_claimed,promotion_allowed
R9-TRANS-20260705-030,MND-H001,Mandinka_Manding,source_gap_do_not_use_no_translation,uncovered: source acquisition or OCR/reviewer return required before translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,No target candidate: source gap remains open.,Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,R9 Mandinka/Manding ledger (no direct source row).,DE Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring / EN ring / field / module / ideal / invariant / Noetherian ring -> TARGET SOURCE GAP -> Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,Find local higher-math witness; keep Manding bridge blocked.,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-031,TWI-A001,Akan_Twi,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: akontaabu a wɔde agyiraehyɛde di dwuma; nkonta a wɔde agyiraehyɛde di dwuma,"Alternatives copied from prior source row for reviewer comparison: akontaabu a wɔde agyiraehyɛde di dwuma; nkonta a wɔde agyiraehyɛde di dwuma; reviewer-prompt only, not a promoted rendering.",Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Twi math glossaries (elementary lines 99/148; middle-school lines 89/138).,DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: akontaabu a wɔde agyiraehyɛde di dwuma; nkonta a wɔde agyiraehyɛde di dwuma -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,Confirm compact register and whether phrase is usable beyond glossary context.,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-032,TWI-A002,Akan_Twi,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: nsɛm abien a pɛyɛ gyiraehyɛde da ntam; afa abien akontaabu nsɛm a ɛyɛ pɛ,"Alternatives copied from prior source row for reviewer comparison: nsɛm abien a pɛyɛ gyiraehyɛde da ntam; afa abien akontaabu nsɛm a ɛyɛ pɛ; reviewer-prompt only, not a promoted rendering.",Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Twi math/chemistry glossaries (elementary lines 423/472; chemistry lines 1056/1106).,DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: nsɛm abien a pɛyɛ gyiraehyɛde da ntam; afa abien akontaabu nsɛm a ɛyɛ pɛ -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,Review source split and mathematical sentence behavior.,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-033,TWI-P002,Akan_Twi,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,proof_language,proof,Beweis,FOR_REVIEW_ONLY_NOT_TRANSLATION: adanse,"Single source-row candidate for reviewer comparison: adanse; reviewer-prompt only, not a promoted rendering.","Proof frame requires source prose, not just glossary matching; no theorem/proof translation accepted.",NYU/NYSED Twi high-school geometry glossary (lines 202/252 and 919/947).,"DE Beweis / EN proof -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: adanse -> Proof frame requires source prose, not just glossary matching; no theorem/proof translation accepted.",Confirm whether this supports formal proof prose.,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-034,TWI-H001,Akan_Twi,source_gap_do_not_use_no_translation,uncovered: source acquisition or OCR/reviewer return required before translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,No target candidate: source gap remains open.,Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,R9 Akan/Twi ledger (no direct source row).,DE Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring / EN ring / field / module / ideal / invariant / Noetherian ring -> TARGET SOURCE GAP -> Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,Find local higher-math source; keep Akan-wide bridge blocked.,NYU/NYSED Twi math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Akan-wide transfer remains reviewer-gated,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-035,WOLOF-A001,Wolof,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: alseebar; alseebur; Joxe ndigël,"Alternatives copied from prior source row for reviewer comparison: alseebar; alseebur; Joxe ndigël; reviewer-prompt only, not a promoted rendering.",Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Wolof math/physics glossaries (elementary lines 99/148; middle-school algebra row; physics algebra row).,DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: alseebar; alseebur; Joxe ndigël -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,Choose among variants and check subject-specific register.,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-036,WOLOF-A002,Wolof,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: tolloole; Ikuwaason; ikuwaason,"Alternatives copied from prior source row for reviewer comparison: tolloole; Ikuwaason; ikuwaason; reviewer-prompt only, not a promoted rendering.",Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Wolof math/science glossaries (elementary lines 423/472; Algebra 2 190/217; chemistry/middle-school/physics rows).,DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: tolloole; Ikuwaason; ikuwaason -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,Review orthography/register variants before draft prose.,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-037,WOLOF-P002,Wolof,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,proof_language,proof,Beweis,FOR_REVIEW_ONLY_NOT_TRANSLATION: Ki sampp; Përëw,"Alternatives copied from prior source row for reviewer comparison: Ki sampp; Përëw; reviewer-prompt only, not a promoted rendering.","Proof frame requires source prose, not just glossary matching; no theorem/proof translation accepted.",NYU/NYSED Wolof chemistry and geometry glossaries (chemistry proof row; geometry proof row).,"DE Beweis / EN proof -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: Ki sampp; Përëw -> Proof frame requires source prose, not just glossary matching; no theorem/proof translation accepted.",Confirm formal proof frame and avoid translating Noether prose before review.,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-038,WOLOF-H001,Wolof,source_gap_do_not_use_no_translation,uncovered: source acquisition or OCR/reviewer return required before translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,No target candidate: source gap remains open.,Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,R9 Wolof ledger (no direct source row).,DE Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring / EN ring / field / module / ideal / invariant / Noetherian ring -> TARGET SOURCE GAP -> Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,Find local higher-math source; no Wolof/Senegambian bridge.,NYU/NYSED Wolof math/science glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source prose and variant review still required,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-039,YOR-A001,Yoruba,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: Ìṣirò Àlámìn,"Single source-row candidate for reviewer comparison: Ìṣirò Àlámìn; reviewer-prompt only, not a promoted rendering.",Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,"Fakinlede K, Mathematics Dictionary, Yoruba-English (extracted text context line 737).",DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: Ìṣirò Àlámìn -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,Confirm dictionary form against school/STEM prose source.,Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,Dictionary/metadata provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-040,YOR-A002,Yoruba,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: ọmì,"Single source-row candidate for reviewer comparison: ọmì; reviewer-prompt only, not a promoted rendering.",Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,"Fakinlede K, Mathematics Dictionary, Yoruba-English (lines 942 and 944).",DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: ọmì -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,Check extraction damage and whether this is correct for equation.,Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,Dictionary/metadata provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-041,YOR-P001,Yoruba,source_gap_do_not_use_no_translation,uncovered: source acquisition or OCR/reviewer return required before translation,proof_language,proof/theorem/definition,Beweis / Satz / Definition,,No target candidate: source gap remains open.,Proof/theorem/definition frames remain blocked until source prose or reviewer return exists.,Yoruba dictionary seed ledger (no Proof/Theorem/Definition/Define hits).,DE Beweis / Satz / Definition / EN proof/theorem/definition -> TARGET SOURCE GAP -> Proof/theorem/definition frames remain blocked until source prose or reviewer return exists.,Find proof-language witness before any Noether prose.,Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,Dictionary/metadata provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-042,YOR-H001,Yoruba,source_gap_do_not_use_no_translation,uncovered: source acquisition or OCR/reviewer return required before translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,No target candidate: source gap remains open.,Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,Yoruba dictionary seed ledger (no Ring/Field/Module/Ideal/Invariant/Noether hits).,DE Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring / EN ring / field / module / ideal / invariant / Noetherian ring -> TARGET SOURCE GAP -> Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,Find school or higher-math witness; no Yoruba translation lane yet.,Fakinlede Mathematics Dictionary seed rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv plus Zenodo/round-2 deferred lead records; source prose remains incomplete,Dictionary/metadata provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-043,AMH-SOURCE-CONTEXT,Amharic,source_body_baseline_present_target_rendering_blocked,source context present: 48 local source-body rows and 3 P0 current-access metadata rows; no extracted term rendering in this artifact,source_context,mathematics / algebra source context,Mathematik / Algebra Kontext,,"Amharic source bodies exist, but prior OCR/font-map audit blocks responsible target-term extraction here.",Formula-neighboring source context may exist in local PDFs; target rendering not produced until Unicode/font-map/page-render review closes.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv records 48 Amharic rows; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv records 3 current-access P0 rows.,DE/EN anchor only -> Amharic target blank -> OCR/font-map repair before any target rendering.,Which Amharic PDF pages/rows should receive font-map or reviewer extraction first for algebra/register terms?,R9_AMHARIC_OCR_FONTMAP_TRIAGE_20260704.csv; R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv,"Local hash/source-body and current-access metadata exist, but no license clearance or source-owner/reviewer return is claimed.",Blocked by Amharic font/non-Unicode text-layer issues pending OCR/font-map repair.,Perform page-render/font-map comparison and reviewer/source-owner/license return before target rendering.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-044,HAU-LIMITED-SOURCE-CANDIDATE,Hausa,source_archive_and_public_register_candidate_not_translation_ready,"limited source-canon candidate only: GitHub source archive and IA public wiki/register PDF captured for review, not admitted for translation",public_register_context,mathematics / public register,Mathematik / Registerkontext,,No Hausa target rendering is produced from the captured IA/GitHub witnesses in this transition artifact.,"Do not use for Noether or formula-neighboring prose until file-body/rendered-content, license, attribution, and source-owner/reviewer gates close.",R9_HAUSA_GITHUB_SOURCE_ARCHIVE_CAPTURE_20260705.csv captured a source ZIP candidate; R9_HAUSA_IA_PDF_BODY_CAPTURE_20260705.csv captured a Wikipedia-derived PDF body as public-register context.,DE/EN anchor only -> Hausa target blank -> source-package/file-body review required.,"Should HausaMath receive controlled rendered-content/file-body review, and should the IA Lissafi PDF remain public-register discovery context only?",R9_HAUSA_GITHUB_SOURCE_ARCHIVE_CAPTURE_20260705.csv; R9_HAUSA_IA_PDF_BODY_CAPTURE_20260705.csv; R9_HAUSA_DEFERRED_FILELIST_TRIAGE_20260705.csv,GitHub MIT and IA CC-BY-SA strings are metadata signals only; no clearance claim.,IA PDF has counts-only text-layer diagnostic; GitHub archive not extracted into source text.,"File-body/rendered app language-domain review, license-file/attribution review, source-owner/reviewer return.",DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-045,IGB-SOURCE-GAP,Igbo,source_acquisition_gap_no_translation,uncovered: refined resweep found no admitted Igbo mathematical source witness,source_gap,mathematics / algebra source witness,Mathematik / Algebra Quellenzeuge,,No target candidate from admitted source; do not draft.,No formula-neighboring use until a target-language math source body or reviewer/source-owner return is found.,R9_IGBO_REFINED_SOURCE_WITNESS_RESWEEP_20260705.csv records zero-result/noise/query-error rows only.,DE/EN anchor only -> Igbo target blank -> source acquisition required.,Find named Igbo curriculum/publisher/classroom/repository source with URL/body/hash/license/access signal.,R9_IGBO_REFINED_SOURCE_WITNESS_RESWEEP_20260705.csv; R9_P3_HAUSA_IGBO_CANDIDATE_TRIAGE_20260705.csv,No admitted URL/body/hash/license witness.,No local source body to OCR.,Exact source acquisition or reviewer/source-owner return.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-046,AFAR-QAFAR-SOURCE-GAP,Afar_Qafar,context_provenance_only_no_translation,uncovered: context/report/media provenance only; no target-language mathematical source body,source_gap,mathematics source witness,Mathematik Quellenzeuge,,No Afar/Qafar target candidate from admitted math source.,No formula-neighboring use until transcript/source body exists.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv has Afar/Qafar context rows only; source-gate matrix keeps transcript/source-body blocker open.,DE/EN anchor only -> Afar/Qafar target blank -> transcript/source-body required.,"Can a target-language Afar/Qafar math transcript, school text, or reviewer source return be obtained?",R9_SOURCE_GATE_MINIMUM_EVIDENCE_MATRIX_20260704.csv; R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv,Context access signals are not source-canon admission or license clearance.,No math source body/OCR layer available for target terms.,Target-language math source body or transcript required.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-047,R9-HARD-NOETHER-ANCHORS,R9_ALL_LANGUAGES,hard_noether_terms_blocked_uncovered,"uncovered for all R9 languages in this transition artifact: ring, field, module, ideal, invariant, Noetherian ring/source theorem prose",hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,No hard Noether target rendering is produced; glossary arithmetic/algebra scaffolds do not transfer to invariant theory.,"Hard terms require formula-neighboring higher-math witnesses such as ring R, ideal I, module M, invariant f, not present here.",Earlier R9 hard-algebra rows remain source_gap_do_not_use unless a language-specific higher-math source/reviewer return is added.,DE hard anchor -> target blank -> source acquisition/reviewer return required before any draft.,Find target-language higher-math source witnesses or reviewer-approved strategy for Noether/invariant-theory prose.,R9_NOETHER_GERMAN_ANCHORED_MICRO_SLICES_20260704.csv; R9_SOURCE_GATE_MINIMUM_EVIDENCE_MATRIX_20260704.csv; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,No license/access/source-owner signal for hard Noether translation exists in this artifact.,Not an OCR issue alone; this is a source/domain sufficiency gap.,Higher-math source-canon acquisition or reviewer-ledger return required.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-048,AF05-SOUTH-SUDAN-SOURCE-GAP,AF05_South_Sudan,source_acquisition_gap_no_translation,"uncovered related row: broad/noisy metadata only, no named target-language math source body",related_row_gap,mathematics source witness,Mathematik Quellenzeuge,,No target candidate.,No formula-neighboring use.,Endonym GitHub retry triage classified AF05 search results as broad query noise.,DE/EN anchor only -> target blank -> source acquisition required.,Identify exact language/community and source-owner route before any mathematical row can be drafted.,R9_ENDONYM_GITHUB_QUOTA_RETRY_SKIPPED_ROWS_20260704.csv; R9_ENDONYM_GITHUB_RETRY_CANDIDATE_TRIAGE_20260704.csv,Metadata noise only; no admitted body/hash/license witness.,No source body to OCR.,Exact language/source-owner acquisition required.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-049,AF06-OMOTIC-SOUTHERN-NONBANTU-SOURCE-GAP,AF06_Omotic_Southern_Non_Bantu,source_acquisition_gap_no_translation,"uncovered related row: dictionary/language-resource context only, no mathematical source corpus",related_row_gap,mathematics source witness,Mathematik Quellenzeuge,,No target candidate.,No formula-neighboring use.,"Endonym candidate triage classified dictionaria/sidaama as language-resource context, not math source canon.",DE/EN anchor only -> target blank -> source acquisition required.,Find exact Omotic/Southern Non-Bantu target-language math source or reviewer return before drafting.,R9_ENDONYM_GITHUB_QUOTA_RETRY_SKIPPED_ROWS_20260704.csv; R9_ENDONYM_GITHUB_RETRY_CANDIDATE_TRIAGE_20260704.csv,Dictionary metadata is not math source admission or license clearance.,No math source body to OCR.,Exact target-language math source acquisition required.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
