authority_boundary,branch_path,csv_row_count,frontier,generated_utc,git_blob,local_source_body_path,mode,object_type,old_path,payload_group,previous_frontier,sequence,sha256,size_bytes,source_link_status,source_use_label,status
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0002_c83385c6b2_BRANCH_COMPARE_COMMITS_C033F393_TO_4065F6A4.csv,1,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,c83385c6b2050ea592fb780c72d35daa4538a61c,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0114_c83385c6b2_0002_c83385c6b2_BRANCH_COMPARE_COMMITS_C033F393_TO_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,114,8DD1FCE38536CC718BCBD189D05880DCF2D121251AF392B8E187355EE055E892,166,branch_blob_extracted_to_local_source_body_by_object_id,b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0003_507492593d_BRANCH_COMPARE_FILES_C033F393_TO_4065F6A4.csv,21,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,507492593db9fbc9a48064001ad9000c87c880cb,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0115_507492593d_0003_507492593d_BRANCH_COMPARE_FILES_C033F393_TO_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,115,0411C8FE5B98E19AD40A7905BAC47DCFF84ED892BFA7C678166E345DEBBE3022,4725,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0004_f4bc195049_BRANCH_COMPARE_SUMMARY_4065F6A4.csv,1,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,f4bc195049d00a1e0f9b4da9dc0bed4a825da4e8,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0116_f4bc195049_0004_f4bc195049_BRANCH_COMPARE_SUMMARY_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,116,789A14415BAE951718D2A57F0D798E1E79B00B29F166724629FE004B6E2888D5,383,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0005_2707ea3d0b_EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4.csv,3,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,2707ea3d0bc6c44603a86220dd7416b1992a4b8f,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0117_2707ea3d0b_0005_2707ea3d0b_EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,117,0BAF791F730CE738D489F150740D328F59A066C066B7F975D2CBAE7BA797F214,701,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0006_305bd732e3_MANIFEST.csv,9,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,305bd732e32340ad8e76e6b5c6c72b118c6b3f83,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0118_305bd732e3_0006_305bd732e3_MANIFEST.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,118,1266A9ED81BF5EBD3C177E6841FB82840A055FB75F3D984EB416D7415FD626B4,995,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0007_fde072cb4f_PARENT_PACKET_VISIBILITY_INVENTORY_4065F6A4.csv,1,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,fde072cb4f196e7efc426c0dbb497003d0fe4bbb,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0119_fde072cb4f_0007_fde072cb4f_PARENT_PACKET_VISIBILITY_INVENTORY_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,119,FB3E04887B439376AD7C9665ADC75626A155986DA7F106D5B9D97F64C8EAFA2A,479,branch_blob_extracted_to_local_source_body_by_object_id,blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0008_6be4778e05_README.md,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,6be4778e05d0cece7a5ad0d6dcc427664019d254,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0120_6be4778e05_0008_6be4778e05_README.md,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,120,87012F3D667A86AB406A1D81FCD5F502A40149BA99FF07B33DC9ABDDBFF5308D,1493,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0009_3166ea1509_SHA256SUMS.txt,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,3166ea1509dfad8b40f759c911f9675052d4c715,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0121_3166ea1509_0009_3166ea1509_SHA256SUMS.txt,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,121,14CAE7C9EE4356487EA7769E160DE62AC7B91F6BA9F85B300F78AC3193BF2B14,928,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0010_fc026aca9c_SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_4065F6A4.csv,3,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,fc026aca9ce707b65049270c36e609c7b7e50ea0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0122_fc026aca9c_0010_fc026aca9c_SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,122,5AF30D3BFAA97A632DECA7D6EA8D181841C6A7C03547B03A845B7020DA07B83B,781,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0011_9bdf61e746_SUMMARY.json,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,9bdf61e746c44a42dc96739a04a08e9d5c9fcb54,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0123_9bdf61e746_0011_9bdf61e746_SUMMARY.json,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,123,872128E7643AACA634E4D6ED0C8A08F83257303F765DB69432EAC1270DEB64B2,1288,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0012_e4187b84e3_B3_HANDOFF_SENT_4065F6A4_R9_SYSTEMERROR_DEDUP.md,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,e4187b84e317e8cbbb478636c82757c82ff511e0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0124_e4187b84e3_0012_e4187b84e3_B3_HANDOFF_SENT_4065F6A4_R9_SYSTEMERROR_DEDUP.md,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,124,0D4B2F7923A565A828AE814E9880E5C8F7E39E4F6B9F07BC537CE04677BA5AEF,1135,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0013_fac5e14d92_BRANCH_REVERIFY_4065F6A4.csv,1,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,fac5e14d9235b6c2e344d57c0a075397fa31a266,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0125_fac5e14d92_0013_fac5e14d92_BRANCH_REVERIFY_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,125,E89FA2AA7226B7359077A70DBE9F13E44B65D4C9849463946E956E301E858711,401,branch_blob_extracted_to_local_source_body_by_object_id,b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0014_46dee9072a_EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4_R9.csv,5,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,46dee9072ae02cd28a4834ce295e38e73942dfa8,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0126_46dee9072a_0014_46dee9072a_EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4_R9.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,126,AA162D8CD9E486E0133717E745DA42FB64697C068ACB182EE20A5F6CA28DE61E,1162,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0015_9795fdfe05_MANIFEST.csv,8,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,9795fdfe0511bd89344cde86d2074fee25684feb,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0127_9795fdfe05_0015_9795fdfe05_MANIFEST.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,127,388EE8F9710F23AFADB311F6B19455A5E7A25BF967469CA20D8849C7F8268285,864,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0016_f07c797bc8_R9_PACKET_INVENTORY_4065F6A4.csv,1,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,f07c797bc8f1e706cd4cd1fab344dd186ad125b8,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0128_f07c797bc8_0016_f07c797bc8_R9_PACKET_INVENTORY_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,128,429197F2FE0799BB70B067F1329CE323842AE64903D0B844D1648C0C2EFE9DB3,739,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0017_bafce51897_R9_SOURCE_USE_GAP_FABLE_ADVERSE_ROUTE_4065F6A4.csv,4,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,bafce5189701fbff6f151bda5fff59fd90ff65b4,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0129_bafce51897_0017_bafce51897_R9_SOURCE_USE_GAP_FABLE_ADVERSE_ROUTE_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,129,ED76D12CA457329EF2706A7A66102891E06A2DDBFE42168484F3E4C47A719AA0,980,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0018_da6c1898bf_README.md,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,da6c1898bfc17c913738a1655113d8d79b9a7783,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0130_da6c1898bf_0018_da6c1898bf_README.md,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,130,ECB4C37E5ABFB37777D3FC9D6287419E6F0BED775A9745B238CCDAB4D47697BB,1080,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0019_c264a62dab_SHA256SUMS.txt,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,c264a62dab9e612f15ae2a7c1d0f623288f0f65f,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0131_c264a62dab_0019_c264a62dab_SHA256SUMS.txt,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,131,91790CFF5C457F94A2AB100B000B8D21B879A9E3AFBF9B7ABC3A10D8423D35A2,801,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0020_ee1f773f1c_SIBLING_WAKE_LEDGER_4065F6A4_R9.csv,1,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,ee1f773f1cc33a5027cf2844f4442f5b220a9f62,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0132_ee1f773f1c_0020_ee1f773f1c_SIBLING_WAKE_LEDGER_4065F6A4_R9.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,132,18C0DFEB6C61A5510DDC159BAA2030BADECCA52F79D8A79114B913FC062E04D0,335,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0021_289675ef83_SUMMARY.json,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,289675ef835fbe9b0a444cf8d0dba673a1b3ce56,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0133_289675ef83_0021_289675ef83_SUMMARY.json,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,133,CA37C301AC2BC1B1FB6F714C251B8B85320746B37327803172F4F42D18739AE0,1249,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0022_2227553539_ACTIVE_SESSION_STATE.md,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,22275535395fef24e5040eb5579e8c9849189eba,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0134_2227553539_0022_2227553539_ACTIVE_SESSION_STATE.md,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,134,57B54E4B9E2E9616A48CC9460DFE6151D37D5870C268F75A0CF3ED855DC5257B,904,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;branch_weighting;marginal_intelligibility;b3_handoff;r6_ethics_authority;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0023_7bfedffebd_AUTHORITY_ETHICS_BOUNDARY_LEDGER_4065F6A4.csv,2,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,7bfedffebdb958fea180fc054ba20700ac99b20f,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0135_7bfedffebd_0023_7bfedffebd_AUTHORITY_ETHICS_BOUNDARY_LEDGER_4065F6A4.csv,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,135,8AF03A59D7E198FEBF0357F28A10CF4A3D4A0C0129E1DE9C2DFE99FDC4C0D157,567,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,uploader-transfer/interlanguage-method-authority-761bec88-current-frontier-authority-routing-20260707/INTERLANGUAGE_FABLE_761BEC88_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707/source_artifacts/0024_3bae88d587_AUTHORITY_ETHICS_BOUNDARY_LEDGER_4065F6A4.json,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,3bae88d587aaf1aa3c17fb1561746181749d397b,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0136_3bae88d587_0024_3bae88d587_AUTHORITY_ETHICS_BOUNDARY_LEDGER_4065F6A4.json,100644,blob,,interlanguage_fable_761_current_frontier_authority_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,136,5499CE5A25FC892E954DBB042D122E239425F974A6B64B6986FD0DFC87D91364,781,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority,A
